"Time","TC_00 Ave. (C)","TC_01 Ave. (C)","TC_02 Ave. (C)","TC_03 Ave. (C)"
"00:00:00.000","12.240","12.116","11.921","11.623"
"00:00:00.100","12.241","12.116","11.921","11.621"
"00:00:00.200","12.242","12.115","11.921","11.620"
"00:00:00.300","12.243","12.115","11.921","11.618"
"00:00:00.400","12.244","12.114","11.921","11.616"
"00:00:00.500","12.242","12.114","11.921","11.618"
"00:00:00.600","12.240","12.113","11.920","11.619"
"00:00:00.700","12.238","12.113","11.920","11.620"
"00:00:00.800","12.236","12.112","11.919","11.621"
"00:00:00.900","12.234","12.112","11.919","11.622"
"00:00:01.000","12.232","12.111","11.918","11.623"
"00:00:01.100","12.230","12.111","11.917","11.624"
"00:00:01.200","12.230","12.108","11.916","11.623"
"00:00:01.300","12.230","12.105","11.915","11.622"
"00:00:01.400","12.230","12.103","11.914","11.621"
"00:00:01.500","12.230","12.100","11.913","11.620"
"00:00:01.600","12.230","12.098","11.912","11.619"
"00:00:01.700","12.230","12.095","11.911","11.618"
"00:00:01.800","12.230","12.092","11.910","11.617"
"00:00:01.900","12.229","12.091","11.910","11.617"
"00:00:02.000","12.229","12.090","11.909","11.617"
"00:00:02.100","12.228","12.089","11.909","11.617"
"00:00:02.200","12.228","12.088","11.908","11.617"
"00:00:02.300","12.227","12.087","11.908","11.617"
"00:00:02.400","12.227","12.086","11.907","11.617"
"00:00:02.500","12.226","12.085","11.907","11.617"
"00:00:02.600","12.227","12.085","11.905","11.616"
"00:00:02.700","12.227","12.085","11.903","11.616"
"00:00:02.800","12.228","12.085","11.902","11.615"
"00:00:02.900","12.228","12.085","11.900","11.615"
"00:00:03.000","12.229","12.085","11.899","11.614"
"00:00:03.100","12.229","12.085","11.897","11.613"
"00:00:03.200","12.230","12.085","11.895","11.613"
"00:00:03.300","12.228","12.085","11.896","11.613"
"00:00:03.400","12.227","12.085","11.896","11.613"
"00:00:03.500","12.225","12.085","11.897","11.613"
"00:00:03.600","12.223","12.085","11.897","11.613"
"00:00:03.700","12.222","12.085","11.898","11.613"
"00:00:03.800","12.220","12.085","11.898","11.613"
"00:00:03.900","12.219","12.085","11.899","11.613"
"00:00:04.000","12.220","12.086","11.899","11.612"
"00:00:04.100","12.221","12.087","11.899","11.611"
"00:00:04.200","12.222","12.088","11.899","11.610"
"00:00:04.300","12.223","12.089","11.899","11.609"
"00:00:04.400","12.224","12.090","11.899","11.608"
"00:00:04.500","12.225","12.091","11.899","11.606"
"00:00:04.600","12.226","12.092","11.899","11.605"
"00:00:04.700","12.225","12.092","11.900","11.607"
"00:00:04.800","12.225","12.091","11.900","11.609"
"00:00:04.900","12.224","12.091","11.901","11.610"
"00:00:05.000","12.224","12.090","11.901","11.612"
"00:00:05.100","12.223","12.090","11.902","11.613"
"00:00:05.200","12.223","12.089","11.902","11.615"
"00:00:05.300","12.222","12.089","11.903","11.617"
"00:00:05.400","12.221","12.089","11.902","11.616"
"00:00:05.500","12.219","12.089","11.901","11.615"
"00:00:05.600","12.218","12.089","11.900","11.614"
"00:00:05.700","12.216","12.089","11.899","11.612"
"00:00:05.800","12.214","12.089","11.898","11.611"
"00:00:05.900","12.213","12.089","11.896","11.610"
"00:00:06.000","12.211","12.089","11.895","11.609"
"00:00:06.100","12.212","12.088","11.895","11.609"
"00:00:06.200","12.212","12.088","11.895","11.608"
"00:00:06.300","12.213","12.087","11.895","11.608"
"00:00:06.400","12.213","12.087","11.895","11.607"
"00:00:06.500","12.214","12.086","11.895","11.607"
"00:00:06.600","12.214","12.085","11.895","11.606"
"00:00:06.700","12.215","12.085","11.895","11.606"
"00:00:06.800","12.216","12.085","11.895","11.607"
"00:00:06.900","12.217","12.086","11.894","11.609"
"00:00:07.000","12.218","12.087","11.894","11.610"
"00:00:07.100","12.219","12.087","11.893","11.612"
"00:00:07.200","12.220","12.088","11.893","11.614"
"00:00:07.300","12.221","12.088","11.892","11.615"
"00:00:07.400","12.222","12.089","11.892","11.617"
"00:00:07.500","12.222","12.087","11.893","11.615"
"00:00:07.600","12.222","12.085","11.894","11.614"
"00:00:07.700","12.222","12.084","11.895","11.612"
"00:00:07.800","12.222","12.082","11.896","11.610"
"00:00:07.900","12.223","12.081","11.897","11.609"
"00:00:08.000","12.223","12.079","11.898","11.607"
"00:00:08.100","12.223","12.078","11.899","11.606"
"00:00:08.200","12.222","12.077","11.899","11.606"
"00:00:08.300","12.221","12.077","11.899","11.606"
"00:00:08.400","12.221","12.076","11.899","11.606"
"00:00:08.500","12.220","12.075","11.899","11.606"
"00:00:08.600","12.220","12.075","11.899","11.606"
"00:00:08.700","12.219","12.074","11.899","11.606"
"00:00:08.800","12.219","12.074","11.899","11.606"
"00:00:08.900","12.219","12.075","11.898","11.606"
"00:00:09.000","12.220","12.076","11.897","11.606"
"00:00:09.100","12.220","12.077","11.896","11.606"
"00:00:09.200","12.221","12.078","11.895","11.606"
"00:00:09.300","12.221","12.079","11.894","11.606"
"00:00:09.400","12.222","12.080","11.893","11.606"
"00:00:09.500","12.223","12.081","11.892","11.606"
"00:00:09.600","12.222","12.081","11.891","11.604"
"00:00:09.700","12.221","12.080","11.891","11.602"
"00:00:09.800","12.221","12.080","11.890","11.601"
"00:00:09.900","12.220","12.079","11.890","11.599"
"00:00:10.000","12.220","12.079","11.889","11.598"
"00:00:10.100","12.219","12.078","11.889","11.596"
"00:00:10.200","12.219","12.078","11.888","11.595"
"00:00:10.300","12.221","12.080","11.888","11.595"
"00:00:10.400","12.223","12.082","11.887","11.596"
"00:00:10.500","12.225","12.084","11.887","11.596"
"00:00:10.600","12.227","12.086","11.886","11.597"
"00:00:10.700","12.229","12.088","11.885","11.597"
"00:00:10.800","12.232","12.090","11.885","11.598"
"00:00:10.900","12.234","12.092","11.884","11.598"
"00:00:11.000","12.235","12.093","11.886","11.597"
"00:00:11.100","12.236","12.094","11.888","11.596"
"00:00:11.200","12.237","12.094","11.889","11.595"
"00:00:11.300","12.238","12.095","11.891","11.594"
"00:00:11.400","12.239","12.095","11.892","11.593"
"00:00:11.500","12.240","12.096","11.894","11.592"
"00:00:11.600","12.241","12.096","11.896","11.591"
"00:00:11.700","12.242","12.096","11.896","11.591"
"00:00:11.800","12.242","12.095","11.896","11.592"
"00:00:11.900","12.243","12.095","11.896","11.592"
"00:00:12.000","12.243","12.094","11.896","11.593"
"00:00:12.100","12.244","12.094","11.896","11.593"
"00:00:12.200","12.244","12.093","11.896","11.594"
"00:00:12.300","12.245","12.092","11.896","11.595"
"00:00:12.400","12.245","12.092","11.894","11.595"
"00:00:12.500","12.245","12.092","11.893","11.595"
"00:00:12.600","12.245","12.092","11.892","11.595"
"00:00:12.700","12.245","12.092","11.891","11.595"
"00:00:12.800","12.245","12.092","11.890","11.595"
"00:00:12.900","12.245","12.092","11.889","11.595"
"00:00:13.000","12.245","12.092","11.888","11.595"
"00:00:13.100","12.245","12.094","11.888","11.593"
"00:00:13.200","12.245","12.096","11.887","11.592"
"00:00:13.300","12.245","12.097","11.887","11.591"
"00:00:13.400","12.245","12.099","11.886","11.590"
"00:00:13.500","12.245","12.100","11.885","11.589"
"00:00:13.600","12.245","12.102","11.885","11.588"
"00:00:13.700","12.245","12.104","11.884","11.587"
"00:00:13.800","12.247","12.103","11.886","11.588"
"00:00:13.900","12.250","12.103","11.888","11.588"
"00:00:14.000","12.253","12.102","11.889","11.589"
"00:00:14.100","12.255","12.101","11.891","11.589"
"00:00:14.200","12.258","12.101","11.892","11.590"
"00:00:14.300","12.261","12.100","11.894","11.590"
"00:00:14.400","12.263","12.100","11.895","11.591"
"00:00:14.500","12.262","12.099","11.895","11.593"
"00:00:14.600","12.261","12.098","11.895","11.596"
"00:00:14.700","12.260","12.097","11.895","11.599"
"00:00:14.800","12.259","12.096","11.895","11.601"
"00:00:14.900","12.258","12.094","11.895","11.604"
"00:00:15.000","12.257","12.093","11.895","11.607"
"00:00:15.100","12.256","12.092","11.895","11.609"
"00:00:15.200","12.255","12.093","11.895","11.609"
"00:00:15.300","12.255","12.094","11.895","11.609"
"00:00:15.400","12.254","12.096","11.895","11.609"
"00:00:15.500","12.254","12.097","11.895","11.609"
"00:00:15.600","12.253","12.098","11.895","11.609"
"00:00:15.700","12.253","12.099","11.895","11.609"
"00:00:15.800","12.252","12.100","11.895","11.609"
"00:00:15.900","12.251","12.099","11.895","11.609"
"00:00:16.000","12.250","12.099","11.895","11.609"
"00:00:16.100","12.249","12.098","11.895","11.609"
"00:00:16.200","12.248","12.098","11.895","11.609"
"00:00:16.300","12.247","12.097","11.895","11.609"
"00:00:16.400","12.246","12.097","11.895","11.609"
"00:00:16.500","12.245","12.096","11.895","11.609"
"00:00:16.600","12.245","12.096","11.895","11.608"
"00:00:16.700","12.246","12.096","11.895","11.606"
"00:00:16.800","12.246","12.096","11.895","11.604"
"00:00:16.900","12.247","12.096","11.895","11.603"
"00:00:17.000","12.247","12.096","11.895","11.601"
"00:00:17.100","12.248","12.096","11.895","11.600"
"00:00:17.200","12.248","12.096","11.895","11.598"
"00:00:17.300","12.246","12.096","11.896","11.598"
"00:00:17.400","12.244","12.096","11.896","11.598"
"00:00:17.500","12.242","12.096","11.897","11.598"
"00:00:17.600","12.240","12.096","11.898","11.598"
"00:00:17.700","12.238","12.096","11.898","11.598"
"00:00:17.800","12.236","12.096","11.899","11.598"
"00:00:17.900","12.234","12.096","11.899","11.598"
"00:00:18.000","12.234","12.096","11.899","11.598"
"00:00:18.100","12.235","12.095","11.898","11.597"
"00:00:18.200","12.235","12.094","11.898","11.597"
"00:00:18.300","12.236","12.094","11.897","11.596"
"00:00:18.400","12.236","12.093","11.896","11.595"
"00:00:18.500","12.237","12.093","11.896","11.595"
"00:00:18.600","12.237","12.092","11.895","11.594"
"00:00:18.700","12.239","12.091","11.894","11.593"
"00:00:18.800","12.241","12.089","11.892","11.591"
"00:00:18.900","12.244","12.088","11.891","11.590"
"00:00:19.000","12.246","12.086","11.889","11.588"
"00:00:19.100","12.248","12.084","11.887","11.586"
"00:00:19.200","12.250","12.083","11.886","11.585"
"00:00:19.300","12.252","12.081","11.884","11.583"
"00:00:19.400","12.251","12.081","11.884","11.584"
"00:00:19.500","12.250","12.081","11.883","11.584"
"00:00:19.600","12.249","12.081","11.883","11.585"
"00:00:19.700","12.248","12.081","11.882","11.585"
"00:00:19.800","12.247","12.081","11.881","11.586"
"00:00:19.900","12.246","12.081","11.881","11.586"
"00:00:20.000","12.245","12.081","11.880","11.587"
"00:00:20.100","12.246","12.082","11.880","11.587"
"00:00:20.200","12.247","12.082","11.879","11.587"
"00:00:20.300","12.248","12.083","11.879","11.587"
"00:00:20.400","12.249","12.083","11.878","11.587"
"00:00:20.500","12.250","12.084","11.878","11.587"
"00:00:20.600","12.251","12.084","11.877","11.587"
"00:00:20.700","12.252","12.085","11.877","11.587"
"00:00:20.800","12.252","12.085","11.877","11.586"
"00:00:20.900","12.252","12.085","11.877","11.585"
"00:00:21.000","12.252","12.085","11.877","11.584"
"00:00:21.100","12.252","12.085","11.877","11.583"
"00:00:21.200","12.252","12.085","11.877","11.582"
"00:00:21.300","12.252","12.085","11.877","11.580"
"00:00:21.400","12.252","12.085","11.877","11.579"
"00:00:21.500","12.250","12.085","11.877","11.579"
"00:00:21.600","12.249","12.085","11.878","11.579"
"00:00:21.700","12.247","12.085","11.878","11.579"
"00:00:21.800","12.246","12.085","11.879","11.579"
"00:00:21.900","12.244","12.085","11.879","11.579"
"00:00:22.000","12.242","12.085","11.880","11.579"
"00:00:22.100","12.241","12.085","11.880","11.579"
"00:00:22.200","12.241","12.084","11.880","11.579"
"00:00:22.300","12.241","12.083","11.880","11.579"
"00:00:22.400","12.241","12.082","11.880","11.579"
"00:00:22.500","12.241","12.080","11.880","11.579"
"00:00:22.600","12.241","12.079","11.880","11.579"
"00:00:22.700","12.241","12.078","11.880","11.579"
"00:00:22.800","12.241","12.077","11.880","11.579"
"00:00:22.900","12.240","12.078","11.879","11.579"
"00:00:23.000","12.239","12.078","11.877","11.579"
"00:00:23.100","12.238","12.079","11.876","11.579"
"00:00:23.200","12.237","12.079","11.874","11.579"
"00:00:23.300","12.236","12.080","11.872","11.579"
"00:00:23.400","12.234","12.081","11.871","11.579"
"00:00:23.500","12.233","12.081","11.869","11.579"
"00:00:23.600","12.234","12.083","11.871","11.580"
"00:00:23.700","12.234","12.084","11.872","11.580"
"00:00:23.800","12.235","12.086","11.874","11.581"
"00:00:23.900","12.235","12.087","11.876","11.581"
"00:00:24.000","12.236","12.089","11.877","11.582"
"00:00:24.100","12.237","12.091","11.879","11.583"
"00:00:24.200","12.237","12.092","11.880","11.583"
"00:00:24.300","12.237","12.093","11.882","11.583"
"00:00:24.400","12.237","12.094","11.883","11.583"
"00:00:24.500","12.237","12.095","11.885","11.583"
"00:00:24.600","12.237","12.096","11.887","11.583"
"00:00:24.700","12.237","12.097","11.888","11.583"
"00:00:24.800","12.237","12.098","11.890","11.583"
"00:00:24.900","12.237","12.100","11.891","11.583"
"00:00:25.000","12.237","12.100","11.892","11.581"
"00:00:25.100","12.237","12.101","11.892","11.580"
"00:00:25.200","12.237","12.101","11.893","11.578"
"00:00:25.300","12.237","12.102","11.893","11.577"
