General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Smooth data?;;34;18,54900;2,20800;0,027000;87,250;82,39;-6,5200;0,000;100,952;29,400;0,000;432,750;499,050;26,90;1135,150;263,170;0,000;843,200;882,400;860,400;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,341;27,458;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;813,4251;21,08631;122,1771;0,38583692;0,38583692;0,00534;1,88977;15,9156;19,622106;0,193824;24,042685;27,726173;0,0471;4,7131;0,74;73,53;0,01;0,73;62,07;;456,135;444,950;8,1358781;18,08300;2,47500;0,02600;0,1409042;;60,83;34,00;;;
Correct O2 for pressure?;;35;18,47200;2,27200;0,020000;85,900;83,22;-6,7500;0,000;100,952;29,400;0,000;435,350;501,850;26,90;1135,217;263,170;0,000;843,300;882,400;860,500;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,370;27,437;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;811,8797;40,43280;221,4707;0,20083745;0,20083745;0,00391;3,61229;16,7275;19,411485;0,183837;23,927513;27,582457;0,0445;4,4471;0,78;77,98;0,00;0,73;61,90;;466,321;465,544;8,1204207;18,06000;2,48900;0,01800;0,1421806;;60,60;35,00;;;
;;36;18,40200;2,30200;0,022000;90,275;83,26;-7,0100;0,000;100,952;29,300;0,000;438,750;505,150;26,90;1134,550;263,170;0,000;841,500;882,300;860,400;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,357;27,434;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;831,6144;20,28772;111,2072;0,40999222;0,40999222;0,00225;1,80403;17,5591;19,822417;0,183331;24,624874;28,351579;0,0456;4,5585;0,83;82,54;0,00;0,74;63,32;;476,194;465,544;8,3178077;18,05500;2,48500;0,00800;0,1426231;;60,34;36,00;;;
Apparatus;;37;18,32900;2,32700;0,028000;83,475;85,19;-7,5200;0,000;100,952;29,300;0,000;440,850;507,550;26,90;1134,317;263,170;0,000;841,100;882,200;860,200;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,343;27,453;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;798,5099;21,39292;103,0017;0,37333361;0,37333361;0,00266;1,91382;18,3576;19,015784;0,160418;23,735880;27,327086;0,0385;3,8446;0,86;86,38;0,00;0,71;60,87;;485,353;483,903;7,9866957;18,04900;2,50200;0,01100;0,1427570;;59,83;37,00;;;
C-factor (SI units);0,0437;38;18,28000;2,33500;0,010000;87,850;84,33;-7,7600;0,000;100,952;29,300;0,000;443,550;510,550;26,90;1134,650;263,170;0,000;842,200;882,200;860,100;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,404;27,426;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;831,3098;22,07427;111,6686;0,37667211;0,37667211;0,00083;1,98904;19,1889;19,448272;0,170561;24,424398;28,113801;0,0421;4,2054;0,91;90,59;0,00;0,75;63,42;;494,026;483,903;8,3147610;17,99500;2,56400;0,00000;0,1453540;;59,59;38,00;;;
OD correction factor;1;39;18,25800;2,32500;0,005000;87,850;84,33;-8,2700;0,000;100,952;29,300;0,000;443,550;510,550;26,90;1135,217;263,170;0,000;844,100;882,100;860,000;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,330;27,453;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;847,9044;22,07590;109,4912;0,38416290;0,38416290;0,00255;1,97351;20,0368;19,448272;0,170561;24,424398;28,113801;0,0421;4,2054;0,95;94,79;0,00;0,76;64,67;;502,887;501,303;8,4807403;17,93700;2,59400;0,01000;0,1483016;;59,08;39,00;;;
Duct diameter (m);0,114;40;18,23900;2,32700;-0,002000;89,975;82,28;-8,4900;0,000;100,954;29,300;0,000;445,950;511,950;26,90;1135,483;263,170;0,000;844,900;882,100;860,000;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,357;27,440;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;860,6869;43,95836;248,6666;0,19583511;0,19583511;0,00170;3,91658;20,8975;19,629050;0,195113;24,784817;28,452937;0,0487;4,8688;1,00;99,66;0,00;0,77;65,59;;511,672;501,303;8,6085899;17,92200;2,60000;0,00500;0,1491638;;58,86;40,00;;;
O2 delay time (s);12;41;18,24100;2,35100;-0,003000;85,775;79,70;-8,7500;0,000;100,952;29,300;0,000;447,450;512,850;26,90;1135,250;263,170;0,000;844,200;882,000;860,100;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,343;27,458;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;837,0853;20,67255;136,5887;0,40500704;0,40500704;0,00420;1,84598;21,7346;19,133285;0,226988;24,240095;27,783066;0,0553;5,5308;1,05;105,19;0,00;0,75;63,87;;519,897;517,947;8,3725267;17,92500;2,60000;0,02000;0,1488286;;58,60;41,00;;;
CO2 delay time (s);10;42;18,24900;2,40700;0,004000;80,825;81,24;-9,2500;0,000;100,948;29,300;0,000;449,850;515,850;26,90;1134,083;263,170;0,000;840,900;881,900;860,000;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,370;27,418;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;811,5484;21,08377;128,1261;0,38499324;0,38499324;0,00553;1,88669;22,5461;18,523388;0,207851;23,593286;27,054788;0,0493;4,9318;1,10;110,13;0,01;0,73;61,98;;527,145;517,947;8,1171076;17,91800;2,60900;0,02900;0,1490432;;58,10;42,00;;;
CO delay time (s);10;43;18,23100;2,44200;0,022000;82,725;82,09;-9,4900;0,000;100,954;29,400;0,000;452,550;519,250;26,90;1133,617;263,170;0,000;839,600;881,900;859,900;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,370;27,448;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;824,2524;35,33280;203,8871;0,23332914;0,23332914;0,00608;3,16947;23,3704;18,683857;0,197433;23,940509;27,469030;0,0476;4,7563;1,15;114,88;0,01;0,74;62,99;;533,906;532,492;8,2441722;17,89500;2,63300;0,03200;0,1500927;;57,86;43,00;;;
;;44;18,17400;2,47500;0,030000;87,400;83,70;-9,7900;0,000;100,952;29,400;0,000;454,450;520,450;26,90;1133,817;263,177;0,000;840,400;881,800;859,800;326,550;;;;;0,00;0,00;0,00;3,00;2,98;15,351;27,429;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;853,0944;20,68497;106,9088;0,41250483;0,41250483;0,00573;1,85383;24,2235;19,164350;0,178022;24,659285;28,240565;0,0441;4,4092;1,19;119,29;0,01;0,76;65,19;;540,833;532,492;8,5326505;17,86800;2,65400;0,02900;0,1514712;;57,56;44,00;;;
Laboratory;;45;18,12200;2,48900;0,026000;81,300;83,28;-10,2700;0,000;100,952;29,400;0,000;456,250;522,050;26,90;1133,883;263,177;0,000;840,700;881,700;859,800;326,650;;;;;0,00;0,00;0,00;3,00;2,98;15,358;27,450;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;827,3807;22,62089;119,7225;0,36583265;0,36583265;0,00258;2,01751;25,0508;18,446980;0,183116;23,830240;27,267017;0,0438;4,3790;1,24;123,67;0,00;0,74;63,12;;547,486;545,529;8,2754613;17,85000;2,66100;0,01100;0,1526353;;57,08;45,00;;;
Laboratory name;FZJ IAS-7;46;18,08300;2,48500;0,018000;83,350;82,59;-10,5400;0,000;100,954;29,400;0,000;457,950;523,350;26,90;1133,950;263,177;0,000;840,900;881,700;859,800;326,550;;;;;0,00;0,00;0,00;3,00;2,99;15,341;27,456;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;834,7280;19,64453;109,1246;0,42500114;0,42500114;0,00425;1,75446;25,8856;18,643404;0,191382;24,173723;27,625981;0,0464;4,6369;1,28;128,31;0,00;0,75;63,73;;553,651;545,529;8,3489492;17,85300;2,66000;0,02100;0,1523649;;56,81;46,00;;;
Operator;DK;47;18,06000;2,50200;0,008000;80,575;81,48;-11,1000;0,000;100,954;29,400;0,000;459,950;525,650;26,90;1134,183;263,177;0,000;841,600;881,700;859,800;326,550;;;;;0,00;0,00;0,00;3,00;2,99;15,379;27,440;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;822,1082;19,69514;117,1932;0,41750018;0,41750018;-0,00003;1,75756;26,7077;18,290530;0,204899;23,819749;27,222200;0,0489;4,8918;1,33;133,20;0,00;0,73;62,66;;559,497;557,410;8,2227265;17,84600;2,66800;-0,00500;0,1529637;;56,25;47,00;;;
Filename;24072026_FZJ_PMMA_CN_6mm_q75_Al2O3_R2,csv;48;18,05500;2,56400;0,011000;80,650;82,63;-11,3300;0,000;100,952;29,400;0,000;461,850;527,650;26,90;1133,817;263,177;0,000;840,600;881,600;859,800;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,406;27,432;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;821,8369;43,26281;240,5179;0,19000181;0,19000181;0,00320;3,86319;27,5295;18,261361;0,190955;23,880002;27,282199;0,0457;4,5690;1,38;137,77;0,00;0,73;62,72;;564,965;557,410;8,2200126;17,83800;2,67300;0,01500;0,1531623;;56,02;48,00;;;
Report name;;49;18,04900;2,59400;0,000000;82,300;82,95;-11,5800;0,000;100,952;29,400;0,000;463,750;529,050;26,90;1133,817;263,170;0,000;840,600;881,500;859,900;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,351;27,456;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;829,7157;20,15890;109,9262;0,41167005;0,41167005;0,00144;1,80159;28,3592;18,409390;0,187076;24,172612;27,576324;0,0453;4,5244;1,42;142,29;0,00;0,74;63,29;;570,288;568,369;8,2988167;17,83500;2,67900;0,00400;0,1533899;;55,77;49,00;;;
;;50;17,99500;2,60000;0,010000;82,600;84,09;-12,1000;0,000;100,950;29,400;0,000;465,050;529,950;26,90;1134,017;263,177;0,000;841,100;881,600;859,900;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,385;27,434;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;832,0208;21,43008;108,2535;0,38832664;0,38832664;0,00290;1,91868;29,1912;18,417117;0,173415;24,250548;27,634830;0,0420;4,2029;1,47;146,49;0,00;0,75;63,52;;575,500;568,369;8,3218720;17,82500;2,69000;0,01300;0,1537582;;55,25;50,00;;;
Pre-test conditions;;51;17,93700;2,60000;0,005000;81,300;81,45;-12,3200;0,000;100,950;29,400;0,000;466,550;531,350;27,00;1133,683;263,177;0,000;840,000;881,500;860,100;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,343;27,477;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;828,3507;41,08362;245,0815;0,20166588;0,20166588;0,00271;3,67754;30,0196;18,242217;0,205300;24,097727;27,444706;0,0494;4,9415;1,51;151,44;0,00;0,74;63,24;;580,493;578,592;8,2851635;17,80900;2,70300;0,01200;0,1545603;;55,03;51,00;;;
Ambient temperature (°C);26,9;52;17,92200;2,60900;0,020000;83,375;81,89;-12,5900;0,000;100,952;29,400;0,000;467,750;531,750;26,90;1133,950;263,177;0,000;840,700;881,500;860,200;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,351;27,450;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;845,3121;20,91903;120,5294;0,40416845;0,40416845;0,00323;1,88311;30,8649;18,449834;0,199922;24,434673;27,777953;0,0487;4,8704;1,56;156,31;0,00;0,76;64,62;;585,423;578,592;8,4548116;17,77700;2,74200;0,01500;0,1559732;;54,76;52,00;;;
Barometric pressure (Pa);100954;53;17,92500;2,63300;0,029000;86,225;83,93;-13,0800;0,000;100,954;29,400;0,000;468,950;532,050;26,90;1134,083;263,177;0,000;841,100;881,400;860,300;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,336;27,440;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;874,4435;24,12750;119,7292;0,36249860;0,36249860;0,00461;2,17122;31,7394;18,738498;0,175277;24,880642;28,228479;0,0434;4,3393;1,61;160,65;0,00;0,79;66,89;;590,601;588,886;8,7461839;17,71600;2,79100;0,02300;0,1589118;;54,27;53,00;;;
Relative hunidity (%);29,5;54;17,91800;2,65400;0,032000;80,750;82,95;-13,3300;0,000;100,950;29,400;0,000;470,650;533,850;26,90;1134,350;263,177;0,000;841,900;881,400;860,300;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,343;27,458;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;859,6889;20,88738;109,0694;0,41166528;0,41166528;0,00685;1,88323;32,5990;18,101046;0,187081;24,121372;27,360447;0,0449;4,4891;1,65;165,14;0,01;0,78;65,86;;595,721;588,886;8,5986082;17,65400;2,84500;0,03800;0,1617815;;54,02;54,00;;;
;;55;17,89500;2,66100;0,029000;79,550;82,43;-13,8900;0,000;100,954;29,400;0,000;471,650;534,350;27,00;1134,317;263,177;0,000;841,700;881,400;860,400;326,650;;;;;0,00;0,00;0,00;3,00;2,99;15,330;27,442;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;860,1300;20,32212;108,7969;0,42333285;0,42333285;0,00726;1,82159;33,4592;17,946990;0,193368;23,966892;27,152993;0,0461;4,6048;1,70;169,74;0,01;0,77;65,86;;600,525;599,010;8,6030205;17,62600;2,85400;0,04100;0,1632794;;53,46;55,00;;;
Conditioning;;56;17,86800;2,66000;0,011000;80,175;83,22;-14,1300;0,000;100,954;29,400;0,000;472,750;535,250;27,00;1134,483;263,177;0,000;842,200;881,400;860,400;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,374;27,466;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;860,4177;40,98015;209,4212;0,21000163;0,21000163;0,00617;3,66905;34,3196;17,996380;0,183826;24,088900;27,273577;0,0440;4,3970;1,74;174,14;0,01;0,77;65,84;;605,163;599,010;8,6058978;17,63600;2,84400;0,03400;0,1628784;;53,22;56,00;;;
Conditionet ? (Y/N);N;57;17,85000;2,66800;0,021000;81,400;83,65;-14,4000;0,000;100,954;29,400;0,000;474,750;537,950;27,00;1134,483;263,177;0,000;842,200;881,300;860,500;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,349;27,442;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;863,4067;21,49997;107,5144;0,40166537;0,40166537;0,00477;1,93020;35,1830;18,095107;0,178621;24,323519;27,561530;0,0432;4,3176;1,78;178,45;0,00;0,78;66,06;;609,667;608,229;8,6357938;17,64300;2,84600;0,02500;0,1625461;;52,95;57,00;;;
Conditioning temperature (°C);;58;17,85300;2,67300;-0,005000;78,725;85,11;-14,8900;0,000;100,954;29,400;0,000;476,550;540,750;27,00;1134,517;263,177;0,000;842,300;881,300;860,500;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,357;27,453;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;853,1473;21,69452;97,8738;0,39333344;0,39333344;0,00390;1,94585;36,0361;17,761659;0,161381;23,965819;27,194453;0,0385;3,8489;1,82;182,30;0,00;0,77;65,26;;613,954;608,229;8,5331793;17,62200;2,86200;0,02000;0,1636482;;52,46;58,00;;;
Conditioning RH (%);;59;17,84600;2,67900;0,015000;77,625;85,76;-15,1500;0,000;100,950;29,400;0,000;478,750;543,650;27,00;1134,383;263,177;0,000;842,000;881,200;860,500;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,366;27,469;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;851,1370;38,69573;166,0209;0,22000027;0,22000027;0,00168;3,46990;36,8873;17,596563;0,153725;23,852665;27,086164;0,0365;3,6517;1,86;185,96;0,00;0,76;65,06;;617,991;616,671;8,5130719;17,60100;2,88100;0,00600;0,1648129;;52,20;59,00;;;
;;60;17,83800;2,69000;0,004000;77,500;84,38;-15,4100;0,000;100,954;29,500;0,000;479,950;544,150;27,00;1133,950;263,177;0,000;840,700;881,200;860,500;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,343;27,456;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;854,1666;21,05144;99,4093;0,40583324;0,40583324;0,00184;1,88643;37,7414;17,560396;0,169991;23,863303;27,055353;0,0403;4,0336;1,90;189,99;0,00;0,77;65,30;;621,902;616,671;8,5433746;17,58200;2,89500;0,00700;0,1657565;;51,94;60,00;;;
Data collected;;61;17,83500;2,70300;0,013000;76,825;84,06;-15,9200;0,000;100,954;29,500;0,000;481,050;545,650;27,00;1133,683;263,177;0,000;839,800;881,200;860,600;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,385;27,453;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;852,9975;22,30490;107,5101;0,38250256;0,38250256;-0,00003;1,99468;38,5944;17,463754;0,173755;23,786366;26,980627;0,0411;4,1115;1,94;194,10;0,00;0,76;65,15;;625,700;624,389;8,5316812;17,57100;2,90100;-0,00500;0,1664566;;51,43;61,00;;;
CO/CO2 data collected?;Yes;62;17,82500;2,74200;0,012000;79,875;84,51;-16,1800;0,000;100,950;29,500;0,000;482,650;547,650;27,00;1133,750;263,177;0,000;839,900;881,200;860,700;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,374;27,456;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;868,6170;21,49576;100,7365;0,40416845;0,40416845;0,00374;1,92774;39,4631;17,777501;0,168376;24,294238;27,566020;0,0407;4,0706;1,98;198,17;0,00;0,78;66,46;;629,492;624,389;8,6879074;17,56400;2,91000;0,01900;0,1665162;;51,17;62,00;;;
Mass data collected?;Yes;63;17,80900;2,79100;0,015000;82,675;83,35;-16,7200;0,000;100,950;29,500;0,000;484,250;549,550;27,00;1134,350;263,177;0,000;841,800;881,100;860,700;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,343;27,458;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;888,8910;21,68466;109,5830;0,40999889;0,40999889;0,00651;1,94837;40,3520;18,056507;0,182301;24,757320;28,095787;0,0449;4,4920;2,03;202,66;0,01;0,80;68,10;;633,448;632,216;8,8906873;17,53400;2,93700;0,03600;0,1677933;;50,63;63,00;;;
Smoke data collected;Yes;64;17,77700;2,84500;0,023000;77,100;83,47;-16,9600;0,000;100,954;29,500;0,000;485,450;551,050;27,00;1134,983;263,177;0,000;843,500;881,200;860,800;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,378;27,440;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;863,9294;40,03556;199,6763;0,21583366;0,21583366;0,00397;3,60437;41,2159;17,415517;0,180810;23,937630;27,172378;0,0431;4,3088;2,07;206,97;0,00;0,78;66,17;;637,245;632,216;8,6410222;17,50900;2,96500;0,02100;0,1691053;;50,39;64,00;;;
Soot mass data colelcted;;65;17,71600;2,85400;0,038000;77,700;81,31;-17,2400;0,000;100,950;29,500;0,000;486,750;552,350;27,00;1134,883;263,177;0,000;843,300;881,100;860,800;326,650;;;;;0,00;0,00;0,00;3,00;3,00;15,349;27,456;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;871,6421;20,88179;118,7445;0,41750081;0,41750081;0,00553;1,87961;42,0875;17,459788;0,206977;24,062747;27,305718;0,0496;4,9566;2,12;211,93;0,01;0,78;66,80;;640,791;639,849;8,7181647;17,48500;2,98300;0,03100;0,1702025;;50,11;65,00;;;
Soot mass ratio (1:x);;66;17,65400;2,84400;0,041000;81,025;81,53;-17,7500;0,000;100,950;29,500;0,005;486,950;551,250;27,00;1134,517;263,177;0,000;842,000;881,200;860,900;326,650;;;;;0,00;0,00;0,00;3,00;3,01;15,360;27,456;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;892,5348;22,89019;127,8467;0,38999812;0,38999812;0,00438;2,05293;42,9801;17,825789;0,204296;24,577257;27,822595;0,0499;4,9850;2,17;216,91;0,00;0,80;68,34;;644,447;639,849;8,9271328;17,47800;2,98100;0,02300;0,1707120;;49,60;66,00;;;
Soot mass (g);;67;17,62600;2,84600;0,034000;76,750;83,37;-18,0300;0,000;100,954;29,500;0,005;488,350;553,950;27,00;1134,283;263,177;0,000;841,300;881,100;861,000;326,650;;;;;0,00;0,00;0,00;3,00;3,01;15,423;27,456;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;866,3166;20,03448;100,2975;0,43249925;0,43249925;0,00380;1,79361;43,8464;17,324273;0,181993;23,954466;27,172266;0,0434;4,3370;2,21;221,25;0,00;0,78;66,30;;647,955;646,689;8,6648983;17,48400;2,97200;0,02000;0,1704899;;49,32;67,00;;;
;;68;17,63600;2,86200;0,025000;78,500;83,30;-18,6000;0,000;100,950;29,500;0,000;489,850;555,350;27,00;1134,050;263,177;0,000;840,400;881,000;861,300;326,650;;;;;0,00;0,00;0,00;3,00;3,01;15,372;27,480;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;871,1574;20,14640;101,9860;0,43249989;0,43249989;0,00291;1,80621;44,7175;17,493822;0,182801;24,263201;27,507541;0,0441;4,4100;2,26;225,66;0,00;0,78;66,66;;651,201;646,689;8,7133160;17,49900;2,96400;0,01400;0,1697678;;48,75;68,00;;;
Comments;;69;17,64300;2,88100;0,020000;75,375;83,73;-18,8500;0,000;100,950;29,500;0,000;490,750;556,650;27,00;1135,750;263,177;0,000;845,300;881,000;861,500;326,650;;;;;0,00;0,00;0,00;3,00;3,01;15,374;27,477;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;856,6583;40,80134;200,3741;0,21000036;0,21000036;0,00209;3,66678;45,5742;17,126355;0,177713;23,797182;26,992769;0,0421;4,2070;2,30;229,87;0,00;0,77;65,56;;654,284;652,915;8,5682966;17,48300;2,98400;0,00900;0,1705373;;48,50;69,00;;;
