General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m�;�C;�C;�C;�C;�C;g/min;�C;�C;�C;�C;ppm;ppm;%;ppm;ppm;no;no;;no;%;�C;no;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;�C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m�;MJ/kg;m�/kg;g/s;g/(s*m�);[kg/kg];[kg/kg];MJ/m�;g/s;1/m;l/s;l/s;m�/s;(m�/s)/m�;m�;m�;g/s;g/s;g/s;g;kW/m�;g;kW;[%];[%];%;;;;;;;
Test;;0;20,96000;0,04400;0,001000;107,725;100,04;0,0000;0,000;100,982;33,000;0,000;338,950;343,150;26,40;1144,783;263,196;0,000;869,300;886,800;858,800;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,713;26,660;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,9205;0,00000;0,0000;-0,00083288;-0,00083288;-0,00099;-1,65911;0,0019;24,636095;0,000384;23,643284;23,936252;0,0001;0,0081;0,00;0,01;0,00;0,00;0,09;;;;0,0192298;20,95200;0,04900;-0,00900;0,0002607;;67,84;0,00;;;
Standard used;ISO 5660-1;1;20,96000;0,04400;-0,007000;113,650;100,03;0,0000;0,000;100,982;33,000;0,000;339,050;343,250;26,30;1144,783;263,196;0,000;869,700;886,500;858,700;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,734;26,668;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7098;0,00000;0,0000;0,00416311;0,00416311;-0,00169;0,43385;0,0036;25,300802;0,000470;24,288367;24,589240;0,0001;0,0101;0,00;0,02;0,00;0,00;0,06;;0,855;1,710;0,0171199;20,95300;0,05000;-0,01200;0,0002256;;67,84;1,00;;;
Date of test;24.07.2026;2;20,96300;0,04300;-0,037000;109,900;100,02;-0,0100;0,000;100,986;33,000;0,000;339,150;343,450;26,40;1141,350;263,196;0,000;859,900;886,200;858,500;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,759;26,673;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5162;0,00000;0,0000;0,01749929;0,01749929;-0,00210;0,07973;0,0051;24,876219;0,000607;23,887817;24,190685;0,0001;0,0129;0,00;0,03;0,00;0,00;0,03;;1,234;1,710;0,0151814;20,95400;0,04900;-0,01400;0,0002032;;67,83;2,00;;;
Time of test;12:43;3;20,96000;0,04400;-0,027000;112,700;100,03;-0,0300;0,000;100,986;33,000;0,000;339,350;343,750;26,40;1138,317;263,196;0,000;851,300;886,000;858,200;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,748;26,676;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,2038;0,00000;0,0000;0,01166979;0,01166979;-0,00346;0,08803;0,0074;25,183696;0,000520;24,197338;24,511080;0,0001;0,0112;0,00;0,04;0,00;0,00;0,03;;1,443;1,874;0,0220662;20,95400;0,04800;-0,02000;0,0002918;;67,81;3,00;;;
Heat flux (kW/m�);75;4;20,96000;0,04400;-0,014000;107,400;100,04;-0,0300;0,000;100,986;33,000;0,000;339,250;343,650;26,40;1136,183;263,196;0,000;845,600;885,700;857,800;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,729;26,668;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,4311;0,00000;0,0000;-0,00750160;-0,00750160;-0,00381;-0,08357;0,0098;24,588026;0,000399;23,618036;23,924357;0,0001;0,0084;0,00;0,05;0,00;0,00;0,03;;1,661;1,874;0,0243426;20,95400;0,04700;-0,02200;0,0003298;;67,81;4,00;;;
Nominal duct flow rate (l/s);24,0;5;20,95900;0,04400;-0,003000;113,225;100,02;-0,0200;0,000;100,986;33,000;0,000;339,150;343,250;26,40;1134,350;263,203;0,000;840,800;885,300;857,500;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,727;26,668;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2493;0,00000;0,0000;-0,00583458;-0,00583458;-0,00079;-0,04413;0,0110;25,249727;0,000640;24,246485;24,539601;0,0001;0,0138;0,00;0,06;0,00;0,00;0,03;;1,697;1,815;0,0125091;20,95400;0,04600;-0,00800;0,0001653;;67,82;5,00;;;
Sampling interval (s);1;6;20,95700;0,04500;0,008000;114,225;100,02;-0,0200;0,000;100,982;33,000;0,000;339,050;343,150;26,40;1132,950;263,203;0,000;837,300;884,900;857,200;319,750;;;;;0,00;0,00;0,00;3,00;2,04;15,740;26,679;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00083288;-0,00083288;0,00166;-0,31058;0,0110;25,364724;0,000553;24,349731;24,644183;0,0001;0,0119;0,00;0,08;0,00;0,00;-0,02;;1,518;1,815;0,0000000;20,95600;0,04600;0,00300;-0,0000947;;67,82;6,00;;;
Separation (mm);25;7;20,95900;0,04600;0,004000;114,375;99,99;-0,0200;0,000;100,986;33,000;0,000;339,050;343,050;26,40;1131,883;263,203;0,000;834,800;884,600;856,800;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,748;26,655;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,01083120;0,01083120;0,00166;0,02390;0,0110;25,381373;0,000915;24,365714;24,653172;0,0002;0,0198;0,00;0,10;0,00;0,00;0,01;;1,301;1,475;0,0000000;20,95500;0,04600;0,00300;-0,0000343;;67,82;7,00;;;
Orientation;hor;8;20,95900;0,04700;-0,008000;112,750;99,93;-0,0400;0,000;100,986;33,000;0,000;338,950;342,850;26,40;1130,917;263,203;0,000;832,500;884,200;856,600;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,772;26,689;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,01749929;0,01749929;0,00210;0,03672;0,0110;25,204140;0,001485;24,188437;24,466751;0,0003;0,0318;0,00;0,13;0,00;0,00;-0,02;;1,139;1,475;0,0000000;20,95600;0,04700;0,00500;-0,0001327;;67,80;8,00;;;
Edge frame?;N;9;20,95700;0,04900;0,007000;112,025;99,74;-0,0500;0,000;100,982;33,000;0,000;338,950;342,650;26,40;1130,450;263,203;0,000;831,600;884,000;856,300;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,769;26,676;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3470;0,00000;0,0000;0,00500170;0,00500170;0,00076;2,12579;0,0154;25,122977;0,003422;24,110544;24,373736;0,0007;0,0731;0,00;0,20;0,00;0,01;0,42;;1,254;1,630;0,0435266;20,94000;0,07300;-0,00100;0,0005803;;67,79;9,00;;;
Grid?;N;10;20,95500;0,04900;0,000000;110,150;99,58;-0,0500;0,000;100,982;33,000;0,000;338,950;342,750;26,40;1129,783;263,203;0,000;830,100;883,700;856,100;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,751;26,695;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,0285;0,00000;0,0000;-0,00750160;-0,00750160;0,00119;-5,72345;0,0514;24,911843;0,004999;23,907919;24,175952;0,0011;0,1059;0,00;0,31;0,00;0,04;2,87;;3,147;1,630;0,3607530;20,85100;0,15800;0,00100;0,0048533;;67,79;10,00;;;
Non-scrubbed?;;11;20,95300;0,05000;-0,009000;111,450;99,52;-0,0400;0,000;100,986;33,000;0,000;339,050;342,950;26,40;1129,283;263,203;0,000;828,900;883,600;855,900;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,723;26,703;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;88,6126;0,00000;0,0000;-0,00416692;-0,00416692;-0,00057;-30,32218;0,1400;25,054722;0,005588;24,052134;24,328799;0,0012;0,1191;0,00;0,43;0,00;0,13;7,31;;8,527;9,785;0,8872782;20,69100;0,37500;-0,00700;0,0118765;;67,80;11,00;;;
Substrate used? {Y/N};;12;20,95200;0,04900;-0,012000;110,300;98,41;-0,0500;0,000;100,982;33,000;0,000;339,050;343,050;26,40;1129,283;263,203;0,000;829,300;883,400;855,700;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,719;26,676;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;194,8204;68,84100;125,9637;0,02833684;0,02833684;-0,00122;7,50364;0,3348;24,925123;0,016808;23,927721;24,210012;0,0036;0,3565;0,01;0,78;0,00;0,21;15,15;;19,626;9,785;1,9507365;20,40500;0,60300;-0,01000;0,0262872;;67,79;12,00;;;
Substrate;;13;20,95300;0,04800;-0,014000;111,275;98,76;-0,1000;0,000;100,986;33,000;0,000;339,150;343,250;26,40;1129,750;263,203;0,000;830,700;883,400;855,700;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,740;26,687;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;311,6835;58,51737;53,2308;0,05333265;0,05333265;-0,00344;6,14339;0,6465;25,031353;0,013304;24,036787;24,327369;0,0028;0,2835;0,01;1,07;0,00;0,33;24,06;;37,597;39,071;3,1208864;20,08500;0,90100;-0,02000;0,0419455;;67,74;13,00;;;
Additional preparation details;;14;20,95400;0,04700;-0,020000;100,200;95,51;-0,1900;0,000;100,982;33,000;0,000;340,350;346,850;26,40;1130,417;263,203;0,000;832,800;883,400;855,600;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,751;26,697;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;404,7009;17,87775;42,0931;0,22666550;0,22666550;-0,00242;1,71174;1,0512;23,711140;0,046710;22,849592;23,285973;0,0095;0,9529;0,02;2,02;0,00;0,39;30,80;;60,497;39,071;4,0522699;19,77900;1,11500;-0,01600;0,0575910;;67,65;14,00;;;
;;15;20,95400;0,04600;-0,022000;94,875;91,37;-0,5200;0,000;100,982;33,000;0,000;343,350;353,950;26,40;1131,350;263,203;0,000;835,600;883,400;855,600;319,750;;;;;0,00;0,00;0,00;3,00;2,05;15,708;26,689;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;476,8927;17,79550;68,4777;0,26833344;0,26833344;-0,00011;1,69557;1,5281;22,971471;0,090991;22,331923;23,021361;0,0184;1,8351;0,04;3,85;0,00;0,45;36,39;;85,850;86,434;4,7751268;19,52100;1,34000;-0,00500;0,0701425;;67,32;15,00;;;
Specimen;;16;20,95400;0,04600;-0,008000;90,350;88,71;-0,6900;0,000;100,982;33,000;0,000;347,950;364,350;26,40;1132,517;263,203;0,000;839,000;883,400;855,700;319,750;;;;;0,00;0,00;0,00;3,00;2,06;15,723;26,676;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;532,3164;36,34144;165,7128;0,14666684;0,14666684;0,00401;3,35115;2,0604;22,268302;0,120611;21,938363;22,972388;0,0243;2,4273;0,06;6,28;0,00;0,49;40,54;;112,022;86,434;5,3300839;19,30700;1,48800;0,01600;0,0808587;;67,15;16,00;;;
Sample description;PMMA_CN_6mm_q75_Al2O3_R1;17;20,95400;0,04600;0,003000;89,525;86,07;-0,8800;0,000;100,982;33,000;0,000;352,550;374,550;26,40;1133,183;263,203;0,000;841,000;883,400;855,700;319,750;;;;;0,00;0,00;0,00;3,00;2,06;15,751;26,676;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;581,3223;17,50601;92,9233;0,33250173;0,33250173;0,00436;1,61592;2,6418;22,021315;0,150824;21,981850;23,353572;0,0309;3,0857;0,09;9,37;0,00;0,54;44,33;;138,187;138,513;5,8207800;19,13300;1,64000;0,01800;0,0893722;;66,96;17,00;;;
Material name/ID;PMMA_CN;18;20,95600;0,04700;0,003000;91,675;86,37;-1,3100;0,000;100,982;33,000;0,000;357,350;385,050;26,40;1132,950;263,203;0,000;840,200;883,500;855,700;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,751;26,676;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;630,2910;19,61997;96,9825;0,32166735;0,32166735;0,00419;1,78112;3,2720;22,134005;0,147376;22,395154;24,131116;0,0312;3,1156;0,12;12,48;0,00;0,57;47,96;;164,166;138,513;6,3111042;18,99400;1,73700;0,01700;0,0964784;;66,53;18,00;;;
Specimen number;R4;19;20,95500;0,07300;0,005000;86,725;86,35;-1,4900;0,000;100,984;33,000;0,000;362,450;395,650;26,40;1133,150;263,203;0,000;840,800;883,500;855,700;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,778;26,692;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;645,9767;40,42703;193,7132;0,15999603;0,15999603;0,00121;3,68746;3,9180;21,376153;0,147548;21,937035;23,946441;0,0310;3,0953;0,16;15,58;0,00;0,59;49,15;;189,111;188,527;6,4681647;18,87400;1,84900;0,00200;0,1024471;;66,35;19,00;;;
E (MJ/kg);13,10;20;20,95600;0,15800;-0,001000;91,325;87,15;-1,7100;0,000;100,986;33,000;0,000;367,750;406,150;26,40;1132,950;263,203;0,000;840,300;883,400;855,700;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,723;26,681;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;696,7061;19,42315;84,6325;0,35916519;0,35916519;0,00297;1,75055;4,6147;21,777095;0,138372;22,675292;25,043018;0,0304;3,0358;0,19;18,61;0,00;0,63;52,99;;213,223;188,527;6,9761178;18,75300;1,93200;0,01100;0,1085274;;66,13;20,00;;;
Initial mass (g);67,84;21;20,94000;0,37500;0,001000;91,700;86,35;-2,1600;0,000;100,984;33,000;0,000;372,850;416,750;26,40;1133,017;263,203;0,000;840,500;883,500;855,600;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,723;26,695;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;716,4579;21,09928;97,3547;0,34000651;0,34000651;0,00257;1,91743;5,3312;21,672002;0,147562;22,878811;25,572602;0,0331;3,3058;0,22;21,92;0,00;0,65;54,58;;236,716;235,450;7,1738929;18,67600;2,01100;0,00900;0,1121878;;65,68;21,00;;;
Thickness (mm);5,70;22;20,85100;0,60300;-0,007000;95,325;82,38;-2,3600;0,000;100,984;33,000;0,000;377,750;425,650;26,40;1132,017;263,203;0,000;837,600;883,500;855,500;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,759;26,679;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;747,9768;40,66750;245,2763;0,18416405;0,18416405;0,00086;3,65709;6,0792;21,952430;0,194639;23,479419;26,456690;0,0452;4,5112;0,26;26,43;0,00;0,67;56,86;;259,239;235,450;7,4894916;18,61100;2,05000;0,00000;0,1156680;;65,48;22,00;;;
Surface area (cm�);100,13;23;20,69100;0,90100;-0,010000;88,800;84,24;-2,6100;0,000;100,982;33,000;0,000;382,350;434,650;26,40;1132,283;263,203;0,000;838,300;883,600;855,500;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,782;26,687;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;732,7068;18,37986;98,1322;0,39916484;0,39916484;0,00138;1,65832;6,8119;21,059952;0,172295;22,799154;25,917752;0,0392;3,9120;0,30;30,34;0,00;0,66;55,76;;280,156;277,983;7,3365930;18,55900;2,09900;0,00300;0,1181389;;65,23;23,00;;;
Sponsor;;24;20,40500;1,11500;-0,020000;88,825;83,76;-3,1000;0,000;100,984;33,000;0,000;387,650;443,950;26,40;1132,317;263,203;0,000;838,400;883,600;855,500;319,850;;;;;0,00;0,00;0,00;3,00;2,06;15,751;26,705;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;744,5909;20,90319;115,1410;0,35667229;0,35667229;0,00322;1,88119;7,5565;20,918433;0,178050;22,959858;26,294413;0,0411;4,1014;0,34;34,44;0,00;0,67;56,71;;299,260;277,983;7,4555887;18,50200;2,14100;0,01300;0,1209027;;64,74;24,00;;;
Manufacturer;;25;20,08500;1,34000;-0,016000;89,750;82,77;-3,2900;0,000;100,984;33,000;0,000;392,250;451,250;26,40;1132,483;263,203;0,000;838,900;883,500;855,600;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,770;26,695;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;761,7106;46,69636;272,3097;0,16333199;0,16333199;0,00340;4,21096;8,3182;20,903413;0,189847;23,215627;26,707589;0,0445;4,4419;0,39;38,89;0,00;0,69;58,05;;317,416;315,521;7,6270085;18,44200;2,19500;0,01400;0,1238088;;64,55;25,00;;;
Test start time (s);60;26;19,77900;1,48800;-0,005000;91,900;84,79;-3,5200;0,000;100,984;33,000;0,000;396,350;456,950;26,40;1132,650;263,203;0,000;839,200;883,600;855,700;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,757;26,700;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;781,7198;20,33103;102,8043;0,38499578;0,38499578;0,00640;1,82602;9,0999;21,042618;0,165731;23,614508;27,225052;0,0396;3,9528;0,43;42,84;0,01;0,70;59,63;;334,889;315,521;7,8273600;18,39100;2,22800;0,03000;0,1262538;;64,32;26,00;;;
Time to ignition (s);12;27;19,52100;1,64000;0,016000;88,300;82,82;-4,0100;0,000;100,986;33,000;0,000;400,550;463,550;26,40;1132,850;263,203;0,000;839,800;883,600;855,700;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,765;26,681;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;774,6806;20,27936;116,8783;0,38250097;0,38250097;0,00624;1,82827;9,8746;20,517924;0,189252;23,269681;26,929623;0,0447;4,4648;0,47;47,30;0,01;0,70;59,14;;351,308;349,053;7,7568765;18,34700;2,27200;0,03000;0,1283442;;63,83;27,00;;;
Time to flameout (s);214;28;19,30700;1,73700;0,018000;90,325;83,60;-4,2400;0,000;100,978;33,000;0,000;404,850;469,650;26,40;1132,817;263,203;0,000;839,600;883,600;855,800;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,801;26,695;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;793,9661;44,57856;242,8685;0,17833646;0,17833646;0,00536;4,00348;10,6685;20,641362;0,179888;23,660982;27,448142;0,0433;4,3256;0,52;51,63;0,01;0,71;60,57;;366,773;349,053;7,9499823;18,30000;2,30500;0,02500;0,1307853;;63,60;28,00;;;
End of test criteria;User end of test;29;19,13300;1,84900;0,017000;90,675;84,30;-4,4600;0,000;100,984;33,000;0,000;409,150;475,950;26,40;1132,883;263,203;0,000;839,700;883,700;855,800;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,759;26,681;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;801,4506;20,48928;106,5358;0,39166451;0,39166451;0,00444;1,83776;11,4700;20,572352;0,171581;23,832345;27,723340;0,0417;4,1672;0,56;55,80;0,00;0,72;61,12;;381,633;379,330;8,0249252;18,26700;2,33100;0,02000;0,1324839;;63,38;29,00;;;
User EOT time (s);308;30;18,99400;1,93200;0,002000;91,675;84,30;-4,9800;0,000;100,984;32,900;0,000;413,150;481,150;26,40;1132,717;263,203;0,000;839,200;883,700;855,800;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,803;26,689;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;807,0710;19,71010;102,9178;0,41000303;0,41000303;0,00408;1,76360;12,2771;20,585102;0,171533;24,080253;28,043601;0,0422;4,2142;0,60;60,01;0,00;0,72;61,52;;395,720;379,330;8,0812021;18,25100;2,34000;0,01800;0,1333420;;62,86;30,00;;;
MLR EOT mass (g/m�);;31;18,87400;2,01100;0,011000;85,325;83,86;-5,2300;0,000;100,984;32,900;0,000;416,850;486,050;26,40;1132,383;263,203;0,000;838,100;883,700;855,900;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,765;26,687;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;778,6095;37,27272;201,7640;0,20916684;0,20916684;0,00374;3,33477;13,0557;19,771048;0,176820;23,335105;27,208895;0,0422;4,2148;0,64;64,23;0,00;0,70;59,35;;408,530;405,826;7,7962172;18,23900;2,35000;0,01700;0,1339446;;62,61;31,00;;;
MLR time period (s);;32;18,75300;2,05000;0,009000;85,325;84,68;-5,4800;0,000;100,984;32,900;0,000;420,750;491,350;26,40;1133,017;263,203;0,000;840,000;883,700;855,900;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,765;26,676;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;777,9744;20,63563;106,3107;0,37749545;0,37749545;0,00164;1,84480;13,8336;19,679204;0,167107;23,444011;27,377813;0,0401;4,0080;0,68;68,23;0,00;0,70;59,25;;420,085;405,826;7,7898578;18,23100;2,35700;0,00500;0,1344662;;62,36;32,00;;;
Truncate graphs at EOT;;33;18,67600;2,09900;0,000000;88,375;83,52;-5,9500;0,000;100,986;32,900;0,000;424,250;495,350;26,40;1133,517;263,203;0,000;841,400;883,700;856,000;319,850;;;;;0,00;0,00;0,00;3,00;2,07;15,837;26,687;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;790,0498;21,87292;122,7585;0,36166954;0,36166954;0,00025;1,96001;14,6237;19,945054;0,180934;23,958375;27,973555;0,0444;4,4340;0,73;72,67;0,00;0,71;60,16;;431,114;428,766;7,9107684;18,22600;2,36700;-0,00300;0,1347362;;61,89;33,00;;;
Smooth data?;;34;18,61100;2,14100;0,003000;87,325;84,80;-6,2100;0,000;100,986;32,900;0,000;427,250;498,950;26,40;1133,350;263,203;0,000;840,700;883,800;856,100;319,850;;;;;0,00;0,00;0,00;3,00;2,08;15,790;26,687;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;786,3842;19,64429;101,1817;0,40083218;0,40083218;0,00287;1,76313;15,4101;19,756486;0,165654;23,899678;27,910460;0,0406;4,0504;0,77;76,72;0,00;0,71;59,97;;441,617;428,766;7,8740650;18,20900;2,38200;0,01200;0,1354018;;61,63;34,00;;;
