General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Pre-test comments;;70;17,72200;2,84600;0,022000;80,800;84,25;-19,1000;0,000;100,886;30,500;0,005;484,550;547,650;27,30;1143,917;263,203;0,000;871,900;881,300;859,100;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,725;26,585;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;875,1967;44,47767;211,0521;0,19750023;0,19750023;0,00465;3,99997;46,4575;17,845052;0,171728;24,482552;27,670766;0,0417;4,1529;2,31;230,11;0,00;0,79;67,08;;657,420;652,358;8,7843491;17,54500;2,93500;0,02500;0,1677771;;49,21;70,00;;;
After test comments;;71;17,69700;2,87100;0,021000;75,775;84,42;-19,3700;0,000;100,888;30,500;0,005;485,750;549,250;27,40;1141,250;263,203;0,000;864,600;881,000;858,700;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,765;26,585;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;846,2378;19,48839;91,6833;0,43583330;0,43583330;0,00465;1,75561;47,3037;17,259889;0,169710;23,738381;26,841597;0,0400;3,9811;2,35;234,09;0,00;0,77;64,88;;660,283;658,427;8,4936892;17,54500;2,93900;0,02600;0,1677247;;48,94;71,00;;;
;;72;17,66000;2,89400;0,017000;79,600;84,04;-19,9200;0,000;100,886;30,500;0,005;487,050;550,450;27,40;1139,217;263,203;0,000;859,200;880,600;858,400;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,706;26,574;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;868,0473;19,83897;95,8273;0,43916543;0,43916543;0,00366;1,78642;48,1718;17,666528;0,174242;24,362677;27,534002;0,0421;4,1929;2,39;238,29;0,00;0,78;66,52;;663,018;658,427;8,7125909;17,53900;2,94400;0,01900;0,1680931;;48,39;72,00;;;
Events;;73;17,63000;2,92300;0,022000;77,375;81,64;-20,2000;0,000;100,884;30,500;0,005;487,750;551,150;27,40;1138,183;263,203;0,000;857,000;880,100;858,000;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,721;26,574;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;856,4517;36,97297;208,1844;0,23249976;0,23249976;0,00407;3,32562;49,0282;17,405365;0,203153;24,037023;27,161466;0,0484;4,8224;2,44;243,11;0,00;0,77;65,63;;665,747;663,713;8,5962056;17,53400;2,94500;0,02200;0,1683407;;48,11;73,00;;;
Number of events;;74;17,60700;2,95000;0,007000;79,075;82,06;-20,4700;0,000;100,888;30,500;0,005;488,250;550,550;27,40;1137,150;263,203;0,000;854,900;879,500;857,600;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,742;26,569;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;867,3638;21,27678;116,3793;0,40916570;0,40916570;-0,00008;1,91333;49,8956;17,586520;0,198017;24,312098;27,414286;0,0476;4,7443;2,49;247,85;0,00;0,78;66,38;;668,398;663,713;8,7057305;17,53100;2,95100;-0,00500;0,1687340;;47,84;74,00;;;
Event1;;75;17,57700;2,96500;0,010000;78,475;83,49;-20,9800;0,000;100,882;30,500;0,005;489,150;551,450;27,40;1135,917;263,203;0,000;851,800;879,200;857,300;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,709;26,609;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;864,1981;21,11300;105,4629;0,41083495;0,41083495;0,00085;1,89918;50,7598;17,503547;0,180734;24,241997;27,329549;0,0433;4,3168;2,53;252,17;0,00;0,78;66,16;;671,029;668,956;8,6739564;17,52600;2,95500;0,00100;0,1689188;;47,33;75,00;;;
Event2;;76;17,53900;2,96600;0,002000;78,650;82,66;-21,2500;0,000;100,888;30,500;0,005;489,950;552,050;27,40;1134,083;263,203;0,000;847,100;878,700;857,000;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,767;26,588;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;864,3234;39,13602;206,5841;0,22166824;0,22166824;0,00286;3,52821;51,6241;17,508741;0,190753;24,288850;27,367404;0,0458;4,5624;2,58;256,73;0,00;0,78;66,24;;673,572;668,956;8,6752135;17,52300;2,96100;0,01400;0,1688938;;47,06;76,00;;;
Event3;;77;17,51900;2,96000;0,013000;74,175;82,19;-21,5100;0,000;100,884;30,500;0,005;490,650;552,450;27,40;1133,250;263,203;0,000;845,100;878,300;856,900;314,750;;;;;0,00;0,00;0,00;3,00;3,41;15,776;26,590;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;844,6634;20,10570;108,6145;0,42166583;0,42166583;0,00247;1,81538;52,4688;16,991210;0,196446;23,604586;26,577709;0,0458;4,5630;2,62;261,30;0,00;0,77;64,75;;675,922;673,773;8,4778868;17,49800;2,98600;0,01200;0,1701004;;46,80;77,00;;;
Event4;;78;17,51400;2,95200;0,015000;76,525;82,80;-22,0500;0,000;100,884;30,500;0,005;490,850;552,850;27,40;1132,650;263,203;0,000;843,700;878,000;856,800;314,750;;;;;0,00;0,00;0,00;3,00;3,41;15,723;26,588;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;866,8188;21,39403;110,1457;0,40666771;0,40666771;0,00419;1,93103;53,3356;17,254752;0,189058;23,980475;27,009485;0,0448;4,4628;2,67;265,76;0,00;0,79;66,50;;678,227;673,773;8,7002602;17,45900;3,01600;0,02300;0,1719293;;46,26;78,00;;;
Event5;;79;17,51800;2,94200;0,024000;77,775;81,66;-22,3200;0,000;100,888;30,500;0,005;491,650;553,150;27,40;1132,183;263,203;0,000;842,700;877,700;856,700;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,784;26,582;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;872,8426;21,81096;120,6243;0,40166601;0,40166601;0,00760;1,96606;54,2085;17,380947;0,202903;24,195229;27,221786;0,0485;4,8272;2,72;270,59;0,01;0,79;67,02;;680,652;678,456;8,7607215;17,45700;3,01100;0,04500;0,1718679;;45,99;79,00;;;
Event6;;80;17,52900;2,93500;0,025000;79,475;82,96;-22,8500;0,000;100,884;30,500;0,005;492,150;553,350;27,40;1132,150;263,203;0,000;843,000;877,400;856,600;314,750;;;;;0,00;0,00;0,00;3,00;3,41;15,723;26,588;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;880,5812;21,91335;111,9688;0,40333366;0,40333366;0,00581;1,97688;55,0890;17,560948;0,187119;24,470662;27,513647;0,0452;4,4994;2,76;275,09;0,01;0,80;67,58;;683,103;678,456;8,8383935;17,46400;3,00900;0,03300;0,1716088;;45,46;80,00;;;
Event7;;81;17,53700;2,93900;0,025000;74,975;83,17;-23,0900;0,000;100,884;30,500;0,005;493,150;555,150;27,40;1132,317;263,203;0,000;843,700;877,300;856,500;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,730;26,601;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;858,0006;39,59419;199,3754;0,21750037;0,21750037;0,00609;3,56905;55,9470;17,039238;0,184576;23,791919;26,783096;0,0434;4,3204;2,80;279,41;0,01;0,78;65,85;;685,402;683,073;8,6117518;17,44900;3,01900;0,03600;0,1723411;;45,22;81,00;;;
Event8;;82;17,54500;2,94400;0,026000;79,425;82,83;-23,3700;0,000;100,888;30,500;0,005;494,350;556,650;27,40;1132,250;263,203;0,000;843,800;877,100;856,400;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,751;26,598;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;884,5928;21,65530;111,4268;0,40999921;0,40999921;0,00673;1,95225;56,8316;17,516316;0,188648;24,517579;27,607385;0,0457;4,5516;2,85;283,96;0,01;0,80;67,91;;687,669;683,073;8,8786576;17,43800;3,02800;0,03900;0,1728525;;44,94;82,00;;;
Event9;;83;17,54500;2,94500;0,019000;77,250;84,43;-23,8700;0,000;100,888;30,500;0,005;494,550;556,150;27,40;1133,150;263,203;0,000;846,700;877,000;856,300;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,751;26,585;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;875,6680;22,06466;101,5799;0,39833291;0,39833291;0,00358;1,99461;57,7073;17,271322;0,169606;24,184441;27,196800;0,0405;4,0313;2,89;287,99;0,00;0,79;67,19;;689,988;687,501;8,7890800;17,42600;3,04800;0,01900;0,1735464;;44,44;83,00;;;
;;84;17,53900;2,95100;0,022000;75,100;82,63;-24,1700;0,000;100,888;30,500;0,005;495,350;557,450;27,40;1134,050;263,203;0,000;849,400;877,000;856,300;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,727;26,609;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;871,9125;20,55118;105,7553;0,42583370;0,42583370;0,00458;1,86571;58,5792;17,015524;0,191159;23,864797;26,856629;0,0450;4,4868;2,94;292,48;0,00;0,79;66,98;;692,176;687,501;8,7513853;17,38400;3,09300;0,02600;0,1754347;;44,14;84,00;;;
;;85;17,53400;2,95500;-0,005000;74,550;83,48;-24,7100;0,000;100,884;30,500;0,005;496,350;558,750;27,40;1135,017;263,203;0,000;852,400;876,900;856,300;314,850;;;;;0,00;0,00;0,00;3,00;3,41;15,765;26,606;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;880,6546;20,87992;100,4251;0,42333158;0,42333158;0,00037;1,88637;59,4599;16,936016;0,180883;23,801238;26,793476;0,0425;4,2356;2,98;296,71;0,00;0,80;67,53;;694,342;691,987;8,8391303;17,33800;3,12300;-0,00200;0,1780715;;43,60;85,00;;;
;;86;17,53100;2,96100;0,001000;77,750;83,68;-24,9800;0,000;100,886;30,500;0,005;496,750;558,750;27,40;1135,883;263,203;0,000;855,200;876,800;856,200;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,776;26,606;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;903,8146;37,40846;176,6019;0,24250094;0,24250094;0,00084;3,37142;60,3637;17,288714;0,178498;24,316488;27,351460;0,0428;4,2668;3,02;300,98;0,00;0,82;69,30;;696,643;691,987;9,0715876;17,31900;3,13200;0,00100;0,1790444;;43,33;86,00;;;
;;87;17,52600;2,98600;0,014000;73,675;83,90;-25,2700;0,000;100,888;30,500;0,005;497,550;560,250;27,40;1134,617;263,203;0,000;851,500;876,700;856,200;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,769;26,606;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;875,3443;22,10263;103,5110;0,39750163;0,39750163;0,00215;1,98565;61,2390;16,816017;0,175843;23,689732;26,675053;0,0411;4,0994;3,06;305,08;0,00;0,79;67,11;;698,860;696,263;8,7858309;17,33500;3,10900;0,01000;0,1782653;;43,04;87,00;;;
;;88;17,52300;3,01600;0,012000;75,225;84,53;-25,7400;0,000;100,890;30,500;0,005;498,850;562,450;27,40;1133,383;263,203;0,000;848,000;876,600;856,100;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,767;26,612;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;875,0554;23,79142;108,1170;0,36916383;0,36916383;0,00262;2,13793;62,1141;16,969832;0,168367;23,968883;27,024753;0,0399;3,9766;3,10;309,05;0,00;0,79;67,08;;700,864;696,263;8,7829310;17,36900;3,08100;0,01300;0,1765605;;42,57;88,00;;;
;;89;17,49800;3,01100;0,023000;78,125;83,62;-26,0200;0,000;100,886;30,500;0,005;499,850;563,850;27,40;1132,917;263,203;0,000;846,900;876,400;856,000;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,759;26,588;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;885,2191;21,49579;104,8631;0,41333421;0,41333421;0,00526;1,93566;62,9993;17,276533;0,179147;24,450997;27,581664;0,0433;4,3184;3,15;313,37;0,01;0,80;67,94;;702,879;700,398;8,8849437;17,38800;3,06800;0,03000;0,1754213;;42,29;89,00;;;
;;90;17,45900;3,00900;0,045000;77,225;82,10;-26,5500;0,000;100,884;30,500;0,005;500,750;564,550;27,40;1132,950;263,203;0,000;847,100;876,400;855,900;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,751;26,606;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;882,8445;22,06070;118,3377;0,40166950;0,40166950;0,00523;1,99168;63,8821;17,161289;0,197535;24,331627;27,431691;0,0475;4,7357;3,19;318,11;0,01;0,80;67,79;;704,891;700,398;8,8611103;17,37200;3,08800;0,03000;0,1761386;;41,76;90,00;;;
;;91;17,45700;3,01900;0,033000;78,325;81,69;-26,7900;0,000;100,888;30,500;0,005;500,750;563,950;27,40;1132,983;263,203;0,000;847,400;876,200;855,900;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,740;26,612;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;898,6421;40,99869;222,8177;0,21999900;0,21999900;0,00542;3,71271;64,7808;17,283081;0,202495;24,504305;27,597010;0,0490;4,8839;3,24;322,99;0,01;0,82;69,05;;706,934;704,608;9,0196703;17,33100;3,13000;0,03100;0,1780623;;41,52;91,00;;;
;;92;17,46400;3,02800;0,036000;73,100;81,36;-27,0800;0,000;100,884;30,500;0,005;500,850;563,150;27,40;1132,583;263,203;0,000;846,300;876,100;855,900;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,746;26,622;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;876,8294;20,00174;109,6282;0,43999863;0,43999863;0,00390;1,81236;65,6576;16,694995;0,206570;23,675231;26,620159;0,0482;4,8058;3,29;327,80;0,00;0,80;67,36;;708,899;704,608;8,8007364;17,29500;3,16300;0,02200;0,1798934;;41,23;92,00;;;
;;93;17,44900;3,04800;0,039000;75,400;81,46;-27,6200;0,000;100,888;30,500;0,005;500,950;562,850;27,40;1132,517;263,203;0,000;846,400;876,000;855,700;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,755;26,612;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;899,5023;22,11006;119,2015;0,40833473;0,40833473;0,00292;2,00418;66,5571;16,953912;0,205371;24,047203;27,018602;0,0487;4,8495;3,34;332,65;0,00;0,82;69,10;;710,827;708,790;9,0283044;17,25800;3,19600;0,01500;0,1817611;;40,69;93,00;;;
;;94;17,43800;3,09300;0,019000;78,350;80,76;-27,9100;0,000;100,886;30,500;0,005;501,850;563,850;27,40;1132,250;263,203;0,000;845,600;876,000;855,700;314,850;;;;;0,00;0,00;0,00;3,00;3,42;15,759;26,601;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;927,0741;19,93938;110,9073;0,46666654;0,46666654;0,00144;1,80305;67,4842;17,266884;0,214040;24,535119;27,566259;0,0518;5,1566;3,39;337,80;0,00;0,84;71,17;;712,980;708,790;9,3050430;17,21600;3,22600;0,00500;0,1839781;;40,40;94,00;;;
;;95;17,42600;3,12300;0,026000;71,025;81,36;-28,5300;0,000;100,886;30,500;0,005;502,550;564,850;27,40;1131,817;263,203;0,000;844,500;875,900;855,600;314,850;;;;;0,00;0,00;0,00;3,00;3,43;15,730;26,609;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;890,4315;19,97158;106,3955;0,44749896;0,44749896;0,00210;1,80867;68,3746;16,428482;0,206581;23,376364;26,274281;0,0476;4,7436;3,44;342,55;0,00;0,81;68,41;;715,041;712,709;8,9372611;17,17800;3,26100;0,01000;0,1857588;;39,78;95,00;;;
;;96;17,38400;3,13200;-0,002000;75,125;82,88;-28,7600;0,000;100,886;30,500;0,005;503,150;565,550;27,40;1131,283;263,203;0,000;843,000;875,800;855,600;314,850;;;;;0,00;0,00;0,00;3,00;3,43;15,761;26,614;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;921,1362;44,73596;215,8336;0,20666695;0,20666695;0,00186;4,04041;69,2958;16,885928;0,188061;24,055960;27,039348;0,0446;4,4441;3,48;346,99;0,00;0,84;70,74;;717,028;712,709;9,2454438;17,15500;3,27300;0,00800;0,1869819;;39,55;96,00;;;
Auswertung Test;;97;17,33800;3,10900;0,001000;77,150;82,90;-29,0500;0,000;100,884;30,500;0,005;503,950;566,450;27,40;1131,317;263,203;0,000;843,100;875,800;855,600;314,850;;;;;0,00;0,00;0,00;3,00;3,43;15,744;26,606;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;936,3033;21,07884;101,3348;0,44583448;0,44583448;0,00234;1,90239;70,2321;17,098408;0,187810;24,397391;27,423161;0,0452;4,5012;3,53;351,49;0,00;0,85;71,91;;719,210;716,847;9,3976758;17,14000;3,28300;0,01100;0,1877132;;39,26;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;17,31900;3,08100;0,010000;73,700;83,58;-29,5900;0,000;100,886;30,500;0,005;505,050;568,650;27,40;1131,250;263,203;0,000;842,900;875,800;855,600;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,730;26,614;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;915,3741;24,39186;112,4663;0,37666702;0,37666702;0,00258;2,20657;71,1474;16,693523;0,179677;23,871661;26,877774;0,0424;4,2206;3,57;355,71;0,00;0,83;70,34;;721,319;716,847;9,1876102;17,13300;3,29500;0,01300;0,1879735;;38,72;98,00;;;
Auswertung Test;;99;17,33500;3,06800;0,013000;73,575;85,31;-29,8200;0,000;100,886;30,500;0,005;506,250;571,050;27,40;1132,783;263,203;0,000;847,400;875,800;855,700;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,736;26,620;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;915,8273;22,65016;92,6864;0,40583197;0,40583197;0,00110;2,04510;72,0633;16,659580;0,159195;23,879727;26,936332;0,0376;3,7476;3,61;359,46;0,00;0,83;70,33;;723,281;721,073;9,1921584;17,12600;3,29700;0,00300;0,1884583;;38,49;99,00;;;
Test start time   [s];60;100;17,36900;3,08800;0,030000;75,675;82,87;-30,4000;0,000;100,886;30,500;0,005;506,950;571,650;27,40;1135,950;263,203;0,000;856,800;875,900;855,700;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,725;26,598;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;928,9119;20,87358;101,0164;0,44666449;0,44666449;0,00186;1,88781;72,9922;16,883990;0,188223;24,234858;27,327856;0,0451;4,4954;3,65;363,96;0,00;0,84;71,37;;725,272;721,073;9,3234892;17,12100;3,30500;0,00800;0,1886136;;37,91;100,00;;;
Time to ignition  [s];11;101;17,38800;3,13000;0,030000;74,950;80,57;-30,6600;0,000;100,888;30,500;0,005;507,850;573,050;27,40;1136,783;263,203;0,000;859,100;876,000;855,800;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,740;26,617;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;931,0856;41,07833;227,2568;0,22749964;0,22749964;0,00348;3,73064;73,9233;16,788022;0,216377;24,139889;27,239073;0,0517;5,1510;3,70;369,11;0,00;0,85;71,63;;727,299;725,081;9,3453061;17,08500;3,34500;0,01900;0,1901670;;37,65;101,00;;;
Time to flame out [s];207;102;17,37200;3,16300;0,031000;70,525;83,79;-30,9500;0,000;100,880;30,500;0,005;508,450;574,250;27,40;1135,283;263,203;0,000;854,700;875,900;855,800;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,784;26,625;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;917,3704;21,00598;93,8492;0,43833447;0,43833447;0,00553;1,90726;74,8406;16,275295;0,177219;23,430275;26,462455;0,0411;4,0986;3,75;373,21;0,01;0,84;70,65;;729,230;725,081;9,2076467;17,01800;3,39800;0,03400;0,1933327;;37,36;102,00;;;
Time end of test  [s];221;103;17,33100;3,19600;0,022000;72,425;79,90;-31,4900;0,000;100,880;30,500;0,005;508,950;574,150;27,40;1134,050;263,203;0,000;851,000;875,900;855,800;314,950;;;;;0,00;0,00;0,00;3,00;3,43;15,782;26,612;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;935,1357;23,03297;129,6352;0,40750090;0,40750090;0,00517;2,08358;75,7758;16,484969;0,224720;23,755464;26,798703;0,0528;5,2632;3,80;378,47;0,01;0,85;71,97;;731,143;729,120;9,3859569;16,99500;3,40700;0,03100;0,1945951;;36,82;103,00;;;
Masses;;104;17,29500;3,22600;0,015000;72,175;80,54;-31,7800;0,000;100,886;30,500;0,005;509,250;574,250;27,40;1133,550;263,203;0,000;849,500;875,800;855,900;314,950;;;;;0,00;0,00;0,00;3,00;3,44;15,774;26,625;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;933,6920;19,90394;108,0049;0,47083473;0,47083473;0,00472;1,80234;76,7095;16,451644;0,216724;23,721417;26,749187;0,0509;5,0665;3,85;383,54;0,00;0,85;71,86;;733,097;729,120;9,3714665;16,99300;3,41200;0,02800;0,1946898;;36,53;104,00;;;
Mass sust.flaming [g];68,27;105;17,25800;3,26100;0,005000;72,850;81,94;-32,4100;0,000;100,886;30,500;0,005;510,350;576,750;27,40;1133,283;263,203;0,000;848,800;875,700;855,900;314,950;;;;;0,00;0,00;0,00;3,00;3,44;15,755;26,606;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;943,8739;20,37354;101,4354;0,46499825;0,46499825;0,00065;1,84620;77,6533;16,510573;0,199432;23,857808;26,961871;0,0472;4,6993;3,90;388,24;0,00;0,86;72,58;;735,056;733,128;9,4736623;16,96800;3,43900;0,00000;0,1961373;;35,90;105,00;;;
Mass remaining    [g];-0,04;106;17,21600;3,27300;0,010000;75,475;80,99;-32,6600;0,000;100,888;30,500;0,005;511,550;577,650;27,40;1133,717;263,203;0,000;850,200;875,600;855,900;314,950;;;;;0,00;0,00;0,00;3,00;3,44;15,753;26,622;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;973,0465;45,07636;234,7369;0,21666495;0,21666495;0,00215;4,10543;78,6264;16,785681;0,211189;24,312371;27,453897;0,0509;5,0672;3,95;393,30;0,00;0,89;74,94;;737,164;733,128;9,7664679;16,90600;3,50400;0,01000;0,1989437;;35,65;106,00;;;
