General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;409;18,51000;79,10000;0,016000;2,116;84,14;20,6000;-56,460;0,00;101,280;0,014;263,183;466,650;496,45;850,850;;;647,000;551,600;534,500;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;629,98352;0,00001;0,0000;;nan;0,23111;63,26518;122,685052;17,703579;0,172271;23,391205;24,884954;0,0376;4,2559;;;0,00;0,56;53,90;;396,719;397,165;6,2998352;18,52700;2,09200;-0,00100;0,1201623;;;;;;
;;410;18,50600;82,05000;0,009000;2,112;83,88;20,6000;-56,670;0,00;101,282;0,014;263,183;466,850;496,55;851,250;;;649,300;551,000;534,000;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;643,36793;0,00001;0,0000;;nan;0,10942;64,29554;123,328420;18,026818;0,175365;23,828500;25,344418;0,0390;4,4123;;;0,00;0,57;54,98;;397,644;397,165;6,4336793;18,56900;2,05500;0,01400;0,1205187;;;;;;
;;411;18,50700;84,72500;0,012000;2,115;83,89;20,6000;-56,920;0,00;101,280;0,014;263,183;466,850;496,45;846,250;;;635,400;550,400;533,500;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;653,09984;0,00001;0,0000;;nan;0,16602;65,43030;123,981519;18,318316;0,175286;24,213813;25,749058;0,0396;4,4807;;;0,00;0,58;55,84;;398,602;399,039;6,5309984;18,61400;2,00800;0,01900;0,1203936;;;;;;
;;412;18,50900;84,45000;0,013000;2,116;86,10;20,6000;-57,310;0,00;101,280;0,014;263,183;466,550;496,25;842,450;;;625,100;549,800;533,000;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,50243;0,00001;0,0000;;nan;0,18406;65,37668;124,633022;18,294443;0,149216;24,166716;25,705141;0,0336;3,8078;;;0,00;0,58;55,73;;399,566;399,039;6,5150243;18,65600;1,98500;0,02100;0,1202542;;;;;;
;;413;18,51300;83,35000;0,032000;2,095;86,36;20,6000;-57,510;0,00;101,284;0,014;263,183;466,550;496,15;839,483;;;617,300;549,200;532,500;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;646,10831;0,00001;0,0000;;nan;0,52742;64,28917;125,279130;18,174906;0,146279;24,008810;25,532035;0,0328;3,7077;;;0,00;0,57;55,27;;400,515;400,943;6,4610831;18,67600;1,97100;0,02500;0,1200419;;;;;;
;;414;18,50300;83,90000;0,025000;2,080;87,51;20,6000;-57,690;0,00;101,280;0,014;263,183;466,450;495,95;837,550;;;612,600;548,600;532,000;307,850;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;652,734660;0,00001;0,0000;;nan;0,40184;64,03457;125,931865;18,236726;0,133010;24,085311;25,608553;0,0299;3,3815;;;0,00;0,57;55,69;;401,459;400,943;6,5273466;18,68300;1,96600;0,02700;0,1208717;;;;;;
;;415;18,52200;83,32500;0,043000;2,089;87,35;20,6000;-58,100;0,00;101,288;0,014;263,183;465,950;495,15;835,850;;;608,500;548,000;531,600;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;643,32082;0,00001;0,0000;;nan;0,72726;64,13214;126,575186;18,183876;0,134789;23,989768;25,493150;0,0301;3,4113;;;0,01;0,57;55,09;;402,394;402,795;6,4332082;18,68500;1,97200;0,02800;0,1194588;;;;;;
;;416;18,54300;86,00000;0,027000;2,103;85,82;20,5000;-58,280;0,00;101,284;0,014;263,183;465,650;494,65;834,017;;;603,900;547,400;531,300;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;647,24522;0,00001;0,0000;;nan;0,44406;65,62202;127,222431;18,479401;0,152506;24,363953;25,881304;0,0346;3,9184;;;0,00;0,58;55,50;;403,315;402,795;6,4724522;18,66900;1,98700;0,01800;0,1182493;;;;;;
;;417;18,54900;82,27500;0,034000;2,113;86,59;20,6000;-58,470;0,00;101,284;0,014;263,183;465,250;494,15;832,717;;;601,000;546,800;530,900;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;630,47864;0,00001;0,0000;;nan;0,56082;64,52555;127,852909;18,082531;0,143527;23,820226;25,299870;0,0319;3,6049;;;0,00;0,57;54,18;;404,211;404,577;6,3047864;18,64700;2,00100;0,01800;0,1177082;;;;;;
;;418;18,53000;88,70000;0,021000;2,109;85,39;20,6000;-58,920;0,00;101,284;0,014;263,183;465,050;493,75;831,650;;;598,800;546,200;530,500;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;661,94304;0,00001;0,0000;;nan;0,33884;66,88210;128,514852;18,779345;0,157576;24,727509;26,253538;0,0363;4,1069;;;0,00;0,59;56,71;;405,125;404,577;6,6194304;18,64200;1,99400;0,02000;0,1190118;;;;;;
;;419;18,51300;82,95000;0,006000;2,107;85,29;20,6000;-59,080;0,00;101,286;0,014;263,183;464,850;493,35;830,883;;;597,300;545,700;530,200;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;646,570049;0,00001;0,0000;;nan;0,05588;64,62901;129,161423;18,164366;0,158716;23,907455;25,373223;0,0353;3,9979;;;0,00;0,57;55,24;;406,059;406,349;6,4657005;18,66900;1,97000;-0,00800;0,1201971;;;;;;
;;420;18,51300;80,62500;-0,001000;2,092;85,86;20,6000;-59,290;0,00;101,284;0,014;263,183;464,550;492,85;830,017;;;595,600;545,200;529,800;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;638,93043;0,00001;0,0000;;nan;-0,07001;63,27251;129,800353;17,913774;0,152075;23,562416;24,997819;0,0333;3,7740;;;0,00;0,56;54,48;;406,952;406,349;6,3893043;18,70000;1,94800;0,00900;0,1204409;;;;;;
;;421;18,51900;82,22500;0,014000;2,055;87,09;20,6000;-59,480;0,00;101,276;0,014;263,183;464,550;492,95;828,917;;;593,200;544,700;529,400;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;644,661940;0,00001;0,0000;;nan;0,20006;62,73919;130,445015;18,090650;0,137813;23,795065;25,249763;0,0305;3,4545;;;0,00;0,55;54,88;;407,836;408,146;6,4466194;18,72000;1,93400;0,01800;0,1203331;;;;;;
;;422;18,52700;86,55000;0,019000;2,008;87,00;20,6000;-59,900;0,00;101,284;0,014;263,183;464,550;492,95;827,850;;;590,800;544,300;529,000;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;661,37848;0,00001;0,0000;;nan;0,29785;62,85883;131,106393;18,560333;0,138856;24,412851;25,905317;0,0316;3,5710;;;0,00;0,56;56,12;;408,751;408,146;6,6137848;18,73700;1,91700;0,01500;0,1203297;;;;;;
;;423;18,56900;85,42500;0,021000;1,985;87,82;20,6000;-60,080;0,00;101,288;0,014;263,183;464,450;492,75;827,383;;;590,000;543,900;528,800;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;645,1211;0,00001;0,0000;;nan;0,33274;61,72186;131,751514;18,441297;0,129454;24,251059;25,728731;0,0292;3,3065;;;0,00;0,55;54,79;;409,662;409,918;6,4512110;18,75500;1,90200;0,01700;0,1181024;;;;;;
;;424;18,61400;84,02500;0,025000;1,971;87,92;20,6000;-60,250;0,00;101,280;0,014;263,183;464,050;492,15;827,083;;;589,700;543,500;528,600;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;626,55543;0,00001;0,0000;;nan;0,40318;60,79719;132,378070;18,297440;0,128344;24,041157;25,496942;0,0287;3,2486;;;0,00;0,54;53,33;;410,513;409,918;6,2655543;18,78100;1,87500;0,03800;0,1155755;;;;;;
;;425;18,65600;84,80000;0,027000;1,966;86,25;20,5000;-60,660;0,00;101,288;0,014;263,183;463,950;491,85;826,517;;;588,500;543,200;528,400;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;616,4181;0,00001;0,0000;;nan;0,44176;60,92448;132,994488;18,383609;0,147489;24,149172;25,601401;0,0331;3,7485;;;0,00;0,54;52,62;;411,316;411,583;6,1641810;18,80700;1,85500;0,03400;0,1131442;;;;;;
;;426;18,67600;84,47500;0,028000;1,972;86,63;20,5000;-60,850;0,00;101,280;0,014;263,190;463,650;491,35;825,717;;;586,700;542,900;528,100;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;608,69809;0,00001;0,0000;;nan;0,45937;61,01782;133,603186;18,354283;0,143141;24,095057;25,534576;0,0321;3,6285;;;0,00;0,54;52,07;;412,086;411,583;6,0869809;18,82600;1,84600;0,02000;0,1118913;;;;;;
;;427;18,68300;84,05000;0,018000;1,987;87,32;20,5000;-61,030;0,00;101,280;0,014;263,190;463,450;491,05;824,950;;;584,900;542,600;527,900;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;604,79358;0,00001;0,0000;;nan;0,27560;61,35249;134,207980;18,312004;0,135198;24,029184;25,460202;0,0302;3,4172;;;0,00;0,54;51,79;;412,834;413,106;6,0479358;18,82900;1,84600;0,02500;0,1114240;;;;;;
;;428;18,68500;84,92500;0,018000;2,001;87,63;20,5000;-61,400;0,00;101,290;0,014;263,190;463,250;490,65;824,350;;;583,400;542,400;527,800;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;606,58436;0,00001;0,0000;;nan;0,27709;62,13028;134,814564;18,411048;0,131598;24,148726;25,577058;0,0295;3,3415;;;0,00;0,55;52,03;;413,575;413,106;6,0658436;18,82900;1,84100;0,02100;0,1111496;;;;;;
;;429;18,66900;83,00000;0,020000;1,994;86,27;20,5000;-61,560;0,00;101,282;0,014;263,190;462,750;490,05;824,117;;;582,900;542,300;527,700;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,30851;0,00001;0,0000;;nan;0,31042;61,23471;135,419873;18,211020;0,147322;23,860579;25,268237;0,0327;3,6956;;;0,00;0,54;51,83;;414,313;414,579;6,0530851;18,84600;1,81900;0,01000;0,1121458;;;;;;
;;430;18,64700;85,30000;-0,008000;1,970;87,91;20,5000;-61,740;0,00;101,282;0,014;263,190;462,450;489,65;824,217;;;583,400;542,200;527,600;307,850;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;623,98017;0,00001;0,0000;;nan;-0,20116;61,33066;136,043853;18,467605;0,128494;24,181076;25,603339;0,0289;3,2660;;;0,00;0,54;53,07;;415,073;414,579;6,2398017;18,87900;1,79800;0,00300;0,1140187;;;;;;
;;431;18,64200;84,05000;0,009000;1,948;87,07;20,5000;-62,180;0,00;101,282;0,014;263,190;462,150;489,25;824,217;;;583,400;542,200;527,600;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;621,45912;0,00001;0,0000;;nan;0,11131;60,20140;136,665312;18,337741;0,138033;23,995459;25,402528;0,0308;3,4810;;;0,00;0,53;52,81;;415,854;416,086;6,2145912;18,90100;1,77800;0,00600;0,1143678;;;;;;
;;432;18,66900;84,97500;0,018000;1,934;87,89;20,5000;-62,310;0,00;101,286;0,014;263,190;462,150;489,15;824,150;;;583,200;542,200;527,600;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;616,611699;0,00001;0,0000;;nan;0,27750;60,08516;137,281924;18,438371;0,128670;24,127137;25,536706;0,0288;3,2620;;;0,00;0,53;52,47;;416,619;416,086;6,1661170;18,92000;1,75600;0,01000;0,1128393;;;;;;
;;433;18,70000;85,65000;0,015000;1,917;88,03;20,5000;-62,510;0,00;101,288;0,014;263,190;461,850;488,65;823,950;;;582,500;542,300;527,600;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;610,59896;0,00001;0,0000;;nan;0,22326;59,79829;137,892523;18,517471;0,127083;24,214912;25,620042;0,0286;3,2323;;;0,00;0,53;51,98;;417,364;417,593;6,1059896;18,95700;1,72100;0,02300;0,1112430;;;;;;
;;434;18,72000;84,40000;0,017000;1,902;88,89;20,5000;-62,680;0,00;101,286;0,014;263,190;461,550;488,25;824,283;;;583,400;542,400;527,600;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,77848;0,00001;0,0000;;nan;0,25839;58,90242;138,493301;18,387823;0,117319;24,029754;25,419842;0,0262;2,9606;;;0,00;0,52;51,16;;418,081;417,593;6,0077848;18,99200;1,69300;0,02000;0,1102140;;;;;;
;;435;18,73700;85,05000;0,038000;1,875;87,13;20,5000;-63,060;0,00;101,286;0,014;263,190;461,150;487,75;824,383;;;583,500;542,500;527,700;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;598,29762;0,00001;0,0000;;nan;0,64643;58,29181;139,091599;18,466496;0,137314;24,111653;25,502459;0,0307;3,4764;;;0,01;0,52;50,98;;418,775;419,014;5,9829762;19,03300;1,65400;0,01600;0,1092825;;;;;;
;;436;18,75500;81,82500;0,034000;1,855;86,79;20,5000;-63,210;0,00;101,288;0,014;263,190;460,950;487,45;824,383;;;583,100;542,800;527,800;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;582,78739;0,00001;0,0000;;nan;0,56189;56,56147;139,674386;18,116928;0,141211;23,644963;25,004311;0,0310;3,5053;;;0,00;0,50;49,61;;419,439;419,014;5,8278739;19,07600;1,62600;0,00800;0,1084942;;;;;;
;;437;18,78100;88,82500;0,020000;1,846;89,00;20,5000;-63,370;0,00;101,288;0,014;263,190;460,450;486,75;824,350;;;582,500;543,000;528,100;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,509809;0,00001;0,0000;;nan;0,32193;58,66911;140,274896;18,886210;0,116123;24,622241;26,028615;0,0265;3,0006;;;0,00;0,52;51,10;;420,103;420,390;6,0050981;19,10800;1,60300;0,02200;0,1072246;;;;;;
;;438;18,80700;81,10000;0,025000;1,846;88,58;20,5000;-63,540;0,00;101,288;0,014;263,190;459,950;485,95;824,550;;;582,600;543,300;528,300;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;565,71728;0,00001;0,0000;;nan;0,39786;56,09037;140,840613;18,056084;0,120862;23,514430;24,843651;0,0263;2,9809;;;0,00;0,50;48,27;;420,737;420,390;5,6571728;19,11400;1,60300;0,01900;0,1056393;;;;;;
;;439;18,82600;90,90000;0,021000;1,841;89,74;20,5000;-63,900;0,00;101,284;0,014;263,190;459,450;485,25;824,783;;;582,600;543,700;528,600;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;593,54752;0,00001;0,0000;;nan;0,34510;59,24953;141,434161;19,126314;0,107813;24,881113;26,278290;0,0249;2,8126;;;0,00;0,52;50,68;;421,358;421,738;5,9354752;19,10800;1,61200;0,00500;0,1046228;;;;;;
;;440;18,82900;88,75000;0,010000;1,819;89,01;20,5000;-64,070;0,00;101,286;0,014;263,190;458,750;484,25;825,217;;;583,200;544,100;528,900;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;588,02582;0,00001;0,0000;;nan;0,13367;57,86941;142,022186;18,913181;0,116056;24,566367;25,931909;0,0264;2,9877;;;0,00;0,51;50,04;;422,008;421,738;5,8802582;19,09400;1,61700;0,00000;0,1048188;;;;;;
;;441;18,82900;85,37500;0,003000;1,798;88,31;20,5000;-64,230;0,00;101,286;0,014;263,190;458,050;483,45;825,550;;;583,200;544,700;529,300;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,90046;0,00001;0,0000;;nan;0,00154;56,12728;142,601087;18,564248;0,123880;24,076343;25,411436;0,0276;3,1251;;;0,00;0,50;49,12;;422,634;423,006;5,7890046;19,10200;1,60300;0,00200;0,1051346;;;;;;
;;442;18,84600;86,37500;0,006000;1,778;88,09;20,5000;-64,380;0,00;101,286;0,014;263,196;457,450;482,65;826,117;;;583,900;545,300;529,700;307,950;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,232109;0,00001;0,0000;;nan;0,05748;55,84551;143,179319;18,684896;0,126372;24,201071;25,534259;0,0283;3,2034;;;0,00;0,49;49,04;;423,242;423,006;5,7823211;19,13400;1,57000;0,01600;0,1043266;;;;;;
;;443;18,87900;89,55000;0,010000;1,756;88,82;20,5000;-64,740;0,00;101,286;0,014;263,190;457,150;482,25;826,817;;;585,000;545,900;530,100;307,850;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;579,24805;0,00001;0,0000;;nan;0,13451;56,15691;143,758567;19,031450;0,118125;24,633770;25,986297;0,0269;3,0474;;;0,00;0,50;49,16;;423,847;424,220;5,7924805;19,17500;1,53700;0,00700;0,1025887;;;;;;
;;444;18,90100;82,15000;0,023000;1,721;87,94;20,5000;-64,910;0,00;101,284;0,014;263,196;456,850;481,75;827,417;;;585,600;546,600;530,600;307,950;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;549,37728;0,00001;0,0000;;nan;0,36539;52,70012;144,307944;18,234146;0,128099;23,586273;24,871812;0,0279;3,1629;;;0,00;0,47;46,60;;424,406;424,220;5,4937728;19,22400;1,49200;0,01600;0,1015429;;;;;;
;;445;18,92000;86,65000;0,020000;1,693;88,59;20,5000;-65,060;0,00;101,284;0,014;263,196;456,350;481,15;828,117;;;586,400;547,300;531,200;307,950;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;560,31336;0,00001;0,0000;;nan;0,31939;53,24624;144,868258;18,737158;0,120694;24,210404;25,526101;0,0270;3,0585;;;0,00;0,47;47,44;;424,935;425,366;5,6031336;19,27000;1,46000;0,03700;0,1007757;;;;;;
;;446;18,95700;84,45000;0,016000;1,654;88,40;20,5000;-65,410;0,00;101,280;0,014;263,196;455,650;480,15;828,850;;;587,200;548,100;531,800;307,950;;;;;0,00;0,00;0,00;3,00;1,57;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;544,39087;0,00001;0,0000;;nan;0,24166;51,35722;145,412649;18,511968;0,122832;23,882745;25,166904;0,0271;3,0689;;;0,00;0,45;46,02;;425,453;425,366;5,4439087;19,29800;1,44200;0,01700;0,0990853;;;;;;
;;447;18,99200;85,95000;0,008000;1,626;88,50;20,5000;-65,540;0,00;101,280;0,014;263,196;455,050;479,25;829,517;;;587,900;548,900;532,300;307,950;;;;;0,00;0,00;0,00;3,00;1,58;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;540,50023;0,00001;0,0000;;nan;0,09479;50,94016;145,953149;18,687957;0,121756;24,078045;25,358539;0,0271;3,0652;;;0,00;0,45;45,64;;425,940;426,387;5,4050023;19,31500;1,41600;0,02500;0,0974333;;;;;;
