General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;466;20,73400;97,97500;0,009000;0,157;100,13;20,0000;-67,780;0,00;101,210;0,005;263,183;401,750;410,75;839,883;;;573,000;575,100;552,100;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;72,92926;0,00000;0,0000;;nan;0,06712;3,89854;158,738896;21,234799;-0,002024;24,154848;24,695965;-0,0004;-0,0496;;;0,00;0,03;5,69;;442,303;442,940;0,7292926;20,91500;0,07400;0,02000;0,0114655;;;;;;
;;467;20,77000;96,05000;0,015000;0,129;100,14;20,0000;-67,780;0,00;101,210;0,005;263,190;399,950;408,55;839,850;;;572,700;575,300;552,100;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;60,43905;0,00000;0,0000;;nan;0,19279;2,84760;158,799335;21,072414;-0,002106;23,862737;24,375850;-0,0005;-0,0510;;;0,00;0,03;4,70;;441,402;441,182;0,6043905;20,91800;0,07400;0,00200;0,0095738;;;;;;
;;468;20,81000;96,45000;-0,001000;0,112;100,14;20,0000;-67,770;0,00;101,218;0,005;263,190;398,250;406,35;839,950;;;572,800;575,400;552,200;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;48,06183;0,00000;0,0000;;nan;-0,14433;2,23702;158,847396;21,161268;-0,002058;23,861500;24,346818;-0,0004;-0,0497;;;0,00;0,02;3,66;;440,470;441,182;0,4806183;20,92000;0,07200;-0,00200;0,0075785;;;;;;
;;469;20,84200;96,97500;0,011000;0,098;100,16;20,0000;-67,770;0,00;101,212;0,005;263,190;396,650;404,35;840,150;;;573,100;575,600;552,300;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,1628799;0,00000;0,0000;;nan;0,10964;1,73247;158,883559;21,261535;-0,002318;23,878242;24,341780;-0,0005;-0,0560;;;0,00;0,02;2,82;;439,510;439,292;0,3616288;20,92300;0,07100;-0,02100;0,0056753;;;;;;
;;470;20,86600;99,50001;-0,009000;0,091;100,15;20,0000;-67,770;0,00;101,212;0,005;263,190;394,950;402,35;840,283;;;573,300;575,700;552,400;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,5609400;0,00000;0,0000;;nan;-0,31953;1,49718;158,913120;21,582858;-0,002250;24,135224;24,587435;-0,0005;-0,0549;;;0,00;0,01;2,22;;438,529;439,292;0,2956094;20,92300;0,06900;-0,01600;0,0045680;;;;;;
;;471;20,88200;96,37500;-0,009000;0,086;100,09;20,0000;-67,770;0,00;101,212;0,005;263,190;393,450;400,45;840,483;;;573,500;575,900;552,600;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,39644;0,00000;0,0000;;nan;-0,31507;1,29213;158,936517;21,281678;-0,001624;23,708042;24,129840;-0,0003;-0,0389;;;0,00;0,01;1,76;;437,534;437,319;0,2339644;20,92600;0,06900;-0,01100;0,0036661;;;;;;
;;472;20,89500;96,32500;-0,007000;0,083;100,10;20,0000;-67,780;0,00;101,216;0,005;263,183;392,050;398,65;840,683;;;573,800;576,100;552,700;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5015499;0,00000;0,0000;;nan;-0,27301;1,18344;158,955018;21,314112;-0,001662;23,659686;24,057987;-0,0004;-0,0397;;;0,00;0,01;1,42;;436,530;437,319;0,1850155;20,92500;0,06800;-0,00300;0,0028945;;;;;;
;;473;20,90100;98,27500;0,006000;0,080;100,09;19,9000;-67,780;0,00;101,208;0,005;263,190;390,650;396,95;840,817;;;573,900;576,300;552,800;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,55735;0,00000;0,0000;;nan;0,00359;1,08552;158,970576;21,567314;-0,001601;23,855261;24,239974;-0,0003;-0,0385;;;0,00;0,01;1,27;;435,520;435,308;0,1555735;20,92500;0,06600;0,02000;0,0024062;;;;;;
;;474;20,90600;96,72500;0,000000;0,078;100,14;19,9000;-67,780;0,00;101,212;0,005;263,190;389,350;395,35;841,183;;;574,600;576,500;553,000;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,17333;0,00000;0,0000;;nan;-0,12478;1,00454;158,984749;21,432248;-0,002108;23,626978;23,991077;-0,0004;-0,0502;;;0,00;0,01;1,13;;434,508;435,308;0,1417333;20,92500;0,06500;0,01400;0,0022054;;;;;;
;;475;20,90800;98,45000;0,009000;0,076;100,09;19,9000;-67,780;0,00;101,216;0,005;263,190;388,150;393,85;841,283;;;574,500;576,800;553,100;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,95851;0,00000;0,0000;;nan;0,06844;0,94007;158,997707;21,655914;-0,001562;23,799968;24,149472;-0,0003;-0,0375;;;0,00;0,01;1,09;;433,498;433,287;0,1295851;20,92700;0,06500;0,03000;0,0019963;;;;;;
;;476;20,91100;98,65000;0,016000;0,075;100,15;19,9000;-67,780;0,00;101,212;0,005;263,190;386,950;392,45;841,417;;;574,500;577,000;553,300;307,950;;;;;0,00;0,00;0,00;3,00;2,45;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,3155299;0,00000;0,0000;;nan;0,22031;0,90490;159,009023;21,711487;-0,002180;23,787275;24,125381;-0,0005;-0,0522;;;0,00;0,01;1,01;;432,489;433,287;0,1131553;20,93000;0,06400;0,02200;0,0017394;;;;;;
;;477;20,91400;100,70000;0,020000;0,074;100,09;19,9000;-67,790;0,00;101,212;0,005;263,190;385,750;391,05;841,583;;;574,700;577,200;553,400;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,00509;0,00000;0,0000;;nan;0,31064;0,87766;159,019028;21,970009;-0,001614;23,995866;24,325557;-0,0003;-0,0390;;;0,00;0,01;0,94;;431,481;431,272;0,1000509;20,93200;0,06300;0,01500;0,0015203;;;;;;
;;478;20,91600;99,95000;0,002000;0,074;100,14;19,9000;-67,790;0,00;101,210;0,005;263,190;384,650;389,55;841,683;;;574,700;577,400;553,500;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,69362;0,00000;0,0000;;nan;-0,08386;0,87563;159,029722;21,919315;-0,002086;23,872230;24,176335;-0,0004;-0,0501;;;0,00;0,01;0,88;;430,477;431,272;0,1069362;20,93000;0,06300;0,00200;0,0016271;;;;;;
;;479;20,91500;98,85000;-0,002000;0,072;100,09;19,9000;-67,790;0,00;101,202;0,005;263,190;383,550;388,25;841,917;;;574,900;577,700;553,700;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,5433499;0,00000;0,0000;;nan;-0,17067;0,79649;159,041265;21,829602;-0,001607;23,706534;23,997033;-0,0003;-0,0383;;;0,00;0,01;0,91;;429,480;429,271;0,1154335;20,93000;0,06200;-0,00600;0,0017632;;;;;;
;;480;20,91800;99,77500;-0,021000;0,071;100,13;19,9000;-67,790;0,00;101,210;0,005;263,190;382,650;387,05;842,083;;;575,100;577,900;553,800;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,09272;0,00000;0,0000;;nan;-0,58804;0,76314;159,053358;21,957276;-0,001996;23,789233;24,062780;-0,0004;-0,0477;;;-0,01;0,01;0,83;;428,489;429,271;0,1209272;20,93100;0,06200;-0,00800;0,0018348;;;;;;
;;481;20,92000;99,77500;-0,016000;0,069;100,13;19,9000;-67,790;0,00;101,212;0,005;263,190;381,650;385,95;842,317;;;575,400;578,100;554,000;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,06031;0,00000;0,0000;;nan;-0,47910;0,68805;159,064418;21,986023;-0,001973;23,758128;24,025808;-0,0004;-0,0471;;;0,00;0,01;0,78;;427,502;427,293;0,1106031;20,93300;0,06200;-0,00100;0,0016762;;;;;;
;;482;20,92300;100,85000;-0,011000;0,069;100,11;19,9000;-67,800;0,00;101,210;0,005;263,190;380,750;384,75;842,517;;;575,600;578,400;554,100;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,50937;0,00000;0,0000;;nan;-0,37180;0,69256;159,073927;22,130257;-0,001835;23,857594;24,108232;-0,0004;-0,0439;;;0,00;0,01;0,70;;426,517;427,293;0,0950937;20,93300;0,06100;0,00400;0,0014320;;;;;;
;;483;20,92300;99,80000;-0,003000;0,068;100,14;19,9000;-67,800;0,00;101,212;0,005;263,190;379,850;383,65;842,617;;;575,500;578,600;554,300;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,88176;0,00000;0,0000;;nan;-0,19432;0,65161;159,082809;22,040815;-0,002122;23,705005;23,942149;-0,0004;-0,0504;;;0,00;0,01;0,69;;425,533;425,326;0,0888176;20,93400;0,06000;0,01000;0,0013435;;;;;;
;;484;20,92600;103,57500;0,020000;0,066;100,12;19,9000;-67,800;0,00;101,212;0,005;263,190;379,050;382,55;842,783;;;575,600;578,900;554,400;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,03389999;0,00000;0,0000;;nan;0,31781;0,58672;159,088843;22,477482;-0,001877;24,123729;24,346478;-0,0004;-0,0454;;;0,00;0,01;0,62;;424,549;425,326;0,0603390;20,93500;0,05900;0,01300;0,0008968;;;;;;
;;485;20,92500;102,07500;0,014000;0,065;100,13;19,9000;-67,800;0,00;101,218;0,005;263,190;378,250;381,65;843,017;;;575,900;579,100;554,600;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,99733;0,00000;0,0000;;nan;0,18207;0,54442;159,095840;22,337711;-0,002006;23,923123;24,138163;-0,0004;-0,0481;;;0,00;0,00;0,65;;423,568;423,367;0,0699733;20,93500;0,05900;0,01300;0,0010457;;;;;;
;;486;20,92500;104,12500;0,030000;0,065;100,16;19,9000;-67,800;0,00;101,214;0,005;263,190;377,450;380,65;843,317;;;576,300;579,400;554,800;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,6949;0,00000;0,0000;;nan;0,54474;0,55044;159,101535;22,584800;-0,002270;24,136592;24,341221;-0,0005;-0,0549;;;0,00;0,00;0,66;;422,590;423,367;0,0569490;20,93600;0,05800;0,02200;0,0008434;;;;;;
;;487;20,92500;103,52500;0,022000;0,064;100,12;19,9000;-67,800;0,00;101,214;0,005;263,190;376,750;379,75;843,550;;;576,700;579,600;554,900;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,45787;0,00000;0,0000;;nan;0,36369;0,51035;159,107993;22,540547;-0,001952;24,044623;24,236087;-0,0004;-0,0470;;;0,00;0,00;0,65;;421,617;421,419;0,0645787;20,93600;0,05900;0,00200;0,0009572;;;;;;
;;488;20,92700;102,80000;0,015000;0,063;100,15;19,9000;-67,800;0,00;101,214;0,005;263,190;375,950;378,85;843,817;;;577,000;579,900;555,100;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,31396000;0,00000;0,0000;;nan;0,20571;0,47019;159,114307;22,485367;-0,002220;23,934830;24,119457;-0,0005;-0,0532;;;0,00;0,00;0,60;;420,648;421,419;0,0631396;20,93600;0,05800;0,00100;0,0009376;;;;;;
;;489;20,93000;102,70000;0,002000;0,063;100,13;19,9000;-67,800;0,00;101,206;0,005;263,183;375,350;377,95;843,983;;;577,000;580,200;555,300;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,21048000;0,00000;0,0000;;nan;-0,08605;0,47034;159,120518;22,492383;-0,002040;23,904087;24,069668;-0,0004;-0,0488;;;0,00;0,00;0,51;;419,684;419,488;0,0621048;20,93600;0,05800;-0,01200;0,0009209;;;;;;
;;490;20,93200;101,40000;-0,006000;0,062;100,11;19,8000;-67,800;0,00;101,208;0,005;263,190;374,650;377,15;844,183;;;577,300;580,400;555,400;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,1348;0,00000;0,0000;;nan;-0,26420;0,42907;159,126652;22,370442;-0,001787;23,730155;23,888503;-0,0004;-0,0424;;;0,00;0,00;0,45;;418,725;419,488;0,0613480;20,93700;0,05700;-0,01800;0,0009139;;;;;;
;;491;20,93000;99,02500;-0,008000;0,062;100,10;19,8000;-67,800;0,00;101,208;0,005;263,183;374,050;376,35;844,417;;;577,600;580,600;555,600;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,03735;0,00000;0,0000;;nan;-0,30546;0,42436;159,133690;22,124632;-0,001706;23,431818;23,575898;-0,0004;-0,0399;;;0,00;0,00;0,50;;417,770;417,576;0,0703735;20,93700;0,05600;-0,01300;0,0010600;;;;;;
;;492;20,93000;100,57500;-0,001000;0,062;100,14;19,8000;-67,800;0,00;101,220;0,005;263,190;373,350;375,55;844,650;;;577,900;580,900;555,700;307,950;;;;;0,00;0,00;0,00;3,00;2,46;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,50256;0,00000;0,0000;;nan;-0,15221;0,42807;159,140192;22,318006;-0,002139;23,592384;23,731404;-0,0004;-0,0504;;;0,00;0,00;0,51;;416,821;417,576;0,0650256;20,93800;0,05700;-0,00600;0,0009715;;;;;;
;;493;20,93100;102,85000;0,004000;0,061;100,10;19,9000;-67,800;0,00;101,208;0,005;263,183;372,750;374,85;844,817;;;578,000;581,100;555,900;307,950;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,82652;0,00000;0,0000;;nan;-0,04133;0,39414;159,146019;22,587168;-0,001730;23,838543;23,972844;-0,0004;-0,0412;;;0,00;0,00;0,49;;415,875;415,681;0,0582652;20,94000;0,05600;0,00600;0,0008605;;;;;;
;;494;20,93300;104,60001;0,010000;0,060;100,13;19,8000;-67,800;0,00;101,212;0,005;263,183;372,250;374,15;844,917;;;577,900;581,300;556,100;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,61852;0,00000;0,0000;;nan;0,09479;0,35830;159,150637;22,793812;-0,002038;24,024366;24,146989;-0,0004;-0,0489;;;0,00;0,00;0,43;;414,930;415,681;0,0461852;20,94000;0,05700;0,01700;0,0006765;;;;;;
;;495;20,93300;105,42500;0,013000;0,059;100,13;19,9000;-67,810;0,00;101,212;0,005;263,183;371,650;373,45;845,117;;;578,200;581,500;556,200;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,46491;0,00000;0,0000;;nan;0,16381;0,32037;159,155102;22,901989;-0,002052;24,099477;24,216197;-0,0004;-0,0493;;;0,00;0,00;0,44;;413,988;413,797;0,0446491;20,94000;0,05600;0,01200;0,0006512;;;;;;
;;496;20,93400;103,00000;0,013000;0,059;100,13;19,9000;-67,810;0,00;101,218;0,005;263,183;371,150;372,85;845,250;;;578,300;581,700;556,300;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,00598;0,00000;0,0000;;nan;0,16202;0,31687;159,159108;22,652302;-0,002013;23,804665;23,913699;-0,0004;-0,0478;;;0,00;0,00;0,40;;413,049;413,797;0,0400598;20,94000;0,05600;0,02600;0,0005908;;;;;;
;;497;20,93500;103,40000;0,022000;0,058;100,13;19,9000;-67,810;0,00;101,212;0,005;263,183;370,650;372,15;845,483;;;578,600;581,900;556,500;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,91037;0,00000;0,0000;;nan;0,36645;0,27840;159,162019;22,711547;-0,001965;23,834771;23,931229;-0,0004;-0,0467;;;0,00;0,00;0,38;;412,113;411,922;0,0291037;20,94100;0,05500;0,00900;0,0004292;;;;;;
;;498;20,93500;105,50000;0,002000;0,059;100,10;19,9000;-67,810;0,00;101,218;0,005;263,183;370,150;371,65;845,617;;;578,700;582,100;556,600;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,60851999;0,00000;0,0000;;nan;-0,08783;0,32113;159,166627;22,956507;-0,001744;24,059347;24,156845;-0,0004;-0,0418;;;0,00;0,00;0,38;;411,182;411,922;0,0460852;20,94100;0,05400;0,01400;0,0006696;;;;;;
;;499;20,93600;105,17500;0,001000;0,058;100,12;19,9000;-67,820;0,00;101,210;0,009;263,183;369,750;371,05;845,783;;;578,900;582,300;556,700;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,36319;0,00000;0,0000;;nan;-0,11063;0,28112;159,170990;22,933515;-0,001897;24,009277;24,093691;-0,0004;-0,0454;;;0,00;0,00;0,35;;410,257;410,064;0,0436319;20,94100;0,05400;-0,00600;0,0006345;;;;;;
;;500;20,93600;104,32500;-0,012000;0,058;100,14;19,9000;-67,820;0,00;101,210;0,009;263,183;369,150;370,45;845,983;;;579,100;582,500;556,900;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,48376;0,00000;0,0000;;nan;-0,40685;0,28021;159,176474;22,859210;-0,002152;23,892652;23,976793;-0,0005;-0,0512;;;0,00;0,00;0,35;;409,337;410,064;0,0548376;20,94000;0,05500;-0,00800;0,0007989;;;;;;
;;501;20,93600;102,05000;-0,018000;0,057;100,13;19,9000;-67,820;0,00;101,212;0,005;263,183;368,750;369,85;846,017;;;578,900;582,700;557,000;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,03044999;0,00000;0,0000;;nan;-0,53807;0,23814;159,182505;22,620851;-0,002021;23,617898;23,688351;-0,0004;-0,0475;;;0,00;0,00;0,35;;408,424;408,231;0,0603045;20,94100;0,05500;0,00100;0,0008874;;;;;;
;;502;20,93600;104,50000;-0,013000;0,056;100,11;19,9000;-67,820;0,00;101,212;0,005;263,183;368,350;369,35;846,083;;;578,900;582,800;557,100;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,75543000;0,00000;0,0000;;nan;-0,43049;0,20148;159,188260;22,903205;-0,001844;23,886758;23,951606;-0,0004;-0,0438;;;0,00;0,00;0,35;;407,515;408,231;0,0575543;20,94200;0,05400;0,00400;0,0008368;;;;;;
;;503;20,93700;103,92499;-0,006000;0,057;100,14;19,9000;-67,820;0,00;101,212;0,005;263,183;367,950;368,95;846,317;;;579,300;583,000;557,200;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,63155;0,00000;0,0000;;nan;-0,26989;0,24058;159,192892;22,852518;-0,002061;23,808012;23,872717;-0,0004;-0,0488;;;0,00;0,00;0,32;;406,608;406,415;0,0463155;20,94000;0,05400;0,00800;0,0006753;;;;;;
;;504;20,93700;106,54999;0,006000;0,056;100,14;19,9000;-67,820;0,00;101,212;0,005;263,183;367,550;368,45;846,417;;;579,400;583,100;557,300;308,050;;;;;0,00;0,00;0,00;3,00;2,47;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,71902;0,00000;0,0000;;nan;0,00385;0,20366;159,196611;23,151917;-0,002139;24,093709;24,152706;-0,0005;-0,0513;;;0,00;0,00;0,32;;405,703;406,415;0,0371902;20,94100;0,05400;0,00300;0,0005361;;;;;;
