General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;286;19,18100;94,10000;0,011000;1,562;89,86;21,2000;-24,370;0,00;101,238;0,009;263,183;419,250;442,25;848,183;;;593,700;582,000;549,400;305,150;;;;;0,00;0,00;0,00;3,00;1,88;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;529,48247;0,00001;0,0000;;nan;0,10843;53,27896;49,9754935;20,371674;0,106659;24,182437;25,509083;0,0239;2,7010;;;0,00;0,47;45,16;;248,798;247,396;5,2948247;19,05300;1,66700;0,02700;0,0874593;;;;;;
;;287;19,17300;93,40000;0,023000;1,578;90,47;21,2000;-24,770;0,00;101,236;0,009;263,183;419,650;442,75;848,117;;;593,700;581,900;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,88;0,000;0,000;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;528,14983;0,00001;0,0000;;nan;0,35093;53,61683;50,5036433;20,286087;0,099888;24,103815;25,430630;0,0223;2,5218;;;0,00;0,47;45,18;;250,338;250,413;5,2814983;19,03000;1,68800;0,02700;0,0876096;;;;;;
;;288;19,17200;88,80000;0,014000;1,601;89,23;21,2000;-24,950;0,00;101,238;0,009;263,183;420,250;443,45;848,083;;;593,700;581,800;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,88;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;514,02203;0,00001;0,0000;;nan;0,16439;53,02926;51,0176653;19,766104;0,113654;23,519554;24,817956;0,0247;2,8002;;;0,00;0,47;44,04;;251,827;250,413;5,1402203;19,00400;1,71400;0,01100;0,0875075;;;;;;
;;289;19,16200;93,17500;0,032000;1,616;88,75;21,2000;-25,140;0,00;101,236;0,009;263,183;420,850;444,05;848,317;;;594,600;581,600;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;527,405;0,00001;0,0000;;nan;0,53174;54,80637;51,5450703;20,232730;0,119029;24,109160;25,438215;0,0266;3,0059;;;0,00;0,48;45,34;;253,301;253,442;5,2740500;18,98300;1,72000;0,02000;0,0877185;;;;;;
;;290;19,13200;96,67500;0,009000;1,618;89,26;21,2000;-25,570;0,00;101,238;0,009;263,183;421,150;444,45;848,250;;;594,500;581,500;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;549,258359;0,00001;0,0000;;nan;0,06854;55,87768;52,0943287;20,601894;0,113301;24,566553;25,925690;0,0258;2,9161;;;0,00;0,49;46,94;;254,848;253,442;5,4925836;18,98900;1,70900;0,01400;0,0897330;;;;;;
;;291;19,10900;92,40000;-0,002000;1,628;89,09;21,2000;-25,730;0,00;101,244;0,009;263,183;421,650;444,95;848,383;;;595,100;581,300;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;544,77739;0,00001;0,0000;;nan;-0,15402;54,94421;52,6391061;20,129287;0,115184;24,031494;25,359453;0,0256;2,8998;;;0,00;0,49;46,44;;256,425;256,501;5,4477739;19,00400;1,70000;0,00800;0,0911026;;;;;;
;;292;19,10500;84,80000;0,002000;1,638;89,16;21,2000;-25,910;0,00;101,236;0,009;263,183;422,250;445,85;848,317;;;595,000;581,200;549,300;305,150;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;521,94822;0,00001;0,0000;;nan;-0,07052;52,93222;53,1610543;19,269992;0,114396;23,038356;24,325993;0,0244;2,7626;;;0,00;0,47;44,55;;257,921;256,501;5,2194822;19,00600;1,70400;0,00100;0,0911782;;;;;;
;;293;19,09600;88,80000;0,010000;1,646;88,65;21,2000;-26,070;0,00;101,238;0,009;263,183;423,050;446,85;848,283;;;595,100;581,000;549,300;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;535,62386;0,00001;0,0000;;nan;0,08520;54,38778;53,6966781;19,700584;0,120191;23,597775;24,925342;0,0263;2,9741;;;0,00;0,48;45,77;;259,383;259,547;5,3562386;18,99600;1,71200;0,00800;0,0915261;;;;;;
;;294;19,08200;91,40000;-0,004000;1,657;89,28;21,2000;-26,460;0,00;101,238;0,009;263,183;423,650;447,55;848,150;;;595,000;580,800;549,200;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;548,08849;0,00001;0,0000;;nan;-0,19269;55,51939;54,2447666;19,972754;0,113093;23,957717;25,309279;0,0251;2,8415;;;0,00;0,49;46,75;;260,895;259,547;5,4808849;18,98500;1,72000;0,01800;0,0923868;;;;;;
;;295;19,07300;89,35000;0,015000;1,663;88,32;21,2000;-26,650;0,00;101,238;0,009;263,183;424,150;448,05;848,250;;;595,400;580,700;549,200;305,150;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;543,00004;0,00001;0,0000;;nan;0,18384;55,06582;54,7877667;19,735858;0,123853;23,701495;25,037026;0,0272;3,0784;;;0,00;0,49;46,42;;262,412;262,533;5,4300004;18,97500;1,72900;0,02400;0,0926318;;;;;;
;;296;19,06100;92,85000;0,027000;1,659;88,68;21,2000;-26,830;0,00;101,242;0,009;263,183;424,550;448,35;848,050;;;595,100;580,500;549,100;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;556,91354;0,00001;0,0000;;nan;0,42815;55,96834;55,3446802;20,109209;0,119810;24,172641;25,527744;0,0268;3,0363;;;0,00;0,49;47,60;;263,938;262,533;5,5691354;18,96500;1,73900;0,02200;0,0932484;;;;;;
;;297;19,04900;93,65000;0,027000;1,667;88,60;21,2000;-27,270;0,00;101,238;0,009;263,183;425,050;448,95;847,717;;;594,300;580,300;549,100;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;562,63869;0,00001;0,0000;;nan;0,42974;56,45532;55,9073189;20,183772;0,120678;24,290845;25,656688;0,0272;3,0737;;;0,00;0,50;48,08;;265,497;265,597;5,6263869;18,95200;1,75300;0,02600;0,0938650;;;;;;
;;298;19,05400;93,15000;0,027000;1,688;89,33;21,2000;-27,410;0,00;101,238;0,009;263,183;425,550;449,55;847,617;;;594,300;580,100;549,000;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;557,63787;0,00001;0,0000;;nan;0,42834;57,00246;56,4649568;20,117990;0,112557;24,240158;25,607245;0,0253;2,8614;;;0,00;0,50;47,80;;267,045;265,597;5,5763787;18,93500;1,76600;0,02200;0,0933297;;;;;;
;;299;19,05300;91,87500;0,011000;1,714;88,18;21,2000;-27,600;0,00;101,238;0,009;263,183;425,950;450,05;847,550;;;594,400;579,900;548,900;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;553,23087;0,00001;0,0000;;nan;0,10630;57,48298;57,0181876;19,970448;0,125510;24,085003;25,447718;0,0280;3,1708;;;0,00;0,51;47,47;;268,558;268,658;5,5323087;18,92100;1,77900;0,01800;0,0932743;;;;;;
;;300;19,03000;90,07500;0,020000;1,720;88,51;21,2000;-27,810;0,00;101,242;0,009;263,183;426,350;450,55;847,317;;;594,000;579,700;548,800;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;554,41679;0,00001;0,0000;;nan;0,28274;57,09564;57,5726044;19,764574;0,121754;23,859097;25,213360;0,0269;3,0476;;;0,00;0,50;47,55;;270,050;268,658;5,5441679;18,90600;1,79100;0,01700;0,0944603;;;;;;
;;301;19,00400;89,30000;0,014000;1,709;87,90;21,2000;-28,210;0,00;101,238;0,009;263,183;426,750;451,15;847,417;;;594,500;579,500;548,800;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;561,762139;0,00001;0,0000;;nan;0,16360;56,44842;58,1343666;19,670138;0,128614;23,767375;25,126306;0,0283;3,2082;;;0,00;0,50;47,96;;271,551;271,665;5,6176214;18,88500;1,80900;0,00400;0,0961880;;;;;;
;;302;18,98300;94,22500;0,008000;1,700;87,01;21,2000;-28,400;0,00;101,234;0,009;263,183;427,250;451,65;847,250;;;594,300;579,300;548,700;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;585,07004;0,00001;0,0000;;nan;0,04703;57,63570;58,7194366;20,193448;0,138831;24,428277;25,823362;0,0314;3,5591;;;0,00;0,51;49,77;;273,110;271,665;5,8507004;18,87000;1,81800;-0,00400;0,0975966;;;;;;
;;303;18,98900;90,75000;0,001000;1,704;88,99;21,2000;-28,590;0,00;101,242;0,009;263,183;427,850;452,45;847,117;;;594,100;579,100;548,700;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;571,92219;0,00001;0,0000;;nan;-0,09224;56,66036;59,2913588;19,803685;0,116312;23,990418;25,369790;0,0259;2,9294;;;0,00;0,50;48,66;;274,681;274,709;5,7192219;18,86900;1,81700;-0,00700;0,0972772;;;;;;
;;304;19,00400;91,07500;0,008000;1,712;88,08;21,2000;-29,010;0,00;101,238;0,009;263,183;428,350;452,95;846,783;;;593,400;578,900;548,600;305,250;;;;;0,00;0,00;0,00;3,00;1,89;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;566,45952;0,00001;0,0000;;nan;0,04617;57,00311;59,8578183;19,827532;0,126629;24,047377;25,428410;0,0282;3,1966;;;0,00;0,50;48,35;;276,195;274,709;5,6645952;18,87600;1,80900;0,01100;0,0962223;;;;;;
;;305;19,00600;89,87500;0,018000;1,720;88,12;21,2000;-29,170;0,00;101,242;0,009;263,183;428,950;453,95;846,550;;;593,000;578,700;548,500;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;560,44665;0,00001;0,0000;;nan;0,24228;56,85925;60,4182650;19,682695;0,126222;23,905152;25,298389;0,0280;3,1700;;;0,00;0,50;47,94;;277,670;277,697;5,6044665;18,88200;1,80600;0,02000;0,0958990;;;;;;
;;306;18,99600;93,42500;0,024000;1,729;89,00;21,2000;-29,360;0,00;101,238;0,009;263,183;429,650;454,65;846,283;;;592,600;578,400;548,400;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;573,40711;0,00001;0,0000;;nan;0,36689;58,23641;60,9916721;20,051303;0,116260;24,392577;25,811905;0,0263;2,9791;;;0,00;0,51;49,09;;279,150;277,697;5,7340711;18,88300;1,81000;0,03000;0,0963177;;;;;;
;;307;18,98500;89,67500;0,022000;1,739;89,41;21,2000;-29,800;0,00;101,242;0,009;263,183;430,350;455,55;846,150;;;592,400;578,200;548,400;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;564,54141;0,00001;0,0000;;nan;0,31997;57,34896;61,5562135;19,628777;0,111603;23,917475;25,318010;0,0248;2,8051;;;0,00;0,51;48,33;;280,627;280,603;5,6454141;18,87000;1,82300;0,02500;0,0968752;;;;;;
;;308;18,97500;88,17500;0,026000;1,753;89,83;21,2000;-29,960;0,00;101,242;0,009;263,183;430,850;456,15;845,983;;;592,200;578,000;548,300;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;561,67166;0,00001;0,0000;;nan;0,39476;57,30560;62,1178851;19,452622;0,106986;23,730370;25,123844;0,0236;2,6684;;;0,00;0,51;48,14;;282,065;280,603;5,6167166;18,85100;1,83700;0,02000;0,0972598;;;;;;
;;309;18,96500;91,40000;0,022000;1,766;88,60;21,2000;-30,150;0,00;101,242;0,009;263,183;431,250;456,55;845,883;;;592,200;577,800;548,200;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;574,42157;0,00001;0,0000;;nan;0,32270;58,76247;62,6923067;19,795980;0,120724;24,171655;25,589725;0,0271;3,0669;;;0,00;0,52;49,24;;283,514;283,526;5,7442157;18,84600;1,83600;0,01400;0,0977469;;;;;;
;;310;18,95200;91,10000;0,018000;1,779;88,73;21,2000;-30,340;0,00;101,238;0,009;263,183;431,750;457,15;845,717;;;592,000;577,600;548,100;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;577,00146;0,00001;0,0000;;nan;0,24313;59,07637;63,2693082;19,752018;0,119252;24,145939;25,566452;0,0267;3,0267;;;0,00;0,52;49,45;;284,986;283,526;5,7700146;18,85200;1,82900;0,01800;0,0984109;;;;;;
;;311;18,93500;90,60000;0,017000;1,791;88,31;21,2000;-30,780;0,00;101,244;0,009;263,183;432,150;457,55;845,383;;;591,300;577,400;548,000;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;580,222239;0,00001;0,0000;;nan;0,22270;59,29563;63,8495304;19,688621;0,123980;24,090737;25,506691;0,0277;3,1394;;;0,00;0,52;49,71;;286,459;286,473;5,8022224;18,86200;1,82100;0,02100;0,0992878;;;;;;
;;312;18,92100;88,87500;0,004000;1,809;88,89;21,2000;-30,970;0,00;101,238;0,009;263,183;432,750;458,35;845,183;;;590,900;577,200;548,000;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,67676;0,00001;0,0000;;nan;-0,03241;59,29475;64,4282072;19,486764;0,117456;23,876852;25,289324;0,0261;2,9488;;;0,00;0,52;49,54;;287,925;286,473;5,7867676;18,86700;1,82200;0,01300;0,1000560;;;;;;
;;313;18,90600;92,00000;-0,004000;1,818;89,58;21,2000;-31,170;0,00;101,240;0,009;263,183;433,250;458,95;844,950;;;590,500;577,000;547,900;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;593,50252;0,00001;0,0000;;nan;-0,19117;60,60202;65,0217097;19,814955;0,109753;24,307032;25,748903;0,0248;2,8055;;;0,00;0,54;50,75;;289,409;289,459;5,9350252;18,85900;1,83300;0,01000;0,1009282;;;;;;
;;314;18,88500;90,22500;-0,007000;1,817;90,19;21,2000;-31,570;0,00;101,240;0,009;263,183;433,750;459,55;844,683;;;590,100;576,800;547,700;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;594,7926;0,00001;0,0000;;nan;-0,24793;59,94605;65,6165023;19,611560;0,102914;24,085292;25,517915;0,0230;2,6071;;;0,00;0,53;50,74;;290,917;289,459;5,9479260;18,84100;1,84500;0,00500;0,1022100;;;;;;
;;315;18,87000;86,60000;0,011000;1,809;89,82;21,2000;-31,730;0,00;101,244;0,009;263,183;434,150;459,95;844,583;;;590,000;576,700;547,600;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;586,78327;0,00001;0,0000;;nan;0,10222;58,43654;66,2032856;19,204699;0,107101;23,607368;25,010271;0,0235;2,6592;;;0,00;0,52;50,05;;292,398;292,427;5,8678327;18,82700;1,85600;0,01800;0,1029796;;;;;;
;;316;18,86900;89,17500;0,020000;1,806;89,67;21,2000;-31,920;0,00;101,240;0,009;263,183;434,450;460,25;844,417;;;589,800;576,500;547,500;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,181589;0,00001;0,0000;;nan;0,27869;59,17736;66,7984672;19,481398;0,108752;23,964049;25,387164;0,0242;2,7409;;;0,00;0,52;50,79;;293,868;292,427;5,9518159;18,82400;1,85400;0,02000;0,1029706;;;;;;
;;317;18,87600;90,95000;0,030000;1,810;88,18;21,2000;-32,370;0,00;101,240;0,009;263,183;434,750;460,75;844,217;;;589,400;576,300;547,500;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;597,56995;0,00001;0,0000;;nan;0,47764;59,87895;67,3960371;19,667538;0,125433;24,209726;25,657576;0,0282;3,1950;;;0,00;0,53;51,11;;295,351;295,367;5,9756995;18,82100;1,86400;0,03100;0,1024002;;;;;;
;;318;18,88200;88,17500;0,025000;1,823;89,76;21,2000;-32,510;0,00;101,240;0,009;263,183;435,250;461,35;844,350;;;590,000;576,200;547,400;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;585,525249;0,00001;0,0000;;nan;0,37345;59,35995;67,9815624;19,354047;0,107747;23,851234;25,281485;0,0239;2,7042;;;0,00;0,52;50,15;;296,801;295,367;5,8552525;18,80800;1,87400;0,02100;0,1019563;;;;;;
;;319;18,88300;92,85000;0,020000;1,837;88,18;21,2000;-32,700;0,00;101,242;0,009;263,183;435,850;461,85;844,183;;;589,700;576,000;547,400;305,250;;;;;0,00;0,00;0,00;3,00;1,90;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;599,49835;0,00001;0,0000;;nan;0,28391;61,35217;68,5810607;19,846818;0,125540;24,492223;25,953271;0,0286;3,2346;;;0,00;0,54;51,40;;298,244;298,316;5,9949835;18,79600;1,88200;0,03200;0,1017954;;;;;;
;;320;18,87000;90,32500;0,014000;1,836;88,84;21,2000;-32,900;0,00;101,242;0,009;263,183;436,350;462,45;844,017;;;589,400;575,900;547,300;305,250;;;;;0,00;0,00;0,00;3,00;1,91;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,8069;0,00001;0,0000;;nan;0,16271;60,44369;69,1768676;19,563879;0,118084;24,170754;25,616513;0,0265;3,0030;;;0,00;0,53;50,98;;299,699;298,316;5,9580690;18,79100;1,88500;0,01500;0,1026402;;;;;;
;;321;18,85100;90,07500;0,018000;1,829;88,26;21,2000;-33,320;0,00;101,240;0,009;263,183;436,550;462,65;843,817;;;589,000;575,700;547,300;305,250;;;;;0,00;0,00;0,00;3,00;1,91;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;601,44934;0,00001;0,0000;;nan;0,24043;60,10955;69,778317;19,532310;0,124536;24,142812;25,586238;0,0280;3,1633;;;0,00;0,53;51,37;;301,146;301,238;6,0144934;18,78700;1,89300;0,01000;0,1037924;;;;;;
;;322;18,84600;85,17500;0,021000;1,821;88,48;21,2000;-33,520;0,00;101,242;0,009;263,183;437,150;463,45;843,783;;;589,100;575,600;547,200;305,250;;;;;0,00;0,00;0,00;3,00;1,91;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;586,41182;0,00001;0,0000;;nan;0,29047;58,14887;70,3647288;18,980572;0,122080;23,493084;24,906485;0,0267;3,0185;;;0,00;0,51;50,03;;302,562;301,238;5,8641182;18,77900;1,89300;0,00400;0,1041431;;;;;;
;;323;18,85200;91,42500;0,013000;1,822;88,19;21,2000;-33,720;0,00;101,242;0,009;263,183;437,550;463,85;843,583;;;588,700;575,400;547,200;305,250;;;;;0,00;0,00;0,00;3,00;1,91;0,000;0,000;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,69214;0,00001;0,0000;;nan;0,14386;60,25103;70,9704209;19,655636;0,125317;24,350902;25,814572;0,0284;3,2115;;;0,00;0,53;51,67;;303,977;304,142;6,0569214;18,78700;1,88500;0,00800;0,1038692;;;;;;
;;324;18,86200;86,17500;0,010000;1,833;89,13;21,2000;-34,130;0,00;101,234;0,009;263,183;438,150;464,55;843,650;;;589,000;575,300;547,200;305,250;;;;;0,00;0,00;0,00;3,00;1,91;0,000;0,000;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;583,84339;0,00001;0,0000;;nan;0,08247;58,81850;71,5542643;19,069868;0,114821;23,657605;25,083054;0,0253;2,8592;;;0,00;0,52;49,89;;305,375;304,142;5,8384339;18,79100;1,88800;-0,00500;0,1031903;;;;;;
