General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Grid?;N;10;20,95800;113,90000;0,001000;0,047;99,99;21,8000;0,000;0,00;101,890;0,000;263,183;334,750;338,25;1018,483;;;736,100;771,900;728,000;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,00000;0,00000;0,00452486;25,082454;0,000307;23,773377;24,021941;0,0001;0,0073;;;0,00;0,00;-0,04;;;;0,0000000;20,95700;0,04800;0,01000;-0,0000840;;;;;;
Non-scrubbed?;;11;20,95700;114,60000;0,017000;0,048;100,04;21,8000;0,000;0,00;101,888;0,000;263,177;334,750;338,25;1018,283;;;735,500;771,900;728,000;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,36779;0,03986;0,00452486;25,159411;-0,000168;23,846317;24,095644;0,0000;-0,0040;;;0,00;0,00;-0,01;;;;0,0000000;20,95700;0,04800;-0,00300;-0,0002369;;;;;;
Substrate used? {Y/N};;12;20,95600;116,57500;0,010000;0,047;100,03;21,8000;0,000;0,00;101,888;0,000;263,183;334,750;338,25;1018,117;;;735,000;771,900;728,000;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,17899;-0,00337;0,00452486;25,375281;-0,000079;24,050922;24,302387;0,0000;-0,0019;;;0,00;0,00;0,02;;;;0,0000000;20,95700;0,04700;0,02000;-0,0000792;;;;;;
Substrate;;13;20,95700;109,40000;0,010000;0,047;100,00;21,8000;0,000;0,00;101,888;0,000;263,177;334,850;338,25;1018,583;;;736,300;771,900;728,100;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,16098;-0,00303;0,00452486;24,578307;0,000279;23,302502;23,539110;0,0001;0,0065;;;0,00;0,00;-0,01;;;;0,0000000;20,95700;0,04700;0,00600;-0,0001386;;;;;;
Additional preparation details;;14;20,95700;116,85000;0,012000;0,047;100,04;21,8000;0,000;0,00;101,890;0,000;263,183;334,850;338,35;1018,950;;;737,400;771,900;728,100;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,20254;-0,00293;0,00452486;25,401400;-0,000152;24,082870;24,334594;0,0000;-0,0037;;;0,00;0,00;-0,01;;;;0,0000000;20,95800;0,04700;0,00600;-0,0001632;;;;;;
;;15;20,95700;113,05000;0,005000;0,048;100,04;21,8000;0,000;0,00;101,894;0,000;263,177;334,850;338,35;1019,117;;;737,800;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,02335;0,03778;0,00452486;24,984956;-0,000097;23,688042;23,935640;0,0000;-0,0023;;;0,00;0,00;-0,01;;;;0,0000000;20,95800;0,04700;-0,01500;-0,0000857;;;;;;
Specimen;;16;20,95600;113,05000;-0,009000;0,048;100,04;21,8000;0,000;0,00;101,894;0,000;263,177;334,850;338,35;1019,183;;;738,000;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,12747;;;;nan;-0,30615;0,03556;0,00565233;24,984956;-0,000091;23,688042;23,935640;0,0000;-0,0022;;;0,00;0,00;0,02;;;;0,0112747;20,95800;0,04700;-0,00500;0,0001497;;;;;;
Sample description;;17;20,95600;114,05000;-0,006000;0,048;99,99;21,8000;0,000;0,00;101,888;0,000;263,177;334,850;338,35;1018,617;;;736,300;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,82973999;;;;nan;-0,21955;0,03373;0,00648207;25,095217;0,000346;23,792579;24,041269;0,0001;0,0082;;;0,00;0,00;0,02;;;;0,0082974;20,95700;0,04800;-0,01700;0,0001097;;;;;;
Material name/ID;PMMA_DE_6m;18;20,95600;118,05000;-0,012000;0,047;100,04;21,8000;0,000;0,00;101,880;0,000;263,177;334,850;338,35;1018,083;;;734,700;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,50787999;;;;nan;-0,35626;-0,00929;0,00798995;25,531498;-0,000119;24,206214;24,459228;0,0000;-0,0029;;;0,00;0,00;0,02;;;;0,0150788;20,95500;0,04700;-0,00400;0,0001958;;;;;;
Specimen number;R3;19;20,95700;116,80000;-0,008000;0,047;100,06;21,8000;0,000;0,00;101,888;0,000;263,183;334,850;338,25;1018,250;;;735,200;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,65796999;;;;nan;-0,24047;-0,00878;0,00864792;25,395966;-0,000319;24,077717;24,322197;-0,0001;-0,0077;;;0,00;0,00;-0,01;;;;0,0065797;20,95700;0,04800;-0,00900;0,0000857;;;;;;
E (MJ/kg);13,10;20;20,95800;118,52500;-0,005000;0,048;100,02;21,8000;0,000;0,00;101,888;0,000;263,177;334,850;338,35;1018,150;;;735,000;771,800;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,15785;0,03369;0,00864792;25,582812;0,000100;24,254865;24,508387;0,0000;0,0024;;;0,00;0,00;-0,04;;;;0,0000000;20,95800;0,04600;0,00900;-0,0000211;;;;;;
Initial mass (g);67,77;21;20,95700;119,02500;0,010000;0,048;100,05;21,8000;0,000;0,00;101,888;0,000;263,177;334,850;338,35;1017,883;;;734,100;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,21487;0,03222;0,00864792;25,636716;-0,000175;24,305971;24,560027;0,0000;-0,0043;;;0,00;0,00;-0,01;;;;0,0000000;20,95800;0,04700;0,00300;-0,0001495;;;;;;
Thickness (mm);5,74;22;20,95600;115,57500;-0,003000;0,048;100,03;21,8000;0,000;0,00;101,880;0,000;263,177;334,950;338,35;1017,650;;;733,400;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,56109999;;;;nan;-0,11055;0,03037;0,00920902;25,258666;-0,000044;23,954696;24,197854;0,0000;-0,0011;;;0,00;0,00;0,02;;;;0,0056110;20,95500;0,04700;-0,00400;0,0000738;;;;;;
Surface area (cm²);100;23;20,95700;116,82500;0,020000;0,047;100,02;21,8000;0,000;0,00;101,888;0,000;263,177;334,950;338,35;1017,783;;;733,800;771,900;728,200;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,45138;-0,01280;0,00920902;25,394892;0,000092;24,083889;24,328359;0,0000;0,0022;;;0,00;0,00;-0,01;;;;0,0000000;20,95700;0,04700;0,01100;-0,0002646;;;;;;
Sponsor;;24;20,95700;119,15000;0,006000;0,047;100,05;21,8000;0,000;0,00;101,888;0,000;263,177;334,950;338,45;1018,017;;;734,400;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,09407;-0,01241;0,00920902;25,646345;-0,000184;24,322362;24,576514;0,0000;-0,0045;;;0,00;0,00;-0,01;;;;0,0000000;20,95700;0,04700;-0,00700;-0,0000869;;;;;;
Manufacturer;;25;20,95700;112,35000;0,006000;0,047;100,05;21,8000;0,000;0,00;101,888;0,000;263,177;334,950;338,35;1018,350;;;735,400;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,08783;-0,01159;0,00920902;24,903765;-0,000175;23,618117;23,857858;0,0000;-0,0041;;;0,00;0,00;-0,01;;;;0,0000000;20,95700;0,04800;-0,00300;-0,0000865;;;;;;
Test start time (s);60;26;20,95700;113,95000;-0,015000;0,047;100,04;21,8000;0,000;0,00;101,888;0,000;263,177;335,050;338,45;1018,550;;;736,000;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,36157;;;;nan;-0,42027;-0,01124;0,01057059;25,076724;-0,000078;23,789247;24,030654;0,0000;-0,0019;;;0,00;0,00;-0,01;;;;0,0136157;20,95600;0,04800;0,00100;0,0001797;;;;;;
Time to ignition (s);27;27;20,95800;115,10000;-0,005000;0,047;100,02;21,8000;0,000;0,00;101,882;0,000;263,177;334,950;338,45;1018,750;;;736,600;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,16510;-0,01089;0,01057059;25,206707;0,000060;23,905419;24,155215;0,0000;0,0014;;;0,00;0,00;-0,04;;;;0,0000000;20,95500;0,04800;-0,01200;-0,0000047;;;;;;
Time to flameout (s);243;28;20,95800;119,57500;-0,017000;0,048;100,02;21,8000;0,000;0,00;101,890;0,000;263,177;334,950;338,45;1019,117;;;737,600;772,000;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,06944999;;;;nan;-0,45916;0,03215;0,01164004;25,692045;0,000104;24,365702;24,620307;0,0000;0,0025;;;0,00;0,00;-0,04;;;;0,0106945;20,95700;0,04800;0,00900;0,0001373;;;;;;
End of test criteria;Mass less ;29;20,95800;115,92499;-0,004000;0,047;100,03;21,8000;0,000;0,00;101,890;0,000;263,177;334,850;338,35;1019,183;;;737,800;771,900;728,400;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,12020;-0,01166;0,01164004;25,300660;-0,000035;23,987358;24,238084;0,0000;-0,0009;;;0,00;0,00;-0,03;;;;0,0000000;20,95600;0,04800;0,00400;-0,0000124;;;;;;
User EOT time (s);293;30;20,95700;116,87500;-0,009000;0,048;100,04;21,8000;0,000;0,00;101,890;0,000;263,183;334,850;338,35;1019,183;;;737,900;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,76105;;;;nan;-0,23932;0,03116;0,01240109;25,404117;-0,000139;24,085446;24,337197;0,0000;-0,0034;;;0,00;0,00;0,00;;;;0,0076105;20,95500;0,04800;0,00600;0,0000991;;;;;;
MLR EOT mass (g/m²);;31;20,95500;116,17500;0,009000;0,046;100,02;21,8000;0,000;0,00;101,890;0,000;263,177;334,850;338,25;1018,917;;;737,100;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,09454;;;;nan;0,20906;-0,05472;0,01249563;25,327927;0,000109;24,013210;24,257035;0,0000;0,0026;;;0,00;0,00;0,06;;;;0,0009454;20,95400;0,04900;0,00800;0,0000132;;;;;;
MLR time period (s);;32;20,95700;110,47500;0,003000;0,047;100,04;21,8000;0,000;0,00;101,882;0,000;263,177;334,850;338,25;1018,583;;;736,100;771,900;728,300;310,650;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,05446;-0,01035;0,01249563;24,698769;-0,000064;23,416710;23,654478;0,0000;-0,0015;;;0,00;0,00;0,00;;;;0,0000000;20,95600;0,04900;0,01900;-0,0000441;;;;;;
Truncate graphs at EOT;;33;20,95800;112,60000;-0,004000;0,047;100,02;21,8000;0,000;0,00;101,880;0,000;263,177;334,850;338,25;1018,083;;;734,800;771,800;728,200;310,750;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,11549;-0,01014;0,01249563;24,935179;0,000045;23,640849;23,880893;0,0000;0,0011;;;0,00;0,00;-0,03;;;;0,0000000;20,95600;0,04900;0,02100;-0,0000139;;;;;;
Smooth data?;;34;20,95800;115,35000;0,011000;0,047;100,01;21,8000;0,000;0,00;101,890;0,000;263,177;334,750;338,25;1017,883;;;734,200;771,800;728,200;310,750;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,25302;-0,00997;0,01249563;25,241605;0,000211;23,924222;24,174363;0,0000;0,0051;;;0,00;0,00;-0,03;;;;0,0000000;20,95400;0,05100;0,01200;-0,0002019;;;;;;
Correct O2 for pressure?;;35;20,95500;118,25001;-0,007000;0,047;99,97;21,8000;0,000;0,00;101,890;0,000;263,177;334,750;338,25;1017,817;;;734,100;771,700;728,200;310,750;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,56681;;;;nan;-0,19671;-0,00982;0,01406244;25,556934;0,000569;24,223093;24,476359;0,0001;0,0138;;;0,00;0,00;0,06;;;;0,0156681;20,95300;0,05200;0,00400;0,0002038;;;;;;
;;36;20,95700;114,75000;-0,003000;0,048;100,07;21,8000;0,000;0,00;101,890;0,000;263,177;334,750;338,15;1018,083;;;734,900;771,700;728,200;310,750;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,15478;;;;nan;-0,09088;0,03293;0,01421722;25,175871;-0,000406;23,861919;24,104280;-0,0001;-0,0097;;;0,00;0,00;0,00;;;;0,0015478;20,95200;0,05300;-0,01300;0,0000202;;;;;;
