General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
TSR   [m²/m² (none flaming phase)];0,0;114;19,26200;99,05000;0,031000;1,531;88,46;21,7000;-5,740;0,00;101,886;0,000;263,177;401,050;422,15;1021,983;;;748,600;769,700;728,200;310,950;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;526,87646;0,00001;0,0000;;nan;0,65399;54,67006;6,06907503;21,369602;0,122985;24,265835;25,542506;0,0276;3,1186;;;0,01;0,48;45,17;;120,622;112,246;5,2687646;19,02100;1,68900;0,01200;0,0829059;;;;;;
TSR   [m²/m² (flaming phase)];0,0;115;19,23600;99,50001;0,012000;1,548;86,93;21,7000;-5,930;0,00;101,884;0,000;263,177;402,650;424,25;1021,817;;;748,300;769,500;728,200;310,950;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;536,87242;0,00001;0,0000;;nan;0,24974;55,31153;6,60594744;21,375494;0,140397;24,369360;25,676645;0,0316;3,5788;;;0,00;0,49;45,87;;129,373;130,125;5,3687242;19,01200;1,69900;0,01800;0,0844676;;;;;;
MARHE [kW / m²];728,0;116;19,21600;92,47500;0,017000;1,568;87,80;21,7000;-6,350;0,00;101,884;0,000;263,177;404,550;426,65;1021,883;;;748,700;769,400;728,100;310,950;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;521,77122;0,00001;0,0000;;nan;0,34255;53,90664;7,12771866;20,558647;0,130504;23,548703;24,835136;0,0284;3,2176;;;0,00;0,48;44,63;;137,761;130,125;5,2177122;18,99600;1,71300;0,01200;0,0853617;;;;;;
Results HRR;;117;19,19400;92,47500;0,000000;1,580;87,80;21,7000;-6,540;0,00;101,884;0,000;263,177;404,550;426,65;1021,650;;;748,300;769,200;728,000;311,050;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;530,0091;0,00001;0,0000;;nan;-0,00546;54,33259;7,65772776;20,558647;0,130504;23,548703;24,835136;0,0284;3,2176;;;0,00;0,48;45,20;;145,785;146,742;5,3000910;18,98400;1,72300;0,00700;0,0867202;;;;;;
HRR max [kW/m²];1,3;118;19,17000;97,82500;0,004000;1,595;86,98;21,7000;-6,740;0,00;101,884;0,000;263,177;406,250;428,85;1021,183;;;747,100;769,000;728,000;310,950;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;551,43664;0,00001;0,0000;;nan;0,07844;56,31051;8,20916441;21,100692;0,139868;24,271150;25,621372;0,0314;3,5576;;;0,00;0,50;47,02;;153,823;146,742;5,5143664;18,97400;1,72700;-0,00300;0,0879197;;;;;;
Max at [s];427;119;19,15500;97,75000;0,007000;1,609;87,47;21,7000;-7,130;0,00;101,886;0,000;263,177;407,850;430,75;1021,050;;;746,900;768,900;727,900;311,050;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;554,42326;0,00001;0,0000;;nan;0,14114;56,68631;8,76358767;21,051188;0,134268;24,309574;25,674510;0,0302;3,4223;;;0,00;0,50;47,30;;161,822;162,570;5,5442326;18,97400;1,72500;-0,01400;0,0886104;;;;;;
HRR 060s [kW/m²];0,0;120;19,14200;92,92500;-0,004000;1,620;87,97;21,7000;-7,320;0,00;101,884;0,000;263,177;409,350;432,65;1020,850;;;746,600;768,700;727,800;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;544,214009;0,00001;0,0000;;nan;-0,08704;55,55641;9,30780167;20,487423;0,128569;23,745559;25,097145;0,0283;3,2033;;;0,00;0,49;46,37;;169,486;162,570;5,4421401;18,97700;1,72000;-0,01000;0,0893784;;;;;;
HRR 120s [kW/m²];0,0;121;19,12200;96,30000;0,007000;1,625;88,38;21,7000;-7,510;0,00;101,886;0,000;263,177;411,050;434,75;1020,583;;;746,100;768,500;727,700;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;558,967330;0,00001;0,0000;;nan;0,13953;56,61790;9,86676900;20,812980;0,123889;24,223070;25,619706;0,0278;3,1510;;;0,00;0,50;47,62;;176,941;177,896;5,5896733;18,98200;1,72000;0,01000;0,0903757;;;;;;
HRR 180s [kW/m²];0,0;122;19,10500;98,10000;0,018000;1,638;88,34;21,7000;-7,920;0,00;101,886;0,005;263,177;412,450;436,45;1020,650;;;746,500;768,300;727,700;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;567,69927;0,00001;0,0000;;nan;0,37027;57,51737;10,4344682;20,970911;0,124323;24,490006;25,915051;0,0283;3,1985;;;0,00;0,51;48,43;;184,370;177,896;5,6769927;18,97800;1,72800;0,01000;0,0911041;;;;;;
HRR 240s [kW/m²];0,0;123;19,09700;90,77500;0,015000;1,659;88,62;21,7000;-8,090;0,00;101,886;0,005;263,177;413,850;438,35;1020,783;;;747,100;768,200;727,600;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;546,74669;0,00001;0,0000;;nan;0,29542;55,96391;10,9812149;20,138638;0,121133;23,597899;24,994899;0,0266;3,0057;;;0,00;0,49;46,71;;191,454;192,112;5,4674669;18,96300;1,74800;0,02600;0,0913700;;;;;;
HRR 300s [kW/m²];0,0;124;19,08900;95,32500;0,025000;1,682;88,47;21,7000;-8,290;0,00;101,892;0,005;263,177;415,050;439,75;1020,583;;;746,700;768,000;727,600;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;560,03578;0,00001;0,0000;;nan;0,50746;58,08395;11,5412507;20,607326;0,122863;24,217111;25,658294;0,0277;3,1296;;;0,00;0,51;48,00;;198,248;192,112;5,6003578;18,93200;1,77300;0,00900;0,0914640;;;;;;
HRR 360s [kW/m²];0,0;125;19,07000;98,37500;0,012000;1,689;86,69;21,7000;-8,720;0,00;101,884;0,005;263,177;416,150;441,05;1020,550;;;746,900;767,800;727,500;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;575,5046;0,00001;0,0000;;nan;0,24423;59,17984;12,1167553;20,906719;0,143131;24,634063;26,108022;0,0328;3,7098;;;0,00;0,52;49,19;;205,084;205,740;5,7550460;18,89700;1,80000;0,03500;0,0926547;;;;;;
HRR Test [kW/m²];0,0;126;19,04000;94,85000;0,018000;1,699;87,82;21,7000;-8,870;0,00;101,882;0,005;263,177;417,150;442,45;1020,583;;;747,300;767,600;727,400;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;573,9944;0,00001;0,0000;;nan;0,36201;58,39351;12,6907497;20,504114;0,130180;24,217735;25,686532;0,0293;3,3196;;;0,00;0,52;49,01;;211,832;205,740;5,7399440;18,88000;1,80500;0,02000;0,0942421;;;;;;
Results EHC;;127;19,02100;94,65000;0,012000;1,713;86,96;21,7000;-9,100;0,00;101,882;0,005;263,177;418,050;443,95;1020,417;;;747,100;767,400;727,300;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,969229;0,00001;0,0000;;nan;0,23901;58,76288;13,2697189;20,460425;0,140073;24,218272;25,718698;0,0316;3,5764;;;0,00;0,52;49,39;;218,408;219,100;5,7896923;18,87700;1,81100;0,01500;0,0952716;;;;;;
EHC max [MJ/kg];0,0;128;19,01200;91,70000;0,007000;1,723;87,11;21,7000;-9,290;0,00;101,882;0,005;263,177;419,250;445,35;1020,217;;;746,900;767,100;727,200;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;571,86311;0,00001;0,0000;;nan;0,13481;58,10356;13,8415820;20,110209;0,138314;23,872062;25,358193;0,0308;3,4820;;;0,00;0,51;48,77;;224,773;219,100;5,7186311;18,87000;1,82000;0,01000;0,0957453;;;;;;
Max at [s];234;129;18,99600;88,20000;-0,003000;1,727;86,91;21,7000;-9,710;0,00;101,886;0,005;263,177;420,550;447,05;1020,083;;;746,800;766,900;727,100;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;565,83866;0,00001;0,0000;;nan;-0,06404;57,03100;14,4074207;19,692186;0,140640;23,448326;24,925869;0,0308;3,4802;;;0,00;0,50;48,15;;230,846;231,526;5,6583866;18,85700;1,82900;0,01000;0,0967570;;;;;;
EHC 060s [MJ/kg];0,0;130;18,98400;90,60000;-0,014000;1,725;87,03;21,7000;-9,900;0,00;101,884;0,005;263,177;421,850;448,85;1019,717;;;746,100;766,600;727,000;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;577,61603;0,00001;0,0000;;nan;-0,28304;57,64297;14,9850367;19,927533;0,139312;23,801912;25,325325;0,0309;3,5025;;;0,00;0,51;49,02;;236,791;231,526;5,7761603;18,85000;1,83600;0,01300;0,0976122;;;;;;
EHC 120s [MJ/kg];0,0;131;18,97400;90,07500;-0,010000;1,720;86,74;21,7000;-10,100;0,00;101,884;0,005;263,177;422,750;449,95;1019,650;;;746,300;766,400;726,800;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,82738;0,00001;0,0000;;nan;-0,20287;57,24269;15,5638641;19,848550;0,142572;23,758153;25,286768;0,0316;3,5790;;;0,00;0,51;49,08;;242,673;243,250;5,7882738;18,84000;1,84600;0,00700;0,0982126;;;;;;
EHC 180s [MJ/kg];0,0;132;18,97400;94,12500;0,010000;1,720;86,86;21,7000;-10,530;0,00;101,886;0,005;263,177;423,750;451,15;1019,550;;;746,300;766,200;726,700;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;589,633499;0,00001;0,0000;;nan;0,19637;58,44580;16,1534976;20,265909;0,141189;24,315101;25,887334;0,0321;3,6285;;;0,00;0,52;50,11;;248,486;243,250;5,8963350;18,82400;1,86200;0,02300;0,0979851;;;;;;
EHC 240s [MJ/kg];0,0;133;18,97700;91,95000;0,010000;1,728;86,24;21,7000;-10,720;0,00;101,884;0,005;263,177;424,650;452,35;1019,517;;;746,500;766,000;726,600;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;580,58843;0,00001;0,0000;;nan;0,19388;57,98111;16,7340860;20,009155;0,148417;24,058035;25,627345;0,0334;3,7759;;;0,00;0,51;49,40;;254,153;254,560;5,8058843;18,80500;1,87600;0,02100;0,0977173;;;;;;
EHC 300s [MJ/kg];0,0;134;18,98200;92,97500;0,026000;1,748;85,16;21,7000;-10,930;0,00;101,894;0,000;263,177;425,650;453,45;1019,183;;;745,800;765,800;726,500;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;578,95829;0,00001;0,0000;;nan;0,51484;58,92818;17,3130443;20,096722;0,160978;24,220223;25,802092;0,0364;4,1235;;;0,00;0,52;49,49;;259,585;254,560;5,7895829;18,79300;1,87700;0,03200;0,0970127;;;;;;
EHC 360s [MJ/kg];0,0;135;18,97800;86,20000;0,009000;1,773;85,43;21,7000;-11,360;0,00;101,886;0,000;263,177;426,350;454,35;1018,850;;;745,100;765,600;726,400;311,050;;;;;0,00;0,00;0,00;3,00;1,85;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;557,83826;0,00001;0,0000;;nan;0,16810;57,52793;17,8708826;19,334767;0,157814;23,340249;24,873091;0,0344;3,8969;;;0,00;0,51;47,71;;264,701;264,951;5,5783826;18,80200;1,86700;0,03000;0,0971574;;;;;;
EHC Test [MJ/kg];0,0;136;18,96300;92,72500;0,035000;1,800;86,50;21,7000;-11,530;0,00;101,886;0,005;263,177;427,450;455,65;1018,683;;;744,800;765,500;726,300;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;579,46103;0,00001;0,0000;;nan;0,69249;60,52152;18,4503436;20,027384;0,145408;24,238727;25,837820;0,0330;3,7298;;;0,01;0,53;49,79;;269,686;264,951;5,7946103;18,81700;1,85500;0,01600;0,0974381;;;;;;
Results MLR;;137;18,93200;92,22500;0,020000;1,805;87,20;21,7000;-11,720;0,00;101,884;0,005;263,177;428,350;456,95;1018,550;;;744,700;765,300;726,200;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;588,68222;0,00001;0,0000;;nan;0,39195;60,46629;19,0390258;19,952320;0,137278;24,198723;25,814419;0,0311;3,5180;;;0,00;0,53;50,38;;274,768;274,920;5,8868222;18,82600;1,85300;0,01500;0,0993798;;;;;;
MLR max [g/s];0,0000;138;18,89700;89,57500;0,015000;1,811;86,31;21,7000;-12,190;0,00;101,886;0,005;263,177;429,450;458,35;1018,350;;;744,400;765,100;726,100;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;591,2515;0,00001;0,0000;;nan;0,28803;59,71763;19,6302773;19,638375;0,147532;23,879126;25,486081;0,0330;3,7328;;;0,00;0,53;50,44;;279,806;274,920;5,9125150;18,81600;1,86400;-0,00400;0,1014304;;;;;;
Max at [s];0;139;18,88000;96,55000;0,010000;1,820;87,56;21,7000;-12,360;0,00;101,886;0,005;263,177;430,350;459,35;1018,217;;;744,300;764,900;726,000;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;618,91557;0,00001;0,0000;;nan;0,19734;62,25016;20,2491929;20,367311;0,133241;24,817370;26,489739;0,0310;3,5039;;;0,00;0,55;52,75;;284,932;285,260;6,1891557;18,79300;1,88800;0,00700;0,1023859;;;;;;
MLR 060s [g/s];0,0000;140;18,87700;90,05000;0,010000;1,829;86,01;21,7000;-12,570;0,00;101,886;0,005;263,177;431,050;460,15;1018,383;;;745,000;764,800;725,900;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;597,66473;0,00001;0,0000;;nan;0,19043;60,37435;20,8468576;19,653798;0,151070;23,986915;25,606262;0,0339;3,8403;;;0,00;0,53;50,97;;289,976;285,260;5,9766473;18,76800;1,90700;0,00600;0,1024606;;;;;;
MLR 120s [g/s];0,0000;141;18,87000;92,55000;0,013000;1,836;86,40;21,7000;-12,780;0,00;101,882;0,005;263,177;431,650;460,95;1018,317;;;745,100;764,600;725,800;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;607,22881;0,00001;0,0000;;nan;0,25238;61,40434;21,4540864;19,910896;0,146485;24,334522;25,986327;0,0334;3,7790;;;0,00;0,54;51,81;;294,813;295,348;6,0722881;18,74900;1,92300;0,01200;0,1027595;;;;;;
MLR 180s [g/s];0,0000;142;18,85700;95,30000;0,007000;1,846;85,21;21,7000;-13,200;0,00;101,884;0,005;263,177;432,050;461,45;1018,083;;;744,600;764,500;725,700;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,170509;0,00001;0,0000;;nan;0,13536;62,62944;22,0742570;20,195188;0,160373;24,704847;26,385956;0,0371;4,2009;;;0,00;0,55;52,88;;299,688;295,348;6,2017051;18,74000;1,93000;0,01600;0,1034794;;;;;;
MLR 240s [g/s];0,0000;143;18,85000;89,75000;0,023000;1,862;87,38;21,7000;-13,390;0,00;101,886;0,000;263,177;432,850;462,55;1017,917;;;744,400;764,300;725,600;311,050;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;601,56507;0,00001;0,0000;;nan;0,44310;61,26246;22,6758220;19,580194;0,135230;23,996874;25,643419;0,0304;3,4426;;;0,00;0,54;51,44;;304,407;304,714;6,0156507;18,73100;1,93800;0,02200;0,1035296;;;;;;
MLR 300s [g/s];0,0000;144;18,84000;91,47500;0,021000;1,876;87,88;21,7000;-13,600;0,00;101,886;0,000;263,177;433,750;463,55;1017,583;;;743,600;764,200;725,500;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;609,31503;0,00001;0,0000;;nan;0,40755;62,26092;23,2851371;19,746945;0,129567;24,251560;25,917719;0,0295;3,3337;;;0,00;0,55;52,12;;308,940;304,714;6,0931503;18,71900;1,94700;0,02300;0,1039825;;;;;;
MLR 360s [g/s];0,0000;145;18,82400;90,05000;0,032000;1,877;87,68;21,7000;-14,020;0,00;101,884;0,000;263,177;434,650;464,55;1017,350;;;743,100;764,100;725,400;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;608,54982;0,00001;0,0000;;nan;0,61826;61,74340;23,8936869;19,572237;0,131850;24,086873;25,743832;0,0298;3,3697;;;0,01;0,55;52,05;;313,413;313,656;6,0854982;18,70600;1,95600;0,01900;0,1047887;;;;;;
MLR Test [g/s];0,0000;146;18,80500;91,50000;0,030000;1,867;87,71;21,7000;-14,220;0,00;101,886;0,005;263,177;435,350;465,45;1017,083;;;742,500;764,000;725,300;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,18711;0,00001;0,0000;;nan;0,58346;61,84780;24,5138740;19,713318;0,131425;24,299568;25,979635;0,0300;3,3896;;;0,01;0,55;52,89;;317,854;313,656;6,2018711;18,69500;1,96500;0,02100;0,1060419;;;;;;
Results SEA;;147;18,79300;88,90000;0,016000;1,855;86,94;21,7000;-14,430;0,00;101,886;0,005;263,177;436,050;466,25;1017,017;;;742,600;763,800;725,200;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;616,515240;0,00001;0,0000;;nan;0,30407;60,51131;25,1303892;19,415617;0,140291;23,971088;25,631281;0,0315;3,5698;;;0,00;0,53;52,39;;322,244;322,382;6,1651524;18,69300;1,96000;0,00700;0,1070402;;;;;;
SEA max [m²/kg];0,0;148;18,80200;87,40000;0,015000;1,853;87,33;21,7000;-14,860;0,00;101,886;0,000;263,177;436,950;467,25;1016,817;;;742,200;763,700;725,100;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;607,86858;0,00001;0,0000;;nan;0,28204;59,86999;25,7382578;19,231285;0,135852;23,792513;25,442389;0,0303;3,4313;;;0,00;0,53;51,67;;326,455;322,382;6,0786858;18,70300;1,95500;0,01100;0,1065450;;;;;;
Max at [s];283;149;18,81700;88,90000;-0,004000;1,864;87,83;21,7000;-15,040;0,00;101,886;0,000;263,177;437,750;468,25;1016,717;;;742,100;763,600;725,000;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;608,01017;0,00001;0,0000;;nan;-0,08230;60,69383;26,3462680;19,377880;0,130150;24,017770;25,691196;0,0293;3,3195;;;0,00;0,54;51,70;;330,518;330,708;6,0801017;18,69800;1,96700;0,01800;0,1057533;;;;;;
SEA 060s [m²/kg];0,0;150;18,82600;88,50000;0,007000;1,888;89,13;21,7000;-15,250;0,00;101,886;0,000;263,177;438,550;469,35;1016,717;;;742,200;763,500;725,000;311,150;;;;;0,00;0,00;0,00;3,00;1,86;0,000;0,000;0,59;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,84249;0,00001;0,0000;;nan;0,12947;61,30155;26,9471105;19,316593;0,115421;23,985563;25,670104;0,0260;2,9414;;;0,00;0,54;51,32;;334,446;330,708;6,0084249;18,68100;1,98600;0,01300;0,1048291;;;;;;
