General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;240;15,49800;86,22500;0,016000;3,192;99,52;20,7000;-69,710;0,00;101,088;0,009;263,177;526,050;567,95;1128,017;;;853,000;863,500;848,100;318,550;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1418,53555;0,00001;0,0000;;nan;0,16989;96,06646;157,605562;17,368423;0,004632;25,869479;27,929988;0,0011;0,1284;;;0,00;0,85;120,57;;986,351;983,365;14,1853555;20,69700;0,23500;0,01100;0,2812147;;;;;;
;;241;16,12300;83,30000;0,030000;2,679;99,57;20,7000;-69,720;0,00;101,080;0,009;263,177;519,950;559,25;1127,517;;;851,600;863,500;848,000;318,550;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1255,92983;0,00001;0,0000;;nan;0,41194;79,44651;158,861492;17,171135;0,004164;25,279056;27,189753;0,0010;0,1124;;;0,00;0,70;105,52;;989,263;989,885;12,5592983;20,73400;0,21300;0,02300;0,2510669;;;;;;
;;242;16,66700;83,27500;0,024000;2,065;99,57;20,7000;-69,730;0,00;101,080;0,009;263,177;514,150;551,05;1127,183;;;850,700;863,500;847,900;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1142,21734;0,00001;0,0000;;nan;0,30896;61,20750;160,003709;17,265124;0,004209;25,133896;26,937728;0,0010;0,1125;;;0,00;0,54;94,12;;991,283;989,885;11,4221734;20,76200;0,19200;0,01200;0,2265216;;;;;;
;;243;17,39300;82,70000;0,039000;1,632;99,55;20,7000;-69,730;0,00;101,078;0,009;263,177;508,650;543,45;1127,083;;;850,300;863,600;847,900;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;962,291789;0,00001;0,0000;;nan;0,57275;48,13305;160,966001;17,298185;0,004360;24,912645;26,617078;0,0010;0,1152;;;0,01;0,43;78,30;;992,374;992,785;9,6229179;20,78300;0,17900;0,01900;0,1897579;;;;;;
;;244;18,08200;84,22500;0,028000;1,254;99,55;20,7000;-69,740;0,00;101,078;0,009;263,177;503,550;536,35;1127,017;;;850,000;863,800;847,800;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;797,71415;0,00001;0,0000;;nan;0,38502;37,14411;161,763715;17,545126;0,004341;25,014934;26,644346;0,0010;0,1148;;;0,00;0,33;64,03;;992,393;992,785;7,9771415;20,79800;0,16900;0,02100;0,1545274;;;;;;
;;245;18,71700;80,60000;0,024000;0,894;99,60;20,7000;-69,750;0,00;101,086;0,009;263,177;498,950;529,95;1127,183;;;850,200;864,000;847,900;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,43873;0,00001;0,0000;;nan;0,30835;25,57990;162,384154;17,242344;0,003829;24,358671;25,872086;0,0009;0,0983;;;0,00;0,23;49,00;;991,367;991,734;6,2043873;20,81000;0,16000;0,01000;0,1218851;;;;;;
;;246;19,27900;79,87500;0,019000;0,683;99,57;20,7000;-69,750;0,00;101,086;0,009;263,177;494,450;523,75;1127,250;;;850,100;864,300;847,900;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;467,789590;0,00000;0,0000;;nan;0,22087;19,17842;162,851943;17,242551;0,004121;24,139273;25,569712;0,0009;0,1046;;;0,00;0,17;36,67;;989,347;991,734;4,6778959;20,81900;0,15300;0,00200;0,0916077;;;;;;
;;247;19,73400;80,22500;0,011000;0,500;99,56;20,7000;-69,760;0,00;101,086;0,009;263,177;490,250;517,85;1127,350;;;850,100;864,500;848,000;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;345,696769;0,00000;0,0000;;nan;0,08151;13,71620;163,197640;17,354150;0,004245;24,089137;25,445302;0,0009;0,1072;;;0,00;0,12;26,87;;986,518;986,974;3,4569677;20,82900;0,14600;-0,00200;0,0670911;;;;;;
;;248;20,07700;80,32500;0,004000;0,404;99,58;20,7000;-69,760;0,00;101,088;0,009;263,177;486,250;512,25;1127,617;;;850,500;864,800;848,100;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;249,052689;0,00000;0,0000;;nan;-0,04183;10,83661;163,446693;17,436240;0,004058;24,005610;25,289200;0,0009;0,1019;;;0,00;0,10;19,39;;983,061;986,974;2,4905269;20,83800;0,14200;0,00100;0,0480113;;;;;;
;;249;20,31700;82,60000;-0,011000;0,322;99,56;20,7000;-69,780;0,00;101,086;0,009;263,177;482,550;507,15;1128,017;;;851,100;865,200;848,300;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;184,52364;0,00000;0,0000;;nan;-0,31237;8,47165;163,631216;17,749093;0,004234;24,250391;25,486656;0,0009;0,1071;;;0,00;0,07;14,32;;979,158;979,705;1,8452364;20,84400;0,13600;0,00100;0,0348956;;;;;;
;;250;20,47600;78,87500;0,009000;0,276;99,63;20,7000;-69,780;0,00;101,078;0,009;263,177;479,050;502,45;1128,317;;;851,600;865,500;848,400;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;133,4564;0,00000;0,0000;;nan;0,04645;6,90040;163,764673;17,407506;0,003574;23,611178;24,764506;0,0008;0,0879;;;0,00;0,06;10,53;;974,952;979,705;1,3345640;20,85000;0,13200;0,01100;0,0257102;;;;;;
;;251;20,56300;80,52500;0,011000;0,235;99,63;20,7000;-69,780;0,00;101,080;0,009;263,177;475,750;497,85;1128,483;;;851,500;865,900;848,600;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;110,456989;0,00000;0,0000;;nan;0,08284;5,72406;163,875130;17,649534;0,003572;23,774551;24,878949;0,0008;0,0882;;;0,00;0,05;8,72;;970,570;971,194;1,1045699;20,85500;0,12800;0,01600;0,0209775;;;;;;
;;252;20,64300;81,92500;0,023000;0,213;99,69;20,7000;-69,790;0,00;101,088;0,009;263,177;472,550;493,55;1128,783;;;851,900;866,300;848,700;318,550;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;86,89429;0,00000;0,0000;;nan;0,30094;5,10202;163,962024;17,862475;0,002956;23,899547;24,961636;0,0006;0,0732;;;0,00;0,05;7,01;;966,096;971,194;0,8689429;20,86100;0,12300;0,01400;0,0162991;;;;;;
;;253;20,69700;83,15000;0,012000;0,192;99,65;20,7000;-69,790;0,00;101,080;0,009;263,177;469,650;489,55;1128,983;;;851,900;866,700;848,900;318,650;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;72,49489;0,00000;0,0000;;nan;0,10298;4,48943;164,034519;18,050999;0,003399;24,003571;25,020649;0,0007;0,0844;;;0,00;0,04;5,85;;961,558;962,203;0,7249489;20,86700;0,11900;0,00700;0,0134515;;;;;;
;;254;20,73400;82,62500;0,019000;0,179;99,68;20,7000;-69,790;0,00;101,082;0,009;263,177;466,850;485,75;1129,317;;;852,200;867,100;849,200;318,650;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;60,90048;0,00000;0,0000;;nan;0,23087;4,07604;164,095419;18,047803;0,003086;23,856239;24,822038;0,0007;0,0760;;;0,00;0,04;5,00;;956,991;962,203;0,6090048;20,87000;0,11600;0,02000;0,0113004;;;;;;
;;255;20,76200;83,17500;0,021000;0,169;99,75;20,7000;-69,790;0,00;101,082;0,009;263,177;464,250;482,25;1129,517;;;852,200;867,500;849,400;318,650;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,6823599;0,00000;0,0000;;nan;0,26902;3,78168;164,148102;18,158407;0,002395;23,868764;24,794209;0,0005;0,0590;;;0,00;0,03;4,38;;952,412;953,061;0,5268236;20,87700;0,11200;0,01200;0,0097147;;;;;;
;;256;20,78300;79,77500;0,010000;0,160;99,68;20,7000;-69,790;0,00;101,078;0,009;263,177;461,750;478,75;1129,617;;;851,800;867,900;849,700;318,650;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;46,34196;0,00000;0,0000;;nan;0,06558;3,43139;164,194444;17,831474;0,003019;23,312799;24,171094;0,0006;0,0724;;;0,00;0,03;3,83;;947,839;953,061;0,4634196;20,88000;0,10900;-0,00200;0,0087005;;;;;;
;;257;20,79800;85,55000;0,002000;0,153;99,83;20,7000;-69,800;0,00;101,080;0,009;263,177;459,350;475,55;1129,983;;;852,200;868,400;849,900;318,650;;;;;0,00;0,00;0,00;3,00;2,07;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;44,16531;0,00000;0,0000;;nan;-0,08183;3,33478;164,238609;18,513794;0,001591;24,079054;24,928255;0,0003;0,0394;;;0,00;0,03;3,62;;943,288;943,941;0,4416531;20,88400;0,10600;-0,00100;0,0079850;;;;;;
;;258;20,81000;83,35000;-0,002000;0,146;99,80;20,7000;-69,810;0,00;101,080;0,009;263,177;457,050;472,35;1130,250;;;852,400;868,800;850,100;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,50618;0,00000;0,0000;;nan;-0,15512;3,07442;164,279115;18,320117;0,001813;23,707853;24,501486;0,0004;0,0441;;;0,00;0,03;3,31;;938,766;943,941;0,4050618;20,88800;0,10300;-0,01200;0,0074001;;;;;;
;;259;20,81900;81,07500;0,001000;0,142;99,82;20,7000;-69,820;0,00;101,080;0,009;263,183;454,850;469,45;1130,583;;;852,600;869,300;850,400;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,17978;0,00000;0,0000;;nan;-0,09836;2,91202;164,316295;18,112011;0,001674;23,325724;24,074445;0,0004;0,0400;;;0,00;0,03;3,06;;934,269;934,917;0,3717978;20,89200;0,10100;-0,00500;0,0068703;;;;;;
;;260;20,82900;85,60000;0,001000;0,136;99,80;20,7000;-69,820;0,00;101,084;0,009;263,177;452,850;466,75;1130,817;;;852,600;869,800;850,600;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,35075;0,00000;0,0000;;nan;-0,10128;2,80211;164,351646;18,651638;0,001903;23,915068;24,649130;0,0004;0,0466;;;0,00;0,02;2,92;;929,803;934,917;0,3535075;20,89600;0,09800;0,01100;0,0063430;;;;;;
;;261;20,83800;85,32500;0,011000;0,132;99,83;20,7000;-69,820;0,00;101,084;0,009;263,177;450,850;464,25;1131,183;;;853,000;870,200;850,900;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,92275;0,00000;0,0000;;nan;0,08748;2,67255;164,383568;18,662912;0,001541;23,823839;24,531923;0,0003;0,0375;;;0,00;0,02;2,70;;925,367;926,004;0,3192275;20,90100;0,09500;0,01000;0,0057249;;;;;;
;;262;20,84400;87,75000;0,016000;0,128;99,83;20,7000;-69,830;0,00;101,086;0,009;263,177;449,050;461,75;1131,717;;;853,900;870,700;851,100;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,31506;0,00000;0,0000;;nan;0,18480;2,58234;164,413884;18,964155;0,001545;24,111735;24,793662;0,0003;0,0380;;;0,00;0,02;2,60;;920,960;926,004;0,3031506;20,90200;0,09200;0,02100;0,0053505;;;;;;
;;263;20,85000;86,70000;0,014000;0,123;99,81;20,7000;-69,830;0,00;101,086;0,009;263,183;447,250;459,35;1132,317;;;854,900;871,200;851,400;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,6504799;0,00000;0,0000;;nan;0,14583;2,40610;164,442534;18,888247;0,001755;23,918959;24,566068;0,0004;0,0428;;;0,00;0,02;2,45;;916,587;917,218;0,2865048;20,90400;0,09100;0,01500;0,0050768;;;;;;
;;264;20,85500;88,17500;0,007000;0,119;99,84;20,7000;-69,840;0,00;101,076;0,009;263,183;445,550;457,15;1132,850;;;855,800;871,700;851,600;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,02232;0,00000;0,0000;;nan;0,01222;2,29700;164,470556;19,084545;0,001500;24,075677;24,702494;0,0003;0,0368;;;0,00;0,02;2,35;;912,252;917,218;0,2802232;20,90700;0,09000;0,02400;0,0049138;;;;;;
;;265;20,86100;87,40000;0,020000;0,116;99,95;20,7000;-69,850;0,00;101,088;0,009;263,177;443,950;455,05;1133,283;;;856,400;872,100;851,900;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,16878;0,00000;0,0000;;nan;0,26243;2,19066;164,495725;19,034697;0,000307;23,926563;24,524794;0,0001;0,0075;;;0,00;0,02;2,20;;907,948;908,567;0,2516878;20,91000;0,08700;0,01400;0,0044259;;;;;;
;;266;20,86700;85,35000;0,012000;0,112;99,96;20,7000;-69,860;0,00;101,080;0,009;263,183;442,450;453,05;1133,583;;;856,600;872,600;852,100;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,7317499;0,00000;0,0000;;nan;0,10733;2,03614;164,519457;18,841998;0,000277;23,604316;24,169816;0,0001;0,0066;;;0,00;0,02;2,04;;903,675;908,567;0,2373175;20,91400;0,08600;0,01600;0,0042152;;;;;;
;;267;20,87000;85,40000;-0,002000;0,109;99,91;20,7000;-69,860;0,00;101,088;0,009;263,183;441,050;451,15;1133,883;;;856,900;873,000;852,300;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,97079;0,00000;0,0000;;nan;-0,15969;1,94051;164,543428;18,877406;0,000717;23,573844;24,113683;0,0002;0,0172;;;0,00;0,02;1,97;;899,440;900,057;0,2397079;20,91500;0,08300;-0,00100;0,0042485;;;;;;
;;268;20,87700;86,97500;-0,001000;0,106;99,84;20,7000;-69,870;0,00;101,088;0,009;263,183;439,550;449,25;1134,183;;;857,200;873,400;852,500;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,96814;0,00000;0,0000;;nan;-0,14213;1,86113;164,565396;19,083164;0,001421;23,749743;24,273854;0,0003;0,0342;;;0,00;0,02;1,82;;895,241;900,057;0,2196814;20,91700;0,08100;-0,00100;0,0038515;;;;;;
;;269;20,88000;87,52500;-0,012000;0,103;99,87;20,7000;-69,890;0,00;101,082;0,009;263,183;438,150;447,35;1134,617;;;857,800;873,800;852,800;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,05244;0,00000;0,0000;;nan;-0,35601;1,76899;164,587448;19,173966;0,001119;23,786746;24,286205;0,0002;0,0270;;;0,00;0,02;1,76;;891,077;891,693;0,2205244;20,91700;0,08000;0,00100;0,0038470;;;;;;
;;270;20,88400;87,90000;-0,005000;0,101;99,88;20,7000;-69,890;0,00;101,082;0,009;263,183;436,950;445,75;1134,983;;;858,300;874,200;853,000;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,37707;0,00000;0,0000;;nan;-0,22108;1,70763;164,607825;19,241364;0,001083;23,804983;24,284406;0,0002;0,0261;;;0,00;0,02;1,66;;886,948;891,693;0,2037707;20,92000;0,07900;-0,01300;0,0035427;;;;;;
;;271;20,88800;88,65000;0,011000;0,098;99,95;20,7000;-69,890;0,00;101,078;0,009;263,183;435,750;444,15;1135,217;;;858,400;874,600;853,200;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,1406399;0,00000;0,0000;;nan;0,09062;1,61539;164,625966;19,349866;0,000379;23,873475;24,333686;0,0001;0,0091;;;0,00;0,01;1,58;;882,847;883,457;0,1814064;20,92100;0,07800;0,00300;0,0031374;;;;;;
;;272;20,89200;89,92500;0,010000;0,095;99,90;20,7000;-69,900;0,00;101,082;0,009;263,183;434,550;442,65;1135,483;;;858,600;875,000;853,400;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,18312;0,00000;0,0000;;nan;0,07166;1,52649;164,643149;19,515408;0,000856;24,011410;24,458982;0,0002;0,0208;;;0,00;0,01;1,49;;878,777;883,457;0,1718312;20,92200;0,07600;0,01700;0,0029465;;;;;;
;;273;20,89600;89,17500;0,021000;0,092;99,78;20,7000;-69,900;0,00;101,080;0,009;263,183;433,350;441,05;1135,483;;;858,100;875,300;853,600;318,650;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,1383099;0,00000;0,0000;;nan;0,28780;1,41980;164,658287;19,460745;0,002056;23,878032;24,302310;0,0004;0,0496;;;0,00;0,01;1,39;;874,737;875,338;0,1513831;20,92300;0,07500;0,03300;0,0026041;;;;;;
;;274;20,90100;88,52500;0,015000;0,091;99,80;20,7000;-69,910;0,00;101,080;0,009;263,183;432,150;439,65;1135,917;;;858,900;875,600;853,800;318,750;;;;;0,00;0,00;0,00;3,00;2,08;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,8686599;0,00000;0,0000;;nan;0,16940;1,38246;164,672156;19,416592;0,001838;23,757886;24,170206;0,0004;0,0441;;;0,00;0,01;1,26;;870,727;875,338;0,1386866;20,92500;0,07400;0,01600;0,0023907;;;;;;
;;275;20,90200;90,20000;0,024000;0,090;99,84;20,7000;-69,910;0,00;101,080;0,009;263,183;431,150;438,25;1136,017;;;858,700;876,000;853,900;318,750;;;;;0,00;0,00;0,00;3,00;2,09;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,0644000;0,00000;0,0000;;nan;0,34963;1,36262;164,685220;19,622140;0,001434;23,953833;24,348296;0,0003;0,0347;;;0,00;0,01;1,25;;866,748;867,344;0,1306440;20,92700;0,07200;0,00800;0,0022293;;;;;;
;;276;20,90400;88,25000;0,014000;0,087;99,79;20,7000;-69,920;0,00;101,080;0,009;263,183;430,050;436,95;1136,083;;;858,400;876,300;854,100;318,750;;;;;0,00;0,00;0,00;3,00;2,09;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,19644;0,00000;0,0000;;nan;0,14989;1,24730;164,698417;19,433686;0,001947;23,663250;24,042919;0,0004;0,0465;;;0,00;0,01;1,19;;862,804;867,344;0,1319644;20,92700;0,07100;0,00100;0,0022728;;;;;;
;;277;20,90700;86,37500;0,016000;0,086;99,80;20,7000;-69,920;0,00;101,084;0,009;263,183;429,150;435,75;1136,117;;;858,200;876,500;854,200;318,750;;;;;0,00;0,00;0,00;3,00;2,09;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,9539;0,00000;0,0000;;nan;0,18733;1,20148;164,710371;19,246279;0,001848;23,386011;23,745671;0,0004;0,0436;;;0,00;0,01;1,10;;858,893;859,481;0,1195390;20,92800;0,07100;0,00400;0,0020790;;;;;;
;;278;20,91000;90,92500;-0,001000;0,083;99,85;20,7000;-69,930;0,00;101,086;0,009;263,183;428,250;434,55;1136,383;;;858,500;876,900;854,300;318,750;;;;;0,00;0,00;0,00;3,00;2,09;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,70895;0,00000;0,0000;;nan;-0,14712;1,13006;164,723080;19,767432;0,001362;23,968889;24,321496;0,0003;0,0329;;;0,00;0,01;1,06;;855,017;859,481;0,1270895;20,93100;0,07000;-0,00100;0,0021506;;;;;;
