General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;253;16,98500;72,07500;0,022000;3,468;82,57;19,7000;-52,290;0,00;101,868;0,000;263,177;527,550;578,25;1018,717;;;752,100;756,500;728,100;318,150;;;;;0,00;0,00;0,00;3,00;2,69;0,000;0,000;0,56;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;910,12308;0,00001;0,0000;;nan;0,35790;93,75488;108,334347;15,893845;0,192030;23,740664;26,022253;0,0438;4,9608;;;0,00;0,83;78,62;;632,308;631,604;9,1012308;16,41800;3,91600;0,04100;0,1946688;;;;;;
;;254;16,94800;71,60000;0,038000;3,488;82,31;19,7000;-52,600;0,00;101,866;0,000;263,177;529,050;580,45;1018,450;;;751,300;756,400;728,200;318,150;;;;;0,00;0,00;0,00;3,00;2,69;0,000;0,000;0,56;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;913,870299;0,00001;0,0000;;nan;0,60802;93,85772;109,248217;15,818912;0,195246;23,695921;25,998105;0,0445;5,0392;;;0,01;0,83;78,98;;634,369;631,604;9,1387030;16,36100;3,98800;0,03900;0,1964333;;;;;;
;;255;16,92900;70,50000;0,035000;3,511;81,95;19,7000;-53,210;0,00;101,858;0,000;263,177;529,950;581,55;1018,750;;;752,200;756,400;728,200;318,150;;;;;0,00;0,00;0,00;3,00;2,69;0,000;0,000;0,56;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;910,07934;0,00001;0,0000;;nan;0,55600;93,67666;110,158296;15,683593;0,199594;23,533186;25,824557;0,0452;5,1170;;;0,00;0,83;78,68;;636,408;635,690;9,1007934;16,25100;4,09900;0,03400;0,1973240;;;;;;
;;256;16,89600;74,47500;0,032000;3,550;80,63;19,7000;-53,580;0,00;101,868;0,000;263,177;531,050;582,95;1018,817;;;752,500;756,300;728,200;318,150;;;;;0,00;0,00;0,00;3,00;2,69;0,000;0,000;0,56;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;941,53376;0,00001;0,0001;;nan;0,52280;97,26434;111,099830;16,102971;0,215889;24,212615;26,578935;0,0503;5,6965;;;0,00;0,86;81,44;;638,507;635,690;9,4153376;16,13500;4,17000;0,03500;0,1988585;;;;;;
;;257;16,87100;69,50000;0,034000;3,604;81,22;19,7000;-54,200;0,00;101,868;0,000;263,177;531,850;584,05;1019,450;;;754,300;756,300;728,300;318,150;;;;;0,00;0,00;0,00;3,00;2,69;0,000;0,000;0,56;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;912,76744;0,00001;0,0000;;nan;0,53559;95,33636;112,012598;15,544124;0,208553;23,407536;25,704938;0,0470;5,3220;;;0,00;0,84;79,10;;640,592;639,708;9,1276744;16,04900;4,23100;0,02200;0,1997319;;;;;;
;;258;16,83800;68,10000;0,031000;3,656;81,08;19,7000;-54,500;0,00;101,868;0,000;263,177;533,150;585,85;1019,483;;;754,400;756,200;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;908,641090;0,00001;0,0000;;nan;0,48365;95,63393;112,921239;15,367998;0,210314;23,198878;25,492006;0,0470;5,3224;;;0,00;0,85;78,83;;642,563;639,708;9,0864109;15,98700;4,27500;0,02700;0,2011364;;;;;;
;;259;16,79200;69,80000;0,020000;3,753;82,40;19,7000;-55,170;0,00;101,868;0,000;263,177;534,750;588,25;1019,950;;;755,800;756,200;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;926,504459;0,00001;0,0000;;nan;0,31890;99,27377;113,847743;15,535340;0,194166;23,521870;25,875156;0,0441;4,9877;;;0,00;0,88;80,58;;644,552;643,739;9,2650446;15,93600;4,30300;0,02800;0,2029177;;;;;;
;;260;16,73400;72,35000;0,011000;3,823;82,21;19,7000;-55,460;0,00;101,868;0,000;263,177;536,550;590,65;1019,750;;;755,200;756,100;728,500;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;954,06709;0,00001;0,0000;;nan;0,18274;102,80682;114,801810;15,790018;0,196418;23,987948;26,406638;0,0455;5,1491;;;0,00;0,91;83,05;;646,650;643,739;9,5406709;15,92000;4,31500;0,02900;0,2056408;;;;;;
;;261;16,65000;71,77500;0,018000;3,856;82,31;19,7000;-55,820;0,00;101,864;0,000;263,177;538,550;593,25;1019,717;;;755,300;756,000;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;968,469160;0,00001;0,0000;;nan;0,29099;103,09962;115,770279;15,697918;0,195158;23,936924;26,368175;0,0451;5,1087;;;0,00;0,91;84,20;;648,845;648,004;9,6846916;15,89600;4,37600;0,02100;0,2100659;;;;;;
;;262;16,54100;72,45000;0,021000;3,871;82,34;19,7000;-56,460;0,00;101,864;0,000;263,177;539,950;595,35;1019,683;;;755,200;756,000;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;999,20039;0,00001;0,0000;;nan;0,33899;103,85553;116,769480;15,751100;0,194845;24,080455;26,551161;0,0454;5,1359;;;0,00;0,92;86,63;;651,145;648,004;9,9920039;15,81200;4,46700;0,04200;0,2161347;;;;;;
;;263;16,46400;71,75000;0,048000;3,877;81,64;19,7000;-56,820;0,00;101,864;0,000;263,170;541,750;597,65;1019,583;;;755,000;755,900;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1011,01474;0,00001;0,0000;;nan;0,75711;103,34171;117,780494;15,648761;0,203443;24,003753;26,480559;0,0473;5,3482;;;0,01;0,91;87,57;;653,541;652,655;10,1101475;15,68200;4,58700;0,04000;0,2202149;;;;;;
;;264;16,43700;73,52500;0,041000;3,916;80,16;19,7000;-57,430;0,00;101,864;0,000;263,177;542,650;598,75;1019,617;;;755,200;755,800;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1028,17916;0,00001;0,0001;;nan;0,65556;105,58970;118,808674;15,828001;0,221717;24,319024;26,833163;0,0522;5,9062;;;0,01;0,93;89,10;;655,994;652,655;10,2817916;15,55400;4,69400;0,04900;0,2214448;;;;;;
;;265;16,42700;69,47500;0,039000;3,988;81,66;19,7000;-57,810;0,00;101,864;0,000;263,177;544,050;600,55;1020,217;;;757,100;755,700;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;997,6755;0,00001;0,0000;;nan;0,60585;104,41588;119,806349;15,366088;0,203151;23,670226;26,128397;0,0466;5,2695;;;0,01;0,92;86,70;;658,386;657,377;9,9767550;15,39400;4,84400;0,04600;0,2213316;;;;;;
;;266;16,41800;70,92500;0,034000;4,099;81,39;19,7000;-58,510;0,00;101,872;0,000;263,177;545,750;602,95;1020,517;;;758,100;755,600;728,400;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1004,13677;0,00001;0,0000;;nan;0,53407;108,30238;120,810486;15,501412;0,206400;23,953296;26,463837;0,0479;5,4225;;;0,00;0,96;87,63;;660,689;657,377;10,0413677;15,27000;4,85400;0,03800;0,2208081;;;;;;
;;267;16,36100;69,27500;0,035000;4,170;81,57;19,7000;-58,890;0,00;101,866;0,000;263,177;547,750;605,95;1021,017;;;759,600;755,700;728,300;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1001,78933;0,00001;0,0000;;nan;0,54206;108,71107;121,812275;15,292044;0,204207;23,716369;26,236300;0,0470;5,3188;;;0,00;0,96;87,53;;662,980;661,957;10,0178933;15,32000;4,75600;0,03300;0,2233666;;;;;;
;;268;16,25100;69,80000;0,022000;4,231;80,34;19,7000;-59,570;0,00;101,866;0,000;263,170;549,350;608,35;1021,317;;;759,800;756,000;728,700;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1029,68015;0,00001;0,0001;;nan;0,34510;110,57486;122,841955;15,327510;0,219445;23,840810;26,401305;0,0508;5,7516;;;0,00;0,98;89,84;;665,320;661,957;10,2968015;15,42300;4,66100;0,03100;0,2291898;;;;;;
;;269;16,13500;60,57500;0,027000;4,275;82,81;19,7000;-59,920;0,00;101,866;0,000;263,177;551,650;611,95;1021,450;;;759,800;756,100;729,000;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;982,27589;0,00001;0,0000;;nan;0,39168;103,87400;123,824231;14,248966;0,189108;22,256007;24,688776;0,0410;4,6350;;;0,00;0,92;85,58;;667,584;666,366;9,8227589;15,55000;4,56800;0,02900;0,2353363;;;;;;
;;270;16,04900;74,62500;0,028000;4,303;81,04;19,7000;-60,630;0,00;101,874;0,000;263,177;553,450;614,55;1021,450;;;760,100;756,000;728,800;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1109,32681;0,00001;0,0001;;nan;0,44974;115,86657;124,933558;15,789611;0,210726;24,742871;27,474445;0,0508;5,7476;;;0,00;1,02;96,52;;670,041;666,366;11,0932681;15,63600;4,52900;0,04000;0,2399565;;;;;;
;;271;15,98700;72,10000;0,029000;4,315;79,75;19,7000;-60,930;0,00;101,866;0,000;263,170;553,950;614,95;1021,217;;;759,900;755,800;728,500;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1104,97181;0,00001;0,0001;;nan;0,45729;114,15898;126,038530;15,513179;0,226835;24,331654;27,011013;0,0537;6,0826;;;0,00;1,01;96,03;;672,804;671,245;11,0497181;15,68200;4,48200;0,02900;0,2433583;;;;;;
;;272;15,93600;71,87500;0,021000;4,376;78,97;19,7000;-61,290;0,00;101,866;0,000;263,177;554,750;615,55;1020,917;;;759,500;755,600;728,200;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1113,02973;0,00001;0,0001;;nan;0,33308;115,52672;127,151560;15,477782;0,236576;24,311195;26,975675;0,0560;6,3355;;;0,00;1,02;96,80;;675,550;671,245;11,1302973;15,73900;4,42800;0,02900;0,2457532;;;;;;
;;273;15,92000;72,95000;0,042000;4,467;80,24;19,7000;-61,890;0,00;101,866;0,000;263,170;555,150;616,05;1020,417;;;758,300;755,400;728,100;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1120,23525;0,00001;0,0001;;nan;0,66105;118,79190;128,271795;15,587481;0,220734;24,501154;27,188932;0,0526;5,9580;;;0,01;1,05;97,79;;678,312;676,766;11,2023525;15,81700;4,36900;0,03800;0,2456014;;;;;;
;;274;15,89600;70,70000;0,040000;4,587;80,39;19,6000;-62,260;0,00;101,866;0,000;263,177;555,850;616,65;1019,883;;;757,200;755,100;727,900;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1103,20814;0,00001;0,0001;;nan;0,61986;120,04580;129,375003;15,335550;0,218845;24,135552;26,775548;0,0514;5,8172;;;0,01;1,06;96,67;;681,021;676,766;11,0320814;15,86500;4,34500;0,05400;0,2458478;;;;;;
;;275;15,81200;70,67500;0,049000;4,694;79,96;19,6000;-62,900;0,00;101,862;0,000;263,177;557,050;617,85;1019,717;;;757,100;754,900;727,700;318,250;;;;;0,00;0,00;0,00;3,00;2,70;0,000;0,000;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1117,90616;0,00001;0,0001;;nan;0,75620;122,72138;130,492909;15,316315;0,224136;24,157319;26,794004;0,0527;5,9620;;;0,01;1,08;98,15;;683,700;682,252;11,1790616;15,90500;4,28000;0,03600;0,2495308;;;;;;
;;276;15,68200;72,87500;0,046000;4,844;79,01;19,6000;-63,250;0,00;101,862;0,000;263,177;556,950;617,55;1019,583;;;757,100;754,700;727,500;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1161,9078;0,00001;0,0001;;nan;0,72153;128,65239;131,654817;15,554270;0,236133;24,528224;27,197064;0,0563;6,3756;;;0,01;1,14;102,20;;686,507;682,252;11,6190780;15,97900;4,19400;0,03900;0,2555416;;;;;;
;;277;15,55400;73,52500;0,038000;4,854;79,77;19,6000;-63,900;0,00;101,866;0,000;263,177;556,950;617,25;1019,350;;;756,700;754,400;727,500;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1199,28571;0,00001;0,0001;;nan;0,60041;129,49450;132,854103;15,623483;0,226579;24,637370;27,304815;0,0543;6,1418;;;0,01;1,14;105,15;;689,500;688,049;11,9928572;16,10600;4,07800;0,03000;0,2627875;;;;;;
;;278;15,39400;70,67500;0,033000;4,756;81,76;19,6000;-64,250;0,00;101,868;0,000;263,177;557,250;617,75;1019,083;;;756,300;754,200;727,300;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1218,93109;0,00001;0,0000;;nan;0,51234;124,33702;134,073034;15,313566;0,201916;24,161655;26,784859;0,0474;5,3691;;;0,00;1,10;106,12;;692,615;688,049;12,1893109;16,22900;4,00200;0,03000;0,2727751;;;;;;
;;279;15,27000;71,97500;0,031000;4,661;80,61;19,6000;-64,870;0,00;101,876;0,000;263,177;557,350;617,75;1018,583;;;755,200;754,000;727,100;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1264,36352;0,00001;0,0001;;nan;0,48624;122,93208;135,337397;15,452376;0,216055;24,385045;27,027651;0,0512;5,7971;;;0,00;1,09;109,47;;695,869;694,496;12,6436353;16,33500;3,88600;0,01800;0,2806248;;;;;;
;;280;15,32000;69,87500;0,029000;4,568;79,34;19,6000;-65,110;0,00;101,866;0,000;263,177;556,650;616,45;1018,083;;;754,100;753,800;726,900;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1238,15002;0,00001;0,0001;;nan;0,44909;118,75837;136,575547;15,234853;0,231953;24,011580;26,591105;0,0541;6,1232;;;0,00;1,05;106,98;;699,142;694,496;12,3815002;16,47000;3,77900;0,02400;0,2786749;;;;;;
;;281;15,42300;73,77500;0,040000;4,529;79,50;19,6000;-65,430;0,00;101,868;0,000;263,177;555,850;615,05;1018,417;;;755,400;753,600;726,800;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,59;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1248,58309;0,00001;0,0001;;nan;0,63320;121,06222;137,824130;15,665500;0,229965;24,654837;27,280664;0,0550;6,2281;;;0,01;1,07;107,99;;702,346;701,080;12,4858310;16,62200;3,61600;0,01100;0,2731445;;;;;;
;;282;15,55000;70,92500;0,029000;4,482;80,08;19,6000;-65,960;0,00;101,864;0,000;263,177;555,150;613,65;1018,617;;;756,400;753,400;726,600;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1196,13236;0,00001;0,0001;;nan;0,45306;117,53032;139,020263;15,369614;0,222647;24,158701;26,704470;0,0522;5,9026;;;0,00;1,04;103,52;;705,414;701,080;11,9613237;16,84100;3,40900;0,02100;0,2665267;;;;;;
;;283;15,63600;72,92500;0,029000;4,428;78,51;19,6000;-66,240;0,00;101,864;0,000;263,177;554,350;612,15;1018,683;;;756,900;753,200;726,500;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1194,4672;0,00001;0,0001;;nan;0,45974;117,80993;140,214730;15,596051;0,242486;24,479299;27,031663;0,0575;6,5073;;;0,00;1,04;103,37;;708,317;707,191;11,9446720;17,10000;3,07400;0,01500;0,2621748;;;;;;
;;284;15,68200;71,82500;0,038000;4,369;80,29;19,6000;-66,770;0,00;101,866;0,000;263,177;552,850;609,65;1018,217;;;755,700;753,100;726,400;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1177,6245;0,00001;0,0001;;nan;0,59565;115,50042;141,392355;15,498962;0,220123;24,261085;26,753676;0,0517;5,8464;;;0,01;1,02;101,84;;711,147;707,191;11,7762450;17,48300;2,77200;0,01900;0,2600412;;;;;;
;;285;15,73900;72,15000;0,054000;4,345;80,28;19,6000;-66,970;0,00;101,868;0,000;263,177;552,050;608,25;1017,583;;;754,200;752,900;726,200;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1167,22362;0,00001;0,0001;;nan;0,84485;115,20242;142,559578;15,545240;0,220151;24,298312;26,771939;0,0517;5,8511;;;0,01;1,02;101,04;;713,883;712,784;11,6722362;17,90500;2,37500;0,02800;0,2568960;;;;;;
;;286;15,81700;77,12500;0,036000;4,280;81,54;19,6000;-67,190;0,00;101,868;0,000;263,177;550,150;605,15;1017,050;;;752,900;752,800;726,000;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1192,21737;0,00001;0,0000;;nan;0,58672;117,50992;143,751796;16,099985;0,204579;25,078807;27,586004;0,0495;5,6026;;;0,01;1,04;103,08;;716,632;712,784;11,9221738;18,35400;2,04400;0,02600;0,2532601;;;;;;
;;287;15,86500;79,22500;0,039000;4,194;81,87;19,6000;-67,610;0,00;101,868;0,000;263,177;547,250;600,65;1016,617;;;751,800;752,700;725,900;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1202,50283;0,00001;0,0000;;nan;0,64507;116,98931;144,954298;16,360881;0,200602;25,350863;27,824569;0,0490;5,5412;;;0,01;1,03;103,77;;719,445;718,319;12,0250283;18,81400;1,63200;0,01400;0,2513220;;;;;;
;;288;15,90500;79,47500;0,030000;4,078;81,16;19,6000;-67,740;0,00;101,868;0,000;263,177;543,650;595,25;1016,250;;;750,900;752,600;725,800;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1203,27664;0,00001;0,0001;;nan;0,50103;114,27397;146,157575;16,440841;0,209300;25,307177;27,709182;0,0509;5,7575;;;0,00;1,01;103,46;;722,260;718,319;12,0327664;19,25500;1,32900;0,01000;0,2502320;;;;;;
;;289;15,97900;84,05000;0,030000;4,002;84,12;19,6000;-67,890;0,00;101,868;0,000;263,177;539,450;588,95;1016,150;;;750,900;752,400;725,700;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1225,44412;0,00001;0,0000;;nan;0,51727;115,75164;147,383019;16,973121;0,173496;25,924666;28,303517;0,0431;4,8750;;;0,00;1,02;105,25;;725,108;724,044;12,2544413;19,57600;1,00800;-0,00500;0,2467624;;;;;;
;;290;16,10600;87,12500;0,018000;3,886;86,25;19,6000;-67,980;0,00;101,864;0,000;263,177;534,550;581,75;1016,217;;;751,200;752,300;725,700;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1223,75871;0,00001;0,0000;;nan;0,32182;114,91882;148,606778;17,359839;0,148428;26,274490;28,594490;0,0372;4,2134;;;0,00;1,02;104,90;;727,981;724,044;12,2375871;19,91000;0,80400;-0,00100;0,2407852;;;;;;
;;291;16,22900;90,10000;0,024000;3,779;88,36;19,6000;-68,030;0,00;101,856;0,000;263,177;528,850;573,75;1016,217;;;751,300;752,200;725,700;318,250;;;;;0,00;0,00;0,00;3,00;2,71;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1220,69228;0,00001;0,0000;;nan;0,43499;114,22051;149,827470;17,748620;0,124313;26,576475;28,832850;0,0314;3,5583;;;0,00;1,01;104,53;;730,817;729,760;12,2069228;20,16200;0,60900;-0,00500;0,2347767;;;;;;
