General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
COY 180s [kg/kg];0,0000;172;16,52200;76,40000;0,024000;3,853;80,77;22,0000;-36,980;0,00;101,102;0,009;263,177;527,250;585,05;1135,217;;;861,700;875,900;848,600;313,850;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1038,52458;0,00001;0,0001;;nan;0,27621;109,35008;70,6901797;16,330357;0,212679;24,378812;27,051349;0,0505;5,7115;;;0,00;0,97;92,16;;708,916;706,516;10,3852458;16,18000;4,06900;0,03300;0,2175252;;;;;;
COY 240s [kg/kg];0,0000;173;16,48000;69,67500;0,041000;3,853;80,05;21,9000;-37,590;0,00;101,100;0,009;263,183;527,850;585,75;1134,983;;;861,000;875,900;848,600;313,850;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1001,14503;0,00001;0,0001;;nan;0,53280;104,36915;71,6913248;15,586210;0,221644;23,294388;25,849556;0,0503;5,6879;;;0,00;0,92;88,80;;712,857;714,064;10,0114504;16,16400;4,07400;0,03900;0,2197594;;;;;;
COY 300s [kg/kg];0,0000;174;16,43500;68,05000;0,055000;3,846;79,60;21,9000;-37,920;0,00;101,102;0,009;263,183;528,750;587,15;1135,417;;;862,500;875,800;848,500;313,850;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;999,550799;0,00001;0,0001;;nan;0,74501;102,87119;72,6908756;15,390268;0,227239;23,040761;25,585594;0,0510;5,7719;;;0,01;0,91;88,57;;716,534;714,064;9,9955080;16,16000;4,07600;0,04600;0,2222610;;;;;;
COY 360s [kg/kg];0,0000;175;16,41900;75,47500;0,049000;3,868;80,37;21,9000;-38,600;0,00;101,102;0,009;263,177;529,950;588,65;1135,150;;;861,800;875,700;848,500;313,850;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1054,98029;0,00001;0,0001;;nan;0,68505;108,84716;73,7458558;16,189797;0,217712;24,292744;26,983534;0,0515;5,8320;;;0,01;0,96;93,50;;720,413;721,880;10,5498029;16,15200;4,09500;0,04600;0,2230182;;;;;;
COY Test [kg/kg];0,0000;176;16,42700;73,62500;0,046000;3,887;80,75;21,9000;-38,870;0,00;101,098;0,009;263,177;530,750;589,55;1135,750;;;863,600;875,600;848,600;313,950;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1038,39024;0,00001;0,0000;;nan;0,62741;107,96121;74,7842461;15,978093;0,212978;24,011274;26,671402;0,0498;5,6392;;;0,01;0,95;92,12;;724,415;721,880;10,3839024;16,11500;4,13700;0,05400;0,2224054;;;;;;
Results CO2Y;;177;16,42500;72,15000;0,045000;3,899;80,07;21,9000;-39,520;0,00;101,102;0,009;263,177;531,950;591,05;1136,083;;;864,500;875,600;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,76;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1026,80711;0,00001;0,0001;;nan;0,60437;107,09195;75,8110532;15,799381;0,221374;23,796393;26,440189;0,0513;5,8107;;;0,01;0,95;91,13;;728,211;729,677;10,2680711;16,07700;4,16800;0,04900;0,2224122;;;;;;
CO2Y max [kg/kg];0,0000;178;16,39100;75,05000;0,027000;3,928;80,72;21,9000;-39,830;0,00;101,102;0,009;263,177;532,450;591,65;1136,717;;;866,500;875,500;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1055,1865;0,00001;0,0001;;nan;0,32156;109,99628;76,8662397;16,106205;0,213313;24,281322;26,981021;0,0505;5,7137;;;0,00;0,97;93,60;;732,024;729,677;10,5518650;16,03400;4,20400;0,04100;0,2242458;;;;;;
Max at [s];348;179;16,37700;75,22500;0,029000;3,955;79,50;21,9000;-40,210;0,00;101,102;0,009;263,177;533,650;592,85;1136,050;;;864,600;875,400;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1057,60171;0,00001;0,0001;;nan;0,35431;110,77022;77,9238414;16,106832;0,228490;24,336993;27,036797;0,0542;6,1328;;;0,00;0,98;93,90;;735,919;737,237;10,5760171;16,00100;4,20900;0,02600;0,2247624;;;;;;
CO2Y 060s [kg/kg];0,0000;180;16,35400;73,90000;0,023000;3,972;80,88;21,9000;-40,860;0,00;101,102;0,009;263,177;534,850;594,55;1135,850;;;864,100;875,300;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1052,55715;0,00001;0,0000;;nan;0,25358;110,14963;78,9763986;15,946431;0,211332;24,148813;26,844305;0,0498;5,6319;;;0,00;0,97;93,43;;739,737;737,237;10,5255716;16,00300;4,21100;0,02300;0,2259678;;;;;;
CO2Y 120s [kg/kg];0,0000;181;16,32100;70,97500;0,031000;4,018;81,50;21,9000;-41,220;0,00;101,102;0,009;263,177;535,750;595,75;1136,717;;;866,800;875,200;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1036,69689;0,00001;0,0000;;nan;0,37524;109,12594;80,0130954;15,614529;0,203674;23,685980;26,338632;0,0471;5,3256;;;0,00;0,96;92,15;;743,394;744,639;10,3669689;15,98800;4,25200;0,03500;0,2273260;;;;;;
CO2Y 180s [kg/kg];0,0000;182;16,29900;68,92500;0,029000;4,049;81,02;21,9000;-41,840;0,00;101,102;0,009;263,177;537,050;597,45;1136,317;;;865,600;875,100;848,800;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1024,64734;0,00001;0,0000;;nan;0,33812;108,25241;81,0377428;15,368742;0,209583;23,369709;25,998012;0,0478;5,4092;;;0,00;0,96;91,13;;746,862;744,639;10,2464734;15,92000;4,30600;0,04400;0,2282997;;;;;;
CO2Y 240s [kg/kg];0,0000;183;16,27200;72,52500;0,033000;4,069;80,32;21,9000;-42,190;0,00;101,098;0,009;263,183;537,850;598,15;1135,717;;;864,000;875,000;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1056,15527;0,00001;0,0001;;nan;0,41062;111,51803;82,0938981;15,753265;0,218324;23,990098;26,679700;0,0511;5,7826;;;0,00;0,99;93,96;;750,363;751,788;10,5615527;15,87800;4,31700;0,04100;0,2296071;;;;;;
CO2Y 300s [kg/kg];0,0000;184;16,21600;73,62500;0,039000;4,074;80,33;21,9000;-42,820;0,00;101,100;0,009;263,177;538,350;598,65;1137,450;;;869,300;874,900;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1077,58807;0,00001;0,0001;;nan;0,51026;112,44959;83,1714861;15,864909;0,218167;24,182577;26,891240;0,0515;5,8242;;;0,00;0,99;95,75;;754,049;751,788;10,7758807;15,87200;4,34600;0,05700;0,2326920;;;;;;
CO2Y 360s [kg/kg];0,0000;185;16,18000;68,02500;0,046000;4,076;81,35;21,9000;-43,150;0,00;101,104;0,009;263,177;539,750;600,85;1136,450;;;866,400;874,800;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1042,96574;0,00001;0,0000;;nan;0,59821;108,00802;84,2144519;15,229836;0,205516;23,274918;25,909652;0,0467;5,2862;;;0,01;0,95;92,62;;757,616;758,765;10,4296575;15,82400;4,40500;0,05700;0,2346548;;;;;;
CO2Y Test [kg/kg];0,0000;186;16,16400;72,72500;0,046000;4,095;80,94;21,9000;-43,840;0,00;101,104;0,009;263,177;541,150;602,45;1135,750;;;864,500;874,700;848,600;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1080,25962;0,00001;0,0000;;nan;0,61775;112,06355;85,2947115;15,726799;0,210639;24,096739;26,826351;0,0496;5,6097;;;0,01;0,99;95,97;;761,138;758,765;10,8025962;15,74100;4,46900;0,06100;0,2353829;;;;;;
;;187;16,16000;74,72500;0,054000;4,137;80,11;21,9000;-44,150;0,00;101,100;0,009;263,177;541,650;603,05;1136,350;;;866,300;874,600;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1093,35942;0,00001;0,0001;;nan;0,75547;114,72268;86,3880709;15,934223;0,220938;24,437113;27,207239;0,0527;5,9675;;;0,01;1,01;97,32;;764,830;765,853;10,9335942;15,68200;4,50700;0,03400;0,2351306;;;;;;
;;188;16,15200;68,52500;0,049000;4,168;80,74;21,9000;-44,840;0,00;101,100;0,009;263,177;542,950;604,85;1136,717;;;867,600;874,400;848,700;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1046,65998;0,00001;0,0000;;nan;0,64516;110,56636;87,4347309;15,240594;0,213039;23,429444;26,100562;0,0488;5,5201;;;0,01;0,98;93,24;;768,316;765,853;10,4665998;15,62000;4,57500;0,04000;0,2353364;;;;;;
;;189;16,11500;73,37500;0,041000;4,204;81,20;21,9000;-45,150;0,00;101,104;0,009;263,177;544,150;606,65;1136,550;;;867,300;874,300;848,600;313,950;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1090,11854;0,00001;0,0000;;nan;0,53880;115,29072;88,5248494;15,753317;0,207442;24,271182;27,058922;0,0492;5,5725;;;0,00;1,02;97,13;;771,733;773,135;10,9011854;15,55300;4,60100;0,03100;0,2371743;;;;;;
;;190;16,07700;70,20000;0,026000;4,209;80,54;21,9000;-45,920;0,00;101,102;0,009;263,183;545,150;608,45;1135,917;;;865,500;874,200;848,600;314,050;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1075,18979;0,00001;0,0001;;nan;0,29184;112,80605;89,6000392;15,394580;0,215594;23,762062;26,521190;0,0502;5,6763;;;0,00;1,00;95,66;;775,222;773,135;10,7518979;15,54900;4,58000;0,02200;0,2394315;;;;;;
;;191;16,03400;68,75000;0,023000;4,211;80,28;21,9000;-46,220;0,00;101,100;0,009;263,177;545,750;609,25;1135,617;;;864,900;874,000;848,500;314,050;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1074,06834;0,00001;0,0001;;nan;0,24222;111,62947;90,6741076;15,226384;0,218837;23,528313;26,265918;0,0504;5,7063;;;0,00;0,99;95,46;;778,588;780,028;10,7406834;15,57900;4,56900;0,02900;0,2418843;;;;;;
;;192;16,00100;69,27500;0,035000;4,252;81,84;21,9000;-46,920;0,00;101,104;0,009;263,183;547,650;612,15;1135,250;;;864,000;873,900;848,400;314,050;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1082,23138;0,00001;0,0000;;nan;0,42886;112,97106;91,7563389;15,257874;0,199529;23,659054;26,445522;0,0463;5,2384;;;0,00;1,00;96,30;;781,933;780,028;10,8223138;15,58900;4,56100;0,03600;0,2432548;;;;;;
;;193;16,00300;69,72500;0,044000;4,306;81,85;21,9000;-47,240;0,00;101,102;0,009;263,177;548,650;613,55;1136,083;;;866,700;873,800;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1081,65005;0,00001;0,0000;;nan;0,56980;114,69369;92,8379890;15,293393;0,199352;23,757433;26,567708;0,0465;5,2579;;;0,01;1,01;96,49;;785,260;786,642;10,8165005;15,59000;4,58000;0,03600;0,2425426;;;;;;
;;194;15,98800;68,67500;0,041000;4,317;80,72;21,9000;-47,640;0,00;101,102;0,009;263,177;549,350;614,25;1135,250;;;864,400;873,600;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1076,14072;0,00001;0,0000;;nan;0,51888;114,05034;93,9141297;15,168130;0,213350;23,592907;26,380164;0,0494;5,5874;;;0,00;1,01;95,99;;788,512;786,642;10,7614072;15,55700;4,61600;0,04700;0,2433190;;;;;;
;;195;15,92000;72,60000;0,057000;4,346;79,30;21,9000;-48,230;0,00;101,104;0,009;263,177;550,650;615,55;1134,950;;;863,600;873,500;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1120,36450;0,00001;0,0001;;nan;0,78627;117,92578;95,0344942;15,577142;0,231043;24,286431;27,148847;0,0550;6,2271;;;0,01;1,04;99,93;;791,878;793,448;11,2036451;15,52000;4,61700;0,05900;0,2467548;;;;;;
;;196;15,87800;71,02500;0,057000;4,405;80,81;21,9000;-48,620;0,00;101,102;0,009;263,177;551,350;616,65;1135,283;;;864,800;873,400;848,200;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1115,43214;0,00001;0,0001;;nan;0,77723;118,17014;96,1499264;15,397465;0,212236;24,036813;26,883650;0,0500;5,6643;;;0,01;1,04;99,61;;795,359;793,448;11,1543215;15,52900;4,60200;0,05500;0,2485817;;;;;;
;;197;15,87200;67,95000;0,061000;4,469;79,85;21,9000;-49,250;0,00;101,102;0,009;263,177;552,450;618,15;1135,517;;;865,600;873,300;848,200;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1088,64386;0,00001;0,0001;;nan;0,82067;117,17038;97,2385702;15,045462;0,224093;23,534164;26,332960;0,0518;5,8582;;;0,01;1,04;97,45;;798,657;800,113;10,8864387;15,54200;4,61000;0,04000;0,2482806;;;;;;
;;198;15,82400;68,32500;0,034000;4,507;80,77;21,9000;-49,640;0,00;101,102;0,009;263,183;553,450;619,45;1135,883;;;866,800;873,200;848,200;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1101,88786;0,00001;0,0000;;nan;0,40843;118,40055;98,3404581;15,073285;0,212648;23,620363;26,437138;0,0493;5,5810;;;0,00;1,05;98,55;;801,852;800,113;11,0188786;15,51700;4,65300;0,04700;0,2509022;;;;;;
;;199;15,74100;73,75000;0,040000;4,575;79,59;21,9000;-50,320;0,00;101,096;0,009;263,177;553,950;619,75;1137,617;;;872,100;873,100;848,200;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1162,10489;0,00001;0,0001;;nan;0,51963;124,83318;99,5025630;15,653196;0,227445;24,551264;27,467544;0,0548;6,2021;;;0,00;1,10;104,00;;805,300;806,926;11,6210490;15,46100;4,69200;0,04300;0,2549155;;;;;;
;;200;15,68200;75,97500;0,031000;4,601;78,96;21,9000;-50,720;0,00;101,104;0,009;263,177;554,250;620,05;1137,683;;;872,300;873,000;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1193,5288;0,00001;0,0001;;nan;0,38193;127,39694;100,696091;15,883265;0,235302;24,925608;27,884751;0,0576;6,5138;;;0,00;1,13;106,73;;809,069;806,926;11,9352880;15,42100;4,70000;0,03200;0,2580995;;;;;;
;;201;15,62000;69,47500;0,022000;4,580;78,87;21,9000;-51,430;0,00;101,104;0,009;263,177;554,950;621,05;1137,050;;;870,500;872,900;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1156,89583;0,00001;0,0001;;nan;0,22610;121,18951;101,852987;15,179052;0,236513;23,850570;26,691408;0,0554;6,2671;;;0,00;1,07;103,20;;812,763;814,094;11,5689583;15,42200;4,70300;0,03200;0,2618848;;;;;;
;;202;15,55300;69,97500;0,029000;4,569;80,50;21,9000;-51,830;0,00;101,096;0,009;263,177;555,750;621,95;1136,450;;;868,800;872,800;848,300;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1176,67517;0,00001;0,0001;;nan;0,33511;121,24465;103,029662;15,222606;0,216066;23,953487;26,806786;0,0508;5,7500;;;0,00;1,07;104,79;;816,339;814,094;11,7667517;15,40200;4,75200;0,03500;0,2657044;;;;;;
;;203;15,54900;72,40000;0,036000;4,561;78,80;21,9000;-52,510;0,00;101,104;0,009;263,177;556,950;623,35;1135,717;;;866,800;872,700;848,200;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1196,62568;0,00001;0,0001;;nan;0,45060;122,98066;104,226288;15,467442;0,237357;24,391300;27,299251;0,0568;6,4327;;;0,00;1,09;106,56;;820,022;821,334;11,9662569;15,34600;4,82000;0,04600;0,2659392;;;;;;
;;204;15,57900;71,57500;0,036000;4,580;79,16;21,9000;-52,880;0,00;101,096;0,009;263,183;557,150;623,35;1136,950;;;870,500;872,500;848,400;314,150;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1181,44492;0,00001;0,0001;;nan;0,44795;122,77112;105,407733;15,376302;0,232787;24,256287;27,138395;0,0554;6,2717;;;0,00;1,08;105,35;;823,672;821,334;11,8144493;15,24600;4,90700;0,05800;0,2640713;;;;;;
;;205;15,58900;69,65000;0,047000;4,616;78,28;21,9000;-53,600;0,00;101,104;0,009;263,177;557,550;623,75;1137,317;;;871,900;872,200;848,400;314,250;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1160,73915;0,00001;0,0001;;nan;0,61133;122,02903;106,568472;15,162679;0,243971;23,936466;26,778533;0,0573;6,4858;;;0,01;1,08;103,69;;827,132;828,405;11,6073915;15,15300;4,96700;0,05500;0,2630726;;;;;;
;;206;15,59000;70,92500;0,059000;4,617;78,06;21,9000;-53,920;0,00;101,104;0,009;263,183;558,650;625,25;1136,950;;;871,000;872,000;848,400;314,250;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1169,3921;0,00001;0,0001;;nan;0,80283;123,05093;107,737864;15,285761;0,246810;24,178377;27,060826;0,0586;6,6305;;;0,01;1,09;104,52;;830,498;828,405;11,6939210;15,08500;5,00300;0,05700;0,2628959;;;;;;
;;207;15,55700;65,70000;0,055000;4,602;79,10;21,9000;-54,690;0,00;101,104;0,009;263,183;559,850;627,25;1136,250;;;869,200;871,800;848,300;314,250;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1132,77525;0,00001;0,0001;;nan;0,71213;117,92158;108,870639;14,696169;0,233565;23,295717;26,100274;0,0535;6,0519;;;0,01;1,04;101,11;;833,710;834,792;11,3277525;15,06000;5,01700;0,05000;0,2649356;;;;;;
;;208;15,52000;69,55000;0,040000;4,610;77,88;21,9000;-55,050;0,00;101,108;0,009;263,183;560,650;628,45;1135,583;;;867,600;871,600;848,100;314,250;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1173,87084;0,00001;0,0001;;nan;0,50170;121,45746;110,044510;15,109843;0,249111;23,985680;26,886294;0,0588;6,6491;;;0,00;1,07;104,67;;836,896;834,792;11,7387084;15,01800;5,10300;0,05000;0,2670880;;;;;;
;;209;15,52900;68,87500;0,047000;4,653;78,08;21,9000;-55,800;0,00;101,108;0,009;263,177;561,850;630,05;1136,717;;;871,300;871,400;848,000;314,250;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,44;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1162,79808;0,00001;0,0001;;nan;0,60567;121,88095;111,207308;15,020276;0,246530;23,894534;26,794965;0,0579;6,5579;;;0,01;1,08;103,88;;840,154;841,023;11,6279808;14,89800;5,20200;0,05500;0,2661206;;;;;;
