General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;259;19,40800;83,82500;-0,011000;0,697;99,83;23,7000;-75,550;0,00;101,126;0,009;263,183;485,550;516,65;1127,617;;;853,500;867,300;842,600;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;445,39658;0,00000;0,0000;;nan;-0,35115;20,25476;174,861870;17,824900;0,001058;24,505374;26,074969;0,0002;0,0274;;;0,00;0,18;35,01;;993,065;993,073;4,4539658;20,81800;0,15600;-0,00100;0,0843064;;;;;;
;;260;19,78300;82,25000;-0,004000;0,546;99,85;23,7000;-75,570;0,00;101,126;0,009;263,177;480,950;510,35;1127,317;;;852,500;867,400;842,600;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;336,74833;0,00000;0,0000;;nan;-0,22356;15,44713;175,198618;17,740885;0,000828;24,158807;25,635610;0,0002;0,0211;;;0,00;0,14;26,38;;990,312;993,073;3,3674833;20,82600;0,15100;-0,00400;0,0639073;;;;;;
;;261;20,06100;83,57500;0,004000;0,455;99,84;23,7000;-75,590;0,00;101,128;0,009;263,183;476,750;504,45;1127,250;;;852,100;867,600;842,600;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;258,75376;0,00000;0,0000;;nan;-0,08069;12,76436;175,457372;17,961811;0,000878;24,246056;25,654793;0,0002;0,0224;;;0,00;0,11;20,36;;987,062;987,156;2,5875376;20,83300;0,14500;0,00800;0,0484240;;;;;;
;;262;20,26400;78,82500;0,001000;0,368;99,84;23,7000;-75,590;0,00;101,118;0,009;263,177;472,550;498,85;1127,217;;;851,800;867,800;842,600;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;195,30793;0,00000;0,0000;;nan;-0,13194;9,77103;175,652680;17,521263;0,000926;23,443014;24,747746;0,0002;0,0228;;;0,00;0,09;15,34;;983,448;987,156;1,9530793;20,84100;0,14000;0,00200;0,0374263;;;;;;
;;263;20,41000;84,37500;0,014000;0,313;99,85;23,6000;-75,600;0,00;101,120;0,009;263,177;468,750;493,65;1127,283;;;851,600;868,100;842,700;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;158,52301;0,00000;0,0000;;nan;0,10262;8,38996;175,811203;18,200928;0,000796;24,156560;25,439757;0,0002;0,0201;;;0,00;0,07;12,56;;979,589;979,757;1,5852301;20,84700;0,13400;0,01800;0,0292190;;;;;;
;;264;20,51900;82,32500;0,035000;0,264;99,94;23,6000;-75,610;0,00;101,118;0,009;263,183;465,150;488,75;1127,450;;;851,700;868,400;842,800;306,150;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;123,997369;0,00000;0,0000;;nan;0,48556;6,76500;175,935200;18,047899;-0,000084;23,769494;24,975471;0,0000;-0,0021;;;0,00;0,06;9,95;;975,571;979,757;1,2399737;20,85200;0,13100;0,01400;0,0230361;;;;;;
;;265;20,60300;85,65000;0,022000;0,234;99,89;23,6000;-75,630;0,00;101,118;0,009;263,183;461,750;484,15;1127,450;;;851,300;868,700;842,900;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;102,152909;0,00000;0,0000;;nan;0,25380;5,95124;176,037353;18,476407;0,000370;24,155982;25,327815;0,0001;0,0093;;;0,00;0,05;8,22;;971,436;971,637;1,0215291;20,85900;0,12700;0,01200;0,0185285;;;;;;
;;266;20,66400;83,92500;0,029000;0,206;99,98;23,6000;-75,640;0,00;101,118;0,009;263,183;458,550;479,75;1127,683;;;851,500;869,100;843,000;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;82,85544;0,00000;0,0000;;nan;0,38212;5,00846;176,120209;18,353108;-0,000519;23,828494;24,930150;-0,0001;-0,0128;;;0,00;0,04;6,74;;967,229;971,637;0,8285544;20,86200;0,12300;0,00600;0,0151248;;;;;;
;;267;20,71100;83,20000;0,015000;0,189;99,91;23,6000;-75,660;0,00;101,120;0,009;263,183;455,550;475,65;1128,217;;;852,500;869,500;843,200;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;69,43874;0,00000;0,0000;;nan;0,12186;4,45534;176,189648;18,333734;0,000190;23,647610;24,691001;0,0000;0,0047;;;0,00;0,04;5,64;;962,973;963,188;0,6943874;20,86700;0,12000;0,00000;0,0126850;;;;;;
;;268;20,74600;83,80000;0,017000;0,173;99,91;23,6000;-75,670;0,00;101,120;0,009;263,183;452,550;471,75;1128,417;;;852,500;869,900;843,400;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;59,28474;0,00000;0,0000;;nan;0,16004;3,96716;176,248932;18,460609;0,000188;23,654450;24,658020;0,0000;0,0046;;;0,00;0,04;4,86;;958,693;963,188;0,5928474;20,87400;0,11700;-0,00300;0,0107538;;;;;;
;;269;20,77100;87,17500;0,005000;0,164;99,86;23,6000;-75,680;0,00;101,120;0,009;263,183;449,750;467,95;1128,383;;;851,800;870,300;843,600;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;53,6601800;0,00000;0,0000;;nan;-0,06561;3,75995;176,302592;18,887204;0,000736;24,051332;25,024615;0,0002;0,0183;;;0,00;0,03;4,37;;954,412;954,637;0,5366018;20,87700;0,11300;0,00300;0,0095116;;;;;;
;;270;20,78900;81,90000;-0,001000;0,156;99,90;23,6000;-75,700;0,00;101,124;0,009;263,183;447,150;464,55;1128,750;;;852,200;870,800;843,800;306,250;;;;;0,00;0,00;0,00;3,00;1,54;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,18712;0,00000;0,0000;;nan;-0,17522;3,39681;176,349780;18,359998;0,000329;23,244817;24,149345;0,0001;0,0079;;;0,00;0,03;3,83;;950,139;954,637;0,4718712;20,88100;0,11000;0,00200;0,0086031;;;;;;
;;271;20,80500;85,90000;-0,004000;0,151;99,93;23,6000;-75,720;0,00;101,120;0,009;263,183;444,850;461,45;1128,817;;;851,800;871,200;844,000;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,59332;0,00000;0,0000;;nan;-0,23710;3,32197;176,393373;18,851551;0,000040;23,744386;24,630431;0,0000;0,0010;;;0,00;0,03;3,55;;945,879;946,110;0,4359332;20,88300;0,10800;0,01100;0,0077397;;;;;;
;;272;20,81800;87,00000;0,008000;0,145;99,88;23,6000;-75,730;0,00;101,122;0,009;263,183;442,550;458,25;1129,083;;;851,800;871,700;844,300;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;39,10313;0,00000;0,0000;;nan;-0,00834;3,15123;176,432476;19,021105;0,000544;23,834078;24,679622;0,0001;0,0133;;;0,00;0,03;3,27;;941,638;946,110;0,3910313;20,88800;0,10500;0,01100;0,0068810;;;;;;
;;273;20,82600;88,60000;0,002000;0,140;99,87;23,6000;-75,740;0,00;101,122;0,009;263,183;440,350;455,35;1129,450;;;852,200;872,200;844,500;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,58636;0,00000;0,0000;;nan;-0,12519;3,01888;176,470062;19,243105;0,000647;23,992385;24,809657;0,0001;0,0159;;;0,00;0,03;3,11;;937,421;937,658;0,3758636;20,89100;0,10300;0,01900;0,0065371;;;;;;
;;274;20,83300;88,35000;0,018000;0,134;99,88;23,6000;-75,750;0,00;101,124;0,009;263,183;438,150;452,55;1129,783;;;852,400;872,700;844,800;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,46865;0,00000;0,0000;;nan;0,18635;2,81915;176,504531;19,264120;0,000500;23,898589;24,684026;0,0001;0,0122;;;0,00;0,02;2,94;;933,231;937,658;0,3446865;20,89300;0,10200;0,02000;0,0059893;;;;;;
;;275;20,84100;84,67500;0,014000;0,131;99,95;23,6000;-75,760;0,00;101,124;0,009;263,183;436,150;449,85;1130,217;;;852,900;873,200;845,100;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,59756;0,00000;0,0000;;nan;0,10638;2,66646;176,536129;18,902400;-0,000176;23,342808;24,076034;0,0000;-0,0042;;;0,00;0,02;2,69;;929,065;929,300;0,3159756;20,89500;0,09900;0,03100;0,0055950;;;;;;
;;276;20,84700;91,57500;0,012000;0,127;99,95;23,6000;-75,780;0,00;101,126;0,009;263,183;434,350;447,35;1130,417;;;852,800;873,700;845,300;306,250;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,2445399;0,00000;0,0000;;nan;0,07102;2,64028;176,567373;19,698168;-0,000156;24,225120;24,950173;0,0000;-0,0039;;;0,00;0,02;2,66;;924,928;929,300;0,3124454;20,90000;0,09600;0,01100;0,0053088;;;;;;
;;277;20,85200;88,42500;0,006000;0,123;99,83;23,6000;-75,800;0,00;101,126;0,009;263,183;432,550;445,05;1130,950;;;853,600;874,200;845,600;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,75185;0,00000;0,0000;;nan;-0,04771;2,46361;176,597125;19,396647;0,000971;23,755449;24,441943;0,0002;0,0236;;;0,00;0,02;2,49;;920,825;921,055;0,2975185;20,90300;0,09400;0,02200;0,0051331;;;;;;
;;278;20,85900;87,90000;0,000000;0,120;99,90;23,6000;-75,820;0,00;101,126;0,009;263,183;430,850;442,75;1131,350;;;853,900;874,700;846,000;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,9376200;0,00000;0,0000;;nan;-0,16516;2,35898;176,625063;19,377096;0,000329;23,638235;24,291119;0,0001;0,0079;;;0,00;0,02;2,32;;916,750;921,055;0,2793762;20,90700;0,09200;0,01600;0,0048243;;;;;;
;;279;20,86200;87,62500;-0,003000;0,117;99,87;23,6000;-75,830;0,00;101,122;0,009;263,183;429,250;440,55;1131,883;;;854,700;875,200;846,300;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,33739;0,00000;0,0000;;nan;-0,22396;2,25754;176,652400;19,382784;0,000652;23,557366;24,177513;0,0001;0,0156;;;0,00;0,02;2,25;;912,707;912,938;0,2733739;20,90700;0,09000;0,00800;0,0047190;;;;;;
;;280;20,86700;89,17500;0,003000;0,113;99,86;23,6000;-75,840;0,00;101,128;0,009;263,183;427,650;438,55;1132,383;;;855,300;875,800;846,600;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,71464;0,00000;0,0000;;nan;-0,10756;2,14416;176,678115;19,590008;0,000733;23,720474;24,325064;0,0002;0,0177;;;0,00;0,02;2,15;;908,695;912,938;0,2571464;20,90900;0,08900;0,00300;0,0043923;;;;;;
;;281;20,87400;90,00000;0,002000;0,110;99,93;23,6000;-75,850;0,00;101,128;0,009;263,183;426,150;436,55;1132,550;;;855,100;876,200;846,900;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,68945;0,00000;0,0000;;nan;-0,12815;2,05401;176,701804;19,715024;0,000062;23,788117;24,368655;0,0000;0,0015;;;0,00;0,02;1,98;;904,710;904,938;0,2368945;20,91100;0,08800;0,00700;0,0040205;;;;;;
;;282;20,87700;91,77500;0,011000;0,108;99,89;23,6000;-75,860;0,00;101,128;0,009;263,183;424,650;434,55;1132,983;;;855,600;876,700;847,200;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,35537;0,00000;0,0000;;nan;0,05172;2,00775;176,724159;19,943617;0,000386;23,979235;24,538270;0,0001;0,0094;;;0,00;0,02;1,93;;900,752;904,938;0,2235537;20,91500;0,08500;0,01100;0,0037513;;;;;;
;;283;20,88100;91,37500;0,011000;0,105;99,89;23,6000;-75,870;0,00;101,120;0,009;263,183;423,250;432,75;1133,483;;;856,300;877,200;847,500;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,1315499;0,00000;0,0000;;nan;0,05168;1,90175;176,745291;19,932992;0,000456;23,887447;24,423610;0,0001;0,0111;;;0,00;0,02;1,83;;896,823;897,049;0,2113155;20,91500;0,08200;0,00800;0,0035478;;;;;;
;;284;20,88300;91,92500;0,019000;0,103;99,89;23,6000;-75,880;0,00;101,130;0,009;263,183;421,950;431,05;1133,817;;;856,600;877,600;847,800;306,350;;;;;0,00;0,00;0,00;3,00;1,55;0,000;0,000;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,0487500;0,00000;0,0000;;nan;0,21373;1,84010;176,765340;20,023667;0,000463;23,922407;24,438330;0,0001;0,0112;;;0,00;0,02;1,79;;892,923;897,049;0,2004875;20,91900;0,08200;0,00000;0,0033514;;;;;;
;;285;20,88800;91,55000;0,020000;0,102;99,86;23,5000;-75,900;0,00;101,122;0,009;263,183;420,650;429,35;1134,217;;;857,000;878,100;848,100;306,350;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,2338;0,00000;0,0000;;nan;0,23382;1,80397;176,783574;20,013637;0,000684;23,836757;24,329756;0,0001;0,0165;;;0,00;0,02;1,66;;889,051;889,273;0,1823380;20,92000;0,07900;-0,00200;0,0030497;;;;;;
;;286;20,89100;91,57500;0,031000;0,099;99,90;23,5000;-75,900;0,00;101,120;0,009;263,183;419,450;427,85;1134,550;;;857,300;878,500;848,400;306,350;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,5672;0,00000;0,0000;;nan;0,45686;1,70135;176,800141;20,044981;0,000354;23,805984;24,282727;0,0001;0,0085;;;0,00;0,02;1,59;;885,204;889,273;0,1656720;20,92200;0,07800;0,00200;0,0027676;;;;;;
;;287;20,89300;94,35000;0,011000;0,096;99,91;23,5000;-75,920;0,00;101,120;0,009;263,183;418,350;426,25;1134,950;;;857,900;878,900;848,600;306,350;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,88166;0,00000;0,0000;;nan;0,05281;1,62204;176,818022;20,373158;0,000203;24,132282;24,587990;0,0000;0,0050;;;0,00;0,01;1,56;;881,391;881,618;0,1788166;20,92300;0,07700;0,00500;0,0029372;;;;;;
;;288;20,89500;90,67500;0,022000;0,094;99,92;23,5000;-75,930;0,00;101,120;0,009;263,183;417,150;424,75;1135,183;;;857,900;879,300;848,900;306,350;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,14907;0,00000;0,0000;;nan;0,27401;1,52226;176,834172;20,001149;0,000130;23,623676;24,054073;0,0000;0,0031;;;0,00;0,01;1,48;;877,609;881,618;0,1614907;20,92400;0,07600;-0,01000;0,0027029;;;;;;
;;289;20,90000;89,77500;0,016000;0,092;99,94;23,5000;-75,930;0,00;101,124;0,009;263,183;415,950;423,35;1135,483;;;858,200;879,700;849,100;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,8992099;0,00000;0,0000;;nan;0,15228;1,44697;176,849071;19,930327;-0,000097;23,472310;23,889896;0,0000;-0,0023;;;0,00;0,01;1,35;;873,854;874,081;0,1489921;20,92400;0,07500;-0,00600;0,0025022;;;;;;
;;290;20,90300;91,42500;0,008000;0,090;99,93;23,5000;-75,950;0,00;101,122;0,009;263,183;414,950;422,05;1135,750;;;858,300;880,100;849,400;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,7280600;0,00000;0,0000;;nan;-0,00881;1,39136;176,863799;20,136867;0,000012;23,658540;24,063348;0,0000;0,0003;;;0,00;0,01;1,29;;870,127;874,081;0,1472806;20,92600;0,07400;-0,00200;0,0024474;;;;;;
;;291;20,90700;95,17500;0,003000;0,089;99,91;23,5000;-75,980;0,00;101,120;0,009;263,183;413,950;420,75;1135,883;;;858,200;880,400;849,600;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,02959;0,00000;0,0000;;nan;-0,11284;1,38521;176,877828;20,570498;0,000263;24,109764;24,505818;0,0001;0,0064;;;0,00;0,01;1,21;;866,431;866,655;0,1402959;20,92900;0,07200;0,00700;0,0022818;;;;;;
;;292;20,90700;91,72500;0,007000;0,088;99,89;23,5000;-75,980;0,00;101,122;0,009;263,183;412,950;419,45;1136,183;;;858,500;880,800;849,800;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,5586099;0,00000;0,0000;;nan;-0,02926;1,32604;176,891387;20,218662;0,000462;23,640147;24,012252;0,0001;0,0110;;;0,00;0,01;1,19;;862,764;866,655;0,1355861;20,93000;0,07200;0,00500;0,0022439;;;;;;
;;293;20,90900;95,00000;0,011000;0,085;99,90;23,5000;-75,980;0,00;101,122;0,009;263,183;412,050;418,25;1136,450;;;858,800;881,100;850,000;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,9905799;0,00000;0,0000;;nan;0,05337;1,24272;176,904378;20,598905;0,000290;24,032243;24,393851;0,0001;0,0070;;;0,00;0,01;1,16;;859,125;859,347;0,1299058;20,93100;0,07100;0,03000;0,0021105;;;;;;
;;294;20,91100;93,85000;0,008000;0,082;99,93;23,5000;-75,990;0,00;101,116;0,009;263,183;411,150;417,15;1136,583;;;858,800;881,400;850,100;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,65224;0,00000;0,0000;;nan;-0,00897;1,12884;176,917030;20,496244;0,000008;23,860242;24,208440;0,0000;0,0002;;;0,00;0,01;1,10;;855,516;859,347;0,1265224;20,93100;0,07000;0,03000;0,0020656;;;;;;
;;295;20,91500;94,17500;0,000000;0,082;99,90;23,5000;-75,990;0,00;101,124;0,009;263,183;410,350;416,05;1136,750;;;858,800;881,700;850,300;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,82855;0,00000;0,0000;;nan;-0,17494;1,13182;176,928858;20,551706;0,000320;23,878255;24,209938;0,0001;0,0077;;;0,00;0,01;1,00;;851,934;852,153;0,1182855;20,93300;0,06900;0,03900;0,0019253;;;;;;
;;296;20,91500;94,40000;-0,002000;0,079;99,92;23,5000;-76,010;0,00;101,118;0,009;263,183;409,550;414,95;1137,050;;;859,300;882,000;850,400;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,24411;0,00000;0,0000;;nan;-0,21689;1,02608;176,941102;20,596329;0,000100;23,883448;24,198356;0,0000;0,0024;;;0,00;0,01;1,00;;848,382;852,153;0,1224411;20,93400;0,06900;0,01800;0,0019884;;;;;;
;;297;20,91900;93,00000;0,002000;0,078;99,97;23,5000;-76,030;0,00;101,118;0,009;263,183;408,650;413,85;1137,150;;;859,200;882,200;850,600;306,450;;;;;0,00;0,00;0,00;3,00;1,56;0,000;0,000;0,62;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,4556800;0,00000;0,0000;;nan;-0,13288;0,98369;176,951558;20,465531;-0,000396;23,679623;23,980942;-0,0001;-0,0094;;;0,00;0,01;0,89;;844,856;845,068;0,1045568;20,93400;0,06800;0,02700;0,0017091;;;;;;
