General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;331;20,90300;93,27500;0,021000;0,082;100,32;20,4000;-68,270;0,00;101,880;0,000;263,196;410,550;418,25;1018,983;;;748,600;755,100;733,800;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,08283;0,00000;0,0000;;nan;0,35240;1,14779;160,531348;20,495950;-0,002472;23,825080;24,271928;-0,0005;-0,0596;;;0,00;0,01;1,26;;670,072;669,419;0,1408283;20,92700;0,06800;0,01500;0,0022917;;;;;;
;;332;20,90500;95,35000;0,016000;0,081;100,30;20,4000;-68,270;0,00;101,876;0,000;263,196;409,450;416,85;1019,283;;;748,800;755,500;734,100;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,98066;0,00000;0,0000;;nan;0,25347;1,12623;160,545329;20,750491;-0,002226;24,056338;24,491109;-0,0005;-0,0541;;;0,00;0,01;1,22;;667,667;669,419;0,1398066;20,92800;0,06700;0,02100;0,0022468;;;;;;
;;333;20,90900;95,57500;0,015000;0,079;100,19;20,4000;-68,270;0,00;101,878;0,000;263,196;408,350;415,55;1019,450;;;748,700;755,900;734,300;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,7462600;0,00000;0,0000;;nan;0,23340;1,05724;160,558075;20,802921;-0,001149;24,052330;24,476419;-0,0002;-0,0279;;;0,00;0,01;1,12;;665,276;664,626;0,1274626;20,92900;0,06600;0,01800;0,0020432;;;;;;
;;334;20,91100;95,30000;0,020000;0,078;100,33;20,4000;-68,270;0,00;101,882;0,000;263,196;407,350;414,25;1019,850;;;749,300;756,200;734,600;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,67221;0,00000;0,0000;;nan;0,33691;1,02112;160,569747;20,798454;-0,002546;23,988276;24,394608;-0,0005;-0,0617;;;0,00;0,01;1,07;;662,899;664,626;0,1167221;20,93000;0,06600;0,00700;0,0018720;;;;;;
;;335;20,91400;92,05000;0,005000;0,076;100,32;20,4000;-68,270;0,00;101,878;0,000;263,196;406,450;412,95;1020,283;;;750,000;756,500;734,900;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,69893;0,00000;0,0000;;nan;0,02581;0,93401;160,581446;20,463353;-0,002427;23,549636;23,926245;-0,0005;-0,0576;;;0,00;0,01;0,97;;660,536;659,893;0,1169893;20,93000;0,06400;-0,00100;0,0019057;;;;;;
;;336;20,91600;93,20000;-0,002000;0,075;100,32;20,4000;-68,270;0,00;101,882;0,000;263,196;405,550;411,85;1020,717;;;750,800;756,800;735,100;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,66705;0,00000;0,0000;;nan;-0,11769;0,90528;160,593113;20,613618;-0,002464;23,670034;24,037736;-0,0005;-0,0588;;;0,00;0,01;0,93;;658,191;659,893;0,1166705;20,93200;0,06400;-0,01000;0,0018860;;;;;;
;;337;20,91600;95,22500;0,003000;0,074;100,28;20,4000;-68,280;0,00;101,882;0,000;263,196;404,750;410,85;1020,817;;;750,600;757,100;735,300;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,48589;0,00000;0,0000;;nan;-0,01523;0,87996;160,604599;20,856936;-0,002109;23,902187;24,262417;-0,0004;-0,0508;;;0,00;0,01;0,94;;655,862;655,223;0,1148589;20,93200;0,06300;-0,01500;0,0018355;;;;;;
;;338;20,91800;96,40000;-0,006000;0,073;100,33;20,3000;-68,290;0,00;101,876;0,000;263,196;403,950;409,65;1020,950;;;750,500;757,400;735,500;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,60828;0,00000;0,0000;;nan;-0,20361;0,84999;160,616208;21,005990;-0,002545;24,025423;24,364437;-0,0005;-0,0616;;;0,00;0,01;0,90;;653,550;655,223;0,1160828;20,93400;0,06200;-0,00500;0,0018411;;;;;;
;;339;20,92000;94,32500;0,005000;0,071;100,33;20,3000;-68,280;0,00;101,882;0,000;263,196;403,150;408,75;1021,117;;;750,700;757,600;735,600;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,02532;0,00000;0,0000;;nan;0,02624;0,76980;160,626233;20,799291;-0,002602;23,741899;24,071689;-0,0005;-0,0622;;;0,00;0,01;0,83;;651,251;650,614;0,1002532;20,93400;0,06100;-0,00200;0,0016067;;;;;;
;;340;20,92100;95,22500;0,001000;0,071;100,29;20,3000;-68,280;0,00;101,874;0,000;263,196;402,450;407,75;1021,350;;;750,900;757,900;735,800;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,0223599;0,00000;0,0000;;nan;-0,05694;0,77414;160,636255;20,916450;-0,002183;23,834178;24,148059;-0,0005;-0,0523;;;0,00;0,01;0,81;;648,966;650,614;0,1002236;20,93600;0,06100;0,00800;0,0015969;;;;;;
;;341;20,92400;94,50000;0,014000;0,069;100,29;20,3000;-68,280;0,00;101,876;0,000;263,196;401,650;406,85;1021,383;;;750,700;758,100;735,900;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,98366999;0,00000;0,0000;;nan;0,21326;0,69993;160,644239;20,857414;-0,002223;23,719663;24,026752;-0,0005;-0,0530;;;0,00;0,01;0,73;;646,693;646,055;0,0798367;20,93500;0,06000;0,00000;0,0012767;;;;;;
;;342;20,92400;96,17500;0,015000;0,068;100,35;20,3000;-68,290;0,00;101,876;0,000;263,196;400,950;405,85;1021,350;;;750,300;758,300;736,000;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,06059999;0,00000;0,0000;;nan;0,23630;0,67036;160,652299;21,059810;-0,002728;23,908093;24,200273;-0,0006;-0,0655;;;0,00;0,01;0,74;;644,432;646,055;0,0806060;20,93400;0,06000;0,02300;0,0012767;;;;;;
;;343;20,92600;94,97500;0,021000;0,067;100,32;20,3000;-68,300;0,00;101,876;0,000;263,196;400,250;404,95;1021,417;;;750,100;758,500;736,200;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,85762;0,00000;0,0000;;nan;0,36019;0,63058;160,659157;20,946306;-0,002474;23,737722;24,016467;-0,0005;-0,0590;;;0,00;0,01;0,68;;642,184;641,549;0,0685762;20,93500;0,05900;0,00600;0,0010928;;;;;;
;;344;20,92700;96,65000;0,018000;0,066;100,31;20,3000;-68,300;0,00;101,878;0,000;263,196;399,550;404,05;1021,283;;;749,500;758,600;736,300;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,86335;0,00000;0,0000;;nan;0,30049;0,60016;160,666020;21,148707;-0,002337;23,925180;24,194641;-0,0005;-0,0561;;;0,00;0,01;0,66;;639,950;641,549;0,0686335;20,93500;0,05900;-0,00400;0,0010830;;;;;;
;;345;20,92800;94,80000;0,007000;0,066;100,30;20,3000;-68,300;0,00;101,878;0,000;263,196;398,850;403,25;1021,450;;;749,900;758,700;736,300;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,30439999;0,00000;0,0000;;nan;0,06820;0,59492;160,673325;20,963695;-0,002289;23,674330;23,935499;-0,0005;-0,0544;;;0,00;0,01;0,63;;637,733;637,103;0,0730440;20,93700;0,05900;-0,00200;0,0011617;;;;;;
;;346;20,92900;98,67500;-0,001000;0,064;100,26;20,3000;-68,300;0,00;101,880;0,000;263,196;398,250;402,45;1021,617;;;750,100;758,900;736,400;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,88645;0,00000;0,0000;;nan;-0,10090;0,53349;160,681211;21,403960;-0,001844;24,135160;24,389693;-0,0004;-0,0446;;;0,00;0,00;0,62;;635,533;637,103;0,0788645;20,93600;0,05800;-0,00800;0,0012277;;;;;;
;;347;20,93000;96,77500;-0,010000;0,064;100,29;20,3000;-68,300;0,00;101,876;0,000;263,196;397,650;401,65;1021,717;;;750,200;759,000;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,16086;0,00000;0,0000;;nan;-0,29014;0,52873;160,689372;21,212876;-0,002201;23,883656;24,123904;-0,0005;-0,0527;;;0,00;0,00;0,59;;633,351;632,724;0,0816086;20,93700;0,05800;-0,00300;0,0012811;;;;;;
;;348;20,93000;97,72500;-0,015000;0,063;100,33;20,3000;-68,300;0,00;101,880;0,000;263,196;397,050;400,95;1021,883;;;750,600;759,100;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,39;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,69512999;0,00000;0,0000;;nan;-0,39802;0,49489;160,698067;21,332841;-0,002549;23,982485;24,218051;-0,0005;-0,0613;;;0,00;0,00;0,59;;631,185;632,724;0,0869513;20,93800;0,05700;0,00300;0,0013570;;;;;;
;;349;20,93200;98,32500;-0,005000;0,062;100,30;20,3000;-68,300;0,00;101,880;0,000;263,196;396,450;400,15;1021,917;;;750,700;759,100;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,21630999;0,00000;0,0000;;nan;-0,18626;0,45980;160,705284;21,414415;-0,002290;24,037811;24,262152;-0,0005;-0,0552;;;0,00;0,00;0,54;;629,032;628,406;0,0721631;20,93700;0,05700;0,00400;0,0011225;;;;;;
;;350;20,93200;96,87500;-0,002000;0,061;100,27;20,3000;-68,300;0,00;101,880;0,000;263,196;395,850;399,45;1021,650;;;749,800;759,200;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,00529;0,00000;0,0000;;nan;-0,12147;0,42001;160,712289;21,272032;-0,001966;23,841847;24,058674;-0,0004;-0,0469;;;0,00;0,00;0,54;;626,890;628,406;0,0700529;20,94000;0,05500;0,00600;0,0010972;;;;;;
;;351;20,93400;93,20000;0,008000;0,061;100,32;20,3000;-68,300;0,00;101,872;0,000;263,196;395,350;398,85;1021,783;;;750,200;759,200;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,32151;0,00000;0,0000;;nan;0,08872;0,41223;160,717610;20,877839;-0,002466;23,370476;23,577373;-0,0005;-0,0577;;;0,00;0,00;0,47;;624,760;624,136;0,0532151;20,94200;0,05500;0,00800;0,0008500;;;;;;
;;352;20,93400;97,80000;0,000000;0,060;100,31;20,3000;-68,300;0,00;101,882;0,000;263,196;394,850;398,15;1021,683;;;749,900;759,200;736,500;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,18999999;0,00000;0,0000;;nan;-0,07957;0,38559;160,723800;21,400396;-0,002361;23,925125;24,125082;-0,0005;-0,0565;;;0,00;0,00;0,48;;622,643;624,136;0,0619000;20,94200;0,05500;0,01200;0,0009638;;;;;;
;;353;20,93600;99,85000;0,023000;0,060;100,31;20,3000;-68,300;0,00;101,882;0,000;263,196;394,350;397,55;1021,683;;;750,000;759,200;736,400;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,57257;0,00000;0,0000;;nan;0,41520;0,38986;160,727373;21,637226;-0,002404;24,159263;24,355307;-0,0005;-0,0581;;;0,00;0,00;0,44;;620,537;619,910;0,0357257;20,94400;0,05400;0,00600;0,0005521;;;;;;
;;354;20,93500;98,77500;0,006000;0,059;100,30;20,3000;-68,300;0,00;101,874;0,000;263,196;393,750;396,85;1021,450;;;749,400;759,200;736,300;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,42735;0,00000;0,0000;;nan;0,04862;0,35086;160,732800;21,536825;-0,002304;24,010573;24,199608;-0,0005;-0,0554;;;0,00;0,00;0,46;;618,443;619,910;0,0542735;20,94300;0,05400;0,00400;0,0008402;;;;;;
;;355;20,93400;98,77500;-0,004000;0,059;100,30;20,3000;-68,300;0,00;101,874;0,000;263,196;393,750;396,85;1021,317;;;749,100;759,100;736,300;316,050;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,64023999;0,00000;0,0000;;nan;-0,16588;0,35086;160,739441;21,536825;-0,002304;24,010573;24,199608;-0,0005;-0,0554;;;0,00;0,00;0,49;;616,370;615,746;0,0664024;20,94400;0,05300;-0,00100;0,0010271;;;;;;
;;356;20,93500;102,20000;-0,002000;0,059;100,29;20,3000;-68,310;0,00;101,874;0,000;263,196;393,250;396,25;1021,183;;;748,800;759,100;736,200;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,19414;0,00000;0,0000;;nan;-0,12518;0,35712;160,745635;21,920958;-0,002155;24,407795;24,593995;-0,0005;-0,0526;;;0,00;0,00;0,47;;614,312;615,746;0,0619414;20,94500;0,05300;-0,00200;0,0009414;;;;;;
;;357;20,93500;100,25000;-0,008000;0,058;100,31;20,3000;-68,310;0,00;101,884;0,000;263,196;392,750;395,65;1021,150;;;748,900;759,000;736,100;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,71897999;0,00000;0,0000;;nan;-0,25388;0,31641;160,752354;21,724638;-0,002408;24,158447;24,336829;-0,0005;-0,0582;;;0,00;0,00;0,47;;612,268;611,651;0,0671898;20,94400;0,05200;0,00500;0,0010299;;;;;;
;;358;20,93700;100,65001;-0,003000;0,058;100,30;20,3000;-68,310;0,00;101,880;0,000;263,196;392,350;395,05;1021,050;;;748,700;759,000;736,000;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,53084999;0,00000;0,0000;;nan;-0,14606;0,31720;160,757885;21,779030;-0,002274;24,194266;24,360762;-0,0005;-0,0550;;;0,00;0,00;0,41;;610,237;611,651;0,0553085;20,94500;0,05300;0,00600;0,0008460;;;;;;
;;359;20,93600;96,77500;0,003000;0,057;100,30;20,3000;-68,310;0,00;101,878;0,000;263,196;391,850;394,55;1020,883;;;748,400;758,900;735,900;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,40513999;0,00000;0,0000;;nan;-0,01561;0,27433;160,763290;21,369291;-0,002301;23,708836;23,872200;-0,0005;-0,0545;;;0,00;0,00;0,43;;608,217;607,605;0,0540514;20,94400;0,05300;-0,00800;0,0008431;;;;;;
;;360;20,93700;98,00000;0,004000;0,057;100,34;20,3000;-68,310;0,00;101,880;0,000;263,196;391,350;393,95;1020,683;;;748,100;758,800;735,700;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,97067;0,00000;0,0000;;nan;0,00572;0,27624;160,768260;21,517848;-0,002648;23,843194;24,001601;-0,0006;-0,0631;;;0,00;0,00;0,41;;606,209;607,605;0,0497067;20,94400;0,05200;0,01000;0,0007701;;;;;;
;;361;20,93800;96,25000;0,006000;0,055;100,26;20,3000;-68,320;0,00;101,878;0,000;263,196;390,950;393,45;1020,550;;;747,900;758,700;735,600;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,54097;0,00000;0,0000;;nan;0,04817;0,20021;160,772801;21,335765;-0,001855;23,617271;23,768296;-0,0004;-0,0438;;;0,00;0,00;0,38;;604,213;603,605;0,0454097;20,94400;0,05200;0,01400;0,0007097;;;;;;
;;362;20,93700;95,85000;0,008000;0,055;100,34;20,3000;-68,320;0,00;101,878;0,000;263,196;390,550;393,05;1020,417;;;747,600;758,700;735,500;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,75698;0,00000;0,0000;;nan;0,09053;0,19989;160,777558;21,302285;-0,002632;23,556085;23,706873;-0,0005;-0,0619;;;0,00;0,00;0,40;;602,230;603,605;0,0475698;20,94500;0,05100;0,01100;0,0007448;;;;;;
;;363;20,94000;97,85000;0,012000;0,055;100,27;20,3000;-68,320;0,00;101,870;0,000;263,196;390,150;392,55;1020,183;;;747,300;758,500;735,300;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,30904;0,00000;0,0000;;nan;0,17731;0,20207;160,780867;21,534414;-0,002014;23,788384;23,934718;-0,0004;-0,0479;;;0,00;0,00;0,33;;600,257;599,650;0,0330904;20,94400;0,05200;0,00000;0,0005130;;;;;;
;;364;20,94200;100,79999;0,006000;0,054;100,32;20,3000;-68,320;0,00;101,874;0,000;263,196;389,750;391,95;1019,983;;;746,900;758,400;735,200;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,15236;0,00000;0,0000;;nan;0,04937;0,16744;160,784020;21,867828;-0,002498;24,131929;24,268146;-0,0005;-0,0602;;;0,00;0,00;0,28;;598,295;599,650;0,0315236;20,94600;0,05200;0,00300;0,0004809;;;;;;
;;365;20,94200;97,62500;0,004000;0,054;100,28;20,3000;-68,320;0,00;101,882;0,000;263,196;389,250;391,45;1019,850;;;746,700;758,400;735,000;316,150;;;;;0,00;0,00;0,00;3,00;2,40;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,26894;0,00000;0,0000;;nan;0,00572;0,16488;160,787289;21,534494;-0,002112;23,733597;23,867737;-0,0004;-0,0500;;;0,00;0,00;0,27;;596,345;595,743;0,0326894;20,94600;0,05100;-0,00200;0,0005062;;;;;;
;;366;20,94400;99,64999;-0,001000;0,053;100,30;20,3000;-68,320;0,00;101,874;0,000;263,196;388,950;391,05;1019,683;;;746,500;758,200;734,900;316,150;;;;;0,00;0,00;0,00;3,00;2,41;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,01384;0,00000;0,0000;;nan;-0,10261;0,12906;160,790302;21,765077;-0,002298;23,969239;24,098653;-0,0005;-0,0550;;;0,00;0,00;0,22;;594,408;595,743;0,0301384;20,94500;0,05100;0,00200;0,0004613;;;;;;
;;367;20,94300;101,47501;-0,002000;0,053;100,24;20,3000;-68,320;0,00;101,876;0,000;263,196;388,550;390,55;1019,517;;;746,200;758,200;734,700;316,150;;;;;0,00;0,00;0,00;3,00;2,41;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,52501;0,00000;0,0000;;nan;-0,12549;0,13030;160,793827;21,974780;-0,001675;24,175292;24,299730;-0,0004;-0,0404;;;0,00;0,00;0,25;;592,484;591,887;0,0352501;20,94500;0,05100;-0,00600;0,0005343;;;;;;
;;368;20,94400;100,45000;0,005000;0,052;100,31;20,3000;-68,330;0,00;101,872;0,000;263,196;388,050;390,05;1019,317;;;745,800;758,100;734,600;316,150;;;;;0,00;0,00;0,00;3,00;2,41;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,6107;0,00000;0,0000;;nan;0,02760;0,09194;160,796438;21,877595;-0,002338;24,037402;24,161290;-0,0005;-0,0561;;;0,00;0,00;0,22;;590,571;591,887;0,0261070;20,94700;0,05100;0,00100;0,0003980;;;;;;
;;369;20,94500;103,27501;0,006000;0,053;100,31;20,3000;-68,330;0,00;101,878;0,000;263,196;387,650;389,55;1019,017;;;745,200;758,000;734,400;316,150;;;;;0,00;0,00;0,00;3,00;2,41;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,07719;0,00000;0,0000;;nan;0,05011;0,13161;160,798515;22,194541;-0,002332;24,360502;24,479901;-0,0005;-0,0567;;;0,00;0,00;0,20;;588,669;588,076;0,0207719;20,94700;0,05100;0,00900;0,0003124;;;;;;
