File Name:	PS_17.txt	Version: 8.3.7.3						
Date:	13 Aug 2024
Operator:	KH
Test ID:	PS_17
Sample ID:	PS_17
Sample Mass (mg):	3.0500
Sample Cup Mass (mg):	182.2900
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.024
Baseline O2:	20.238
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.193	80.055	19.974	100.024	20.262	-18.536	0.019	899.024
0.500	75.182	80.057	19.975	100.023	20.243	-16.443	0.002	899.013
1.000	75.199	80.057	19.977	100.022	20.219	-13.893	0.007	899.011
1.500	75.209	80.056	19.976	100.028	20.196	-11.585	0.028	899.011
2.000	75.206	80.055	19.977	100.075	20.178	-9.711	0.007	898.999
2.500	75.239	80.056	19.977	100.161	20.163	-8.202	0.030	899.016
3.000	75.282	80.056	19.977	100.279	20.151	-7.007	0.075	898.979
3.500	75.305	80.057	19.976	100.429	20.141	-5.956	0.065	899.026
4.000	75.441	80.055	19.975	100.587	20.134	-5.138	0.159	898.984
4.501	75.435	80.055	19.976	100.709	20.129	-4.659	0.130	898.992
5.001	75.520	80.053	19.976	100.799	20.128	-5.102	0.079	898.999
5.500	75.590	80.052	19.975	100.852	20.123	-5.944	0.155	899.007
6.001	75.655	80.055	19.975	100.874	20.119	-7.600	0.135	898.998
6.501	75.749	80.057	19.976	100.875	20.121	-10.425	0.159	898.993
7.001	75.854	80.056	19.975	100.868	20.121	-13.181	0.199	898.990
7.501	75.975	80.054	19.976	100.864	20.117	-15.711	0.226	898.968
8.000	76.074	80.052	19.976	100.859	20.122	-18.683	0.220	898.973
