File Name:	PMMA_CN_10mm_60Kmin_8mg_R2.txt	Version: 8.3.7.3
Date:	13 Aug 2024
Operator:	KH
Test ID:	PMMA_CN_10mm_8mg_60K_R2
Sample ID:	PMMA_CN_10mm_8mg
Sample Mass (mg):	7.9600
Sample Cup Mass (mg):	182.3200
End Total Mass (mg):	0.0800
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.010
Baseline O2:	20.364
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.145	80.061	19.974	100.010	20.342	-5.398	0.014	899.728
0.500	75.163	80.059	19.973	100.011	20.325	-4.756	0.061	899.709
1.000	75.117	80.060	19.974	100.014	20.299	-3.760	-0.028	899.703
1.500	75.127	80.061	19.975	100.028	20.274	-2.819	-0.036	899.685
2.000	75.116	80.059	19.975	100.077	20.256	-2.148	-0.001	899.733
2.500	75.132	80.060	19.974	100.165	20.242	-1.618	0.006	899.667
3.000	75.161	80.061	19.974	100.297	20.231	-1.157	0.045	899.668
3.500	75.221	80.061	19.975	100.455	20.222	-0.792	0.089	899.698
4.000	75.233	80.061	19.975	100.620	20.211	-0.374	0.072	899.688
4.500	75.314	80.062	19.974	100.754	20.211	-0.369	0.093	899.658
5.000	75.321	80.061	19.975	100.837	20.208	-0.412	0.088	899.666
5.500	75.404	80.061	19.974	100.871	20.203	-0.757	0.090	899.675
6.000	75.493	80.060	19.973	100.879	20.199	-1.518	0.172	899.672
6.500	75.575	80.060	19.975	100.869	20.202	-2.755	0.171	899.636
6.999	75.651	80.062	19.974	100.859	20.199	-3.908	0.158	899.638
7.500	75.721	80.061	19.974	100.859	20.199	-5.149	0.147	899.654
8.000	75.822	80.061	19.974	100.865	20.199	-6.129	0.171	899.650
8.500	75.922	80.062	19.973	100.870	20.198	-6.639	0.200	899.614
9.000	76.047	80.060	19.974	100.875	20.198	-6.794	0.225	899.622
9.500	76.169	80.061	19.974	100.881	20.197	-6.563	0.248	899.637
