File Name:	PMMA_CN_20mm_60Kmin_4mg_R4.txt	Version: 8.3.7.3
Date:	06 Sep 2024
Operator:	KH
Test ID:	PMMA_CN_20mm_4mg_60K_R4
Sample ID:	PMMA_CN_20mm_4mg
Sample Mass (mg):	3.9500
Sample Cup Mass (mg):	182.3500
End Total Mass (mg):	0.0000
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.406
Baseline O2:	20.370
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.083	80.100	19.997	100.406	20.383	-9.003	0.053	900.221
0.500	75.046	80.100	19.998	100.376	20.367	-7.947	-0.030	900.238
1.000	75.098	80.102	19.998	100.345	20.347	-6.552	0.014	900.216
1.500	75.128	80.100	19.997	100.323	20.326	-4.982	0.083	900.231
2.000	75.143	80.099	19.998	100.345	20.309	-3.670	0.045	900.221
2.501	75.209	80.101	19.999	100.407	20.294	-2.599	0.081	900.205
3.001	75.203	80.100	19.998	100.502	20.280	-1.543	0.060	900.220
3.500	75.266	80.100	19.997	100.612	20.270	-0.768	0.057	900.212
4.000	75.288	80.100	19.997	100.719	20.263	-0.139	0.085	900.192
4.500	75.381	80.099	19.997	100.799	20.259	0.059	0.115	900.223
5.000	75.468	80.100	19.997	100.851	20.257	-0.221	0.180	900.227
5.500	75.534	80.099	19.997	100.889	20.251	-0.936	0.153	900.250
6.000	75.636	80.098	19.996	100.920	20.249	-2.596	0.167	900.259
6.500	75.724	80.100	19.997	100.951	20.251	-4.960	0.189	900.216
7.000	75.810	80.099	19.997	100.973	20.251	-7.153	0.174	900.245
7.501	75.966	80.099	19.997	100.988	20.248	-8.852	0.242	900.226
8.001	76.054	80.100	19.997	100.997	20.244	-10.121	0.244	900.237
8.501	76.147	80.098	19.997	101.005	20.244	-10.901	0.182	900.267
9.001	76.317	80.098	19.997	101.008	20.241	-10.734	0.263	900.248
9.500	76.408	80.097	19.996	101.015	20.245	-10.702	0.260	900.264
10.000	76.551	80.098	19.996	101.021	20.239	-9.827	0.234	900.243
10.500	76.713	80.100	19.997	101.021	20.230	-8.657	0.305	900.252
11.001	76.862	80.099	19.997	101.020	20.211	-6.719	0.312	900.263
11.501	77.013	80.099	19.996	101.017	20.178	-3.706	0.301	900.257
12.001	77.200	80.101	19.997	101.025	20.150	-1.030	0.337	900.267
12.501	77.361	80.101	19.997	101.063	20.122	1.606	0.347	900.253
13.001	77.562	80.102	19.996	101.157	20.107	3.270	0.362	900.272
13.501	77.804	80.104	19.998	101.308	20.094	4.821	0.443	900.265
14.001	78.015	80.103	19.998	101.484	20.086	5.980	0.452	900.244
14.501	78.291	80.102	19.997	101.649	20.087	6.336	0.488	900.238
15.001	78.583	80.102	19.998	101.781	20.088	6.681	0.569	900.247
15.501	78.881	80.102	19.997	101.851	20.093	6.721	0.589	900.274
16.001	79.200	80.104	19.998	101.859	20.101	6.396	0.616	900.253
16.501	79.524	80.101	19.998	101.838	20.102	6.585	0.643	900.256
17.002	79.824	80.102	19.998	101.812	20.114	5.853	0.625	900.253
17.501	80.169	80.102	19.998	101.781	20.120	5.723	0.645	900.271
18.001	80.549	80.099	19.997	101.753	20.125	5.631	0.725	900.278
18.501	80.889	80.103	19.997	101.723	20.132	5.395	0.721	900.263
19.000	81.305	80.101	19.998	101.695	20.137	5.291	0.756	900.238
19.501	81.703	80.100	19.999	101.667	20.147	4.894	0.814	900.243
20.001	82.073	80.100	19.998	101.641	20.151	4.838	0.767	900.247
20.501	82.488	80.098	19.998	101.608	20.158	4.581	0.785	900.260
21.001	82.928	80.101	19.997	101.573	20.163	4.462	0.855	900.244
21.501	83.345	80.100	19.998	101.534	20.168	4.349	0.857	900.259
22.001	83.767	80.098	19.999	101.501	20.176	3.949	0.840	900.238
22.501	84.221	80.101	19.998	101.474	20.180	3.779	0.875	900.272
23.001	84.659	80.103	19.998	101.453	20.187	3.526	0.892	900.266
23.501	85.105	80.099	19.998	101.435	20.191	3.493	0.886	900.273
24.000	85.589	80.103	19.998	101.420	20.193	3.673	0.931	900.269
