File Name:	PMMA_CN_20mm_60Kmin_4mg_R1.txt	Version: 8.3.7.3						
Date:	02 Aug 2024
Operator:	KH
Test ID:	PMMA_CN_20mm_4mg_60K_R1
Sample ID:	PMMA_20mm_4mg_R1
Sample Mass (mg):	4.0700
Sample Cup Mass (mg):	184.2100
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.806
Baseline O2:	20.370
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.086	80.060	19.997	99.806	20.353	-10.521	0.003	899.014
0.500	75.096	80.057	19.998	99.809	20.337	-9.486	0.008	899.008
1.000	75.060	80.058	19.998	99.815	20.311	-7.666	-0.026	898.982
1.500	75.086	80.054	19.999	99.826	20.287	-5.901	-0.009	898.995
2.000	75.068	80.056	19.999	99.879	20.268	-4.485	0.008	899.033
2.499	75.108	80.058	19.999	99.971	20.254	-3.337	0.021	899.033
3.000	75.104	80.057	19.999	100.081	20.240	-2.247	0.035	899.013
3.500	75.135	80.057	19.998	100.201	20.228	-1.283	0.027	898.997
3.999	75.174	80.058	19.998	100.318	20.220	-0.637	0.070	899.001
4.500	75.219	80.056	19.999	100.402	20.214	-0.215	0.084	899.040
5.000	75.289	80.058	19.999	100.458	20.210	-0.460	0.115	899.031
5.499	75.336	80.058	19.998	100.506	20.206	-1.412	0.117	899.016
5.999	75.396	80.058	19.999	100.549	20.205	-3.280	0.107	899.020
6.500	75.489	80.057	19.999	100.586	20.206	-5.562	0.154	899.018
7.000	75.561	80.056	19.998	100.616	20.203	-7.443	0.165	899.029
7.500	75.655	80.056	20.000	100.635	20.201	-9.349	0.166	899.014
8.000	75.762	80.056	20.000	100.646	20.203	-11.067	0.201	899.042
8.500	75.857	80.054	20.000	100.653	20.200	-11.608	0.202	899.033
9.000	75.990	80.055	19.999	100.654	20.204	-11.973	0.228	898.977
9.500	76.092	80.055	20.000	100.653	20.200	-11.427	0.235	899.038
10.000	76.208	80.054	20.000	100.652	20.197	-10.861	0.218	899.027
10.500	76.298	80.057	20.000	100.649	20.183	-9.352	0.206	898.995
10.999	76.449	80.057	19.999	100.644	20.161	-7.210	0.241	899.032
11.499	76.608	80.056	19.999	100.641	20.129	-4.303	0.310	899.009
12.000	76.760	80.056	19.999	100.647	20.099	-1.425	0.310	899.012
12.500	76.924	80.055	19.999	100.689	20.075	0.913	0.316	899.000
13.000	77.130	80.055	19.999	100.801	20.053	3.091	0.370	899.012
13.500	77.303	80.056	20.000	100.961	20.042	4.499	0.379	898.985
14.000	77.544	80.054	20.000	101.142	20.036	5.497	0.414	898.972
14.500	77.777	80.055	19.999	101.314	20.034	6.184	0.474	899.004
15.000	78.062	80.054	19.999	101.448	20.037	6.503	0.518	898.973
15.500	78.342	80.054	20.000	101.514	20.036	7.096	0.565	898.979
16.000	78.629	80.055	19.999	101.527	20.043	6.955	0.567	899.011
16.500	78.971	80.058	19.999	101.515	20.051	6.686	0.629	898.982
17.000	79.273	80.057	19.999	101.495	20.057	6.504	0.645	898.960
17.499	79.608	80.055	19.999	101.468	20.065	6.125	0.638	898.950
17.999	79.952	80.055	19.999	101.435	20.070	6.015	0.678	898.996
18.499	80.302	80.058	20.000	101.402	20.081	5.463	0.693	898.977
19.000	80.677	80.057	19.999	101.365	20.083	5.536	0.725	898.951
19.500	81.091	80.055	19.999	101.329	20.091	5.140	0.790	898.985
20.000	81.474	80.056	19.999	101.296	20.100	4.699	0.798	898.960
20.500	81.841	80.055	19.999	101.259	20.102	4.803	0.749	898.975
21.000	82.284	80.055	19.999	101.220	20.110	4.434	0.810	898.949
21.500	82.672	80.057	19.999	101.182	20.116	4.147	0.832	898.949
22.000	83.134	80.056	19.998	101.142	20.122	3.974	0.850	898.961
22.500	83.568	80.056	19.999	101.102	20.125	4.037	0.896	898.937
23.000	83.991	80.057	19.999	101.072	20.131	3.771	0.857	898.972
23.500	84.463	80.056	19.998	101.045	20.137	3.448	0.895	898.966
24.000	84.901	80.058	20.000	101.022	20.144	3.073	0.910	898.982
24.500	85.335	80.057	20.000	101.005	20.145	3.101	0.872	898.937
25.000	85.802	80.056	19.999	100.991	20.153	2.725	0.901	898.951
25.500	86.253	80.056	19.999	100.973	20.156	2.640	0.918	898.965
26.000	86.729	80.056	20.000	100.951	20.159	2.752	0.927	898.925
26.500	87.216	80.058	20.000	100.934	20.163	2.692	0.963	898.946
27.000	87.725	80.057	20.000	100.917	20.167	2.659	0.996	898.902
27.500	88.180	80.056	20.000	100.901	20.170	2.640	0.964	898.941
28.000	88.657	80.056	20.000	100.886	20.174	2.508	0.931	898.932
