File Name:	PS_20.txt	Version: 8.3.7.3						
Date:	23 Aug 2024
Operator:	KH
Test ID:	PS_20
Sample ID:	PS_20
Sample Mass (mg):	3.5100
Sample Cup Mass (mg):	184.5200
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.401
Baseline O2:	20.185
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	74.805	80.057	19.997	100.401	20.147	-8.381	0.004	899.304
0.500	74.817	80.059	19.998	100.403	20.135	-7.239	0.005	899.301
1.000	74.848	80.057	19.997	100.409	20.115	-5.406	0.044	899.291
1.500	74.825	80.057	19.997	100.422	20.097	-3.629	0.008	899.272
1.999	74.832	80.060	19.997	100.466	20.078	-1.874	-0.016	899.285
2.499	74.881	80.060	19.996	100.540	20.066	-0.673	0.055	899.293
2.999	74.922	80.058	19.997	100.634	20.056	0.317	0.090	899.280
3.499	74.931	80.058	19.997	100.738	20.053	0.643	0.050	899.307
4.000	75.012	80.057	19.997	100.850	20.050	1.047	0.090	899.284
4.499	75.074	80.058	19.997	100.938	20.044	1.542	0.144	899.270
4.999	75.130	80.057	19.997	101.001	20.045	1.151	0.119	899.272
5.500	75.221	80.059	19.996	101.047	20.044	0.283	0.146	899.222
6.000	75.293	80.061	19.997	101.084	20.043	-1.321	0.162	899.256
6.500	75.389	80.057	19.998	101.103	20.042	-3.386	0.169	899.263
7.000	75.469	80.057	19.997	101.112	20.041	-5.750	0.177	899.298
7.500	75.576	80.059	19.997	101.112	20.042	-8.197	0.187	899.269
7.999	75.683	80.058	19.996	101.108	20.038	-10.007	0.213	899.231
8.499	75.793	80.057	19.998	101.098	20.039	-11.494	0.217	899.224
8.999	75.902	80.057	19.997	101.088	20.038	-12.048	0.220	899.249
9.499	76.077	80.057	19.997	101.082	20.040	-12.251	0.284	899.238
9.999	76.198	80.060	19.998	101.077	20.035	-11.571	0.295	899.221
10.500	76.333	80.058	19.998	101.071	20.024	-10.182	0.256	899.233
11.000	76.504	80.060	19.997	101.067	20.003	-7.927	0.306	899.244
11.500	76.652	80.061	19.997	101.063	19.978	-5.146	0.318	899.246
12.000	76.834	80.060	19.997	101.062	19.951	-2.086	0.330	899.237
12.500	76.955	80.061	19.998	101.085	19.923	1.065	0.304	899.234
13.000	77.165	80.060	19.997	101.154	19.902	3.721	0.330	899.184
13.500	77.368	80.058	19.996	101.277	19.888	5.679	0.413	899.213
13.999	77.650	80.057	19.997	101.438	19.880	7.164	0.486	899.201
14.500	77.876	80.057	19.997	101.608	19.880	7.943	0.507	899.178
15.000	78.163	80.058	19.996	101.763	19.887	7.838	0.513	899.181
15.499	78.477	80.058	19.997	101.871	19.891	8.116	0.601	899.169
16.000	78.727	80.056	19.997	101.921	19.896	8.090	0.564	899.196
16.500	79.077	80.057	19.997	101.932	19.902	8.128	0.599	899.196
17.000	79.409	80.058	19.999	101.919	19.909	7.916	0.682	899.175
17.500	79.770	80.056	19.998	101.896	19.913	8.001	0.692	899.184
18.001	80.115	80.057	19.997	101.872	19.918	7.874	0.706	899.172
18.500	80.463	80.057	19.997	101.846	19.929	7.244	0.695	899.156
19.000	80.869	80.056	19.997	101.813	19.934	7.067	0.755	899.189
19.499	81.246	80.055	19.997	101.771	19.938	6.882	0.783	899.175
19.999	81.640	80.054	19.997	101.729	19.942	6.911	0.770	899.146
20.500	82.063	80.056	19.996	101.676	19.951	6.476	0.817	899.184
21.000	82.497	80.057	19.997	101.628	19.956	6.437	0.858	899.148
21.499	82.901	80.056	19.997	101.581	19.963	6.167	0.838	899.167
22.000	83.320	80.059	19.996	101.547	19.968	6.147	0.823	899.158
22.500	83.756	80.058	19.998	101.508	19.973	6.102	0.855	899.138
23.000	84.207	80.057	19.998	101.480	19.977	5.888	0.886	899.164
23.500	84.656	80.059	19.998	101.447	19.984	5.544	0.900	899.145
24.000	85.116	80.059	19.997	101.417	19.985	5.588	0.909	899.122
24.499	85.568	80.057	19.997	101.390	19.992	5.051	0.912	899.123
25.000	86.039	80.057	19.997	101.368	19.999	4.624	0.923	899.124
25.500	86.514	80.057	19.997	101.347	20.000	4.759	0.946	899.149
26.000	86.990	80.059	19.996	101.330	20.004	4.654	0.952	899.135
26.500	87.471	80.058	19.997	101.316	20.008	4.442	0.958	899.130
27.000	87.947	80.057	19.996	101.303	20.011	4.288	0.957	899.111
27.500	88.400	80.058	19.996	101.280	20.018	3.990	0.928	899.147
28.000	88.903	80.057	19.998	101.257	20.017	4.278	0.955	899.107
28.500	89.402	80.057	19.998	101.232	20.017	4.372	1.001	899.119
29.000	89.906	80.060	19.997	101.204	20.018	4.363	1.003	899.130
29.500	90.380	80.058	19.996	101.178	20.021	4.215	0.979	899.111
30.000	90.882	80.058	19.995	101.164	20.026	3.852	0.977	899.107
30.499	91.400	80.057	19.995	101.156	20.026	3.899	1.019	899.104
31.000	91.889	80.057	19.996	101.141	20.029	3.572	1.007	899.099
31.500	92.406	80.058	19.995	101.130	20.033	3.259	1.006	899.118
32.000	92.903	80.057	19.996	101.126	20.034	3.189	1.014	899.081
32.500	93.417	80.056	19.996	101.116	20.037	2.936	1.012	899.102
32.999	93.942	80.056	19.996	101.100	20.041	2.628	1.039	899.091
33.500	94.436	80.055	19.997	101.091	20.040	2.766	1.018	899.113
34.000	94.931	80.056	19.996	101.081	20.043	2.602	0.989	899.080
34.500	95.477	80.057	19.996	101.064	20.044	2.610	1.041	899.107
35.000	96.013	80.055	19.996	101.050	20.047	2.410	1.083	899.041
35.500	96.541	80.054	19.996	101.041	20.047	2.499	1.064	899.076
36.000	97.019	80.054	19.995	101.033	20.045	2.698	1.004	899.038
36.500	97.583	80.054	19.996	101.028	20.050	2.391	1.042	899.053
37.000	98.092	80.057	19.995	101.022	20.049	2.564	1.074	899.063
37.500	98.607	80.057	19.996	101.021	20.052	2.356	1.024	899.088
38.000	99.115	80.057	19.996	101.020	20.052	2.361	1.024	899.052
38.500	99.635	80.057	19.995	101.023	20.052	2.498	1.028	899.055
38.999	100.176	80.057	19.996	101.020	20.053	2.504	1.060	899.075
39.500	100.694	80.059	19.997	101.019	20.056	2.319	1.059	899.063
40.000	101.239	80.059	19.997	101.016	20.057	2.246	1.063	899.045
40.501	101.775	80.057	19.996	101.015	20.059	2.120	1.082	899.051
41.000	102.291	80.055	19.996	101.010	20.063	1.788	1.053	899.051
41.500	102.805	80.053	19.997	101.006	20.060	2.076	1.030	899.047
42.000	103.354	80.055	19.997	100.998	20.063	1.845	1.063	899.063
42.500	103.879	80.055	19.997	100.991	20.064	1.788	1.074	899.085
43.000	104.412	80.054	19.997	100.987	20.066	1.768	1.057	899.064
43.500	104.939	80.057	19.998	100.984	20.066	1.814	1.059	899.057
44.000	105.473	80.056	19.997	100.980	20.063	2.267	1.061	899.005
44.500	106.004	80.055	19.998	100.977	20.068	1.860	1.065	899.025
45.001	106.501	80.057	19.998	100.974	20.069	1.904	1.027	899.022
45.501	107.042	80.055	19.996	100.967	20.068	2.039	1.038	899.027
46.000	107.577	80.055	19.996	100.958	20.067	2.182	1.077	899.039
46.500	108.086	80.054	19.995	100.953	20.069	1.983	1.043	899.019
47.000	108.638	80.054	19.997	100.951	20.070	1.847	1.060	899.030
47.501	109.182	80.054	19.997	100.950	20.067	2.206	1.096	899.041
48.001	109.696	80.054	19.997	100.948	20.070	1.976	1.059	899.011
48.500	110.253	80.054	19.997	100.948	20.072	1.730	1.072	899.043
49.000	110.816	80.058	19.997	100.946	20.074	1.547	1.120	899.018
49.500	111.323	80.057	19.997	100.945	20.075	1.553	1.070	899.012
50.000	111.873	80.058	19.998	100.937	20.074	1.644	1.058	899.026
50.500	112.396	80.059	19.998	100.932	20.078	1.315	1.073	899.027
51.000	112.915	80.055	19.998	100.924	20.078	1.238	1.042	899.017
51.500	113.474	80.056	19.997	100.916	20.075	1.619	1.077	899.026
52.001	113.995	80.056	19.997	100.912	20.075	1.641	1.079	899.016
52.500	114.549	80.054	19.997	100.909	20.080	1.238	1.076	898.996
53.000	115.088	80.057	19.997	100.906	20.081	1.186	1.093	898.994
53.500	115.616	80.055	19.997	100.903	20.080	1.270	1.067	899.038
54.000	116.143	80.055	19.998	100.904	20.081	1.222	1.056	899.014
54.500	116.678	80.056	19.998	100.902	20.079	1.494	1.062	898.999
55.000	117.219	80.055	19.997	100.901	20.078	1.492	1.075	898.988
55.500	117.711	80.059	19.998	100.900	20.077	1.635	1.034	898.985
56.000	118.249	80.060	19.998	100.904	20.077	1.618	1.030	899.004
56.500	118.769	80.058	19.997	100.903	20.076	1.759	1.057	898.989
57.000	119.344	80.058	19.997	100.896	20.080	1.483	1.095	899.006
57.500	119.873	80.057	19.997	100.896	20.082	1.254	1.104	899.019
58.000	120.422	80.056	19.998	100.896	20.081	1.266	1.078	898.994
58.500	120.956	80.056	19.998	100.894	20.083	1.027	1.083	899.000
59.000	121.463	80.055	19.997	100.892	20.086	0.862	1.040	898.970
59.500	122.033	80.056	19.998	100.893	20.086	0.957	1.077	898.974
60.000	122.525	80.058	19.998	100.888	20.082	1.455	1.063	898.969
