DPT_zero_span_1,DPT_zero_span_2,DPT_calib_V_1,DPT_calib_V_2,O2Inlet_zero_span_1,O2Inlet_zero_span_2,O2Inlet_calib_V_1,O2Inlet_calib_V_2,CO_zero_span_1,CO_zero_span_2,CO_calib_V_1,CO_calib_V_2,CO2_zero_span_1,CO2_zero_span_2,CO2_calib_V_1,CO2_calib_V_2,O2_zero_span_1,O2_zero_span_2,O2_calib_V_1,O2_calib_V_2,desired_heat_flux,heatflux_calib,,,,,,,,,,,,,,,,,
0,500,0.0235492211,5.02635,0,20.95,2.25158433,4.13856064,0,412,2.00341937,8.5155951,0,2556,2.0530689,5.94240805,0,NaN,2.25310682,2.57879588,15,0.1017,,,used for flow rate calc,,,,,,,,,,,,,,
timestamp,test_time,v_data_1,v_data_2,v_data_3,v_data_4,v_data_5,v_data_6,v_data_7,v_data_8,v_data_9,v_data_10,v_data_11,v_data_12,v_data_13,temperatures_1,temperatures_2,temperatures_3,mass,MLR,smooth_MLR,conc_O2,conc_CO,conc_CO2,DPT_Pa,RH_ambient,T_cold_trap,T_duct,T_ambient,Q_OC__O2_CO2_CO,IR_Controller,O2_inlet,conc_CO2_hood,conc_CO_hood,conc_O2_hood,Extra TCs_1,Extra TCs_2,Extra TCs_3,Extra TCs_4
20260513154951.4,1961.40200458467,9.7941053,0.58059008,2.0028696,2.7356184,-0.000378847,-0.000707276,0.002356717,1.2012755,0.38497723,0.000638998,0.15344001,4.1310138,0.70049766,289.387,288.179,289.869,-16.63,NaN,NaN,NaN,-0.0347818070933954,448.558599473127,55.6729003930556,14.0099532,289.387,288.179,289.869,0.213092528714756+0i,0.000638998,20.8662118267399,483.687144371858,28.3729736737523,20.8584689601078,-9.9E+037,331.43,322.867,-9.9E+037
20260513154953.6,1963.5930005461,9.7945862,0.59202507,2.0030991,2.7359353,-0.000379283,-0.000710216,0.002378605,1.2013629,0.38013108,0.000641285,-0.003350825,4.1310247,0.7794416,289.385,288.18,289.872,-16.7,NaN,NaN,NaN,-0.0202622357672624,448.76686014898,56.8157592140813,15.588832,289.385,288.18,289.872,0.196281504471161+0i,0.000641285,20.8663328430975,482.313253559816,28.400252468799,20.8591190415725,-9.9E+037,301.27,677.285,-9.9E+037
20260513154955.8,1965.81199876964,9.793843,0.54220931,2.0028587,2.7361539,-0.000381134,-0.000711849,0.002337007,1.2013083,0.21969186,0.000643681,0.00560673,4.1311449,0.57808243,289.396,288.18,289.899,-16.75,NaN,NaN,NaN,-0.0354714076487426,448.910519927274,51.8369721104548,11.5616486,289.396,288.18,289.899,0.194371918729524+0i,0.000643681,20.8676673537571,483.961171774259,28.3318686401203,20.8588533069895,-9.9E+037,-9.9E+037,-9.9E+037,272.313
20260513154957.9,1967.91000589728,9.7937556,0.47193193,2.0027603,2.7360446,-0.00038157,-0.000710434,0.002381218,1.2013848,0.23615309,0.000638672,-0.16177263,4.1316696,0.62975434,289.388,288.161,289.923,-16.78,NaN,NaN,NaN,-0.0416967924787883,448.838690038127,44.8131685346254,12.5950868,289.388,288.161,289.923,0.12514199052105+0i,0.000638672,20.8734927925513,491.513817440441,27.6893845083814,20.8607720828146,1404.915,-9.9E+037,291.858,422.688
20260513155000.2,1970.15600055456,9.7928922,0.48381215,2.0027713,2.7354982,-0.000380807,-0.000708583,0.002361291,1.2013629,0.13080463,0.000638454,-0.000197754,4.1316914,0.55070238,289.407,288.169,289.953,-16.78,NaN,NaN,NaN,-0.0410008653128102,448.479606310497,46.0005254297976,11.0140476,289.407,288.169,289.953,0.179091892495828+0i,0.000638454,20.8737348252666,495.084932538403,27.5663185289013,20.8587944042834,9.9E+037,314.961,-9.9E+037,607.096
20260513155002.3,1972.25700505078,9.7938649,0.57484474,2.0031319,2.7351156,-0.000381896,-0.000711741,0.002358786,1.2013629,0.43978646,0.000640632,0.050625334,4.131134,0.65962021,289.38,288.161,289.989,-16.86,NaN,NaN,NaN,-0.0181871074905899,448.228168839429,55.0986880414233,13.1924042,289.38,288.161,289.989,0.192666218282461+0i,0.000640632,20.8675463373994,483.82353243972,26.4316950399507,20.8591782132408,1406.505,643.436,-9.9E+037,-9.9E+037
20260513155004.4,1974.34700578451,9.7927719,0.46539,2.0027275,2.7350391,-0.000381025,-0.00070586,0.00234855,1.2012318,0.35854875,0.00064477,0.1099578,4.1311231,0.73170138,289.396,288.172,290.037,-16.92,NaN,NaN,NaN,-0.0437719207554323,448.177894488837,44.1593417794614,14.6340276,289.396,288.172,290.037,0.186902965305993+0i,0.00064477,20.8674253210418,483.54950503732,26.4179933620735,20.8586459371884,366.445,872.847,362.148,-9.9E+037
20260513155006.4,1976.43300332129,9.7937775,0.74858053,2.0029789,2.7350173,-0.000382114,-0.000709672,0.002344303,1.2013083,0.38619941,0.00064477,-0.055025094,4.1310356,0.61759477,289.369,288.177,290.051,-16.88,NaN,NaN,NaN,-0.0278668217080025,448.16356794187,72.4625405790613,12.3518954,289.369,288.177,290.051,0.249107218995228+0i,0.00064477,20.8664538594552,491.377429372584,26.404416244904,20.8582032255248,-9.9E+037,102.115,154.123,-9.9E+037
20260513155008.6,1978.53899672627,9.7938649,0.66890112,2.0029352,2.7351921,-0.000380807,-0.00070978,0.002369784,1.2013302,0.16063014,0.000633771,-0.10362511,4.1315493,0.63247477,289.391,288.169,290.054,-16.89,NaN,NaN,NaN,-0.0306315505400363,448.278443190021,64.4990603685301,12.6494954,289.391,288.169,290.054,0.248124069225551+0i,0.000633771,20.8721571716499,494.67326580146,26.3907145670269,20.8577309280271,9.9E+037,356.744,327.802,518.806
20260513155010.6,1980.62899746001,9.7927938,0.617454,2.0027057,2.7345036,-0.000381243,-0.000712503,0.00238503,1.2013302,0.13125422,0.000641285,0.006452169,4.1312652,0.6889994,289.41,288.169,290.04,-16.91,NaN,NaN,NaN,-0.0451511218661693,447.82597403469,59.3572285953177,13.779988,289.41,288.169,290.04,0.20247087044151+0i,0.000641285,20.8690029746584,494.123959729982,26.4179933620735,20.8588828928237,9.9E+037,548.117,461.077,649.496
20260513155012.8,1982.73400515318,9.7930015,0.66233192,2.0027385,2.734744,-0.000382985,-0.000708147,0.00237512,1.2012864,0.27725755,0.000643354,-0.11712393,4.1316477,0.58512741,289.377,288.204,289.991,-16.93,NaN,NaN,NaN,-0.0430759935894969,447.98396035995,63.8425081400558,11.7025482,289.377,288.204,289.991,0.171216871461472+0i,0.000643354,20.8732496495942,483.82353243972,26.4179933620735,20.8602997853169,-9.9E+037,-9.9E+037,-9.9E+037,488.914
20260513155014.9,1984.85100232065,9.7929905,0.68762336,2.0028478,2.7343615,-0.000380807,-0.000709236,0.002343105,1.2013739,0.14182279,0.000646077,0.026301219,4.1310029,0.64670658,289.388,288.218,290.005,-16.95,NaN,NaN,NaN,-0.036161008204104,447.732588606988,66.3702362185624,12.9341316,289.388,288.218,290.005,0.238135299312253+0i,0.000646077,20.8660908103822,484.64811718028,26.404416244904,20.8583508857334,9.9E+037,-9.9E+037,199.004,757.939
20260513155017,1986.94899939001,9.7936463,0.70211705,2.0027385,2.7346784,-0.000382876,-0.000709563,0.002342778,1.2011771,0.16672792,0.000644334,-0.079044009,4.1315384,0.61014495,289.373,288.233,290.016,-17.02,NaN,NaN,NaN,-0.0430759935894969,447.940849282841,67.8187938006601,12.202899,289.373,288.233,290.016,0.19875582474522+0i,0.000644334,20.8720361552923,494.123959729982,26.4179933620735,20.8594143619897,1615.252,-9.9E+037,-9.9E+037,750.534
20260513155019.1,1989.06599655747,9.7938758,0.64312626,2.0030445,2.7347003,-0.000382767,-0.000708038,0.002355084,1.2012755,0.27751508,0.000643463,-0.092774155,4.1313745,0.59859646,289.385,288.27,290.04,-16.95,NaN,NaN,NaN,-0.0237165651546434,447.955241547912,61.9230173539143,11.9719292,289.385,288.27,290.04,0.246175150351042+0i,0.000643463,20.8702164689603,494.67326580146,25.297071551,20.8576717563588,9.9E+037,-9.9E+037,-9.9E+037,642.246
20260513155021.2,1991.17200002074,9.7931654,0.67543759,2.003121,2.7351593,-0.000381134,-0.000709018,0.002354757,1.2012755,0.4500964,0.000638236,0.095155435,4.1311559,0.66800958,289.388,288.278,290.005,-16.93,NaN,NaN,NaN,-0.0188767080459371,448.256887651467,65.152341429368,13.3601916,289.388,288.278,290.005,0.232849200015035+0i,0.000638236,20.8677894803565,493.711041726361,25.3517537018015,20.8582917140651,9.9E+037,470.622,-9.9E+037,167.235
20260513155023.3,1993.26900132,9.7931763,0.48967859,2.0029024,2.73552,-0.000382114,-0.000708474,0.00235345,1.2013302,0.20095001,0.000642265,-0.11090952,4.1316258,0.63020065,289.388,288.281,289.975,-16.88,NaN,NaN,NaN,-0.032706678816723,448.493932857463,46.5868410017411,12.604013,289.388,288.281,289.975,0.236684257985706+0i,0.000642265,20.8730065066371,502.088272133103,26.3907145670269,20.856638672823,1460.312,-9.9E+037,146.175,346.691
20260513155025.4,1995.35499885678,9.792925,0.62078879,2.002804,2.7349626,-0.000379609,-0.000708691,0.002374903,1.2012755,0.19769813,0.000644225,-0.094085035,4.1310356,0.61121872,289.393,288.283,289.98,-16.86,NaN,NaN,NaN,-0.0389320636467545,448.127620138244,59.690520899707,12.2243744,289.393,288.283,289.98,0.269432829930418+0i,0.000644225,20.8664538594552,512.525087491227,26.3770128891492,20.85637293824,9.9E+037,-9.9E+037,-9.9E+037,682.095
20260513155027.4,1997.42899686098,9.7931763,0.60185269,2.0029571,2.7354763,-0.000381461,-0.000707058,0.002360637,1.2011662,0.13598033,0.000639543,0.041886463,4.1315603,0.6607169,289.395,288.282,289.978,-16.95,NaN,NaN,NaN,-0.029246022818711,448.465214045425,57.7979710224596,13.214338,289.395,288.282,289.978,0.237266616798455+0i,0.000639543,20.8722792982494,513.623699634191,24.5999052684601,20.8573175332355,9.9E+037,253.575,202.75,761.228
20260513155029.6,1999.54300671816,9.7937993,0.76890577,2.002815,2.7361321,-0.000380154,-0.000709345,0.002358242,1.2012864,0.40469141,0.000639652,0.11152045,4.1316696,0.70496954,289.399,288.27,289.997,-17.05,NaN,NaN,NaN,-0.0382361364807764,448.896193380308,74.4939266863919,14.0993908,289.399,288.27,289.997,0.321324660647145+0i,0.000639652,20.8734927925513,501.814244730707,24.4495604939334,20.856077886785,779.564,464.734,-9.9E+037,174.336
20260513155031.6,2001.62099786103,9.7935589,0.78470351,2.0027166,2.7356512,-0.000381243,-0.000710543,0.002378714,1.2013083,0.40823245,0.000644988,-0.00109451,4.1311122,0.63049419,289.377,288.281,289.967,-17.01,NaN,NaN,NaN,-0.0444615213108221,448.580155011681,76.07281626227,12.6098838,289.377,288.281,289.967,0.325605132607229+0i,0.000644988,20.8673043046841,502.088272133103,24.4495604939334,20.8560483009508,-9.9E+037,-9.9E+037,-9.9E+037,-9.9E+037
20260513155033.8,2003.7960011512,9.7941818,0.50899774,2.0027494,2.7356512,-0.000381243,-0.000708365,0.00236532,1.2013302,0.19154469,0.000643681,0.00500656,4.1316258,0.5827889,289.402,288.267,289.994,-17.07,NaN,NaN,NaN,-0.0423863930341355,448.580155011681,48.5176744342336,11.655778,289.402,288.267,289.994,0.25111836590446+0i,0.000643681,20.8730065066371,514.44703310807,24.4768392889796,20.8561074726191,9.9E+037,527.912,-9.9E+037,346.893
20260513155035.9,2005.89000508189,9.7941491,0.65117628,2.0026947,2.7356949,-0.000381461,-0.000706622,0.002398097,1.2012318,0.14207159,0.000642156,-0.12082532,4.1312542,0.65442705,289.385,288.278,289.994,-17.05,NaN,NaN,NaN,-0.045847049032119,448.608873823719,62.7275686798388,13.088541,289.385,288.278,289.994,0.262958843760755+0i,0.000642156,20.868880848059,502.637578204586,26.363311211272,20.8569928959463,9.9E+037,539.588,399.236,567.716
20260513155038.1,2008.12100283802,9.7945972,0.48108079,2.0030991,2.7359244,-0.000380154,-0.0007088,0.002350728,1.2012755,0.13152375,0.000618962,-0.000178262,4.1311122,0.52899016,289.41,288.278,289.98,-17.06,NaN,NaN,NaN,-0.0202622357672624,448.759696875497,45.7275423428516,10.5798032,289.41,288.278,289.98,0.235437775152261+0i,0.000618962,20.8673043046841,506.620360039487,25.2697927559529,20.8565501842827,1448.352,271.049,-9.9E+037,643.046
20260513155040.2,2010.21400094032,9.7944004,0.54863668,2.0027603,2.7360118,-0.000381461,-0.000711087,0.002400166,1.2012427,0.42925282,0.000641176,0.10090663,4.1323035,0.68517246,289.391,288.289,289.967,-17.08,NaN,NaN,NaN,-0.0416967924787883,448.817134499572,52.4793492791708,13.7034492,289.391,288.289,289.967,0.24471408279466+0i,0.000641176,20.8805306154056,514.44703310807,25.3107732288772,20.856638672823,1025.866,751.964,-9.9E+037,123.067
20260513155042.3,2012.29299791157,9.7942693,0.44780264,2.0027494,2.7356293,-0.00038255,-0.000706622,0.002368695,1.2012974,0.40017372,0.000643245,-0.032049581,4.1317679,0.62094375,289.374,288.308,289.964,-17.12,NaN,NaN,NaN,-0.0423863930341355,448.56576274661,42.4015903940597,12.418875,289.374,288.308,289.964,0.253011884598928+0i,0.000643245,20.8745841602537,514.722311777147,26.404416244904,20.8553398547042,-9.9E+037,234.604,-9.9E+037,-9.9E+037
20260513155044.4,2014.413998276,9.7935261,0.76121804,2.0026947,2.7357168,-0.000379392,-0.000707058,0.002374031,1.2013192,0.3540234,0.00063889,0.11342285,4.1313635,0.7306418,289.385,288.316,289.964,-16.96,NaN,NaN,NaN,-0.045847049032119,448.623266088791,73.725584077945,14.612836,289.385,288.316,289.964,0.251342522993476+0i,0.00063889,20.8700943423609,518.018148206032,26.3770128891492,20.8576424394868,9.9E+037,976.212,309.772,-9.9E+037
20260513155046.5,2016.53100550175,9.7938758,0.53417022,2.002968,2.7360774,-0.000380154,-0.000706949,0.002334502,1.2012536,0.32370793,0.000635187,0.11040188,4.1315603,0.74088517,289.38,288.348,289.961,-17.1,NaN,NaN,NaN,-0.0285564222633639,448.860245576682,51.0335131726228,14.8177034,289.38,288.348,289.961,0.243561381345138+0i,0.000635187,20.8722792982494,522.961902849355,26.404416244904,20.856343621368,-9.9E+037,789.989,560.285,-9.9E+037
20260513155048.7,2018.64000633359,9.7944879,0.62524646,2.0030773,2.7350828,-0.000378085,-0.000706731,0.002352361,1.2012099,0.20302007,0.00064085,0.099771403,4.1310684,0.71550318,289.399,288.365,289.961,-17.19,NaN,NaN,NaN,-0.0216414368779709,448.206613300874,60.1360383405374,14.3100636,289.399,288.365,289.961,0.273841215846338+0i,0.00064085,20.8668180187699,513.761338968726,27.5116363780999,20.8561959611594,-9.9E+037,653.085,751.985,-9.9E+037
20260513155050.7,2020.72200067341,9.7942146,0.47134484,2.0030991,2.7352905,-0.000380698,-0.000709236,0.002376754,1.2014176,0.3872448,0.000632029,-0.10976852,4.1313417,0.59284895,289.385,288.384,289.948,-17.18,NaN,NaN,NaN,-0.0202622357672624,448.343109805686,44.7544924024,11.856979,289.385,288.384,289.948,0.240546653556967+0i,0.000632029,20.8698523096456,514.722311777147,27.5116363780999,20.8560187151167,-9.9E+037,-9.9E+037,233.166,-9.9E+037
20260513155052.8,2022.83199727535,9.7934605,0.576044,2.0027275,2.7344052,-0.000381025,-0.000706731,0.002362488,1.2013739,0.35588067,0.000640196,-0.11376932,4.1311122,0.61396206,289.382,288.378,289.964,-17.28,NaN,NaN,NaN,-0.0437719207554323,447.761307419025,55.2185469017899,12.2792412,289.382,288.378,289.964,0.253439621149635+0i,0.000640196,20.8673043046841,514.035366371131,28.3592719958751,20.8564616957424,1314.776,-9.9E+037,-9.9E+037,208.507
20260513155055,2024.94099810719,9.7937993,0.56156557,2.0029789,2.7338369,-0.000382767,-0.000708147,0.002410402,1.2012427,0.13423655,0.000637583,0.003624913,4.1310466,0.73974484,289.404,288.373,290.029,-17.29,NaN,NaN,NaN,-0.0278668217080025,447.387831426324,53.771514465373,14.7948968,289.404,288.373,290.029,0.250757660964083+0i,0.000637583,20.8665759860546,514.173005705669,28.4139541466766,20.8564321099083,9.9E+037,749.774,479.619,572.156
20260513155057.1,2027.03500203788,9.7941709,0.50815203,2.0027057,2.7338806,-0.000382223,-0.000708256,0.002409967,1.2012864,0.11435542,0.000639761,0.048798502,4.1313089,0.64935827,289.418,288.397,290.056,-17.29,NaN,NaN,NaN,-0.0451511218661693,447.416550238361,48.4331507806467,12.9871654,289.418,288.397,290.056,0.232218978011128+0i,0.000639761,20.8694881503308,514.310645040208,28.3318686401203,20.856638672823,189.742,81.216,542.848,614.426
20260513155059.1,2029.13200333714,9.7942365,0.6525425,2.0027166,2.7332795,-0.000383203,-0.000708147,0.002359004,1.2012536,0.42037022,0.000640632,-0.002147313,4.1313307,0.59332145,289.38,288.376,290.103,-17.28,NaN,NaN,NaN,-0.0444615213108221,447.021518707105,62.8641141930803,11.866429,289.38,288.376,290.103,0.261059124034974+0i,0.000640632,20.8697301830461,502.088272133103,26.9512377529172,20.8570520676146,-9.9E+037,-9.9E+037,-9.9E+037,213.644
20260513155101.3,2031.23800680041,9.7935479,0.41464779,2.0027494,2.7331265,-0.000382114,-0.000709563,0.002428261,1.2012646,0.12453768,0.000620595,0.034640334,4.1310903,0.69119277,289.396,288.373,290.086,-17.29,NaN,NaN,NaN,-0.0423863930341355,446.92097000592,39.0879615424137,13.8238554,289.396,288.373,290.086,0.199210307908627+0i,0.000620595,20.867061161727,495.358959940804,25.7618075524574,20.8574947792782,9.9E+037,457.082,467.332,598.084
20260513155103.3,2033.32000114024,9.7938649,0.54085291,2.0030336,2.733039,-0.000381896,-0.000707385,0.002400384,1.2012974,0.15951818,0.000637692,0.015357539,4.1314838,0.69486692,289.404,288.381,290.103,-17.33,NaN,NaN,NaN,-0.0244061657100048,446.863466663739,51.7014080474482,13.8973384,289.404,288.381,290.103,0.195427564393411+0i,0.000637692,20.8714299632622,494.535626466921,25.652443250855,20.8586755230225,697.734,371.828,539.235,559.298
20260513155105.4,2035.39800234139,9.7941818,0.52591835,2.0027057,2.7325909,-0.00038059,-0.000708256,0.002374467,1.2012536,0.23893463,0.00064085,0.1194709,4.1312324,0.7044392,289.392,288.369,290.097,-17.36,NaN,NaN,NaN,-0.0451511218661693,446.568983833668,50.2087881471127,14.088784,289.392,288.369,290.097,0.244096649579932+0i,0.00064085,20.8686388153437,494.809653869326,24.640885741384,20.856904407406,-9.9E+037,298.433,586.464,321.831
20260513155107.6,2037.56999820471,9.7935151,0.45710755,2.0027166,2.7325363,-0.000380807,-0.00070978,0.002389495,1.2012209,0.35578355,0.000636385,-0.00732978,4.1316696,0.74519772,289.392,288.353,290.089,-17.39,NaN,NaN,NaN,-0.0444615213108221,446.533101748147,43.3315604659487,14.9039544,289.392,288.353,290.089,0.219906757371861+0i,0.000636385,20.8734927925513,493.574653658504,23.4378784237547,20.8572290446952,-9.9E+037,-9.9E+037,683.409,144.283
20260513155109.7,2039.65200260282,9.7944332,0.65865665,2.0031101,2.7327549,-0.000382876,-0.000706405,0.00240768,1.2013411,0.17620416,0.000641285,-0.12574895,4.1311668,0.64537201,289.392,288.35,290.105,-17.38,NaN,NaN,NaN,-0.0195663086013269,446.676761526441,63.4751868971731,12.9074402,289.392,288.35,290.105,0.213095617221919+0i,0.000641285,20.8679104967142,494.947293203865,23.3831962729532,20.8588533069895,-9.9E+037,-9.9E+037,441.003,523.328
20260513155111.8,2041.74999967217,9.7945644,0.65710929,2.003121,2.7326893,-0.000382223,-0.000708365,0.002369567,1.2012427,0.43049465,0.000639434,0.12857635,4.1311012,0.66027385,289.362,288.334,290.13,-17.37,NaN,NaN,NaN,-0.0188767080459371,446.633650449332,63.3205375249129,13.205477,289.362,288.334,290.13,0.209577230085894+0i,0.000639434,20.8671821780847,482.450892894359,24.4631376111024,20.8591782132408,570.874,-9.9E+037,-9.9E+037,135.477
20260513155114,2043.95699836314,9.7938758,0.43477227,2.0030991,2.7332139,-0.000380698,-0.000709454,0.002373705,1.2012536,0.12145932,0.000644116,-0.000696386,4.131298,0.58399362,289.392,288.336,290.16,-17.41,NaN,NaN,NaN,-0.0202622357672624,446.978407629996,41.0992828891359,11.6798724,289.392,288.336,290.16,0.174106614530377+0i,0.000644116,20.8693671339732,483.137838300376,23.3285141221518,20.8590009671981,1402.589,359.107,-9.9E+037,400.012
20260513155116.2,2046.15600071847,9.7944332,0.67255019,2.0027931,2.7335855,-0.000385054,-0.000708365,0.002369784,1.2013192,0.25804753,0.000636712,0.00565584,4.1312542,0.58182426,289.379,288.345,290.162,-17.44,NaN,NaN,NaN,-0.0396216642021017,447.222616109475,64.8637630781994,11.6364852,289.379,288.345,290.162,0.227479761303048+0i,0.000636712,20.868880848059,483.961171774259,24.4631376111024,20.8586755230225,1235.843,358.696,-9.9E+037,400.212
20260513155118.4,2048.3360029757,9.7942256,0.56803002,2.0027385,2.7331374,-0.000380698,-0.000710543,0.002406047,1.2012755,0.43097698,0.0006329,-0.003327304,4.1316586,0.7210368,289.384,288.339,290.16,-17.5,NaN,NaN,NaN,-0.0430759935894969,446.928133279403,54.4175975581942,14.420736,289.384,288.339,290.16,0.187416019782516+0i,0.0006329,20.8733706659518,483.54950503732,25.3244749067544,20.8593551903214,1358.203,315.516,263.757,256.178
20260513155120.5,2050.46400390565,9.7945425,0.63502061,2.0031101,2.7332467,-0.000381787,-0.000707494,0.002386119,1.2013192,0.22624146,0.00063889,-0.11856493,4.1311449,0.60763184,289.391,288.329,290.154,-17.5,NaN,NaN,NaN,-0.0195663086013269,446.99996316855,61.1129061423919,12.1526368,289.391,288.329,290.154,0.213854237730298+0i,0.00063889,20.8676673537571,482.862559631299,26.349734094103,20.8588533069895,9.9E+037,-9.9E+037,-9.9E+037,560.933
20260513155122.6,2052.56200097501,9.7943567,0.52468744,2.0027166,2.733979,-0.000383965,-0.000708147,0.002391564,1.2013629,0.22819694,0.000639978,-0.11183338,4.1315056,0.60391293,289.399,288.332,290.133,-17.51,NaN,NaN,NaN,-0.0444615213108221,447.481216854026,50.0857660586467,12.0782586,289.399,288.332,290.133,0.181075407525273+0i,0.000639978,20.8716719959775,482.588532228898,26.3770128891492,20.8592962876152,9.9E+037,-9.9E+037,-9.9E+037,693.18
20260513155124.7,2054.67199757695,9.7948485,0.57391719,2.0027057,2.7337822,-0.000381352,-0.00071076,0.002357479,1.2013192,0.15094765,0.000641612,-0.004346023,4.1311559,0.68203408,289.399,288.31,290.146,-17.59,NaN,NaN,NaN,-0.0451511218661693,447.351883622697,55.0059849695848,13.6406816,289.399,288.31,290.146,0.195864875942812+0i,0.000641612,20.8677894803565,482.175614225282,27.5390397338547,20.8590601388664,9.9E+037,700.532,329.514,668.224
20260513155126.8,2056.79299794137,9.7945097,0.56418342,2.0030773,2.733815,-0.000385272,-0.000711414,0.002388297,1.2013629,0.29311529,0.00063584,0.119968,4.1310794,0.73044756,289.391,288.308,290.1,-17.61,NaN,NaN,NaN,-0.0216414368779709,447.373439161252,54.0331529070876,14.6089512,289.391,288.308,290.1,0.183290619264299+0i,0.00063584,20.8669401453694,482.724920296755,27.4980592609309,20.8594143619897,-9.9E+037,483.874,436.281,262.532
20260513155128.9,2058.87500233948,9.7943239,0.49299485,2.0027057,2.7346457,-0.000379501,-0.000706078,0.00239581,1.2012864,0.21081581,0.000638454,0.10272061,4.1315493,0.71837748,289.412,288.319,290.081,-17.67,NaN,NaN,NaN,-0.0451511218661693,447.919359462391,46.9182813435179,14.3675496,289.412,288.319,290.081,0.200580895351535+0i,0.000638454,20.8721571716499,482.450892894359,26.4316950399507,20.8583802026054,-9.9E+037,353.465,656.833,255.974
20260513155131.1,2061.07400469482,9.7945097,0.54031057,2.002815,2.7348752,-0.00038255,-0.000707929,0.002381327,1.2012864,0.287131,0.000623426,-0.00753275,4.1311777,0.72131725,289.384,288.298,290.086,-17.71,NaN,NaN,NaN,-0.0382361364807764,448.070182514168,51.6472044099291,14.426345,289.384,288.298,290.086,0.191742094263512+0i,0.000623426,20.8680315130718,483.687144371858,26.3770128891492,20.8590009671981,-9.9E+037,-9.9E+037,700.42,192.682
20260513155133.2,2063.16799856722,9.7945644,0.5196034,2.0029133,2.7354872,-0.000384401,-0.000707603,0.00238209,1.2012755,0.37072797,0.000637801,0.16145511,4.1315384,0.72507544,289.395,288.293,290.084,-17.77,NaN,NaN,NaN,-0.0320170782613616,448.472377318908,49.5776466846509,14.5015088,289.395,288.293,290.084,0.181024942722042+0i,0.000637801,20.8720361552923,482.450892894359,26.3907145670269,20.8592667017811,-9.9E+037,201.257,471.781,-9.9E+037
20260513155135.3,2065.25000296533,9.7945972,0.46134261,2.0029898,2.7354544,-0.000382441,-0.000707603,0.002350074,1.201352,0.28655265,0.000639325,-0.17260743,4.1314182,0.61474557,289.368,288.266,290.076,-17.74,NaN,NaN,NaN,-0.0271772211526553,448.450821780353,43.7548293694259,12.2949114,289.368,288.266,290.076,0.201702457033321+0i,0.000639325,20.8707016446327,482.313253559816,26.4590983957055,20.8580851511504,-9.9E+037,-9.9E+037,237.274,238.196
20260513155137.5,2067.43700578809,9.7945972,0.54028657,2.0030773,2.7353342,-0.000382659,-0.000710434,0.002368587,1.2014176,0.18684257,0.000638998,0.00235639,4.1310247,0.57774743,289.408,288.268,290.084,-17.75,NaN,NaN,NaN,-0.0216414368779709,448.371828617723,51.6448057535503,11.5549486,289.408,288.268,290.084,0.193047294441509+0i,0.000638998,20.8663328430975,482.039226157416,25.2833698731229,20.8590305530322,9.9E+037,321.992,-9.9E+037,445.912
20260513155139.6,2069.53500285745,9.7934714,0.46485967,2.0027166,2.7357386,-0.000383639,-0.000709127,0.002349421,1.2014067,0.16777005,0.000636167,-0.000974941,4.1312652,0.72617649,289.411,288.233,290.07,-17.79,NaN,NaN,NaN,-0.0444615213108221,448.637592635757,44.1063384695718,14.5235298,289.411,288.233,290.07,0.145128639651292+0i,0.000636167,20.8690029746584,483.000198965837,26.3770128891492,20.8602112967766,9.9E+037,772.035,549.077,460.778
20260513155141.7,2071.64400368929,9.7938758,0.72402677,2.0030882,2.7359681,-0.000383856,-0.000709563,0.002384812,1.201352,0.12167539,0.000640414,-0.071725163,4.1313307,0.61768861,289.398,288.222,290.043,-17.76,NaN,NaN,NaN,-0.0209518363226238,448.788415687534,70.0085392021167,12.3537722,289.398,288.222,290.043,0.136996520285874+0i,0.000640414,20.8697301830461,481.489920085938,26.4316950399507,20.8615986034357,-9.9E+037,-9.9E+037,426.598,685.001
20260513155143.8,2073.74200075865,9.7938867,0.56778667,2.0030882,2.7359135,-0.000382223,-0.000707385,0.002365755,1.2014504,0.30141848,0.000621466,0.11840546,4.1313198,0.71112407,289.395,288.222,290.029,-17.77,NaN,NaN,NaN,-0.0209518363226238,448.752533602014,54.3932761819537,14.2224814,289.395,288.222,290.029,0.205079438289942+0i,0.000621466,20.8696091666885,481.6263081538,26.4179933620735,20.8587648184492,481.985,499.588,339.354,280.975
20260513155145.8,2075.82799829543,9.793537,0.76937609,2.0027166,2.7356402,-0.000382114,-0.000706731,0.002392326,1.2015378,0.11832859,0.000640414,0.057020554,4.1311231,0.67328241,289.403,288.211,290.016,-17.8,NaN,NaN,NaN,-0.0444615213108221,448.572926020093,74.5409323558944,13.4656482,289.403,288.211,290.016,0.151886027832523+0i,0.000640414,20.8674253210418,482.588532228898,26.4179933620735,20.8612739661465,-9.9E+037,-9.9E+037,645.098,553.465
20260513155147.9,2077.91400589049,9.7936354,0.60437561,2.002804,2.7356075,-0.000384183,-0.000707167,0.002378823,1.2013629,0.24546237,0.000640959,0.11452498,4.1310138,0.72630089,289.403,288.209,290.032,-17.84,NaN,NaN,NaN,-0.0389320636467545,448.551436199644,58.0501217787561,14.5260178,289.403,288.209,290.032,0.189731231164939+0i,0.000640959,20.8662118267399,483.54950503732,26.4179933620735,20.8594436788617,-9.9E+037,262.685,531.494,336.82
