DPT_zero_span_1,DPT_zero_span_2,DPT_calib_V_1,DPT_calib_V_2,O2Inlet_zero_span_1,O2Inlet_zero_span_2,O2Inlet_calib_V_1,O2Inlet_calib_V_2,CO_zero_span_1,CO_zero_span_2,CO_calib_V_1,CO_calib_V_2,CO2_zero_span_1,CO2_zero_span_2,CO2_calib_V_1,CO2_calib_V_2,O2_zero_span_1,O2_zero_span_2,O2_calib_V_1,O2_calib_V_2,desired_heat_flux,heatflux_calib
0,500,0.0235492211,5.02635,0,20.95,2.25158433,4.13856064,0,412,2.00341937,8.5155951,0,2556,2.0530689,5.94240805,0,NaN,2.25310682,2.57879588,15,0.1017
timestamp,test_time,v_data_1,v_data_2,v_data_3,v_data_4,v_data_5,v_data_6,v_data_7,v_data_8,v_data_9,v_data_10,v_data_11,v_data_12,v_data_13,temperatures_1,temperatures_2,temperatures_3,mass,MLR,smooth_MLR,conc_O2,conc_CO,conc_CO2,DPT_Pa,RH_ambient,T_cold_trap,T_duct,T_ambient,Q_OC__O2_CO2_CO,IR_Controller,O2_inlet,conc_CO2_hood,conc_CO_hood,conc_O2_hood,Extra TCs_1,Extra TCs_2,Extra TCs_3,Extra TCs_4
20260513180635.7,63.8590078800917,9.7921052,0.10781223,2.0027275,2.7287437,-0.000414129,-0.000711741,0.002429786,1.2046527,0.12983671,0.000633771,0.035677784,4.1310466,0.69870914,289.141,287.723,289.128,-9.5,NaN,NaN,NaN,-0.0437719207554323,444.040676884658,8.42158349133072,13.9741828,289.141,287.723,289.128,-0.0144879639798335+0i,0.000633771,20.8665759860546,431.778346250318,22.5082818601313,20.8671776848682,1097.547,402.227,587.178,465.557
20260513180637.8,65.9530017524958,9.7924113,0.09769561,2.0030882,2.7288421,-0.000409774,-0.000714572,0.002391019,1.2048167,0.31666296,0.000632029,0.11689128,4.1310903,0.68273683,289.136,287.737,289.131,-6.02,NaN,NaN,NaN,-0.0209518363226238,444.105343500322,7.41048786239141,13.6547366,289.136,287.737,289.131,-0.0164407627253945+0i,0.000632029,20.867061161727,452.650725699888,21.6607708030651,20.8670300246597,-9.9e+37,524.832,508.518,338.087
20260513180639.8,67.9760042577982,9.7922801,0.13777761,2.0028587,2.7287437,-0.000410862,-0.000713701,0.00238405,1.2047183,0.21167242,0.000636929,-0.11705217,4.1309919,0.61034464,289.144,287.742,289.09,-20.35,NaN,NaN,NaN,-0.0354714076487426,444.040676884658,11.4164439029609,12.2068928,289.144,287.742,289.09,3.41734843533136e-05+0i,0.000636929,20.8659686837828,463.087541058012,22.4673013872075,20.8652884948773,-9.9e+37,-9.9e+37,344.212,483.997
20260513180641.9,70.0820077210665,9.7923348,0.12218608,2.002968,2.7287437,-0.000412714,-0.000712394,0.00236336,1.2047074,0.23135604,0.00063584,0.00575732,4.1311887,0.54389417,289.15,287.737,289.049,-5.17,NaN,NaN,NaN,-0.0285564222633639,444.040676884658,9.85816378257715,10.8778834,289.15,287.737,289.049,0.0224206341750634+0i,0.00063584,20.8681536396713,481.763947488338,22.5356852158861,20.8631335703033,9.9e+37,-9.9e+37,-9.9e+37,558.796
20260513180644.1,72.2220081835985,9.7920287,0.1047144,2.0026838,2.728853,-0.000409774,-0.000716096,0.002406918,1.2045981,0.12627822,0.000638236,-0.000307521,4.13144,0.53922698,289.147,287.726,289.022,-3.39,NaN,NaN,NaN,-0.0465366495874946,444.112506773805,8.11197392092113,10.7845396,289.147,287.726,289.022,-0.000681123826555813+0i,0.000638236,20.870943677348,471.740050133831,22.4400225921609,20.8651704205028,9.9e+37,348.513,-9.9e+37,673.957
20260513180646.1,74.2930088192225,9.7930015,0.1188742,2.0027385,2.7291481,-0.000410427,-0.000714572,0.002395157,1.2046746,0.30199465,0.000635623,-0.00733415,4.131298,0.72769766,289.128,287.718,288.99,-5.3,NaN,NaN,NaN,-0.0430759935894969,444.306440902692,9.52716119558944,14.5539532,289.128,287.718,288.99,0.0126276027201186+0i,0.000635623,20.8693671339732,472.701022942252,22.4810030650851,20.8640781652988,9.9e+37,875.35,413.116,402.765
20260513180648.2,76.3790063560009,9.7929468,0.1181353,2.0026947,2.7289186,-0.000415763,-0.000710543,0.002435666,1.2045981,0.24610074,0.000639325,0.16886019,4.1314291,0.71954946,289.158,287.718,289.022,-4.35,NaN,NaN,NaN,-0.045847049032119,444.155617850915,9.45331256232821,14.3909892,289.158,287.718,289.022,0.022314888815057+0i,0.000639325,20.8708226609904,481.901586822877,22.4535997093299,20.8631039844692,-9.9e+37,566.105,555.879,223.209
20260513180650.3,78.4570075571537,9.7930452,0.064012845,2.002968,2.7291809,-0.000410427,-0.000715334,0.002404631,1.2046199,0.13198644,0.000636712,-0.004196945,4.130981,0.65712675,289.147,287.701,289.028,-4.14,NaN,NaN,NaN,-0.0285564222633639,444.327996441247,4.04409706565394,13.142535,289.147,287.701,289.028,0.0287308314630516+0i,0.000636712,20.8658476674251,483.411865702781,22.5082818601313,20.8613328688526,-9.9e+37,455.105,547.436,253.262
20260513180652.4,80.5580019950867,9.7923675,0.11198227,2.002815,2.7298804,-0.000412496,-0.000714463,0.00239287,1.2046527,0.29088482,0.000635514,0.00572677,4.1311559,0.55161137,289.141,287.723,289.044,-3.56,NaN,NaN,NaN,-0.0382361364807764,444.787694588167,8.83835403490181,11.0322274,289.141,287.723,289.044,0.0207280632014706+0i,0.000635514,20.8677894803565,472.425744273175,22.5492623330556,20.8633697190522,-9.9e+37,-9.9e+37,237.943,321.368
20260513180654.6,82.7460005879402,9.7930998,0.11945801,2.0027166,2.7296837,-0.000414456,-0.000715661,0.002339294,1.2046746,0.4512171,0.000633989,-0.003280915,4.1316368,0.61100702,289.112,287.718,289.074,-3.73,NaN,NaN,NaN,-0.0444615213108221,444.658427074944,9.58550951144307,12.2201404,289.112,287.718,289.074,0.031016631892373+0i,0.000633989,20.8731286332365,473.112689679192,22.5492623330556,20.8626021011373,1489.625,212.204,400.087,652.929
