File Name:	PS_19.txt	Version: 8.3.7.3						
Date:	15 Aug 2024
Operator:	KH
Test ID:	PS_19
Sample ID:	PS_19
Sample Mass (mg):	2.9400
Sample Cup Mass (mg):	184.4900
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.896
Baseline O2:	20.340
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.145	80.058	19.978	99.896	20.321	-15.535	-0.013	899.864
0.500	75.093	80.057	19.978	99.892	20.306	-13.812	-0.063	899.855
0.999	75.113	80.054	19.977	99.893	20.279	-10.909	-0.032	899.872
1.499	75.135	80.052	19.977	99.911	20.254	-8.297	0.042	899.880
2.000	75.121	80.056	19.977	99.956	20.236	-6.356	0.008	899.867
2.500	75.137	80.057	19.977	100.043	20.218	-4.338	0.002	899.871
3.000	75.152	80.056	19.977	100.153	20.206	-3.098	0.031	899.873
3.500	75.190	80.058	19.977	100.283	20.193	-1.738	0.053	899.862
3.999	75.228	80.056	19.978	100.421	20.184	-0.775	0.076	899.856
4.500	75.272	80.056	19.977	100.547	20.181	-0.426	0.082	899.855
5.000	75.358	80.057	19.977	100.639	20.177	-0.541	0.130	899.873
5.500	75.425	80.055	19.978	100.707	20.174	-1.881	0.153	899.853
6.000	75.498	80.054	19.978	100.751	20.170	-3.671	0.139	899.862
6.500	75.569	80.054	19.978	100.772	20.168	-6.078	0.144	899.863
7.000	75.629	80.053	19.979	100.779	20.167	-9.065	0.132	899.848
7.499	75.753	80.055	19.978	100.777	20.167	-12.137	0.184	899.847
8.000	75.844	80.054	19.978	100.770	20.167	-14.755	0.215	899.836
8.500	75.930	80.056	19.978	100.768	20.163	-16.053	0.177	899.834
9.000	76.064	80.058	19.978	100.772	20.163	-16.756	0.220	899.846
9.499	76.178	80.056	19.978	100.770	20.163	-16.851	0.248	899.850
9.999	76.326	80.057	19.977	100.765	20.161	-16.171	0.262	899.860
10.500	76.451	80.059	19.977	100.765	20.149	-14.154	0.273	899.874
11.000	76.599	80.057	19.978	100.766	20.125	-10.631	0.273	899.845
11.500	76.718	80.054	19.977	100.759	20.096	-6.548	0.268	899.863
12.000	76.868	80.054	19.977	100.763	20.064	-2.221	0.269	899.855
12.499	77.071	80.055	19.978	100.803	20.038	1.505	0.353	899.858
13.000	77.275	80.056	19.977	100.896	20.018	4.430	0.407	899.860
13.500	77.485	80.056	19.976	101.029	20.004	6.630	0.413	899.835
14.000	77.697	80.057	19.977	101.190	19.998	7.951	0.423	899.847
14.500	77.984	80.056	19.976	101.368	19.997	8.726	0.499	899.837
15.000	78.247	80.054	19.976	101.526	19.999	9.194	0.549	899.841
15.500	78.528	80.056	19.975	101.632	20.005	9.038	0.544	899.838
16.000	78.811	80.057	19.975	101.687	20.008	9.244	0.565	899.810
16.500	79.137	80.054	19.976	101.706	20.011	9.669	0.609	899.834
17.000	79.472	80.054	19.975	101.688	20.021	9.437	0.661	899.859
17.500	79.844	80.055	19.975	101.649	20.028	9.422	0.707	899.840
18.000	80.191	80.055	19.977	101.600	20.035	9.440	0.719	899.800
18.500	80.571	80.057	19.977	101.552	20.046	8.879	0.727	899.858
19.000	80.937	80.055	19.976	101.505	20.051	9.036	0.746	899.856
19.500	81.323	80.055	19.976	101.461	20.056	9.136	0.753	899.805
20.000	81.741	80.053	19.975	101.414	20.061	9.079	0.804	899.839
20.500	82.129	80.054	19.976	101.371	20.069	8.608	0.806	899.809
21.000	82.534	80.054	19.976	101.333	20.076	8.019	0.793	899.817
21.500	82.974	80.056	19.976	101.303	20.080	7.884	0.845	899.786
22.000	83.371	80.054	19.977	101.270	20.086	7.389	0.837	899.794
22.500	83.847	80.053	19.976	101.244	20.091	6.985	0.873	899.841
23.000	84.277	80.052	19.976	101.218	20.095	6.568	0.906	899.791
23.500	84.708	80.052	19.976	101.185	20.098	6.403	0.860	899.790
24.000	85.168	80.056	19.976	101.144	20.105	5.759	0.890	899.795
24.500	85.654	80.051	19.977	101.109	20.115	4.864	0.947	899.787
25.000	86.123	80.053	19.977	101.069	20.116	4.895	0.956	899.810
25.500	86.565	80.054	19.976	101.029	20.118	4.904	0.910	899.781
26.000	87.060	80.052	19.977	100.996	20.126	4.367	0.937	899.792
26.500	87.505	80.052	19.977	100.965	20.125	4.777	0.940	899.794
27.001	87.995	80.054	19.976	100.935	20.127	4.810	0.935	899.771
27.500	88.474	80.053	19.976	100.912	20.130	4.838	0.969	899.809
28.001	88.963	80.054	19.976	100.898	20.135	4.467	0.968	899.805
28.501	89.453	80.055	19.976	100.886	20.136	4.546	0.980	899.766
29.000	89.936	80.058	19.978	100.877	20.140	4.155	0.974	899.809
29.500	90.469	80.057	19.978	100.874	20.146	3.688	1.016	899.801
30.000	90.945	80.053	19.978	100.872	20.145	3.779	1.009	899.780
30.500	91.443	80.058	19.978	100.866	20.149	3.326	0.975	899.780
31.000	91.983	80.058	19.977	100.858	20.152	3.169	1.038	899.795
31.500	92.485	80.058	19.978	100.854	20.154	3.154	1.042	899.789
32.000	93.000	80.058	19.978	100.847	20.157	2.970	1.016	899.779
32.501	93.513	80.059	19.978	100.839	20.161	2.651	1.027	899.766
33.000	93.995	80.058	19.978	100.828	20.159	3.060	0.997	899.778
33.500	94.518	80.057	19.978	100.812	20.166	2.579	1.006	899.789
34.000	95.031	80.055	19.978	100.794	20.166	2.631	1.036	899.763
34.500	95.538	80.057	19.979	100.777	20.169	2.445	1.020	899.752
35.000	96.059	80.055	19.979	100.763	20.167	2.634	1.027	899.757
35.500	96.579	80.054	19.979	100.756	20.168	2.570	1.041	899.777
36.000	97.078	80.054	19.979	100.754	20.172	2.270	1.019	899.788
36.500	97.612	80.054	19.979	100.749	20.169	2.593	1.033	899.787
37.000	98.104	80.054	19.979	100.742	20.170	2.462	1.025	899.747
37.500	98.685	80.055	19.978	100.743	20.173	2.177	1.071	899.744
38.001	99.185	80.056	19.978	100.741	20.171	2.474	1.080	899.753
38.501	99.710	80.055	19.978	100.731	20.172	2.370	1.027	899.744
39.000	100.252	80.052	19.978	100.726	20.174	2.195	1.068	899.766
39.500	100.765	80.051	19.977	100.719	20.178	1.989	1.055	899.729
40.000	101.287	80.053	19.978	100.707	20.179	2.039	1.035	899.739
