File Name:	PMMA_CN_6mm_60Kmin_4mg_R2.txt	Version: 8.3.7.3
Date:	09 Aug 2024
Operator:	KH
Test ID:	PMMA_CN_6mm_4mg_60K_R2
Sample ID:	PMMA_CN_6mm_4mg
Sample Mass (mg):	3.9300
Sample Cup Mass (mg):	182.3100
End Total Mass (mg):	0.0000
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.101
Baseline O2:	20.553
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	74.899	80.012	19.978	100.101	20.523	-6.866	-0.013	898.922
0.500	74.919	80.013	19.976	100.105	20.508	-5.732	0.037	898.887
1.001	74.894	80.012	19.977	100.117	20.484	-3.842	-0.004	898.915
1.501	74.947	80.009	19.978	100.133	20.463	-2.204	0.027	898.894
2.000	74.933	80.008	19.977	100.185	20.445	-0.791	0.038	898.897
2.500	74.968	80.007	19.977	100.277	20.434	-0.002	0.022	898.874
3.000	75.001	80.009	19.978	100.393	20.424	0.832	0.069	898.899
3.500	75.046	80.010	19.975	100.515	20.417	1.328	0.078	898.859
4.000	75.089	80.007	19.976	100.631	20.419	1.107	0.088	898.870
4.500	75.174	80.009	19.977	100.706	20.409	1.763	0.128	898.836
5.000	75.213	80.010	19.977	100.739	20.410	1.176	0.124	898.872
5.500	75.303	80.006	19.976	100.746	20.411	-0.067	0.129	898.897
6.000	75.408	80.009	19.976	100.740	20.408	-1.449	0.194	898.864
6.500	75.479	80.012	19.977	100.733	20.404	-3.139	0.176	898.856
7.000	75.556	80.010	19.978	100.731	20.404	-5.432	0.148	898.865
7.500	75.683	80.011	19.975	100.736	20.407	-8.142	0.205	898.865
8.000	75.816	80.012	19.975	100.740	20.408	-10.225	0.259	898.854
8.501	75.929	80.009	19.975	100.742	20.410	-11.682	0.245	898.849
9.001	76.072	80.012	19.976	100.743	20.405	-11.940	0.257	898.873
9.501	76.183	80.008	19.977	100.744	20.403	-11.832	0.254	898.900
10.001	76.323	80.012	19.977	100.745	20.399	-11.144	0.250	898.856
10.501	76.436	80.012	19.976	100.746	20.389	-9.671	0.253	898.828
11.000	76.596	80.012	19.976	100.751	20.363	-6.913	0.273	898.823
11.500	76.732	80.013	19.976	100.757	20.334	-3.842	0.296	898.828
12.000	76.899	80.014	19.975	100.767	20.308	-1.192	0.303	898.830
12.501	77.088	80.013	19.976	100.805	20.281	1.491	0.356	898.791
13.001	77.277	80.013	19.977	100.897	20.260	3.654	0.379	898.841
13.501	77.510	80.011	19.977	101.025	20.251	4.911	0.422	898.804
14.001	77.783	80.012	19.978	101.183	20.245	5.900	0.506	898.814
14.500	78.008	80.013	19.978	101.363	20.246	6.369	0.498	898.823
15.000	78.276	80.009	19.977	101.527	20.249	6.777	0.494	898.801
15.500	78.607	80.012	19.979	101.638	20.254	7.075	0.599	898.825
