20241115144158.1,0,12.652,12.634,12.762,12.644,10.332,10.304
20241115144158.9,0.823994725942612,12.659,12.63,12.719,12.634,10.344,10.324
20241115144200,1.92600041627884,12.642,12.644,12.725,12.642,10.342,10.304
20241115144200.7,2.59400121867657,12.661,12.632,12.723,12.638,10.354,10.32
20241115144201.2,3.06599624454975,12.622,12.626,12.723,12.646,10.322,10.292
20241115144201.7,3.59399579465389,12.652,12.622,12.723,12.628,10.342,10.3
20241115144202.1,4.05099391937256,12.642,12.618,12.739,12.645,10.342,10.308
20241115144202.6,4.47999984025955,12.638,12.614,12.725,12.622,10.34,10.3
20241115144203,4.91799786686897,12.653,12.624,12.727,12.634,10.324,10.3
20241115144203.4,5.35500012338161,12.645,12.618,12.731,12.628,10.334,10.312
20241115144203.9,5.80099448561668,12.632,12.628,12.721,12.638,10.332,10.294
20241115144204.3,6.23799674212933,12.661,12.618,12.758,12.65,10.334,10.318
20241115144204.8,6.67599476873875,12.657,12.626,12.737,12.636,10.328,10.298
20241115144205.2,7.11299702525139,12.632,12.636,12.743,12.638,10.33,10.292
20241115144205.6,7.55499824881554,12.636,12.626,12.737,12.667,10.326,10.286
20241115144206.1,7.99200050532818,12.641,12.622,12.748,12.634,10.338,10.302
20241115144206.5,8.42599533498287,12.655,12.62,12.746,12.673,10.328,10.29
20241115144206.9,8.86299759149551,12.651,12.62,12.748,12.651,10.34,10.294
20241115144207.4,9.30099561810493,12.64,12.614,12.744,12.64,10.334,10.298
20241115144207.8,9.7420010715723,12.647,12.62,12.727,12.659,10.326,10.286
20241115144208.3,10.1839922368526,12.636,12.616,12.723,12.667,10.326,10.292
20241115144208.7,10.6329940259457,12.647,12.638,12.741,12.657,10.32,10.306
20241115144209.2,11.0939953476191,12.663,12.643,12.709,12.651,10.318,10.296
20241115144209.6,11.5429971367121,12.634,12.614,12.733,12.632,10.334,10.298
20241115144210.1,11.9919989258051,12.649,12.624,12.729,12.645,10.328,10.3
