DPT_zero_span_1,DPT_zero_span_2,DPT_calib_V_1,DPT_calib_V_2,O2Inlet_zero_span_1,O2Inlet_zero_span_2,O2Inlet_calib_V_1,O2Inlet_calib_V_2,CO_zero_span_1,CO_zero_span_2,CO_calib_V_1,CO_calib_V_2,CO2_zero_span_1,CO2_zero_span_2,CO2_calib_V_1,CO2_calib_V_2,O2_zero_span_1,O2_zero_span_2,O2_calib_V_1,O2_calib_V_2,desired_heat_flux,heatflux_calib
0,500,0.0235492211,5.02635,0,20.95,2.25158433,4.13856064,0,412,2.00341937,8.5155951,0,2556,2.0530689,5.94240805,0,NaN,2.25310682,2.57879588,15,0.1017
timestamp,test_time,v_data_1,v_data_2,v_data_3,v_data_4,v_data_5,v_data_6,v_data_7,v_data_8,v_data_9,v_data_10,v_data_11,v_data_12,v_data_13,temperatures_1,temperatures_2,temperatures_3,mass,MLR,smooth_MLR,conc_O2,conc_CO,conc_CO2,DPT_Pa,RH_ambient,T_cold_trap,T_duct,T_ambient,Q_OC__O2_CO2_CO,IR_Controller,O2_inlet,conc_CO2_hood,conc_CO_hood,conc_O2_hood,Extra TCs_1,Extra TCs_2,Extra TCs_3,Extra TCs_4
20260514164656.3,0,9.7881706,0.54211656,2.0026182,2.7301318,-0.000368829,-0.000711087,0.002396246,1.2096803,-0.001761168,0.000635949,-0.001288126,4.1311012,-0.000791343,288.559,287.294,289.637,0.06,NaN,NaN,NaN,-0.0506869061408253,444.952909905016,51.827702302991,-0.01582686,288.559,287.294,289.637,-0.0218437521612368+0i,0.000635949,20.8671821780847,455.534895391825,21.6607708030651,20.9394679809701,-9.9e+37,322.705,-9.9e+37,-9.9e+37
20260514164659.6,3.31300757825375,9.7881488,0.48415479,2.0029243,2.7304269,-0.000365889,-0.000708147,0.002379149,1.2097568,0.09166381,0.00062898,-0.11570754,4.131451,0.00142514,288.565,287.273,289.631,0.24,NaN,NaN,NaN,-0.0313211510953977,445.146844033902,46.0347702473651,0.0285028,288.565,287.273,289.631,-0.0183702340967094+0i,0.00062898,20.8710658039475,443.587801153806,20.594406582085,20.9396745438848,-9.9e+37,727.141,687.727,264.811
20260514164701.9,5.6130051612854,9.7888373,0.62054217,2.0030663,2.7302083,-0.0003648,-0.000710434,0.002403651,1.2097787,6.766e-05,0.000636603,-0.041817936,4.1309373,0.67708752,288.546,287.289,289.61,0.28,NaN,NaN,NaN,-0.0223373640439348,445.003184255608,59.6658727065348,13.5417504,288.546,287.289,289.61,-0.00661722499910287+0i,0.000636603,20.8653624917527,431.778346250318,20.5397244312835,20.9394679809701,-9.9e+37,-9.9e+37,-9.9e+37,171.832
20260514164704,7.73100815713406,9.7877225,0.681495,2.0026401,2.730088,-0.00036578,-0.000713374,0.002352579,1.2097896,0.1961715,0.000640632,0.10652683,4.1311777,0.75807967,288.562,287.302,289.599,0.3,NaN,NaN,NaN,-0.0493013784195284,444.924125374873,65.7577433100053,15.1615934,288.562,287.302,289.599,-0.0218142654314443+0i,0.000640632,20.8680315130718,432.190012987261,20.5808294649155,20.9399106926337,9.9e+37,780.945,675.951,341.63
20260514164706,9.75800380110741,9.7877116,0.53805282,2.002651,2.7306892,-0.000365889,-0.000709998,0.002426955,1.2098005,0.29905925,0.000628109,0.11845763,4.1311668,0.74355213,288.557,287.292,289.626,0.36,NaN,NaN,NaN,-0.0486117778641528,445.319222624235,51.4215558082975,14.8710426,288.557,287.292,289.626,-0.0706847048728654+0i,0.000628109,20.8679104967142,423.263476509037,21.6744724809419,20.9418294684588,-9.9e+37,521.361,596.869,-9.9e+37
20260514164708.1,11.7930058389902,9.7880832,0.56828427,2.0029789,2.7306236,-0.000363275,-0.000709127,0.002365646,1.2097459,0.14603603,0.000637801,0.016529692,4.1309701,0.69000114,288.57,287.297,289.639,0.37,NaN,NaN,NaN,-0.0278668217080025,445.276111547125,54.4430083242068,13.8000228,288.57,287.297,289.639,-0.0648589719739233+0i,0.000637801,20.8657266510675,424.773755388936,21.6744724809419,20.9415341480417,-9.9e+37,-9.9e+37,785.237,417.445
20260514164710.2,13.8869997113943,9.7883892,0.52021994,2.0026729,2.731498,-0.000365344,-0.000707167,0.002368151,1.209735,0.28847212,0.000638672,-0.0072774,4.1313635,0.70717709,288.535,287.308,289.618,0.43,NaN,NaN,NaN,-0.047226250142856,445.850750660302,49.6392661681411,14.1435418,288.535,287.308,289.618,-0.105981344321917+0i,0.000638672,20.8700943423609,425.186673392557,21.6744724809419,20.9430691149093,-9.9e+37,-9.9e+37,666.987,340.807
20260514164712.3,16.0270001739264,9.7878864,0.48168097,2.0027057,2.7312138,-0.000360988,-0.000708691,0.002363469,1.2097787,0.40228743,0.000636276,-0.000914613,4.131604,0.75088957,288.543,287.308,289.542,0.4,NaN,NaN,NaN,-0.0451511218661693,445.663979804898,45.7875267422436,15.0177914,288.543,287.308,289.542,-0.0890909230383833+0i,0.000636276,20.8727644739218,424.224449317458,21.6744724809419,20.9426264032457,-9.9e+37,-9.9e+37,622.528,88.796
20260514164714.3,18.0269993841648,9.7881488,0.52218961,2.0030663,2.7320226,-0.00035881,-0.000710978,0.002382634,1.2097896,0.4103298,0.000636494,-0.023183967,4.131134,0.61915413,288.543,287.327,289.493,0.5,NaN,NaN,NaN,-0.0223373640439348,446.195507840966,49.8361228977062,12.3830826,288.543,287.327,289.493,-0.132209255382734+0i,0.000636494,20.8675463373994,425.049034058018,22.4400225921609,20.9439545382365,-9.9e+37,-9.9e+37,-9.9e+37,-9.9e+37
20260514164716.4,20.0980000197887,9.7878755,0.57770378,2.002651,2.7320772,-0.000362077,-0.000710869,0.002356717,1.2097896,0.30173276,0.000635732,0.0055118,4.1315275,0.62772246,288.554,287.335,289.471,0.47,NaN,NaN,NaN,-0.0486117778641528,446.231389926487,55.3844319803044,12.5544492,288.554,287.335,289.471,-0.0971756913384063+0i,0.000635732,20.8719151389346,413.101939819991,23.3559174779066,20.9427737944922,1297.893,121.264,-9.9e+37,92.925
20260514164718.5,22.227006778121,9.7878427,0.47987717,2.002651,2.73211,-0.000363057,-0.0007088,0.002399731,1.2097677,0.43563325,0.000637365,-0.001132623,4.1311012,0.80218064,288.543,287.351,289.49,0.44,NaN,NaN,NaN,-0.0486117778641528,446.252945465042,45.6072477265762,16.0436128,288.543,287.351,289.49,-0.102652899802231+0i,0.000637365,20.8671821780847,413.101939819991,23.3285141221518,20.9433052636582,1365.413,555.352,554.329,-9.9e+37
20260514164720.5,24.2340065538883,9.7872416,0.44916122,2.002651,2.7321974,-0.000362404,-0.00070978,0.002331344,1.2097022,0.20527891,0.000637256,-0.1184065,4.1315275,0.59547227,288.554,287.327,289.46,0.47,NaN,NaN,NaN,-0.0486117778641528,446.310383089117,42.5373723350207,11.9094454,288.554,287.327,289.46,-0.107197335466695+0i,0.000637256,20.8719151389346,412.003327677031,23.3694945950756,20.9436299009474,973.839,-9.9e+37,-9.9e+37,478.694
20260514164722.5,26.2340057641268,9.7879739,0.4429554,2.0026947,2.7322412,-0.000361315,-0.000709127,0.00239581,1.2098005,0.12552742,0.000637256,0.005866963,4.1315603,0.62070258,288.559,287.335,289.495,0.56,NaN,NaN,NaN,-0.045847049032119,446.33916761926,41.9171377630011,12.4140516,288.559,287.335,289.495,-0.109044534409782+0i,0.000637256,20.8722792982494,423.950421915058,22.4535997093299,20.9435118265729,9.9e+37,182.876,297.935,763.955
20260514164724.6,28.2700035721064,9.7881378,0.41210195,2.0029571,2.7322193,-0.000362295,-0.000707058,0.00240572,1.2097022,0.39767589,0.000636385,0.11284734,4.1313745,0.7280032,288.546,287.332,289.514,1.76,NaN,NaN,NaN,-0.029246022818711,446.324775354189,38.8335200692756,14.560064,288.546,287.332,289.514,-0.0829614174921334+0i,0.000636385,20.8702164689603,424.637367321075,23.3285141221518,20.9425968174116,788.08,564.969,173.852,-9.9e+37
20260514164726.6,30.3090088069439,9.7877116,0.41921349,2.0026401,2.7319461,-0.000362731,-0.000710978,0.002361835,1.2097459,0.12687076,0.000636167,0.023546814,4.1311996,0.70780346,288.559,287.357,289.539,0.98,NaN,NaN,NaN,-0.0493013784195284,446.145233490374,39.5442759352691,14.1560692,288.559,287.357,289.539,-0.107327360603425+0i,0.000636167,20.8682746560289,425.049034058018,23.424176745877,20.9435118265729,-9.9e+37,212.148,650.245,469.217
20260514164728.6,32.3240049183369,9.7880176,0.49116594,2.002804,2.7318258,-0.000363929,-0.000709018,0.002380674,1.2096366,0.11373888,0.000631267,-0.082523211,4.1309373,0.60429813,288.573,287.335,289.544,0.77,NaN,NaN,NaN,-0.0389320636467545,446.066174609638,46.7354927336143,12.0859626,288.573,287.335,289.544,-0.0753449651169891+0i,0.000631267,20.8653624917527,432.739319058744,22.521983538009,20.941888371165,-9.9e+37,-9.9e+37,320.595,739.87
20260514164730.6,34.3280073255301,9.7887717,0.57274522,2.0027931,2.7317493,-0.000365017,-0.000709672,0.002352906,1.2097459,0.34529683,0.000634098,-0.096626971,4.1315712,0.56327334,288.535,287.332,289.555,1.15,NaN,NaN,NaN,-0.0396216642021017,446.015900259046,54.888853581409,11.2654668,288.535,287.332,289.555,-0.076420918141096+0i,0.000634098,20.872400314607,432.876958393278,22.5082818601313,20.9417113940844,983.986,-9.9e+37,-9.9e+37,484.213
20260514164732.7,36.4220011979342,9.7887062,0.64317537,2.0028696,2.7312247,-0.000363166,-0.000708909,0.002355301,1.2098224,0.2480584,0.000634643,0.00528809,4.1304564,0.61415194,288.559,287.332,289.582,1.25,NaN,NaN,NaN,-0.0347818070933954,445.671143078382,61.9279256045294,12.2830388,288.559,287.332,289.582,-0.0791729783739706+0i,0.000634643,20.8600233388728,443.999467890746,21.6470691251875,20.9414456595014,9.9e+37,456.56,-9.9e+37,321.164
20260514164734.8,38.5120019316673,9.7880395,0.58179698,2.0027385,2.7311919,-0.000363929,-0.000714354,0.002369784,1.2098661,0.11231483,0.000636494,-0.004140864,4.1310903,0.66901024,288.576,287.324,289.582,-17.5,NaN,NaN,NaN,-0.0430759935894969,445.649587539827,55.7935228257028,13.3802048,288.576,287.324,289.582,-0.0590238895124931+0i,0.000636494,20.867061161727,436.722100893645,20.8952206918461,20.9410914363781,9.9e+37,1023.813,343.145,290.185
20260514164736.8,40.5160043388605,9.7879192,0.52463615,2.0026729,2.7309296,-0.000364364,-0.000708256,0.002364775,1.2096475,0.16497978,0.000633118,-0.00238525,4.1315165,0.68977089,288.578,287.327,289.631,-29.85,NaN,NaN,NaN,-0.047226250142856,445.477208949495,50.0806399300772,13.7954178,288.578,287.327,289.631,-0.0580937305291475+0i,0.000633118,20.8717930123352,433.42626446476,21.6744724809419,20.9412095107525,-9.9e+37,586.555,746.216,467.604
20260514164738.8,42.5510063767433,9.7878537,0.36754594,2.0026729,2.730252,-0.000363057,-0.000714136,0.002383832,1.2097896,0.22883858,0.000633336,0.1098966,4.1314072,0.68723379,288.57,287.349,289.637,-10.15,NaN,NaN,NaN,-0.047226250142856,445.031903067646,34.3804135026578,13.7446758,288.57,287.349,289.637,-0.0471095326236864+0i,0.000633336,20.8705795180333,441.252937533343,21.6607708030651,20.9410029478378,-9.9e+37,382.384,654.079,331.804
20260514164740.9,44.5820052176714,9.788116,0.51449536,2.0028259,2.7304924,-0.000366106,-0.000712067,0.00233472,1.2096584,0.40819643,0.000624624,-0.008147672,4.1315712,0.56162231,288.532,287.357,289.661,29.66,NaN,NaN,NaN,-0.0375465359254292,445.189889392907,49.0671286542764,11.2324462,288.532,287.357,289.661,-0.0271483898023888+0i,0.000624624,20.872400314607,451.415725489066,21.6607708030651,20.9397630324251,-9.9e+37,-9.9e+37,-9.9e+37,-9.9e+37
20260514164742.9,46.6130040585995,9.788116,0.5331401,2.0030773,2.7301318,-0.000362513,-0.000710434,0.002367498,1.2095492,0.12914051,0.000629851,-0.015294813,4.1310684,0.63641411,288.565,287.351,289.637,18.78,NaN,NaN,NaN,-0.0216414368779709,444.952909905016,50.9305588430856,12.7282822,288.565,287.351,289.637,-0.044117427668386+0i,0.000629851,20.8668180187699,454.573922583408,21.701751275989,20.940264915757,1557.815,217.785,538.206,602.854
20260514164744.9,48.6490018665791,9.7878646,0.55642042,2.0027275,2.7293121,-0.000365889,-0.000709236,0.002365429,1.2097022,0.43865486,0.000637692,0.10805475,4.1309701,0.7069272,288.532,287.376,289.648,18.35,NaN,NaN,NaN,-0.0437719207554323,444.414218595465,53.2572875125729,14.138544,288.532,287.376,289.648,-0.0414948110466902+0i,0.000637692,20.8657266510675,443.176134416863,21.6607708030651,20.9403829901315,-9.9e+37,468.838,192.182,-9.9e+37
20260514164747,50.6840039044619,9.7881269,0.51616603,2.0030336,2.7296399,-0.000364909,-0.000713918,0.002361291,1.2096475,0.27642276,0.000635296,0.11527549,4.1312761,0.77473184,288.573,287.387,289.675,17.8,NaN,NaN,NaN,-0.0244061657100048,444.629642544801,49.2341021231228,15.4946368,288.573,287.387,289.675,-0.0543360798299751+0i,0.000635296,20.8691239910161,433.562652532622,21.701751275989,20.9410914363781,-9.9e+37,584.118,689.386,-9.9e+37
20260514164749,52.7070064097643,9.7880941,0.51121948,2.0030663,2.7294651,-0.000365889,-0.000708256,0.002368369,1.2096912,0.43618978,0.000637474,-0.05977968,4.1310903,0.68055654,288.535,287.398,289.661,17.28,NaN,NaN,NaN,-0.0223373640439348,444.51476729665,48.7397240518569,13.6111308,288.535,287.398,289.661,-0.0108718256254163+0i,0.000637474,20.867061161727,432.464040389657,21.7154529538666,20.9395860553446,-9.9e+37,192.699,312.419,-9.9e+37
20260514164751,54.7110088169575,9.7888373,0.42780149,2.0029461,2.7297711,-0.00036578,-0.000710325,0.002378278,1.2095164,0.44999055,0.000635405,-0.009860817,4.1314291,0.72138381,288.54,287.384,289.631,16.84,NaN,NaN,NaN,-0.0299419499846891,444.71586469902,40.4025951428039,14.4276762,288.54,287.384,289.631,-0.0125389837862386+0i,0.000635405,20.8708226609904,433.288625130217,22.4810030650851,20.9396449580507,-9.9e+37,553.236,404.143,-9.9e+37
20260514164753,56.7380044609308,9.7888264,0.58478913,2.0029024,2.729793,-0.000364364,-0.000709998,0.002346154,1.2097022,0.40828046,0.000637801,-0.000949459,4.131451,0.63430476,288.546,287.398,289.637,16.52,NaN,NaN,NaN,-0.032706678816723,444.730256964091,56.0925703125245,12.6860952,288.546,287.398,289.637,-0.0398616474483795+0i,0.000637801,20.8710658039475,443.038495082324,21.701751275989,20.9402945015912,-9.9e+37,295.247,247.033,-9.9e+37
20260514164755.1,58.7769996374846,9.7887936,0.48679338,2.0027603,2.7298476,-0.000365017,-0.000706187,0.002377407,1.2096912,0.40245875,0.000619397,-0.008378859,4.131604,0.62518317,288.535,287.408,289.642,16.32,NaN,NaN,NaN,-0.0416967924787883,444.766139049612,46.298481527967,12.5036634,288.535,287.408,289.642,-0.00296318168056956+0i,0.000619397,20.8727644739218,443.176134416863,21.7291546317433,20.9390841720127,1090.793,561.502,89.038,-9.9e+37
