File Name:	PS_14.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_14
Sample ID:	PS_14
Sample Mass (mg):	184.4500
Sample Cup Mass (mg):	4.2500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.774
Baseline O2:	20.406
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
38.500	99.689	80.015	19.981	100.582	20.251	0.022	1.068	898.871
39.000	100.213	80.012	19.981	100.570	20.250	0.024	1.048	898.876
39.500	100.766	80.012	19.981	100.565	20.251	0.023	1.077	898.905
40.000	101.287	80.013	19.981	100.562	20.255	0.018	1.073	898.880
40.501	101.786	80.012	19.981	100.556	20.255	0.018	1.020	898.874
41.000	102.350	80.014	19.981	100.549	20.257	0.014	1.063	898.881
41.500	102.889	80.014	19.980	100.546	20.254	0.020	1.104	898.873
42.000	103.398	80.013	19.980	100.538	20.257	0.017	1.049	898.890
42.500	103.942	80.013	19.981	100.530	20.262	0.010	1.052	898.877
43.001	104.476	80.011	19.980	100.524	20.260	0.014	1.077	898.903
43.500	105.030	80.012	19.980	100.520	20.263	0.011	1.089	898.885
44.000	105.526	80.012	19.981	100.515	20.263	0.012	1.050	898.894
44.500	106.059	80.011	19.982	100.513	20.265	0.010	1.028	898.867
45.001	106.583	80.013	19.981	100.508	20.266	0.009	1.058	898.896
45.500	107.128	80.012	19.980	100.506	20.264	0.015	1.071	898.864
46.000	107.673	80.012	19.980	100.503	20.264	0.018	1.089	898.863
46.500	108.193	80.011	19.981	100.500	20.266	0.014	1.063	898.890
47.001	108.717	80.012	19.980	100.495	20.265	0.018	1.044	898.910
47.501	109.269	80.011	19.979	100.495	20.265	0.020	1.076	898.905
48.001	109.792	80.012	19.980	100.493	20.264	0.021	1.076	898.901
48.500	110.301	80.012	19.979	100.493	20.264	0.020	1.033	898.886
49.000	110.842	80.013	19.980	100.490	20.266	0.018	1.050	898.879
49.500	111.364	80.013	19.981	100.486	20.267	0.018	1.063	898.890
50.000	111.932	80.011	19.980	100.482	20.270	0.013	1.090	898.872
