File Name:	PMMA_CN_15mm_60Kmin_4mg_R3.txt	Version: 8.3.7.3
Date:	05 Sep 2024
Operator:	KH
Test ID:	PMMA_CN_15mm_4mg_60K_R3
Sample ID:	PMMA_CN_15mm_4mg
Sample Mass (mg):	4.0300
Sample Cup Mass (mg):	184.5500
End Total Mass (mg):	0.0100
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.112
Baseline O2:	20.293
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.128	80.016	19.975	100.112	20.278	-11.356	-0.024	900.469
0.500	75.106	80.014	19.976	100.113	20.255	-9.985	-0.023	900.510
1.000	75.100	80.015	19.977	100.111	20.231	-8.478	-0.028	900.418
1.501	75.086	80.018	19.977	100.123	20.208	-6.927	-0.020	900.439
2.001	75.098	80.019	19.976	100.165	20.189	-5.461	-0.002	900.434
2.501	75.094	80.017	19.977	100.246	20.174	-4.229	0.007	900.430
3.001	75.105	80.018	19.976	100.355	20.162	-3.184	0.008	900.450
3.501	75.159	80.015	19.977	100.487	20.153	-2.295	0.065	900.421
4.001	75.206	80.017	19.976	100.622	20.145	-1.671	0.101	900.420
4.501	75.259	80.015	19.975	100.732	20.137	-1.069	0.100	900.462
5.001	75.279	80.017	19.976	100.807	20.135	-1.333	0.073	900.435
5.501	75.385	80.018	19.975	100.855	20.132	-1.938	0.126	900.398
6.001	75.412	80.015	19.974	100.887	20.126	-2.814	0.133	900.418
6.501	75.487	80.016	19.975	100.917	20.125	-4.490	0.102	900.423
7.001	75.589	80.017	19.975	100.946	20.126	-6.535	0.177	900.433
7.501	75.655	80.016	19.976	100.979	20.119	-7.964	0.167	900.438
8.001	75.744	80.014	19.974	101.013	20.126	-10.319	0.155	900.399
8.501	75.860	80.013	19.974	101.034	20.124	-11.385	0.205	900.408
9.000	75.983	80.013	19.974	101.039	20.121	-11.838	0.238	900.425
9.501	76.088	80.014	19.974	101.035	20.123	-12.269	0.228	900.382
10.001	76.240	80.015	19.974	101.024	20.114	-11.367	0.257	900.375
10.501	76.369	80.014	19.974	101.011	20.103	-10.114	0.281	900.395
11.001	76.475	80.015	19.975	101.004	20.080	-7.793	0.236	900.367
11.501	76.637	80.014	19.975	101.003	20.047	-4.608	0.268	900.371
12.001	76.781	80.016	19.977	101.010	20.016	-1.498	0.306	900.421
12.501	76.953	80.015	19.976	101.043	19.992	1.122	0.316	900.398
13.001	77.149	80.014	19.975	101.111	19.974	3.118	0.368	900.375
13.501	77.320	80.015	19.976	101.223	19.960	4.824	0.368	900.381
14.000	77.545	80.014	19.974	101.367	19.950	6.152	0.396	900.363
14.501	77.805	80.014	19.974	101.525	19.954	6.387	0.484	900.384
15.001	78.075	80.015	19.975	101.667	19.953	6.986	0.529	900.356
15.501	78.334	80.014	19.974	101.776	19.959	6.996	0.529	900.343
16.001	78.653	80.015	19.975	101.839	19.966	7.021	0.578	900.359
16.502	78.964	80.014	19.976	101.863	19.973	6.925	0.630	900.346
17.002	79.288	80.016	19.975	101.862	19.982	6.559	0.635	900.328
17.501	79.608	80.019	19.976	101.840	19.990	6.327	0.645	900.340
18.001	79.973	80.019	19.976	101.803	19.995	6.310	0.686	900.323
18.501	80.313	80.018	19.975	101.760	20.003	6.087	0.704	900.334
19.001	80.718	80.015	19.977	101.712	20.015	5.479	0.744	900.328
19.501	81.090	80.014	19.975	101.661	20.019	5.510	0.777	900.332
20.001	81.490	80.016	19.976	101.614	20.026	5.314	0.773	900.353
20.501	81.890	80.015	19.977	101.575	20.031	5.252	0.799	900.312
21.001	82.312	80.015	19.976	101.532	20.037	4.998	0.822	900.291
21.501	82.705	80.017	19.975	101.491	20.043	4.733	0.816	900.297
22.001	83.184	80.016	19.976	101.454	20.048	4.513	0.872	900.323
22.501	83.598	80.014	19.974	101.421	20.055	4.139	0.894	900.312
23.001	84.040	80.017	19.975	101.382	20.065	3.501	0.857	900.272
23.501	84.485	80.016	19.976	101.349	20.063	3.743	0.886	900.269
24.002	84.915	80.014	19.975	101.323	20.068	3.506	0.873	900.301
24.502	85.370	80.012	19.975	101.296	20.070	3.453	0.885	900.268
25.001	85.849	80.013	19.975	101.269	20.074	3.229	0.935	900.262
25.501	86.308	80.014	19.975	101.246	20.079	2.962	0.939	900.256
26.001	86.793	80.014	19.976	101.222	20.084	2.670	0.943	900.281
26.501	87.281	80.013	19.975	101.199	20.087	2.477	0.972	900.275
27.002	87.779	80.015	19.975	101.171	20.096	1.902	0.986	900.285
27.501	88.279	80.015	19.976	101.149	20.096	2.045	0.999	900.262
28.001	88.773	80.015	19.975	101.129	20.101	1.739	0.994	900.286
28.501	89.260	80.020	19.977	101.115	20.103	1.705	0.980	900.293
29.001	89.744	80.019	19.978	101.102	20.105	1.694	0.971	900.296
29.501	90.268	80.019	19.977	101.094	20.111	1.335	1.008	900.233
30.002	90.758	80.017	19.976	101.084	20.112	1.420	1.014	900.242
30.501	91.222	80.017	19.975	101.076	20.110	1.654	0.955	900.249
31.001	91.768	80.017	19.975	101.064	20.113	1.496	1.011	900.250
31.501	92.263	80.017	19.976	101.055	20.115	1.386	1.042	900.252
32.000	92.772	80.017	19.975	101.050	20.115	1.506	1.004	900.235
32.500	93.289	80.018	19.974	101.044	20.115	1.571	1.025	900.237
33.001	93.798	80.014	19.975	101.036	20.120	1.168	1.026	900.251
33.501	94.316	80.017	19.974	101.033	20.120	1.180	1.027	900.225
34.001	94.841	80.020	19.975	101.024	20.122	1.216	1.043	900.217
34.501	95.370	80.018	19.975	101.015	20.126	0.971	1.054	900.245
35.001	95.895	80.018	19.975	101.008	20.130	0.751	1.054	900.234
35.501	96.400	80.018	19.976	101.001	20.130	0.806	1.030	900.235
36.001	96.937	80.014	19.974	100.993	20.136	0.450	1.043	900.207
36.501	97.474	80.017	19.975	100.985	20.136	0.495	1.074	900.215
37.001	97.994	80.017	19.975	100.977	20.136	0.496	1.056	900.181
37.501	98.531	80.017	19.975	100.966	20.138	0.310	1.057	900.178
38.001	99.028	80.020	19.975	100.958	20.137	0.395	1.035	900.216
38.501	99.559	80.017	19.975	100.955	20.138	0.378	1.028	900.190
39.001	100.113	80.019	19.975	100.951	20.138	0.380	1.084	900.205
39.501	100.675	80.020	19.975	100.944	20.140	0.256	1.116	900.188
40.002	101.166	80.019	19.976	100.942	20.143	0.133	1.053	900.204
40.502	101.717	80.016	19.976	100.942	20.146	-0.091	1.042	900.193
41.002	102.243	80.017	19.975	100.935	20.146	-0.001	1.076	900.214
41.502	102.765	80.017	19.975	100.929	20.147	-0.053	1.048	900.131
42.002	103.283	80.019	19.975	100.924	20.144	0.273	1.040	900.192
42.501	103.807	80.018	19.975	100.917	20.147	0.223	1.043	900.182
43.001	104.344	80.019	19.976	100.908	20.144	0.536	1.062	900.143
43.501	104.882	80.020	19.975	100.902	20.144	0.638	1.075	900.148
44.001	105.403	80.018	19.975	100.904	20.146	0.483	1.058	900.161
44.501	105.928	80.019	19.975	100.905	20.145	0.581	1.045	900.158
