File Name:	PMMA_CN_15mm_60Kmin_4mg_R4.txt	Version: 8.3.7.3
Date:	06 Sep 2024
Operator:	KH
Test ID:	PMMA_CN_15mm_4mg_60K_R4
Sample ID:	PMMA_CN_15mm_4mg
Sample Mass (mg):	3.9800
Sample Cup Mass (mg):	182.2300
End Total Mass (mg):	0.0300
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.263
Baseline O2:	20.290
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.221	80.103	19.996	100.263	20.322	-13.445	0.059	900.120
0.500	75.195	80.104	19.997	100.265	20.304	-12.273	0.005	900.111
1.000	75.198	80.104	19.997	100.269	20.278	-10.361	-0.022	900.154
1.500	75.234	80.103	19.997	100.281	20.256	-8.652	0.039	900.147
2.000	75.245	80.103	19.997	100.332	20.233	-6.985	0.046	900.130
2.500	75.283	80.102	19.997	100.418	20.218	-5.904	0.050	900.127
2.999	75.317	80.103	19.997	100.524	20.203	-4.779	0.072	900.109
3.500	75.339	80.104	19.997	100.644	20.194	-4.119	0.056	900.139
4.000	75.419	80.102	19.997	100.763	20.186	-3.574	0.102	900.154
4.501	75.467	80.103	19.997	100.854	20.181	-3.251	0.128	900.121
5.001	75.520	80.103	19.997	100.919	20.178	-3.425	0.102	900.126
5.500	75.613	80.102	19.997	100.967	20.176	-4.613	0.146	900.146
5.999	75.693	80.106	19.997	101.008	20.173	-6.080	0.172	900.160
6.500	75.756	80.104	19.997	101.039	20.174	-7.958	0.143	900.131
7.000	75.901	80.103	19.996	101.062	20.170	-9.593	0.208	900.145
7.500	75.986	80.103	19.998	101.077	20.169	-11.499	0.230	900.127
8.000	76.074	80.103	19.997	101.090	20.167	-13.060	0.173	900.167
8.500	76.223	80.103	19.997	101.095	20.169	-14.010	0.237	900.180
8.999	76.365	80.102	19.996	101.098	20.167	-14.256	0.291	900.165
9.499	76.484	80.102	19.997	101.106	20.167	-14.428	0.261	900.171
10.000	76.607	80.104	19.997	101.111	20.164	-14.024	0.242	900.166
10.500	76.732	80.103	19.997	101.113	20.151	-12.627	0.248	900.145
11.000	76.882	80.104	19.996	101.121	20.131	-10.555	0.275	900.167
11.500	77.039	80.105	19.997	101.126	20.104	-7.858	0.307	900.165
12.000	77.213	80.105	19.997	101.128	20.075	-4.898	0.330	900.148
12.500	77.393	80.104	19.997	101.164	20.049	-2.186	0.354	900.162
13.000	77.579	80.103	19.998	101.270	20.029	0.002	0.367	900.164
13.500	77.787	80.102	19.998	101.409	20.016	1.584	0.394	900.155
14.000	78.031	80.104	19.998	101.559	20.007	2.786	0.452	900.123
14.500	78.279	80.103	19.997	101.714	20.008	3.273	0.492	900.133
15.000	78.563	80.102	19.997	101.846	20.009	3.823	0.532	900.123
15.500	78.852	80.105	19.997	101.916	20.013	4.057	0.573	900.166
16.001	79.172	80.104	19.998	101.947	20.020	4.108	0.609	900.144
16.500	79.468	80.105	19.998	101.966	20.027	4.045	0.616	900.118
17.000	79.797	80.106	19.998	101.971	20.037	3.662	0.625	900.139
17.500	80.115	80.103	19.998	101.955	20.045	3.458	0.647	900.142
18.001	80.524	80.103	19.998	101.915	20.049	3.355	0.726	900.136
18.501	80.902	80.103	20.000	101.873	20.058	2.888	0.788	900.115
19.000	81.261	80.103	19.999	101.830	20.067	2.281	0.738	900.138
19.500	81.658	80.104	19.999	101.785	20.073	2.066	0.756	900.151
20.000	82.064	80.103	19.999	101.744	20.079	1.718	0.803	900.128
20.500	82.502	80.100	19.999	101.708	20.085	1.534	0.844	900.138
21.001	82.908	80.101	19.999	101.669	20.090	1.391	0.844	900.131
21.500	83.337	80.100	19.999	101.626	20.096	1.113	0.834	900.141
22.000	83.762	80.101	19.998	101.588	20.100	0.958	0.854	900.168
22.500	84.188	80.102	19.998	101.550	20.103	0.823	0.851	900.124
23.000	84.596	80.102	19.998	101.510	20.107	0.554	0.834	900.135
23.501	85.048	80.101	19.997	101.470	20.107	0.639	0.860	900.117
24.000	85.540	80.100	19.998	101.439	20.116	0.098	0.945	900.139
24.500	85.979	80.100	20.000	101.406	20.117	0.156	0.932	900.127
25.000	86.448	80.103	19.998	101.386	20.121	-0.012	0.907	900.121
25.500	86.920	80.102	19.999	101.376	20.129	-0.366	0.940	900.133
26.001	87.407	80.102	19.998	101.368	20.128	-0.112	0.959	900.137
26.501	87.871	80.103	19.998	101.355	20.134	-0.359	0.952	900.131
27.000	88.362	80.103	19.998	101.343	20.138	-0.509	0.956	900.097
27.500	88.831	80.104	19.998	101.324	20.144	-0.798	0.960	900.123
28.000	89.318	80.105	19.998	101.306	20.146	-0.835	0.956	900.107
28.500	89.804	80.104	19.998	101.291	20.146	-0.804	0.972	900.103
29.000	90.324	80.105	19.998	101.276	20.153	-1.238	1.006	900.129
29.500	90.811	80.103	19.998	101.269	20.156	-1.346	1.007	900.104
30.000	91.305	80.102	19.999	101.265	20.155	-1.157	0.981	900.097
30.500	91.827	80.104	19.999	101.260	20.161	-1.501	1.016	900.099
31.000	92.325	80.102	19.999	101.252	20.161	-1.326	1.020	900.105
31.501	92.810	80.103	19.998	101.246	20.162	-1.310	0.982	900.118
32.001	93.344	80.103	19.999	101.233	20.163	-1.249	1.019	900.094
32.501	93.834	80.102	19.999	101.218	20.167	-1.310	1.025	900.081
33.001	94.365	80.105	19.998	101.203	20.166	-1.110	1.021	900.130
33.500	94.856	80.105	19.998	101.188	20.172	-1.393	1.022	900.105
34.001	95.371	80.104	20.000	101.175	20.173	-1.356	1.006	900.075
34.501	95.914	80.103	19.999	101.165	20.177	-1.537	1.059	900.110
35.000	96.428	80.102	19.999	101.153	20.175	-1.355	1.058	900.118
35.500	96.952	80.104	20.000	101.147	20.177	-1.524	1.038	900.088
36.000	97.474	80.103	20.000	101.145	20.180	-1.762	1.046	900.072
36.500	97.982	80.103	19.999	101.139	20.182	-1.887	1.030	900.078
37.000	98.499	80.101	19.999	101.130	20.182	-1.719	1.025	900.050
