"Time","TC_00 Ave. (C)","TC_01 Ave. (C)","TC_02 Ave. (C)","TC_03 Ave. (C)","Cold_water Ave. (C)","Hot_water Ave. (C)"
"00:00:00.000","12.210","12.057","11.849","11.507","9.859","10.286"
"00:00:00.100","12.209","12.057","11.849","11.507","9.860","10.286"
"00:00:00.200","12.208","12.056","11.850","11.508","9.860","10.286"
"00:00:00.300","12.208","12.056","11.850","11.508","9.861","10.286"
"00:00:00.400","12.207","12.055","11.851","11.509","9.861","10.286"
"00:00:00.500","12.207","12.055","11.850","11.507","9.861","10.287"
"00:00:00.600","12.207","12.055","11.849","11.504","9.860","10.287"
"00:00:00.700","12.207","12.055","11.849","11.502","9.859","10.288"
"00:00:00.800","12.207","12.055","11.848","11.500","9.859","10.288"
"00:00:00.900","12.207","12.055","11.848","11.498","9.858","10.289"
"00:00:01.000","12.207","12.055","11.847","11.496","9.858","10.289"
"00:00:01.100","12.207","12.055","11.847","11.494","9.857","10.290"
"00:00:01.200","12.207","12.054","11.847","11.494","9.859","10.289"
"00:00:01.300","12.207","12.054","11.848","11.494","9.860","10.289"
"00:00:01.400","12.207","12.053","11.848","11.494","9.862","10.288"
"00:00:01.500","12.207","12.053","11.849","11.494","9.864","10.287"
"00:00:01.600","12.207","12.052","11.849","11.494","9.865","10.287"
"00:00:01.700","12.207","12.051","11.850","11.494","9.867","10.286"
"00:00:01.800","12.207","12.051","11.850","11.493","9.868","10.286"
"00:00:01.900","12.207","12.052","11.849","11.494","9.868","10.286"
"00:00:02.000","12.207","12.053","11.847","11.495","9.868","10.286"
"00:00:02.100","12.207","12.054","11.845","11.495","9.868","10.286"
"00:00:02.200","12.207","12.055","11.844","11.496","9.868","10.286"
"00:00:02.300","12.207","12.056","11.842","11.496","9.868","10.286"
"00:00:02.400","12.207","12.057","11.841","11.497","9.868","10.286"
"00:00:02.500","12.207","12.058","11.839","11.497","9.868","10.286"
"00:00:02.600","12.207","12.057","11.838","11.497","9.868","10.286"
"00:00:02.700","12.207","12.056","11.837","11.497","9.867","10.286"
"00:00:02.800","12.207","12.055","11.836","11.497","9.866","10.286"
"00:00:02.900","12.207","12.054","11.835","11.497","9.866","10.285"
"00:00:03.000","12.207","12.053","11.833","11.497","9.865","10.285"
"00:00:03.100","12.207","12.052","11.832","11.497","9.865","10.285"
"00:00:03.200","12.206","12.050","11.831","11.497","9.864","10.285"
"00:00:03.300","12.206","12.050","11.832","11.496","9.863","10.285"
"00:00:03.400","12.205","12.050","11.832","11.496","9.862","10.285"
"00:00:03.500","12.205","12.050","11.833","11.495","9.861","10.285"
"00:00:03.600","12.204","12.050","11.833","11.495","9.860","10.285"
"00:00:03.700","12.204","12.050","11.834","11.494","9.859","10.285"
"00:00:03.800","12.203","12.050","11.834","11.493","9.858","10.285"
"00:00:03.900","12.203","12.050","11.835","11.493","9.856","10.285"
"00:00:04.000","12.204","12.049","11.836","11.493","9.857","10.286"
"00:00:04.100","12.205","12.048","11.837","11.494","9.857","10.286"
"00:00:04.200","12.206","12.047","11.838","11.494","9.858","10.287"
"00:00:04.300","12.207","12.046","11.839","11.495","9.858","10.287"
