File Name:	PS_18.txt	Version: 8.3.7.3						
Date:	14 Aug 2024
Operator:	KH
Test ID:	PS_18
Sample ID:	PS_18
Sample Mass (mg):	3.2100
Sample Cup Mass (mg):	184.4800
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.136
Baseline O2:	20.233
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
38.501	99.401	80.099	19.977	100.780	20.079	3.327	1.065	899.599
39.001	99.915	80.102	19.977	100.773	20.081	3.178	1.030	899.607
39.501	100.457	80.100	19.978	100.761	20.082	3.101	1.056	899.615
40.001	100.977	80.099	19.977	100.757	20.082	3.071	1.062	899.587
40.501	101.512	80.098	19.978	100.745	20.083	2.988	1.055	899.608
41.001	102.049	80.099	19.977	100.740	20.085	2.762	1.072	899.619
41.501	102.599	80.102	19.977	100.739	20.087	2.601	1.087	899.638
42.001	103.125	80.101	19.979	100.736	20.089	2.383	1.076	899.628
42.501	103.662	80.099	19.979	100.736	20.088	2.343	1.062	899.589
43.001	104.168	80.099	19.977	100.735	20.086	2.535	1.042	899.635
43.501	104.708	80.096	19.977	100.719	20.090	2.241	1.046	899.603
44.001	105.234	80.098	19.976	100.706	20.089	2.443	1.066	899.615
44.501	105.774	80.098	19.976	100.693	20.091	2.345	1.066	899.625
45.001	106.323	80.097	19.976	100.685	20.092	2.346	1.090	899.602
45.501	106.848	80.098	19.976	100.679	20.091	2.523	1.074	899.645
46.001	107.386	80.096	19.977	100.681	20.093	2.451	1.062	899.610
46.501	107.905	80.097	19.976	100.680	20.095	2.223	1.057	899.620
47.002	108.443	80.098	19.976	100.681	20.094	2.293	1.056	899.600
47.502	108.955	80.095	19.977	100.678	20.096	2.118	1.050	899.626
