File Name:	PS_15.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_15
Sample ID:	PS_15
Sample Mass (mg):	3.0800
Sample Cup Mass (mg):	184.4500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.778
Baseline O2:	20.414
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.024	80.010	19.977	99.778	20.401	-13.913	-0.018	898.982
0.500	75.012	80.013	19.977	99.774	20.381	-12.250	-0.031	899.007
0.999	75.023	80.013	19.979	99.778	20.360	-10.639	-0.001	899.000
1.498	75.014	80.012	19.979	99.799	20.336	-8.636	0.002	899.019
1.999	75.020	80.012	19.978	99.861	20.318	-6.971	-0.003	899.031
2.499	75.043	80.012	19.979	99.965	20.299	-5.096	0.029	899.024
2.999	75.061	80.011	19.978	100.094	20.281	-3.304	0.041	899.007
3.499	75.061	80.012	19.978	100.234	20.277	-2.952	0.018	899.029
3.999	75.080	80.009	19.977	100.358	20.264	-1.579	0.019	899.014
4.499	75.155	80.011	19.978	100.440	20.265	-1.853	0.093	899.011
4.998	75.197	80.012	19.978	100.483	20.253	-1.191	0.117	899.030
5.499	75.273	80.011	19.977	100.498	20.254	-2.542	0.119	899.040
5.998	75.308	80.013	19.977	100.506	20.250	-4.301	0.111	899.034
6.499	75.398	80.013	19.978	100.519	20.250	-7.078	0.124	899.010
6.999	75.489	80.011	19.979	100.546	20.251	-10.307	0.181	899.015
7.499	75.594	80.011	19.979	100.577	20.248	-12.829	0.197	899.019
7.999	75.665	80.009	19.979	100.603	20.245	-14.899	0.176	899.038
8.499	75.770	80.012	19.978	100.629	20.244	-16.084	0.175	898.997
9.000	75.884	80.011	19.978	100.642	20.244	-16.441	0.219	899.045
9.499	75.990	80.010	19.979	100.640	20.245	-16.008	0.221	899.012
9.998	76.119	80.013	19.978	100.640	20.243	-15.118	0.234	899.038
10.498	76.288	80.013	19.979	100.644	20.232	-13.382	0.298	899.037
10.999	76.401	80.011	19.979	100.644	20.211	-10.638	0.282	899.014
11.499	76.534	80.014	19.978	100.647	20.179	-6.851	0.246	899.014
11.999	76.693	80.010	19.979	100.654	20.149	-3.230	0.292	899.033
12.499	76.823	80.012	19.979	100.683	20.121	0.169	0.289	899.008
12.999	77.002	80.011	19.979	100.765	20.097	3.256	0.309	899.007
13.499	77.244	80.012	19.978	100.899	20.086	5.023	0.421	898.989
13.999	77.463	80.014	19.978	101.082	20.076	6.607	0.461	898.985
14.499	77.718	80.015	19.979	101.269	20.076	7.224	0.474	899.015
15.000	77.954	80.012	19.978	101.425	20.079	7.538	0.491	898.991
15.499	78.241	80.014	19.977	101.520	20.079	7.985	0.523	898.977
15.999	78.511	80.011	19.978	101.549	20.086	7.785	0.556	898.988
16.499	78.826	80.010	19.978	101.522	20.091	7.818	0.585	899.015
16.999	79.165	80.012	19.977	101.484	20.096	7.881	0.655	898.987
17.499	79.487	80.011	19.979	101.445	20.101	7.744	0.661	898.998
17.998	79.866	80.011	19.978	101.415	20.112	6.922	0.701	898.965
18.499	80.217	80.010	19.979	101.389	20.121	6.435	0.730	898.967
18.999	80.563	80.010	19.979	101.365	20.130	5.714	0.697	899.006
19.498	80.947	80.012	19.978	101.333	20.136	5.351	0.730	898.992
19.999	81.331	80.010	19.978	101.300	20.143	4.921	0.768	898.995
20.500	81.774	80.010	19.979	101.262	20.150	4.676	0.827	898.986
20.999	82.169	80.013	19.979	101.226	20.156	4.605	0.838	898.983
21.499	82.587	80.010	19.978	101.196	20.165	4.241	0.812	898.988
21.999	83.023	80.012	19.978	101.165	20.166	4.551	0.854	898.972
22.499	83.442	80.014	19.978	101.137	20.168	4.860	0.856	898.995
22.999	83.878	80.011	19.979	101.112	20.177	4.370	0.855	898.975
23.499	84.330	80.010	19.980	101.086	20.180	4.515	0.887	898.955
23.999	84.788	80.010	19.978	101.054	20.186	4.211	0.910	898.983
24.499	85.216	80.012	19.978	101.030	20.192	3.929	0.886	898.979
24.999	85.680	80.014	19.978	101.008	20.192	4.128	0.892	898.979
25.499	86.169	80.014	19.978	100.992	20.196	3.990	0.954	898.998
25.999	86.607	80.013	19.978	100.974	20.201	3.692	0.927	898.982
26.499	87.104	80.013	19.978	100.966	20.208	3.178	0.934	898.946
26.999	87.584	80.011	19.978	100.955	20.210	3.153	0.978	898.954
27.498	88.059	80.010	19.978	100.936	20.215	2.802	0.955	898.980
27.999	88.527	80.013	19.978	100.907	20.215	3.074	0.942	898.956
28.499	89.055	80.011	19.978	100.880	20.217	3.028	0.996	898.969
28.999	89.535	80.011	19.979	100.849	20.222	2.711	1.008	898.985
29.499	90.035	80.008	19.978	100.822	20.222	2.735	0.980	898.967
29.999	90.501	80.007	19.979	100.799	20.229	2.121	0.965	898.970
30.500	91.021	80.010	19.978	100.783	20.228	2.242	0.985	899.001
31.000	91.523	80.008	19.978	100.762	20.231	2.177	1.022	898.974
31.500	92.001	80.008	19.979	100.746	20.234	1.943	0.980	898.939
32.000	92.557	80.009	19.978	100.727	20.234	2.069	1.034	898.962
32.499	93.032	80.008	19.978	100.716	20.236	2.005	1.032	898.968
32.999	93.552	80.010	19.979	100.702	20.242	1.555	0.995	898.952
33.499	94.082	80.011	19.978	100.697	20.244	1.432	1.051	898.938
33.998	94.607	80.010	19.978	100.683	20.244	1.537	1.055	898.956
34.499	95.104	80.010	19.979	100.676	20.247	1.308	1.021	898.957
34.999	95.634	80.009	19.978	100.663	20.245	1.681	1.027	898.945
35.499	96.121	80.008	19.979	100.656	20.250	1.302	1.017	898.974
35.999	96.645	80.010	19.978	100.644	20.250	1.326	1.011	898.930
36.499	97.191	80.008	19.977	100.643	20.250	1.319	1.069	898.981
37.000	97.698	80.011	19.978	100.638	20.254	0.979	1.052	898.969
37.499	98.220	80.010	19.979	100.633	20.254	0.971	1.030	898.948
37.999	98.758	80.009	19.978	100.627	20.256	0.649	1.061	898.967
38.499	99.276	80.009	19.979	100.622	20.253	0.936	1.056	898.930
38.999	99.785	80.010	19.978	100.614	20.257	0.566	1.027	898.954
39.499	100.318	80.011	19.977	100.608	20.259	0.532	1.042	898.953
39.999	100.875	80.012	19.979	100.600	20.261	0.492	1.089	898.967
40.499	101.395	80.011	19.979	100.592	20.264	0.292	1.077	898.942
40.999	101.916	80.010	19.978	100.587	20.263	0.577	1.042	898.947
41.499	102.474	80.011	19.978	100.586	20.265	0.524	1.079	898.973
41.999	102.968	80.010	19.976	100.578	20.266	0.427	1.053	898.981
42.499	103.499	80.012	19.979	100.570	20.270	0.051	1.024	898.909
42.999	104.017	80.011	19.978	100.566	20.267	0.358	1.048	898.943
43.500	104.545	80.010	19.977	100.563	20.267	0.337	1.046	898.923
44.000	105.067	80.012	19.978	100.559	20.265	0.574	1.050	898.931
44.500	105.621	80.012	19.978	100.562	20.265	0.726	1.076	898.907
45.000	106.149	80.011	19.979	100.566	20.268	0.472	1.083	898.963
45.499	106.723	80.011	19.979	100.570	20.270	0.389	1.103	898.958
45.999	107.229	80.011	19.978	100.572	20.271	0.322	1.080	898.938
46.499	107.765	80.013	19.978	100.568	20.272	0.221	1.041	898.916
47.000	108.314	80.013	19.978	100.557	20.275	-0.019	1.085	898.916
47.499	108.838	80.012	19.978	100.548	20.273	0.203	1.074	898.946
47.999	109.346	80.015	19.979	100.536	20.272	0.295	1.033	898.941
48.499	109.915	80.012	19.979	100.530	20.272	0.333	1.077	898.980
48.999	110.454	80.012	19.977	100.525	20.271	0.525	1.108	898.947
49.499	110.990	80.013	19.977	100.526	20.276	0.019	1.074	898.936
49.999	111.532	80.013	19.977	100.529	20.278	-0.199	1.077	898.935
50.499	112.075	80.012	19.976	100.528	20.278	-0.164	1.084	898.925
50.999	112.572	80.011	19.978	100.524	20.279	-0.067	1.040	898.937
51.499	113.121	80.011	19.979	100.521	20.279	-0.043	1.046	898.929
52.000	113.659	80.012	19.977	100.517	20.279	0.092	1.086	898.937
52.500	114.205	80.011	19.977	100.509	20.279	0.228	1.083	898.939
53.000	114.734	80.010	19.976	100.506	20.277	0.540	1.075	898.936
53.500	115.264	80.012	19.977	100.507	20.281	0.287	1.060	898.901
54.000	115.808	80.011	19.977	100.503	20.280	0.469	1.075	898.917
54.499	116.333	80.012	19.977	100.501	20.286	-0.037	1.069	898.946
55.000	116.866	80.014	19.978	100.500	20.283	0.281	1.058	898.937
55.499	117.384	80.012	19.978	100.503	20.284	0.139	1.052	898.932
55.999	117.931	80.012	19.978	100.498	20.282	0.431	1.065	898.956
56.499	118.481	80.010	19.977	100.499	20.284	0.198	1.097	898.946
56.999	119.027	80.010	19.978	100.495	20.283	0.272	1.096	898.965
57.499	119.533	80.011	19.977	100.495	20.289	-0.327	1.052	898.934
57.999	120.070	80.009	19.978	100.492	20.288	-0.317	1.042	898.934
58.500	120.633	80.010	19.978	100.485	20.288	-0.154	1.100	898.930
59.000	121.147	80.010	19.978	100.479	20.289	-0.139	1.077	898.915
59.500	121.722	80.006	19.979	100.474	20.290	-0.278	1.089	898.925
59.999	122.243	80.008	19.977	100.463	20.287	0.019	1.097	898.936
60.499	122.766	80.010	19.978	100.455	20.284	0.410	1.045	898.958
60.999	123.299	80.009	19.978	100.454	20.288	0.017	1.056	898.922
61.499	123.858	80.008	19.977	100.448	20.287	-0.065	1.091	898.918
61.999	124.373	80.009	19.978	100.445	20.289	-0.203	1.074	898.929
62.499	124.881	80.009	19.978	100.444	20.286	0.125	1.023	898.954
62.999	125.418	80.011	19.978	100.442	20.289	-0.012	1.046	898.941
63.499	125.958	80.009	19.977	100.443	20.285	0.440	1.076	898.975
64.000	126.482	80.010	19.976	100.443	20.288	0.169	1.063	898.934
64.499	127.062	80.011	19.976	100.445	20.288	0.304	1.104	898.969
64.999	127.561	80.009	19.978	100.449	20.290	0.088	1.079	898.953
65.500	128.061	80.011	19.977	100.450	20.292	-0.018	0.999	898.932
65.999	128.580	80.012	19.977	100.439	20.293	-0.182	1.019	898.968
66.499	129.141	80.013	19.978	100.435	20.291	-0.060	1.080	898.931
67.000	129.681	80.011	19.977	100.434	20.292	-0.173	1.101	898.961
67.500	130.198	80.011	19.978	100.431	20.291	-0.158	1.056	898.956
68.000	130.728	80.014	19.978	100.431	20.292	-0.386	1.046	898.937
68.500	131.228	80.015	19.979	100.437	20.292	-0.433	1.031	898.932
69.000	131.792	80.011	19.977	100.443	20.292	-0.314	1.065	898.964
69.500	132.318	80.013	19.977	100.438	20.293	-0.312	1.090	898.970
69.999	132.853	80.012	19.977	100.435	20.296	-0.487	1.061	898.951
70.499	133.389	80.009	19.978	100.425	20.292	0.033	1.071	898.966
71.000	133.906	80.012	19.978	100.422	20.296	-0.215	1.053	898.956
71.499	134.441	80.012	19.978	100.416	20.294	0.000	1.053	898.921
71.999	134.981	80.010	19.978	100.419	20.293	0.180	1.075	898.944
72.499	135.496	80.008	19.977	100.415	20.293	0.067	1.055	898.989
73.000	135.999	80.010	19.977	100.416	20.294	-0.002	1.017	898.925
73.500	136.548	80.011	19.978	100.419	20.293	0.144	1.051	898.935
74.001	137.058	80.012	19.978	100.420	20.293	0.164	1.059	898.968
74.500	137.569	80.011	19.978	100.422	20.294	0.023	1.021	898.921
75.000	138.102	80.011	19.978	100.431	20.293	0.098	1.045	898.909
75.500	138.637	80.011	19.977	100.436	20.293	0.111	1.070	898.958
75.999	139.162	80.011	19.977	100.434	20.297	-0.377	1.061	898.959
76.499	139.704	80.013	19.978	100.431	20.296	-0.418	1.066	898.921
76.999	140.241	80.013	19.978	100.422	20.298	-0.601	1.078	898.953
77.499	140.749	80.012	19.978	100.412	20.297	-0.368	1.046	898.976
77.999	141.279	80.010	19.976	100.405	20.299	-0.518	1.038	898.948
78.500	141.777	80.011	19.977	100.398	20.298	-0.369	1.028	898.967
78.999	142.310	80.013	19.978	100.396	20.299	-0.416	1.031	898.979
79.499	142.807	80.013	19.978	100.398	20.300	-0.525	1.029	898.928
80.000	143.338	80.010	19.977	100.401	20.298	-0.211	1.028	898.931
80.500	143.890	80.011	19.977	100.400	20.298	-0.239	1.083	898.940
81.000	144.386	80.011	19.977	100.400	20.302	-0.646	1.048	898.971
81.500	144.897	80.010	19.978	100.397	20.296	0.014	1.008	898.967
82.000	145.440	80.011	19.978	100.402	20.298	-0.141	1.055	898.972
82.500	145.958	80.014	19.976	100.400	20.301	-0.357	1.061	898.974
83.000	146.462	80.012	19.978	100.403	20.304	-0.650	1.023	898.972
83.499	147.002	80.012	19.978	100.413	20.304	-0.580	1.045	898.933
83.999	147.530	80.010	19.978	100.416	20.304	-0.518	1.067	898.986
84.499	148.025	80.012	19.979	100.412	20.301	-0.164	1.023	898.985
84.999	148.523	80.010	19.978	100.407	20.302	-0.254	0.994	898.985
85.499	149.089	80.010	19.978	100.403	20.301	-0.087	1.063	898.985
86.000	149.579	80.011	19.977	100.395	20.302	-0.183	1.055	898.984
86.500	150.110	80.012	19.976	100.393	20.298	0.171	1.022	898.976
87.000	150.616	80.012	19.977	100.394	20.300	-0.218	1.037	898.982
87.500	151.129	80.014	19.978	100.396	20.300	-0.195	1.019	898.968
88.000	151.667	80.012	19.977	100.396	20.300	-0.229	1.051	898.984
88.500	152.182	80.012	19.977	100.393	20.304	-0.623	1.053	899.000
89.000	152.697	80.012	19.978	100.389	20.304	-0.608	1.030	898.966
89.500	153.233	80.011	19.977	100.383	20.303	-0.473	1.050	899.011
90.000	153.760	80.013	19.979	100.381	20.306	-0.699	1.063	898.990
90.500	154.264	80.013	19.978	100.381	20.307	-0.904	1.031	898.978
91.000	154.787	80.012	19.977	100.380	20.305	-0.773	1.027	898.969
91.500	155.278	80.011	19.977	100.376	20.306	-0.831	1.014	898.989
92.000	155.814	80.010	19.977	100.371	20.307	-0.971	1.027	898.997
92.499	156.317	80.008	19.977	100.369	20.305	-0.659	1.040	899.015
93.000	156.868	80.012	19.978	100.366	20.303	-0.581	1.054	898.995
93.500	157.357	80.013	19.977	100.368	20.304	-0.630	1.039	899.029
94.000	157.888	80.011	19.977	100.374	20.306	-0.663	1.020	898.984
94.500	158.386	80.011	19.977	100.384	20.304	-0.372	1.029	899.034
95.000	158.931	80.011	19.977	100.383	20.305	-0.478	1.044	899.026
95.499	159.409	80.011	19.977	100.384	20.307	-0.735	1.024	899.011
96.000	159.940	80.010	19.978	100.383	20.308	-0.930	1.008	899.015
96.500	160.423	80.012	19.977	100.379	20.307	-0.861	1.014	899.027
96.999	160.940	80.014	19.977	100.375	20.307	-0.981	1.001	899.031
97.500	161.470	80.011	19.976	100.376	20.303	-0.536	1.047	899.035
98.000	161.967	80.013	19.977	100.379	20.307	-0.944	1.026	899.018
98.500	162.506	80.014	19.979	100.383	20.304	-0.644	1.036	899.001
99.000	163.010	80.012	19.978	100.388	20.305	-0.729	1.043	898.999
99.500	163.500	80.012	19.978	100.382	20.305	-0.574	0.994	899.019
100.000	164.035	80.013	19.979	100.381	20.306	-0.521	1.025	899.016
