"Time","TC_00 Ave. (C)","TC_01 Ave. (C)","TC_02 Ave. (C)","TC_03 Ave. (C)","Cold_water Ave. (C)","Hot_water Ave. (C)"
"00:00:00.000","12.217","12.045","11.931","11.577","9.238","9.567"
"00:00:00.100","12.217","12.045","11.931","11.577","9.238","9.567"
"00:00:00.200","12.217","12.044","11.931","11.576","9.239","9.567"
"00:00:00.300","12.217","12.044","11.931","11.576","9.240","9.567"
"00:00:00.400","12.217","12.043","11.931","11.575","9.240","9.567"
"00:00:00.500","12.217","12.043","11.931","11.574","9.241","9.567"
"00:00:00.600","12.218","12.043","11.932","11.576","9.241","9.568"
"00:00:00.700","12.219","12.044","11.933","11.577","9.242","9.569"
"00:00:00.800","12.221","12.044","11.934","11.578","9.242","9.570"
"00:00:00.900","12.222","12.045","11.935","11.579","9.243","9.572"
"00:00:01.000","12.223","12.045","11.937","11.580","9.243","9.573"
"00:00:01.100","12.224","12.046","11.938","11.581","9.244","9.574"
"00:00:01.200","12.225","12.046","11.939","11.582","9.244","9.575"
"00:00:01.300","12.223","12.046","11.936","11.581","9.245","9.575"
"00:00:01.400","12.222","12.045","11.933","11.581","9.245","9.576"
"00:00:01.500","12.220","12.045","11.931","11.580","9.245","9.576"
"00:00:01.600","12.219","12.044","11.928","11.580","9.245","9.577"
"00:00:01.700","12.217","12.044","11.926","11.579","9.245","9.578"
"00:00:01.800","12.215","12.044","11.923","11.579","9.245","9.578"
"00:00:01.900","12.214","12.043","11.920","11.579","9.245","9.579"
"00:00:02.000","12.216","12.044","11.923","11.579","9.245","9.578"
"00:00:02.100","12.217","12.045","11.925","11.579","9.245","9.578"
"00:00:02.200","12.219","12.046","11.927","11.579","9.245","9.577"
"00:00:02.300","12.220","12.047","11.929","11.579","9.245","9.577"
"00:00:02.400","12.222","12.048","11.931","11.579","9.245","9.576"
"00:00:02.500","12.224","12.049","11.933","11.579","9.245","9.576"
"00:00:02.600","12.225","12.050","11.935","11.579","9.245","9.575"
"00:00:02.700","12.225","12.050","11.935","11.580","9.245","9.577"
"00:00:02.800","12.225","12.050","11.935","11.581","9.245","9.578"
"00:00:02.900","12.225","12.050","11.935","11.582","9.245","9.580"
"00:00:03.000","12.225","12.051","11.935","11.583","9.245","9.582"
"00:00:03.100","12.225","12.051","11.935","11.584","9.245","9.583"
"00:00:03.200","12.225","12.051","11.935","11.585","9.245","9.585"
"00:00:03.300","12.225","12.051","11.935","11.586","9.245","9.586"
"00:00:03.400","12.225","12.051","11.936","11.585","9.245","9.585"
"00:00:03.500","12.225","12.052","11.936","11.584","9.246","9.584"
"00:00:03.600","12.225","12.052","11.937","11.583","9.247","9.583"
"00:00:03.700","12.225","12.053","11.938","11.582","9.247","9.582"
"00:00:03.800","12.225","12.053","11.938","11.581","9.248","9.581"
"00:00:03.900","12.225","12.054","11.939","11.580","9.248","9.580"
"00:00:04.000","12.225","12.054","11.939","11.579","9.249","9.579"
"00:00:04.100","12.226","12.053","11.939","11.579","9.249","9.579"
"00:00:04.200","12.226","12.052","11.939","11.580","9.249","9.579"
"00:00:04.300","12.227","12.051","11.939","11.580","9.249","9.579"
