"Time","TC_00 Ave. (C)","TC_01 Ave. (C)","TC_02 Ave. (C)","TC_03 Ave. (C)","Cold_water Ave. (C)","Hot_water Ave. (C)"
"00:00:00.000","12.562","12.394","12.134","11.800","9.335","9.703"
"00:00:00.100","12.560","12.393","12.132","11.799","9.336","9.703"
"00:00:00.200","12.558","12.391","12.129","11.798","9.336","9.703"
"00:00:00.300","12.557","12.390","12.127","11.797","9.337","9.703"
"00:00:00.400","12.555","12.388","12.125","11.796","9.337","9.703"
"00:00:00.500","12.554","12.386","12.123","11.795","9.338","9.702"
"00:00:00.600","12.552","12.385","12.121","11.794","9.338","9.702"
"00:00:00.700","12.552","12.383","12.120","11.794","9.339","9.702"
"00:00:00.800","12.553","12.381","12.119","11.794","9.339","9.702"
"00:00:00.900","12.553","12.380","12.118","11.794","9.340","9.702"
"00:00:01.000","12.554","12.378","12.117","11.794","9.341","9.702"
"00:00:01.100","12.555","12.377","12.116","11.794","9.341","9.702"
"00:00:01.200","12.555","12.375","12.114","11.794","9.342","9.702"
"00:00:01.300","12.556","12.374","12.113","11.794","9.342","9.702"
"00:00:01.400","12.555","12.372","12.114","11.793","9.342","9.702"
"00:00:01.500","12.553","12.371","12.116","11.792","9.341","9.701"
"00:00:01.600","12.552","12.370","12.117","11.791","9.341","9.701"
"00:00:01.700","12.551","12.369","12.118","11.790","9.340","9.700"
"00:00:01.800","12.550","12.368","12.119","11.789","9.339","9.700"
"00:00:01.900","12.549","12.367","12.120","11.787","9.339","9.699"
"00:00:02.000","12.548","12.366","12.121","11.786","9.338","9.699"
"00:00:02.100","12.548","12.367","12.120","11.786","9.338","9.698"
"00:00:02.200","12.547","12.368","12.120","11.786","9.338","9.698"
"00:00:02.300","12.547","12.369","12.119","11.786","9.338","9.697"
"00:00:02.400","12.546","12.370","12.119","11.786","9.338","9.697"
"00:00:02.500","12.545","12.371","12.118","11.786","9.338","9.696"
"00:00:02.600","12.545","12.372","12.118","11.786","9.338","9.695"
"00:00:02.700","12.544","12.373","12.117","11.786","9.338","9.695"
"00:00:02.800","12.543","12.372","12.117","11.787","9.338","9.696"
"00:00:02.900","12.541","12.371","12.117","11.788","9.338","9.698"
"00:00:03.000","12.540","12.370","12.117","11.789","9.338","9.700"
"00:00:03.100","12.538","12.369","12.117","11.791","9.338","9.701"
"00:00:03.200","12.536","12.368","12.117","11.792","9.338","9.703"
"00:00:03.300","12.535","12.367","12.117","11.793","9.338","9.705"
"00:00:03.400","12.533","12.366","12.117","11.794","9.338","9.706"
"00:00:03.500","12.534","12.366","12.117","11.793","9.338","9.704"
"00:00:03.600","12.534","12.366","12.117","11.792","9.338","9.703"
"00:00:03.700","12.535","12.366","12.117","11.790","9.338","9.701"
"00:00:03.800","12.535","12.366","12.117","11.789","9.338","9.700"
"00:00:03.900","12.536","12.366","12.117","11.788","9.338","9.698"
"00:00:04.000","12.536","12.366","12.117","11.787","9.338","9.696"
"00:00:04.100","12.537","12.366","12.117","11.786","9.338","9.695"
"00:00:04.200","12.535","12.365","12.116","11.787","9.338","9.696"
"00:00:04.300","12.534","12.365","12.116","11.787","9.337","9.697"
"00:00:04.400","12.532","12.364","12.115","11.788","9.336","9.698"
"00:00:04.500","12.530","12.364","12.115","11.788","9.336","9.699"
"00:00:04.600","12.529","12.363","12.114","11.789","9.335","9.700"
"00:00:04.700","12.527","12.363","12.114","11.789","9.335","9.701"
"00:00:04.800","12.525","12.362","12.113","11.790","9.334","9.702"
"00:00:04.900","12.527","12.362","12.114","11.790","9.333","9.702"
"00:00:05.000","12.529","12.362","12.115","11.790","9.332","9.701"
"00:00:05.100","12.530","12.362","12.116","11.790","9.331","9.700"
"00:00:05.200","12.532","12.362","12.117","11.790","9.330","9.700"
"00:00:05.300","12.533","12.362","12.118","11.790","9.329","9.699"
"00:00:05.400","12.535","12.362","12.119","11.790","9.328","9.699"
"00:00:05.500","12.537","12.362","12.120","11.790","9.327","9.698"
"00:00:05.600","12.536","12.364","12.120","11.788","9.327","9.697"
"00:00:05.700","12.536","12.365","12.120","11.787","9.328","9.696"
"00:00:05.800","12.535","12.367","12.120","11.785","9.328","9.695"
"00:00:05.900","12.535","12.368","12.120","11.783","9.329","9.694"
"00:00:06.000","12.534","12.370","12.120","11.782","9.329","9.693"
"00:00:06.100","12.533","12.372","12.120","11.780","9.330","9.692"
"00:00:06.200","12.533","12.373","12.120","11.779","9.330","9.691"
"00:00:06.300","12.531","12.373","12.121","11.780","9.329","9.690"
"00:00:06.400","12.530","12.372","12.121","11.781","9.328","9.690"
"00:00:06.500","12.528","12.371","12.122","11.782","9.327","9.689"
"00:00:06.600","12.526","12.371","12.122","11.783","9.326","9.689"
"00:00:06.700","12.525","12.370","12.123","11.784","9.325","9.688"
"00:00:06.800","12.523","12.370","12.124","11.785","9.324","9.687"
"00:00:06.900","12.522","12.369","12.124","11.786","9.323","9.687"
"00:00:07.000","12.521","12.368","12.122","11.785","9.323","9.687"
"00:00:07.100","12.520","12.366","12.121","11.785","9.324","9.687"
"00:00:07.200","12.518","12.365","12.119","11.784","9.324","9.687"
"00:00:07.300","12.517","12.363","12.118","11.784","9.325","9.687"
"00:00:07.400","12.516","12.361","12.116","11.783","9.326","9.687"
"00:00:07.500","12.515","12.360","12.114","11.783","9.326","9.687"
"00:00:07.600","12.514","12.358","12.113","11.782","9.327","9.687"
"00:00:07.700","12.516","12.358","12.115","11.783","9.326","9.687"
"00:00:07.800","12.517","12.358","12.117","11.783","9.324","9.688"
"00:00:07.900","12.519","12.358","12.119","11.784","9.323","9.688"
"00:00:08.000","12.521","12.358","12.121","11.784","9.322","9.689"
"00:00:08.100","12.522","12.358","12.123","11.785","9.321","9.690"
"00:00:08.200","12.524","12.358","12.126","11.785","9.320","9.690"
"00:00:08.300","12.525","12.358","12.128","11.786","9.319","9.691"
"00:00:08.400","12.523","12.356","12.128","11.785","9.320","9.691"
"00:00:08.500","12.521","12.354","12.128","11.784","9.320","9.691"
"00:00:08.600","12.519","12.352","12.128","11.783","9.321","9.691"
"00:00:08.700","12.517","12.350","12.128","11.782","9.321","9.691"
"00:00:08.800","12.515","12.347","12.128","11.780","9.322","9.691"
"00:00:08.900","12.513","12.345","12.128","11.779","9.322","9.691"
"00:00:09.000","12.510","12.343","12.128","11.778","9.323","9.691"
"00:00:09.100","12.511","12.344","12.129","11.779","9.324","9.691"
"00:00:09.200","12.511","12.345","12.131","11.779","9.326","9.691"
"00:00:09.300","12.512","12.346","12.132","11.780","9.328","9.691"
"00:00:09.400","12.513","12.347","12.134","11.780","9.329","9.691"
"00:00:09.500","12.513","12.348","12.136","11.781","9.331","9.691"
"00:00:09.600","12.514","12.350","12.137","11.782","9.332","9.691"
"00:00:09.700","12.514","12.351","12.139","11.782","9.334","9.691"
"00:00:09.800","12.515","12.351","12.137","11.782","9.332","9.691"
"00:00:09.900","12.515","12.351","12.136","11.782","9.331","9.691"
"00:00:10.000","12.516","12.351","12.134","11.782","9.329","9.691"
"00:00:10.100","12.516","12.351","12.132","11.782","9.327","9.691"
"00:00:10.200","12.517","12.351","12.131","11.782","9.326","9.690"
"00:00:10.300","12.517","12.350","12.129","11.782","9.324","9.690"
"00:00:10.400","12.518","12.350","12.128","11.782","9.323","9.690"
"00:00:10.500","12.517","12.350","12.128","11.784","9.324","9.691"
"00:00:10.600","12.517","12.349","12.129","11.786","9.326","9.692"
"00:00:10.700","12.516","12.349","12.129","11.788","9.327","9.692"
"00:00:10.800","12.516","12.348","12.130","11.790","9.329","9.693"
"00:00:10.900","12.515","12.348","12.130","11.793","9.331","9.693"
"00:00:11.000","12.515","12.347","12.131","11.795","9.332","9.694"
"00:00:11.100","12.514","12.347","12.131","11.797","9.334","9.694"
"00:00:11.200","12.513","12.348","12.132","11.796","9.334","9.695"
"00:00:11.300","12.513","12.349","12.132","11.796","9.334","9.695"
"00:00:11.400","12.512","12.350","12.133","11.795","9.334","9.696"
"00:00:11.500","12.512","12.351","12.133","11.795","9.334","9.696"
"00:00:11.600","12.511","12.352","12.134","11.794","9.334","9.697"
"00:00:11.700","12.511","12.353","12.134","11.794","9.334","9.697"
"00:00:11.800","12.510","12.354","12.135","11.793","9.334","9.698"
"00:00:11.900","12.512","12.354","12.135","11.795","9.334","9.699"
"00:00:12.000","12.515","12.354","12.135","11.796","9.334","9.700"
"00:00:12.100","12.517","12.354","12.135","11.798","9.334","9.701"
"00:00:12.200","12.519","12.354","12.135","11.799","9.334","9.702"
"00:00:12.300","12.521","12.354","12.135","11.801","9.334","9.703"
"00:00:12.400","12.523","12.354","12.135","11.803","9.334","9.704"
"00:00:12.500","12.525","12.354","12.135","11.804","9.334","9.705"
"00:00:12.600","12.524","12.356","12.135","11.804","9.335","9.706"
"00:00:12.700","12.523","12.357","12.136","11.804","9.336","9.706"
"00:00:12.800","12.522","12.359","12.136","11.804","9.337","9.707"
"00:00:12.900","12.521","12.360","12.137","11.804","9.338","9.708"
"00:00:13.000","12.520","12.362","12.137","11.804","9.339","9.708"
"00:00:13.100","12.519","12.364","12.138","11.804","9.340","9.709"
"00:00:13.200","12.518","12.365","12.138","11.804","9.341","9.709"
"00:00:13.300","12.519","12.366","12.139","11.804","9.341","9.708"
"00:00:13.400","12.520","12.366","12.140","11.804","9.341","9.707"
"00:00:13.500","12.521","12.367","12.140","11.804","9.341","9.706"
"00:00:13.600","12.522","12.367","12.141","11.804","9.341","9.705"
"00:00:13.700","12.523","12.368","12.141","11.804","9.341","9.704"
"00:00:13.800","12.524","12.368","12.142","11.804","9.341","9.703"
