General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
MLR 300s [g/s];--;144;15,51300;4,75700;0,015000;66,625;83,35;-51,6600;0,000;100,806;28,400;0,000;572,750;663,350;28,20;1134,017;263,203;0,000;849,600;875,400;857,600;328,950;;;;;0,00;0,00;0,00;3,00;4,01;15,469;27,472;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1220,1409;23,58440;86,1825;0,51833375;0,51833375;0,00755;2,17401;126,0533;14,904503;0,181917;24,170346;27,993713;0,0447;4,4587;5,13;511,71;0,01;1,13;95,19;;871,123;869,151;12,2245919;15,18200;4,97500;0,04700;0,2827255;;18,76;144,00;;;
MLR 360s [g/s];--;145;15,45600;4,79000;0,022000;64,325;82,06;-52,3700;0,000;100,810;28,400;0,000;573,550;663,850;28,20;1133,750;263,203;0,000;849,000;875,300;857,500;328,950;;;;;0,00;0,00;0,00;3,00;4,01;15,460;27,493;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1207,0213;23,33080;91,9861;0,51833391;0,51833391;0,00612;2,15329;127,2603;14,634763;0,197597;23,766063;27,507804;0,0477;4,7589;5,17;516,47;0,01;1,12;94,18;;873,485;873,783;12,0931467;15,13800;5,01800;0,03700;0,2849028;;18,05;145,00;;;
MLR Test [g/s];0,4127;146;15,42900;4,85600;0,028000;67,575;83,67;-52,7000;0,000;100,806;28,400;0,000;574,650;664,950;28,20;1133,617;263,203;0,000;848,700;875,300;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,01;15,448;27,490;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1251,3814;23,18199;81,5370;0,54083316;0,54083316;0,00626;2,14461;128,5117;14,985553;0,178181;24,382399;28,213828;0,0441;4,4014;5,22;520,87;0,01;1,16;97,71;;875,921;873,783;12,5375900;15,06100;5,09200;0,03700;0,2885669;;17,72;146,00;;;
Results SEA;;147;15,40200;4,94100;0,048000;62,200;81,64;-53,4400;0,000;100,806;28,400;0,000;575,650;665,950;28,20;1133,150;263,203;0,000;847,400;875,300;857,300;328,950;;;;;0,00;0,00;0,00;3,00;4,01;15,446;27,485;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1208,9272;22,39554;89,0227;0,54083268;0,54083268;0,00562;2,06351;129,7206;14,364727;0,202642;23,412951;27,085650;0,0481;4,8055;5,27;525,68;0,01;1,12;94,36;;878,331;878,330;12,1122412;15,01700;5,11100;0,03400;0,2908941;;16,98;147,00;;;
SEA max [m²/kg];779,0;148;15,33800;4,99000;0,033000;67,375;81,56;-53,7300;0,000;100,808;28,400;0,000;575,950;665,650;28,20;1133,050;263,203;0,000;847,000;875,300;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,01;15,471;27,504;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1253,6557;44,46167;178,1898;0,28249900;0,28249900;0,00466;4,08697;130,9743;14,946463;0,203714;24,373813;28,169857;0,0503;5,0243;5,32;530,70;0,00;1,15;97,79;;880,716;878,330;12,5603766;15,04100;5,08200;0,02500;0,2898854;;16,69;148,00;;;
Max at [s];244;149;15,24300;5,02600;0,024000;63,125;83,80;-54,1200;0,000;100,798;28,400;0,000;576,950;668,450;28,20;1133,350;263,203;0,000;847,900;875,300;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,412;27,490;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1212,9001;22,57344;78,7342;0,53833373;0,53833373;0,00348;2,08240;132,1872;14,454832;0,176619;23,613018;27,357868;0,0424;4,2305;5,36;534,93;0,00;1,12;94,64;;883,082;882,794;12,1520462;15,03700;5,10200;0,01700;0,2900031;;16,30;149,00;;;
SEA 060s [m²/kg];111,3;150;15,17000;5,02300;0,037000;62,625;84,09;-54,7500;0,000;100,798;28,400;0,000;578,550;670,750;28,20;1133,450;263,203;0,000;848,200;875,300;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,423;27,490;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1216,9548;24,14389;82,1176;0,50500027;0,50500027;0,00385;2,23550;133,4041;14,377549;0,173136;23,551904;27,305229;0,0415;4,1391;5,40;539,07;0,00;1,13;95,04;;885,294;882,794;12,1926702;14,98000;5,16500;0,02000;0,2926147;;15,67;150,00;;;
SEA 120s [m²/kg];106,1;151;15,12400;5,00500;0,029000;67,700;80,92;-55,1400;0,000;100,804;28,400;0,000;579,450;671,850;28,20;1133,550;263,203;0,000;848,600;875,200;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,433;27,522;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1281,3252;23,62748;97,0510;0,54333321;0,54333321;0,00387;2,19280;134,6855;14,937151;0,211559;24,506654;28,414524;0,0527;5,2631;5,45;544,33;0,00;1,19;100,14;;887,704;887,620;12,8375969;14,89500;5,24600;0,01900;0,2966726;;15,28;151,00;;;
SEA 180s [m²/kg];119,0;152;15,11800;4,97700;0,031000;70,800;80,92;-55,8300;0,000;100,804;28,400;0,000;579,450;669,950;28,20;1133,350;263,203;0,000;848,000;875,200;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,454;27,488;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1326,6479;24,09368;97,4774;0,55166690;0,55166690;0,00503;2,22936;136,0121;15,275312;0,211569;25,061457;28,975620;0,0538;5,3673;5,51;549,70;0,01;1,23;103,71;;890,443;887,620;13,2916854;14,81800;5,29500;0,02700;0,3004837;;14,59;152,00;;;
SEA 240s [m²/kg];--;153;15,14000;4,96600;0,038000;63,600;83,64;-56,2400;0,000;100,804;28,400;0,000;580,350;672,650;28,20;1133,017;263,203;0,000;847,100;875,100;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,404;27,496;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1265,2076;23,01260;78,3033;0,55083354;0,55083354;0,00489;2,13265;137,2773;14,466551;0,178464;23,771428;27,552082;0,0431;4,3050;5,55;554,01;0,00;1,17;98,96;;893,093;892,661;12,6761146;14,77200;5,34000;0,02800;0,3026552;;14,18;153,00;;;
SEA 300s [m²/kg];--;154;15,16500;4,97500;0,031000;60,550;80,86;-56,9300;0,000;100,804;28,400;0,000;581,450;674,350;28,20;1133,150;263,203;0,000;847,500;875,100;857,400;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,439;27,504;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1242,5298;22,91209;92,3048;0,54333353;0,54333353;0,00552;2,12394;138,5198;14,102052;0,212338;23,216404;26,925759;0,0502;5,0057;5,60;559,01;0,01;1,15;97,23;;895,436;892,661;12,4489064;14,72300;5,38100;0,03400;0,3049858;;13,49;154,00;;;
SEA 360s [m²/kg];--;155;15,18600;5,01800;0,047000;66,075;82,07;-57,3300;0,000;100,802;28,400;0,000;582,350;674,950;28,20;1133,050;263,203;0,000;847,200;875,000;857,500;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,446;27,512;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1311,8916;23,89794;88,6063;0,54999892;0,54999892;0,00576;2,23036;139,8317;14,720006;0,197493;24,271261;28,130655;0,0487;4,8641;5,65;563,88;0,01;1,23;102,79;;897,899;897,769;13,1438424;14,64300;5,47900;0,03400;0,3086064;;13,09;155,00;;;
SEA Test [m²/kg];107,6;156;15,18200;5,09200;0,037000;65,025;80,81;-58,0300;0,000;100,804;28,400;0,000;583,650;677,150;28,20;1132,917;263,203;0,000;846,400;875,100;857,800;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,425;27,514;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1329,5336;24,03715;94,2482;0,55416711;0,55416711;0,00610;2,24757;141,1613;14,586308;0,212906;24,104500;27,966011;0,0522;5,2130;5,70;569,09;0,01;1,25;104,29;;900,609;897,769;13,3205968;14,49200;5,61300;0,03700;0,3158561;;12,39;156,00;;;
Results SPR;;157;15,13800;5,11100;0,037000;62,425;82,52;-58,4400;0,000;100,802;28,400;0,000;584,350;677,750;28,20;1132,917;263,203;0,000;846,300;875,000;858,000;328,950;;;;;0,00;0,00;0,00;3,00;4,02;15,433;27,509;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1342,2210;23,52367;80,7128;0,57166735;0,57166735;0,00546;2,20627;142,5035;14,283156;0,191909;23,631838;27,409050;0,0461;4,6053;5,75;573,69;0,01;1,26;105,45;;903,381;903,238;13,4477119;14,28200;5,80300;0,03300;0,3259724;;11,98;157,00;;;
SPR max [m²/s];0,059;158;15,06100;5,08200;0,034000;65,425;82,27;-59,1600;0,000;100,804;28,400;0,000;585,350;678,550;28,20;1132,817;263,209;0,000;845,800;875,000;858,200;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,418;27,504;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1393,9577;26,51786;91,1903;0,52666632;0,52666632;0,00559;2,47210;143,8974;14,609841;0,195057;24,213713;28,069043;0,0480;4,7936;5,80;578,49;0,01;1,30;109,49;;906,323;903,238;13,9660619;14,18100;5,85600;0,03300;0,3311410;;11,26;158,00;;;
Max at [s];228;159;15,01700;5,10200;0,025000;60,075;82,74;-59,5100;0,000;100,802;28,400;0,000;586,850;681,950;28,20;1133,083;263,209;0,000;846,400;875,000;858,400;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,433;27,504;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1334,1035;23,97555;80,4207;0,55750052;0,55750052;0,00597;2,23232;145,2315;13,981854;0,189322;23,232298;26,997128;0,0448;4,4750;5,84;582,96;0,01;1,24;104,78;;909,201;908,708;13,3663830;14,18100;5,84900;0,03800;0,3311577;;10,91;159,00;;;
SPR 060s [m²/s];0,036;160;15,04100;5,16500;0,017000;59,525;85,45;-60,2700;0,000;100,804;28,400;0,000;588,750;686,250;28,20;1133,283;263,209;0,000;846,900;874,900;858,600;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,463;27,501;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1330,7525;23,77325;66,3424;0,56083250;0,56083250;0,00544;2,22737;146,5623;13,895228;0,157102;23,163110;26,999039;0,0372;3,7136;5,88;586,68;0,01;1,25;104,61;;911,846;908,708;13,3328092;14,15000;5,90700;0,03400;0,3324277;;10,15;160,00;;;
SPR 120s [m²/s];0,038;161;15,03700;5,24600;0,020000;63,525;86,37;-60,6300;0,000;100,804;28,400;0,000;591,550;692,250;28,20;1133,250;263,209;0,000;846,700;874,900;858,700;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,498;27,509;0,57;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1397,2591;25,18583;64,8314;0,55583382;0,55583382;0,00586;2,36126;147,9596;14,320496;0,146357;23,985555;28,068635;0,0360;3,5967;5,91;590,27;0,01;1,31;109,94;;914,655;914,385;13,9991386;14,01600;6,02100;0,03600;0,3388985;;9,79;161,00;;;
SPR 180s [m²/s];0,039;162;14,98000;5,29500;0,019000;64,300;83,56;-61,3900;0,000;100,806;28,400;0,000;592,950;694,250;28,20;1133,483;263,209;0,000;847,100;874,900;859,000;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,420;27,504;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1430,8198;24,53982;76,2111;0,58416812;0,58416812;0,00423;2,30419;149,3904;14,390566;0,179418;24,159961;28,287466;0,0445;4,4436;5,96;594,72;0,00;1,35;112,66;;917,737;914,385;14,3353832;13,87900;6,14400;0,02300;0,3455816;;9,03;162,00;;;
SPR 240s [m²/s];--;163;14,89500;5,34000;0,027000;63,850;83,31;-61,8000;0,000;100,806;28,400;0,000;593,350;694,950;28,20;1133,683;263,209;0,000;847,100;874,900;859,600;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,456;27,520;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1448,1569;23,43330;72,8984;0,61916510;0,61916510;0,00498;2,20004;150,8385;14,335288;0,182418;24,083391;28,207217;0,0451;4,5051;6,00;599,22;0,00;1,36;114,11;;920,938;920,622;14,5090844;13,76000;6,24100;0,02900;0,3513224;;8,62;163,00;;;
SPR 300s [m²/s];--;164;14,81800;5,38100;0,028000;63,050;80,52;-62,6200;0,000;100,802;28,400;0,000;594,650;697,450;28,20;1134,317;263,215;0,000;848,200;874,800;860,500;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,441;27,504;0,57;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1462,5248;23,57062;85,8638;0,62166532;0,62166532;0,00494;2,21822;152,3011;14,229619;0,216553;23,958243;28,100019;0,0534;5,3277;6,06;604,55;0,00;1,38;115,37;;924,197;920,622;14,6530359;13,62700;6,36400;0,02900;0,3576727;;7,80;164,00;;;
SPR 360s [m²/s];--;165;14,77200;5,47900;0,034000;59,700;82,66;-63,0400;0,000;100,810;28,400;0,000;596,750;701,650;28,10;1134,983;263,215;0,000;849,500;874,900;861,100;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,442;27,525;0,56;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1438,1404;23,33393;74,2347;0,61750102;0,61750102;0,00578;2,18777;153,7392;13,822048;0,190308;23,354205;27,459535;0,0458;4,5753;6,10;609,13;0,01;1,35;113,47;;927,386;926,956;14,4087282;13,53500;6,41800;0,03700;0,3622484;;7,38;165,00;;;
SPR Test [m²/s];0,041;166;14,72300;5,61300;0,034000;63,050;80,76;-63,8500;0,000;100,806;28,400;0,000;597,850;702,750;28,20;1135,550;263,215;0,000;850,900;874,800;861,500;328,950;;;;;0,00;0,00;0,00;3,00;4,03;15,454;27,506;0,56;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1478,6470;24,86357;88,7888;0,59583418;0,59583418;0,00832;2,31698;155,2178;14,191486;0,213580;24,022620;28,237679;0,0529;5,2803;6,16;614,41;0,01;1,38;116,63;;930,584;926,956;14,8145643;13,52700;6,38800;0,05600;0,3627767;;6,57;166,00;;;
Results COY;;167;14,64300;5,80300;0,037000;61,325;83,68;-64,2300;0,000;100,806;28,400;0,000;599,750;706,650;28,20;1135,883;263,215;0,000;851,900;874,800;861,500;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,412;27,501;0,56;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1434,8214;25,48090;77,4013;0,56416678;0,56416678;0,00584;2,36243;156,6527;13,973818;0,178050;23,729338;27,958877;0,0437;4,3584;6,20;618,76;0,01;1,33;112,99;;933,735;933,058;14,3754753;13,64700;6,26400;0,03700;0,3573085;;6,19;167,00;;;
COY max [kg/kg];0,0356;168;14,49200;5,85600;0,033000;57,100;77,86;-64,9900;0,000;100,802;28,300;0,000;601,750;709,750;28,20;1135,450;263,215;0,000;851,100;874,700;861,100;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,477;27,504;0,56;0,43;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1346,8694;23,06715;101,4330;0,58499996;0,58499996;0,00289;2,11787;157,9995;13,461438;0,250059;22,935479;27,051860;0,0593;5,9226;6,26;624,69;0,00;1,24;105,76;;936,456;933,058;13,4942845;13,85400;6,04600;0,01400;0,3478370;;5,43;168,00;;;
Max at [s];89;169;14,28200;5,84900;0,033000;62,175;83,89;-65,3900;0,000;100,798;28,300;0,000;602,750;711,350;28,20;1137,550;263,215;0,000;857,600;874,500;861,100;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,446;27,517;0,56;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1356,1867;24,19166;77,4728;0,56166601;0,56166601;0,00326;2,22173;159,3557;14,035268;0,175480;23,952906;28,268602;0,0435;4,3431;6,30;629,03;0,00;1,25;106,34;;938,912;938,531;13,5876344;14,10700;5,84200;0,01600;0,3355042;;5,03;169,00;;;
COY 060s [kg/kg];0,0132;170;14,18100;5,90700;0,038000;61,550;80,69;-66,1100;0,000;100,800;28,300;0,000;604,450;712,350;28,20;1137,183;263,222;0,000;856,600;874,400;861,100;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,469;27,506;0,56;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1293,7020;24,76741;101,0456;0,52333299;0,52333299;0,00250;2,24818;160,6494;13,944896;0,214334;23,865796;28,126066;0,0529;5,2780;6,36;634,31;0,00;1,18;101,11;;941,183;938,531;12,9616007;14,40200;5,54600;0,01000;0,3216678;;4,31;170,00;;;
COY 120s [kg/kg];0,0115;171;14,18100;6,02100;0,034000;65,325;81,98;-66,4500;0,000;100,800;28,300;0,000;604,450;710,350;28,10;1136,417;263,222;0,000;854,300;874,200;861,300;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,431;27,506;0,56;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1261,7398;23,08924;91,8920;0,54750061;0,54750061;0,00296;2,09677;161,9112;14,366169;0,198497;24,586778;28,894397;0,0503;5,0216;6,41;639,33;0,00;1,15;98,41;;943,151;942,863;12,6413706;14,76400;5,25500;0,01300;0,3039742;;3,97;171,00;;;
COY 180s [kg/kg];0,0108;172;14,15000;6,14400;0,036000;65,925;81,20;-67,1900;0,000;100,800;28,300;0,000;604,450;707,350;28,20;1136,450;263,222;0,000;854,600;874,100;861,200;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,469;27,520;0,56;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1204,6119;22,66480;99,0755;0,53250011;0,53250011;0,00271;1,98950;163,1158;14,431993;0,208080;24,699432;28,904200;0,0528;5,2658;6,46;644,59;0,00;1,06;93,35;;944,837;942,863;12,0690065;15,10900;4,83100;0,01100;0,2884304;;3,23;172,00;;;
COY 240s [kg/kg];--;173;14,01600;6,24100;0,023000;65,375;85,48;-67,4600;0,000;100,802;28,300;0,000;603,850;705,350;28,20;1136,950;263,222;0,000;856,400;874,000;861,000;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,498;27,522;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1103,6736;45,13355;161,1535;0,24499973;0,24499973;0,00156;3,96622;164,2195;14,378803;0,156741;24,583974;28,716248;0,0395;3,9408;6,50;648,54;0,00;0,97;85,26;;946,047;945,636;11,0577062;15,59600;4,45100;0,00200;0,2645945;;2,96;173,00;;;
COY 300s [kg/kg];--;174;13,87900;6,36400;0,029000;66,600;80,67;-67,8000;0,000;100,802;28,300;0,000;603,050;700,650;28,20;1137,717;263,222;0,000;859,100;873,800;860,800;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,456;27,520;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1009,1032;20,32201;109,0302;0,49750026;0,49750026;0,00479;1,79726;165,2286;14,522517;0,214636;24,796791;28,810002;0,0542;5,4140;6,55;653,95;0,00;0,89;77,83;;946,681;945,636;10,1102047;16,11100;4,05900;0,02700;0,2389016;;2,62;174,00;;;
COY 360s [kg/kg];--;175;13,76000;6,41800;0,029000;66,600;80,67;-68,3900;0,000;100,802;28,300;0,000;603,050;700,650;28,20;1136,717;263,222;0,000;856,400;873,700;860,600;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,479;27,533;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;903,3085;21,04710;126,1456;0,42999975;0,42999975;0,00504;1,81581;166,1319;14,522517;0,214636;24,796791;28,810002;0,0542;5,4140;6,61;659,36;0,01;0,78;69,22;;946,735;946,297;9,0502482;16,64700;3,55000;0,02900;0,2132945;;2,03;175,00;;;
COY Test [kg/kg];0,0108;176;13,62700;6,38800;0,037000;68,200;81,69;-68,6600;0,000;100,802;28,400;0,000;601,350;694,150;28,20;1135,817;263,222;0,000;854,200;873,400;860,400;328,950;;;;;0,00;0,00;0,00;3,00;4,04;15,456;27,520;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;801,4010;20,19934;128,9563;0,39749996;0,39749996;0,00446;1,76401;166,9333;14,716684;0,202032;25,057490;28,924347;0,0513;5,1163;6,66;664,48;0,00;0,70;61,31;;946,199;946,297;8,0292363;17,19000;3,15100;0,02400;0,1862154;;1,76;176,00;;;
Results CO2Y;;177;13,53500;6,26400;0,056000;69,100;83,86;-69,1800;0,000;100,802;28,400;0,000;598,650;685,750;28,10;1135,150;263,228;0,000;852,500;873,200;860,300;328,950;;;;;0,00;0,00;0,00;3,00;4,05;15,439;27,525;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;704,7883;19,39020;122,1180;0,36416705;0,36416705;0,00371;1,65680;167,6381;14,846838;0,175867;25,165596;28,827040;0,0445;4,4387;6,70;668,92;0,00;0,60;53,57;;945,108;944,690;7,0612738;17,69400;2,69400;0,01800;0,1619243;;1,24;177,00;;;
CO2Y max [kg/kg];4,5099;178;13,52700;6,04600;0,037000;71,125;82,41;-69,3500;0,000;100,800;28,400;0,000;595,650;676,450;28,20;1133,517;263,228;0,000;847,900;873,000;860,200;328,950;;;;;0,00;0,00;0,00;3,00;4,05;15,456;27,520;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;619,5635;40,26433;318,1099;0,15416638;0,15416638;0,00204;3,48488;168,2576;15,100697;0,193303;25,467623;28,922309;0,0490;4,8949;6,75;673,81;0,00;0,54;47,01;;943,519;944,690;6,2074062;18,14100;2,36400;0,00500;0,1396280;;1,07;178,00;;;
