General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Event7;;81;18,85200;1,83100;0,015000;90,600;89,14;-12,9900;0,000;101,414;19,600;0,000;438,050;467,550;25,30;1012,683;263,164;0,000;729,900;757,500;731,200;317,550;;;;;0,00;0,00;0,00;3,00;2,04;14,992;25,082;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;626,0806;39,08160;163,5269;0,16091919;0,16091919;-0,00099;3,44881;30,9162;19,510103;0,116149;24,198225;25,827828;0,0263;2,6197;1,20;119,66;0,00;0,55;47,15;;377,809;377,740;6,2889795;18,75000;1,90800;0,00000;0,1087025;;57,94;81,00;;;
Event8;;82;18,84400;1,83700;0,013000;89,500;88,14;-13,1801;0,000;101,410;19,600;0,000;438,750;468,350;25,30;1012,683;263,164;0,000;730,100;757,400;731,100;317,550;;;;;0,00;0,00;0,00;3,00;2,04;15,017;25,079;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;625,5869;34,27343;156,6089;0,18334961;0,18334961;0,00175;3,03512;31,5418;19,375827;0,127400;24,070087;25,693960;0,0287;2,8586;1,23;122,51;0,00;0,56;47,21;;380,834;377,740;6,2840204;18,73200;1,92600;0,01600;0,1093785;;57,75;82,00;;;
Event9;;83;18,83400;1,84000;0,028000;91,750;87,07;-13,3900;0,000;101,410;19,600;0,000;439,450;469,050;25,30;1012,683;263,164;0,000;730,100;757,400;731,100;317,550;;;;;0,00;0,00;0,00;3,00;2,04;14,979;25,087;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;639,5502;19,22942;95,4681;0,33408610;0,33408610;0,00246;1,70130;32,1814;19,602235;0,139668;24,390199;26,033047;0,0319;3,1752;1,26;125,69;0,00;0,57;48,28;;383,867;383,886;6,4242822;18,70800;1,94400;0,02000;0,1105421;;57,54;83,00;;;
;;84;18,82500;1,84700;0,027000;85,625;87,09;-13,8099;0,000;101,410;19,600;0,000;440,150;469,850;25,30;1012,517;263,164;0,000;729,600;757,400;731,100;317,550;;;;;0,00;0,00;0,00;3,00;2,04;14,979;25,082;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;623,9970;18,80358;92,3387;0,33334351;0,33334351;0,00237;1,65716;32,8054;18,921572;0,139400;23,580782;25,171942;0,0308;3,0643;1,29;128,75;0,00;0,55;47,08;;386,818;383,886;6,2680498;18,68500;1,95700;0,02000;0,1117475;;57,12;84,00;;;
;;85;18,82100;1,86300;0,044000;93,800;87,65;-14,0200;0,000;101,410;19,600;0,000;440,750;470,450;25,30;1012,583;263,164;0,000;729,900;757,300;731,100;317,550;;;;;0,00;0,00;0,00;3,00;2,04;14,992;25,087;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;654,9137;39,27031;183,5642;0,16752116;0,16752116;-0,00031;3,44357;33,4603;19,790764;0,132980;24,697622;26,361875;0,0308;3,0613;1,32;131,82;0,00;0,58;49,31;;389,790;390,083;6,5786080;18,68200;1,95400;0,00400;0,1121364;;56,91;85,00;;;
;;86;18,81700;1,87900;0,040000;87,300;88,36;-14,2200;0,000;101,412;19,600;0,000;441,550;471,250;25,30;1012,750;263,164;0,000;730,400;757,300;731,100;317,550;;;;;0,00;0,00;0,00;3,00;2,04;15,017;25,090;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;630,3035;18,62140;82,0119;0,34000651;0,34000651;0,00138;1,63961;34,0906;19,075436;0,124894;23,848146;25,452246;0,0279;2,7760;1,35;134,59;0,00;0,56;47,53;;392,730;390,083;6,3313983;18,68200;1,95900;0,01400;0,1119685;;56,71;86,00;;;
;;87;18,80500;1,88000;0,018000;89,100;88,30;-14,6600;0,000;101,414;19,600;0,000;442,550;472,350;25,30;1012,750;263,164;0,000;730,500;757,300;731,000;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,945;25,098;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;639,3152;19,12221;84,4721;0,33583577;0,33583577;0,00089;1,68736;34,7299;19,249302;0,125622;24,120016;25,744186;0,0284;2,8242;1,38;137,42;0,00;0,57;48,22;;395,513;395,992;6,4219207;18,67000;1,97300;0,01100;0,1125501;;56,27;87,00;;;
;;88;18,78200;1,88000;0,002000;91,300;88,04;-14,8500;0,000;101,410;19,600;0,000;443,250;473,350;25,30;1012,950;263,164;0,000;731,100;757,300;731,000;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,948;25,063;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,8535;46,49536;208,9336;0,14082845;0,14082845;0,00176;4,10805;35,3818;19,470105;0,128544;24,435280;26,094618;0,0294;2,9292;1,41;140,34;0,00;0,58;49,20;;398,354;395,992;6,5478688;18,65000;1,99100;0,01600;0,1134673;;56,08;88,00;;;
;;89;18,77100;1,88200;0,003000;86,850;88,67;-15,0300;0,000;101,412;19,700;0,000;443,850;473,950;25,30;1012,817;263,164;0,000;730,700;757,300;731,000;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,948;25,066;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;640,5278;18,78521;79,1799;0,34250895;0,34250895;-0,00113;1,65646;36,0223;18,976848;0,121405;23,848473;25,465775;0,0271;2,6998;1,44;143,04;0,00;0,57;48,26;;401,139;401,473;6,4341020;18,63500;2,00300;-0,00100;0,1144035;;55,90;89,00;;;
;;90;18,77400;1,89400;0,001000;85,175;89,13;-15,4900;0,000;101,412;19,700;0,000;444,750;474,950;25,30;1012,683;263,164;0,000;730,500;757,200;730,900;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,958;25,079;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;636,0605;18,74606;75,5376;0,34083049;0,34083049;0,00136;1,65440;36,6584;18,773938;0,116253;23,641314;25,246638;0,0257;2,5630;1,46;145,61;0,00;0,56;47,99;;403,774;401,473;6,3892279;18,62300;2,01200;0,01400;0,1148400;;55,44;90,00;;;
;;91;18,77100;1,90800;0,004000;91,575;89,22;-15,6700;0,000;101,412;19,700;0,000;445,650;476,050;25,30;1012,517;263,164;0,000;730,000;757,200;730,900;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,006;25,084;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;661,8698;44,29498;176,6159;0,15009562;0,15009562;0,00090;3,90721;37,3202;19,446829;0,115293;24,538216;26,212089;0,0265;2,6391;1,49;148,25;0,00;0,59;49,93;;406,468;406,962;6,6484821;18,61300;2,02000;0,01100;0,1153710;;55,26;91,00;;;
;;92;18,76400;1,92600;0,000000;88,075;88,84;-15,8801;0,000;101,412;19,700;0,000;446,450;477,050;25,30;1012,517;263,164;0,000;730,200;757,100;730,800;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,971;25,052;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;650,5120;17,78298;73,4238;0,36745199;0,36745199;0,00524;1,57173;37,9707;19,054484;0,119504;24,086312;25,737204;0,0270;2,6859;1,52;150,93;0,01;0,58;49,19;;409,183;406,962;6,5343926;18,60000;2,03000;0,03700;0,1157326;;55,05;92,00;;;
;;93;18,75000;1,94400;0,016000;88,800;89,89;-16,3500;0,000;101,412;19,700;0,000;447,250;478,150;25,30;1012,650;263,164;0,000;730,600;757,100;730,800;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,987;25,079;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;655,4825;19,41698;72,1352;0,33910116;0,33910116;0,00425;1,71462;38,6262;19,115629;0,107753;24,206903;25,879330;0,0245;2,4352;1,54;153,37;0,00;0,58;49,54;;411,805;412,375;6,5843213;18,59100;2,03700;0,03100;0,1162496;;54,58;93,00;;;
;;94;18,73200;1,95700;0,020000;87,300;88,63;-16,5200;0,000;101,412;19,700;0,000;447,950;479,050;25,30;1012,717;263,164;0,000;730,800;757,100;730,800;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,025;25,114;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,8065;47,32960;198,4798;0,13833618;0,13833618;0,00338;4,17039;39,2780;18,938677;0,121850;24,020357;25,688027;0,0275;2,7334;1,57;156,10;0,00;0,58;49,23;;414,377;412,375;6,5473965;18,58400;2,04000;0,02600;0,1166825;;54,41;94,00;;;
;;95;18,70800;1,95400;0,020000;87,250;87,99;-16,7200;0,000;101,412;19,700;0,000;448,850;480,150;25,30;1012,650;263,164;0,000;730,700;757,100;730,700;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,017;25,068;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;650,3653;18,27270;81,4835;0,35752360;0,35752360;0,00304;1,60833;39,9284;18,914262;0,129155;24,037588;25,713820;0,0291;2,9002;1,60;159,00;0,00;0,58;49,10;;416,869;417,439;6,5329198;18,58700;2,03600;0,02400;0,1165733;;54,21;95,00;;;
;;96;18,68500;1,95900;0,004000;83,000;87,72;-17,1801;0,000;101,412;19,700;0,000;449,450;480,850;25,30;1012,450;263,164;0,000;730,200;757,000;730,700;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,979;25,074;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;633,4248;19,42859;88,8910;0,32749430;0,32749430;0,00329;1,71652;40,5618;18,435530;0,132221;23,460502;25,099526;0,0291;2,8981;1,63;161,90;0,00;0,56;47,86;;419,213;417,439;6,3627517;18,58700;2,04200;0,02600;0,1164843;;53,75;96,00;;;
Auswertung Test;;97;18,68200;1,97300;0,014000;88,425;88,55;-17,3400;0,000;101,414;19,700;0,000;450,350;481,850;25,30;1012,317;263,164;0,000;729,800;757,000;730,700;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,017;25,090;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;656,1032;47,64510;201,8879;0,13832601;0,13832601;0,00121;4,19467;41,2179;19,009458;0,122754;24,239305;25,934738;0,0279;2,7801;1,65;164,68;0,00;0,58;49,50;;421,538;422,301;6,5905564;18,58000;2,04400;0,01300;0,1170173;;53,59;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;18,68200;1,99100;0,011000;87,800;89,33;-17,5500;0,000;101,408;19,700;0,000;450,950;482,650;25,30;1012,217;263,164;0,000;729,600;757,000;730,600;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,008;25,095;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;653,4537;17,69877;69,7953;0,37086995;0,37086995;0,00037;1,55638;41,8714;18,929553;0,114072;24,169575;25,868601;0,0259;2,5769;1,68;167,26;0,00;0,58;49,27;;423,918;422,301;6,5639427;18,58100;2,04200;0,00800;0,1170365;;53,38;98,00;;;
Auswertung Test;;99;18,67000;2,00300;0,016000;85,600;88,65;-18,0200;0,000;101,412;19,700;0,000;451,550;483,250;25,30;1012,183;263,164;0,000;729,600;756,900;730,600;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,994;25,090;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;645,5795;19,90279;83,7496;0,32582601;0,32582601;0,00004;1,75680;42,5170;18,678468;0,121719;23,880717;25,557207;0,0273;2,7166;1,71;169,97;0,00;0,57;48,70;;426,197;426,918;6,4848459;18,57700;2,05200;0,00600;0,1171821;;52,91;99,00;;;
Test start time   [s];60;100;18,65000;2,01200;-0,001000;84,900;89,45;-18,1700;0,000;101,412;19,700;0,000;452,450;484,350;25,30;1012,117;263,164;0,000;729,400;756,900;730,600;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,977;25,092;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;647,7273;40,87730;158,2386;0,15916951;0,15916951;-0,00094;3,60648;43,1647;18,583429;0,112666;23,806564;25,485046;0,0252;2,5074;1,73;172,48;0,00;0,57;48,84;;428,402;426,918;6,5064204;18,55800;2,06800;0,00000;0,1181850;;52,76;100,00;;;
Time to ignition  [s];24;101;18,63500;2,02000;0,014000;88,000;89,08;-18,3900;0,000;101,414;19,700;0,000;452,950;484,950;25,30;1012,183;263,164;0,000;729,600;756,900;730,600;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,994;25,098;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;662,8494;32,61934;130,3613;0,20412191;0,20412191;-0,00013;2,86438;43,8275;18,909215;0,116835;24,250686;25,963948;0,0266;2,6490;1,76;175,13;0,00;0,58;49,96;;430,648;431,419;6,6583223;18,54500;2,07000;0,00500;0,1188694;;52,54;101,00;;;
Time to flame out [s];274;102;18,62300;2,03000;0,011000;83,075;89,87;-18,6000;0,000;101,412;19,700;0,000;453,550;485,550;25,30;1012,150;263,164;0,000;729,600;756,900;730,500;317,550;;;;;0,00;0,00;0,00;3,00;2,05;15,032;25,100;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;642,1587;19,79671;73,3824;0,32583618;0,32583618;0,00004;1,73973;44,4697;18,360304;0,107990;23,577910;25,241439;0,0239;2,3804;1,78;177,51;0,00;0,57;48,41;;432,823;431,419;6,4504839;18,55000;2,06700;0,00600;0,1185985;;52,33;102,00;;;
Time end of test  [s];318;103;18,61300;2,03700;0,037000;88,275;89,38;-19,0100;0,000;101,414;19,700;0,000;454,450;486,650;25,30;1012,083;263,164;0,000;729,400;756,900;730,500;317,550;;;;;0,00;0,00;0,00;3,00;2,05;14,987;25,076;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;660,1422;20,29978;79,4180;0,32666016;0,32666016;0,00287;1,79325;45,1298;18,907456;0,113519;24,328733;26,052542;0,0259;2,5826;1,81;180,09;0,00;0,59;49,87;;434,943;435,886;6,6311287;18,54900;2,07400;0,02300;0,1183905;;51,92;103,00;;;
Masses;;104;18,60000;2,04000;0,031000;86,475;90,16;-19,2200;0,000;101,414;19,700;0,000;455,250;487,650;25,30;1012,317;263,164;0,000;730,100;756,900;730,500;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,002;25,114;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;656,6230;37,68622;135,4981;0,17501831;0,17501831;0,00086;3,32119;45,7865;18,697244;0,104721;24,100599;25,815830;0,0237;2,3608;1,83;182,45;0,00;0,58;49,55;;437,091;435,886;6,5957778;18,53800;2,08100;0,01100;0,1190910;;51,71;104,00;;;
Mass sust.flaming [g];71,04;105;18,59100;2,03600;0,026000;86,200;88,68;-19,4301;0,000;101,412;19,700;0,000;455,850;488,350;25,30;1012,450;263,164;0,000;730,600;756,900;730,400;317,550;;;;;0,00;0,00;0,00;3,00;2,06;14,969;25,092;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;656,5602;19,48808;81,1390;0,33841960;0,33841960;0,00283;1,72384;46,4430;18,655201;0,121355;24,078097;25,794755;0,0275;2,7336;1,86;185,19;0,00;0,58;49,62;;439,182;440,124;6,5951474;18,52900;2,09300;0,02300;0,1193522;;51,50;105,00;;;
Mass remaining    [g];0,14;106;18,58400;2,04200;0,024000;86,075;88,35;-19,8601;0,000;101,414;19,700;0,000;456,350;488,850;25,30;1012,583;263,164;0,000;731,000;756,900;730,400;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,036;25,095;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;659,4088;19,57734;83,6365;0,33833822;0,33833822;0,00398;1,73132;47,1024;18,631456;0,125092;24,073825;25,788297;0,0283;2,8171;1,89;188,00;0,00;0,59;49,86;;441,246;440,124;6,6237618;18,51400;2,10400;0,03000;0,1200319;;51,07;106,00;;;
Mass loss test    [g];70,90;107;18,58700;2,04400;0,026000;82,775;89,50;-20,0701;0,000;101,414;19,700;0,000;457,150;489,850;25,30;1012,683;263,164;0,000;731,300;756,900;730,400;317,550;;;;;0,00;0,00;0,00;3,00;2,06;14,977;25,087;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;650,1598;37,50711;143,0818;0,17412313;0,17412313;0,00165;3,30092;47,7526;18,254819;0,112177;23,628520;25,318671;0,0249;2,4802;1,91;190,48;0,00;0,57;49,08;;443,242;444,109;6,5308557;18,50300;2,10700;0,01600;0,1207985;;50,86;107,00;;;
Mass loss rate test [g/s];0,27;108;18,58700;2,04200;0,013000;85,475;88,69;-20,2800;0,000;101,414;19,700;0,000;457,550;490,550;25,30;1012,817;263,164;0,000;731,700;756,900;730,400;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,015;25,084;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;659,9040;19,89046;82,1324;0,33326213;0,33326213;0,00086;1,74500;48,4125;18,542043;0,121161;24,021294;25,753788;0,0274;2,7249;1,94;193,21;0,00;0,58;49,77;;445,203;444,109;6,6287361;18,50700;2,09900;0,01100;0,1207081;;50,65;108,00;;;
Mass loss rate 10/90 [g/s];0,33;109;18,58000;2,05200;0,008000;84,550;89,60;-20,7000;0,000;101,414;19,700;0,000;458,250;491,350;25,20;1012,750;263,164;0,000;731,600;756,800;730,400;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,019;25,103;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;653,3361;20,03869;76,2003;0,32750448;0,32750448;-0,00045;1,76211;49,0658;18,427349;0,110975;23,909231;25,636225;0,0250;2,4844;1,97;195,69;0,00;0,58;49,26;;447,142;447,919;6,5627612;18,51700;2,09600;0,00300;0,1202441;;50,23;109,00;;;
Values;;110;18,58100;2,06800;0,006000;84,975;89,52;-20,9000;0,000;101,414;19,700;0,000;459,050;492,350;25,30;1012,483;263,164;0,000;730,900;756,800;730,300;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,015;25,090;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;654,8724;41,11016;157,8554;0,16001383;0,16001383;-0,00012;3,62303;49,7207;18,457500;0,111912;23,990159;25,730433;0,0253;2,5146;1,99;198,21;0,00;0,58;49,40;;449,024;447,919;6,5781937;18,51400;2,10200;0,00500;0,1203312;;50,03;110,00;;;
THR   [MJ/m²];168,4;111;18,57700;2,07000;0,000000;84,650;87,72;-21,1000;0,000;101,414;19,700;0,000;459,450;492,850;25,30;1012,650;263,164;0,000;731,400;756,800;730,300;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,011;25,111;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;654,5473;18,73997;84,9535;0,35085042;0,35085042;0,00036;1,65090;50,3752;18,414149;0,132234;23,954669;25,696068;0,0298;2,9672;2,02;201,18;0,00;0,58;49,38;;450,877;451,631;6,5749276;18,50900;2,10500;0,00800;0,1205577;;49,83;111,00;;;
TSP   [m²];7,2;112;18,55800;2,06700;0,005000;88,375;87,98;-21,5601;0,000;101,412;19,700;0,000;459,750;493,050;25,30;1012,517;263,164;0,000;731,000;756,800;730,300;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,023;25,095;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;669,1913;18,84560;83,4990;0,35668945;0,35668945;0,00054;1,66673;51,0444;18,808802;0,129308;24,484044;26,257439;0,0298;2,9650;2,05;204,14;0,00;0,59;50,52;;452,761;451,631;6,7220265;18,50500;2,11500;0,00900;0,1206702;;49,37;112,00;;;
TSR   [m²/m²];715,7;113;18,54500;2,07400;0,006000;86,825;88,93;-21,7700;0,000;101,412;19,700;0,000;460,250;493,550;25,30;1012,483;263,164;0,000;731,000;756,800;730,200;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,019;25,111;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;667,3824;38,85707;156,9486;0,17252604;0,17252604;0,00283;3,45163;51,7118;18,633000;0,118550;24,281575;26,038395;0,0271;2,6956;2,08;206,84;0,00;0,60;50,48;;454,668;455,336;6,7038566;18,48400;2,13800;0,02300;0,1214910;;49,16;113,00;;;
TSR   [m²/m² (none flaming phase)];125,7;114;18,55000;2,08100;0,023000;85,225;89,20;-21,9801;0,000;101,412;19,700;0,000;460,850;494,150;25,30;1012,783;263,164;0,000;732,000;756,700;730,200;317,550;;;;;0,00;0,00;0,00;3,00;2,06;14,969;25,098;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;666,9124;20,55983;80,2259;0,32583618;0,32583618;0,00443;1,82593;52,3787;18,448498;0,115451;24,072482;25,811906;0,0261;2,6023;2,10;209,44;0,00;0,59;50,49;;456,532;455,336;6,6991349;18,45900;2,15700;0,03300;0,1226350;;48,95;114,00;;;
TSR   [m²/m² (flaming phase)];590,0;115;18,54900;2,09300;0,011000;84,500;88,71;-22,3900;0,000;101,412;19,700;0,000;461,150;494,550;25,30;1013,050;263,164;0,000;732,800;756,700;730,200;317,550;;;;;0,00;0,00;0,00;3,00;2,06;15,023;25,090;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;671,0483;20,32812;82,3081;0,33159383;0,33159383;0,00408;1,80123;53,0498;18,363884;0,120998;23,977673;25,714318;0,0273;2,7171;2,13;212,16;0,00;0,60;50,78;;458,379;459,056;6,7406803;18,43300;2,17500;0,03100;0,1239811;;48,54;115,00;;;
MARHE [kW / m²];655,1;116;18,53800;2,10400;0,023000;81,675;89,09;-22,6100;0,000;101,416;19,700;0,000;461,750;495,150;25,30;1013,083;263,164;0,000;732,900;756,700;730,200;317,550;;;;;0,00;0,00;0,00;3,00;2,06;14,988;25,084;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;664,0476;35,90051;139,3814;0,18580119;0,18580119;0,00369;3,18952;53,7138;18,042570;0,116714;23,588786;25,295045;0,0259;2,5781;2,16;214,73;0,00;0,59;50,27;;460,182;459,056;6,6703580;18,41400;2,19600;0,02900;0,1248841;;48,32;116,00;;;
