General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
SPR max [m²/s];0,055;158;15,75500;4,47300;0,037000;68,300;84,14;-56,2401;0,000;101,016;30,200;0,000;562,150;619,350;24,90;1130,717;263,183;0,000;845,300;874,100;853,300;320,550;;;;;0,00;0,00;0,00;3,00;1,95;15,879;24,238;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1159,8543;23,24514;79,2908;0,49916585;0,49916585;0,00565;2,11714;132,9894;14,848885;0,173277;23,634495;26,039358;0,0396;3,9563;5,56;555,96;0,01;1,06;89,99;;838,032;838,120;11,6031822;15,46300;4,69700;0,04800;0,2688087;;17,20;158,00;;;
Max at [s];238;159;15,71800;4,49500;0,039000;72,025;81,05;-56,6201;0,000;101,018;30,200;0,000;563,150;620,350;24,90;1130,617;263,183;0,000;844,700;874,100;853,600;320,550;;;;;0,00;0,00;0,00;3,00;1,95;15,812;24,230;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1207,6572;23,15830;94,7894;0,52168783;0,52168783;0,00727;2,12401;134,1971;15,234885;0,210668;24,292015;26,759393;0,0495;4,9431;5,61;560,90;0,01;1,11;93,87;;840,206;842,682;12,0814025;15,37200;4,79900;0,05900;0,2729113;;16,82;159,00;;;
SPR 060s [m²/s];0,033;160;15,70200;4,55400;0,045000;67,650;83,01;-57,2802;0,000;101,014;30,200;0,000;563,650;621,050;24,90;1130,850;263,183;0,000;845,300;874,100;853,700;320,550;;;;;0,00;0,00;0,00;3,00;1,95;15,791;24,219;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1187,3471;22,37485;80,0928;0,53087362;0,53087362;0,00509;2,05390;135,3844;14,758382;0,186777;23,553125;25,951686;0,0425;4,2502;5,65;565,15;0,01;1,09;92,30;;842,439;842,682;11,8782202;15,28800;4,87400;0,04400;0,2771020;;16,16;160,00;;;
SPR 120s [m²/s];0,037;161;15,68900;4,58700;0,037000;66,100;81,39;-57,6802;0,000;101,014;30,200;0,000;564,250;621,650;24,90;1130,917;263,183;0,000;845,400;874,000;853,900;320,550;;;;;0,00;0,00;0,00;3,00;1,95;15,870;24,219;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1191,7058;22,14719;86,3567;0,53829956;0,53829956;0,00503;2,02024;136,5761;14,580571;0,206493;23,294124;25,663788;0,0465;4,6467;5,70;569,80;0,01;1,09;92,61;;844,595;847,117;11,9218246;15,20000;4,92000;0,04400;0,2816412;;15,76;161,00;;;
SPR 180s [m²/s];0,040;162;15,63500;4,60800;0,041000;73,050;82,72;-58,3501;0,000;101,018;30,200;0,000;565,650;623,350;24,90;1130,750;263,190;0,000;844,800;874,000;854,000;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,816;24,241;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1262,9678;24,45644;87,2987;0,51662191;0,51662191;0,00325;2,22742;137,8391;15,308964;0,190286;24,518498;27,019546;0,0451;4,5082;5,75;574,31;0,00;1,15;98,12;;846,958;847,117;12,6347302;15,14800;4,95800;0,02900;0,2843587;;15,09;162,00;;;
SPR 240s [m²/s];0,031;163;15,58600;4,62400;0,036000;64,225;82,72;-58,7201;0,000;101,014;30,200;0,000;566,850;625,050;24,90;1130,683;263,190;0,000;844,800;873,800;854,000;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,843;24,243;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1189,0642;22,65992;80,6612;0,52495321;0,52495321;0,00393;2,06118;139,0282;14,339287;0,190216;23,014206;25,377135;0,0423;4,2326;5,79;578,54;0,00;1,08;92,40;;849,283;851,329;11,8953982;15,11700;4,97700;0,03600;0,2858679;;14,72;163,00;;;
SPR 300s [m²/s];0,024;164;15,55000;4,61800;0,024000;70,600;80,26;-59,4000;0,000;101,014;30,200;0,000;568,250;627,050;24,90;1130,450;263,183;0,000;844,000;873,800;854,100;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,852;24,241;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1251,0907;23,76230;97,8763;0,52671305;0,52671305;0,00332;2,16472;140,2793;15,015584;0,220451;24,159167;26,659050;0,0516;5,1532;5,84;583,69;0,00;1,14;97,24;;851,544;851,329;12,5159113;15,08800;5,00800;0,03000;0,2872736;;14,04;164,00;;;
SPR 360s [m²/s];--;165;15,52200;4,61100;0,023000;70,125;82,52;-59,7802;0,000;101,016;30,200;0,000;569,350;628,550;24,90;1130,383;263,190;0,000;843,700;873,800;854,200;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,852;24,214;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1251,5006;22,35767;80,2879;0,55998739;0,55998739;0,00265;2,03790;141,5308;14,950522;0,192636;24,101051;26,607034;0,0450;4,4942;5,88;588,19;0,00;1,14;97,28;;853,967;855,801;12,5200124;15,06000;5,03400;0,02500;0,2886586;;13,66;165,00;;;
SPR Test [m²/s];0,029;166;15,52000;4,61600;0,032000;68,500;82,26;-60,5100;0,000;101,016;30,200;0,000;570,650;630,250;25,00;1130,317;263,190;0,000;843,500;873,700;854,300;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,872;24,230;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1244,1054;22,56205;82,0425;0,55163574;0,55163574;0,00457;2,06485;142,7749;14,759443;0,195890;23,847347;26,338019;0,0453;4,5239;5,93;592,71;0,00;1,14;96,82;;856,339;855,801;12,4460305;15,01200;5,08900;0,04000;0,2907305;;12,93;166,00;;;
Results COY;;167;15,53000;4,64600;0,040000;70,875;81,82;-60,8801;0,000;101,020;30,200;0,000;571,750;631,750;24,90;1130,617;263,190;0,000;844,300;873,700;854,400;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,851;24,230;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1277,9590;24,00281;88,8804;0,53263346;0,53263346;0,00517;2,19647;144,0528;14,998680;0,201160;24,280604;26,828635;0,0473;4,7322;5,98;597,44;0,01;1,17;99,50;;858,763;860,698;12,7847023;14,94500;5,14300;0,04400;0,2939756;;12,56;167,00;;;
COY max [kg/kg];0,0372;168;15,53700;4,69700;0,035000;72,125;80,13;-61,5802;0,000;101,012;30,200;0,000;572,950;633,150;25,00;1130,283;263,190;0,000;843,200;873,700;854,500;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,858;24,235;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1300,0305;24,54063;99,5795;0,52995809;0,52995809;0,00642;2,24776;145,3529;15,114513;0,222032;24,519473;27,095741;0,0528;5,2752;6,03;602,72;0,01;1,19;101,29;;861,323;860,698;13,0055047;14,88400;5,19600;0,05300;0,2968485;;11,86;168,00;;;
Max at [s];78;169;15,51700;4,79900;0,048000;67,575;79,57;-61,9501;0,000;101,012;30,200;0,000;573,950;634,650;25,00;1130,550;263,190;0,000;843,900;873,700;854,600;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,862;24,227;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1270,2897;22,16782;92,0874;0,57326253;0,57326253;0,00491;2,03186;146,6232;14,617248;0,229118;23,754173;26,266376;0,0528;5,2769;6,08;608,00;0,00;1,16;98,99;;863,831;865,591;12,7079783;14,82000;5,25300;0,04300;0,3000210;;11,49;169,00;;;
COY 060s [kg/kg];0,0101;170;15,46300;4,87400;0,059000;68,075;81,68;-62,7101;0,000;101,020;30,200;0,000;574,950;636,250;25,00;1131,050;263,190;0,000;845,300;873,700;854,700;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,879;24,243;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1285,8439;23,85882;87,1894;0,53915405;0,53915405;0,00493;2,19855;147,9090;14,658461;0,202939;23,862653;26,406842;0,0470;4,6990;6,13;612,69;0,00;1,19;100,31;;866,268;865,591;12,8635821;14,75600;5,33000;0,04300;0,3029304;;10,73;170,00;;;
COY 120s [kg/kg];0,0094;171;15,37200;4,92000;0,044000;69,025;80,04;-63,0400;0,000;101,014;30,200;0,000;576,150;638,050;25,00;1131,083;263,190;0,000;845,300;873,700;854,800;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,843;24,257;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1310,6790;23,38004;93,0120;0,56082153;0,56082153;0,00496;2,14542;149,2197;14,745009;0,223238;24,053643;26,637902;0,0522;5,2142;6,18;617,91;0,00;1,20;102,24;;868,794;870,560;13,1120323;14,67400;5,37800;0,04300;0,3070990;;10,40;171,00;;;
COY 180s [kg/kg];0,0091;172;15,28800;4,95800;0,044000;64,800;79,41;-63,8301;0,000;101,014;30,200;0,000;577,250;639,350;25,00;1130,783;263,190;0,000;844,200;873,700;855,000;320,550;;;;;0,00;0,00;0,00;3,00;1,96;15,873;24,233;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1280,0247;22,26658;91,0737;0,57509359;0,57509359;0,00429;2,04991;150,4997;14,272995;0,231091;23,328099;25,837713;0,0524;5,2355;6,23;623,14;0,00;1,18;99,91;;871,274;870,560;12,8053670;14,61400;5,44300;0,03900;0,3099236;;9,61;172,00;;;
COY 240s [kg/kg];0,0091;173;15,20000;4,97700;0,029000;68,475;82,11;-64,1802;0,000;101,022;30,200;0,000;578,650;641,350;25,00;1130,717;263,190;0,000;843,900;873,600;855,200;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,851;24,243;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1331,2700;24,32626;84,2602;0,54747518;0,54747518;0,00415;2,24529;151,8310;14,654387;0,197619;24,009542;26,611112;0,0461;4,6112;6,28;627,76;0,00;1,23;104,00;;873,785;875,767;13,3180253;14,52700;5,52700;0,03700;0,3140747;;9,26;173,00;;;
COY 300s [kg/kg];0,0090;174;15,14800;5,00800;0,036000;66,225;80,06;-64,9301;0,000;101,012;30,200;0,000;580,150;643,550;25,00;1130,850;263,190;0,000;844,100;873,600;855,400;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,864;24,259;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1331,2231;24,70177;95,1151;0,53913371;0,53913371;0,00395;2,28638;153,1622;14,392970;0,222904;23,642369;26,226056;0,0513;5,1259;6,33;632,88;0,00;1,23;104,10;;876,414;875,767;13,3175558;14,40400;5,64200;0,03600;0,3199590;;8,51;174,00;;;
COY 360s [kg/kg];--;175;15,11700;5,03400;0,030000;69,475;79,82;-65,2701;0,000;101,012;30,200;0,000;581,050;644,950;25,00;1131,417;263,190;0,000;845,600;873,600;855,600;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,873;24,241;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1385,3901;24,09903;92,7271;0,57510376;0,57510376;0,00313;2,22188;154,5476;14,730488;0,226003;24,234323;26,899452;0,0533;5,3306;6,38;638,21;0,00;1,28;108,33;;879,168;881,282;13,8594426;14,29400;5,71400;0,02900;0,3255321;;8,17;175,00;;;
COY Test [kg/kg];0,0092;176;15,08800;5,08900;0,025000;66,025;80,68;-66,0802;0,000;101,012;30,100;0,000;582,150;646,850;25,00;1131,450;263,190;0,000;845,500;873,600;855,800;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,851;24,259;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1365,7758;22,33891;81,1127;0,61163330;0,61163330;0,00394;2,06526;155,9134;14,346513;0,215246;23,647298;26,275453;0,0496;4,9591;6,43;643,17;0,00;1,26;106,91;;881,988;881,282;13,6632211;14,20600;5,79900;0,03600;0,3296509;;7,36;176,00;;;
Results CO2Y;;177;15,06000;5,14300;0,040000;69,000;79,47;-66,4801;0,000;101,010;30,100;0,000;583,650;649,050;25,00;1130,983;263,190;0,000;843,800;873,600;856,100;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,852;24,230;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1408,3370;23,51572;90,7648;0,59913127;0,59913127;0,00661;2,16155;157,3217;14,647311;0,230308;24,205310;26,917599;0,0544;5,4358;6,49;648,61;0,01;1,30;110,25;;884,842;887,108;14,0890032;14,13800;5,82300;0,05600;0,3330598;;6,96;177,00;;;
CO2Y max [kg/kg];4,1013;178;15,01200;5,19600;0,044000;73,525;80,00;-67,2701;0,000;101,010;30,100;0,000;585,250;651,050;25,00;1131,083;263,190;0,000;844,000;873,600;856,200;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,883;24,270;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1451,6612;26,16639;98,4084;0,55500285;0,55500285;0,00561;2,37752;158,7734;15,099286;0,223698;25,020622;27,833704;0,0546;5,4595;6,54;654,07;0,01;1,32;113,45;;887,905;887,108;14,5224188;14,15000;5,75600;0,04700;0,3330274;;6,17;178,00;;;
Max at [s];130;179;14,94500;5,25300;0,053000;63,925;79,42;-67,6001;0,000;101,018;30,100;0,000;586,450;652,850;25,00;1132,917;263,190;0,000;849,300;873,800;856,200;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,843;24,230;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1328,1917;24,04971;95,3655;0,55249023;0,55249023;0,00436;2,16583;160,1015;14,064668;0,231035;23,353971;25,998194;0,0527;5,2667;6,60;659,33;0,00;1,20;103,59;;890,709;892,484;13,2872298;14,28400;5,60500;0,04000;0,3269130;;5,84;179,00;;;
CO2Y 060s [kg/kg];2,1152;180;14,88400;5,33000;0,043000;66,450;82,22;-68,3801;0,000;101,010;30,100;0,000;588,150;655,350;25,00;1135,117;263,190;0,000;855,800;873,800;856,300;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,851;24,251;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1321,2242;22,05965;76,3755;0,59917196;0,59917196;0,00469;1,99223;161,4228;14,319011;0,196347;23,845224;26,569698;0,0458;4,5744;6,64;663,91;0,00;1,19;103,00;;893,120;892,484;13,2175265;14,44000;5,49300;0,04200;0,3191709;;5,06;180,00;;;
CO2Y 120s [kg/kg];2,1041;181;14,82000;5,37800;0,043000;66,450;82,22;-68,7301;0,000;101,010;30,100;0,000;588,150;655,350;25,00;1134,917;263,190;0,000;854,800;873,900;856,600;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,868;24,257;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1291,5940;41,12931;145,6657;0,31415812;0,31415812;0,00355;3,66843;162,7144;14,319011;0,196347;23,845224;26,569698;0,0458;4,5744;6,69;668,48;0,00;1,15;100,41;;895,404;897,096;12,9211059;14,60300;5,30500;0,03300;0,3117780;;4,71;181,00;;;
CO2Y 180s [kg/kg];2,1277;182;14,75600;5,44300;0,043000;67,025;81,55;-69,1201;0,000;101,014;30,100;0,000;588,850;656,550;25,00;1133,617;263,190;0,000;850,600;874,100;856,700;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,894;24,251;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1260,0910;23,56191;89,6005;0,53501383;0,53501383;0,00445;2,07572;163,9745;14,372280;0,204544;23,962417;26,717372;0,0479;4,7918;6,74;673,27;0,00;1,11;97,72;;897,494;897,096;12,6059502;14,79600;5,09500;0,04000;0,3027693;;4,32;182,00;;;
CO2Y 240s [kg/kg];2,1380;183;14,67400;5,52700;0,039000;68,925;80,54;-69,7501;0,000;101,020;30,100;0,000;588,950;656,450;25,00;1132,983;263,190;0,000;848,700;874,100;856,700;320,550;;;;;0,00;0,00;0,00;3,00;1,97;15,908;24,259;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1217,5510;24,40147;103,2738;0,49916585;0,49916585;0,00220;2,11823;165,1920;14,573329;0,216960;24,301745;27,086986;0,0516;5,1530;6,79;678,43;0,00;1,06;94,02;;899,359;901,003;12,1803797;15,11000;4,78700;0,02200;0,2880794;;3,69;183,00;;;
CO2Y 300s [kg/kg];2,1388;184;14,61400;5,64200;0,037000;68,525;81,91;-70,1201;0,000;101,016;30,100;0,000;589,450;656,850;25,00;1133,350;263,190;0,000;850,000;874,000;856,600;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,835;24,235;0,58;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1145,0868;22,98807;95,1298;0,49832153;0,49832153;0,00180;1,99514;166,3371;14,524816;0,200057;24,241409;27,013267;0,0474;4,7386;6,83;683,17;0,00;0,99;88,23;;900,892;901,003;11,4554483;15,45100;4,51900;0,01900;0,2713760;;3,32;184,00;;;
CO2Y 360s [kg/kg];--;185;14,52700;5,71400;0,036000;70,450;80,18;-70,7401;0,000;101,016;30,100;0,000;590,250;657,450;25,00;1133,150;263,190;0,000;849,500;873,900;856,600;320,550;;;;;0,00;0,00;0,00;3,00;1,98;15,900;24,230;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1087,7657;23,11013;113,0133;0,47087606;0,47087606;0,00157;1,96140;167,4249;14,717434;0,221435;24,596220;27,396501;0,0532;5,3194;6,89;688,48;0,00;0,92;83,37;;902,057;903,724;10,8820080;15,82100;4,14700;0,01700;0,2539651;;2,70;185,00;;;
CO2Y Test [kg/kg];2,1383;186;14,40400;5,79900;0,029000;74,175;80,50;-71,0602;0,000;101,016;30,100;0,000;589,450;655,950;25,00;1133,150;263,190;0,000;849,600;873,800;856,600;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,883;24,262;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1027,5694;23,27481;121,2141;0,44167074;0,44167074;0,00214;1,97999;168,4524;15,111755;0,217456;25,220990;28,066347;0,0535;5,3515;6,94;693,84;0,00;0,87;78,58;;902,893;903,724;10,2798039;16,24100;3,82800;0,02100;0,2331539;;2,38;186,00;;;
;;187;14,29400;5,82300;0,036000;73,525;81,61;-71,6201;0,000;101,016;30,100;0,000;588,650;653,950;25,00;1132,417;263,190;0,000;847,600;873,600;856,600;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,860;24,257;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;933,2778;22,18824;118,4309;0,42078654;0,42078654;0,00267;1,84645;169,3857;15,055616;0,203793;25,093195;27,876827;0,0498;4,9814;6,99;698,82;0,00;0,78;70,98;;903,308;904,866;9,3365111;16,68000;3,41900;0,02500;0,2120905;;1,82;187,00;;;
;;188;14,20600;5,75600;0,056000;73,400;82,32;-71,8601;0,000;101,014;30,100;0,000;587,150;651,350;25,00;1131,817;263,190;0,000;846,000;873,500;856,500;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,893;24,246;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;837,2192;43,69986;248,0532;0,19166056;0,19166056;0,00427;3,65604;170,2229;15,062016;0,195112;25,039891;27,777797;0,0475;4,7523;7,04;703,57;0,00;0,70;63,57;;903,212;904,866;8,3755405;17,12600;3,08700;0,03700;0,1897448;;1,58;188,00;;;
;;189;14,13800;5,60500;0,047000;71,375;84,03;-72,0901;0,000;101,018;30,100;0,000;585,550;648,350;25,00;1131,517;263,190;0,000;845,300;873,300;856,500;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,883;24,270;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;730,4146;20,63528;118,0811;0,35410563;0,35410563;0,00434;1,68454;170,9533;14,873072;0,174585;24,658401;27,303006;0,0418;4,1796;7,08;707,75;0,00;0,60;55,12;;902,580;904,093;7,3070677;17,59100;2,66800;0,03800;0,1672542;;1,35;189,00;;;
;;190;14,15000;5,49300;0,040000;75,125;81,91;-72,5200;0,000;101,020;30,100;0,000;582,750;643,950;25,00;1131,183;263,190;0,000;844,500;873,200;856,400;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,896;24,275;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;674,1037;22,79227;165,4788;0,29587809;0,29587809;0,00420;1,81840;171,6274;15,295395;0,200146;25,237321;27,887727;0,0490;4,8942;7,13;712,64;0,00;0,54;50,60;;901,526;904,093;6,7437334;17,95100;2,34600;0,03600;0,1498280;;0,92;190,00;;;
;;191;14,28400;5,30500;0,042000;78,300;83,01;-72,6501;0,000;101,014;30,100;0,000;579,550;638,750;25,00;1130,617;263,190;0,000;843,200;873,000;856,200;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,883;24,251;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;596,6645;53,44564;415,5450;0,11168416;0,11168416;0,00208;4,08152;172,2241;15,658315;0,186826;25,694265;28,318889;0,0464;4,6391;7,18;717,28;0,00;0,46;44,35;;900,132;901,574;5,9690312;18,38100;1,95000;0,02000;0,1292662;;0,79;191,00;;;
;;192;14,44000;5,09500;0,033000;77,425;84,92;-72,7900;0,000;101,016;30,100;0,000;576,050;633,050;25,00;1130,317;263,190;0,000;842,400;872,900;856,200;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,875;24,270;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;499,7085;37,51373;302,2883;0,13326009;0,13326009;0,00139;2,87525;172,7238;15,617810;0,164047;25,473028;27,993577;0,0403;4,0267;7,22;721,31;0,00;0,38;37,04;;898,299;901,574;4,9990835;18,79700;1,65100;0,01500;0,1083058;;0,65;192,00;;;
;;193;14,60300;4,78700;0,040000;79,475;84,75;-72,9100;0,000;101,008;30,000;0,000;571,650;626,450;25,00;1130,617;263,190;0,000;843,300;872,900;856,200;320,650;;;;;0,00;0,00;0,00;3,00;1,98;15,883;24,254;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;417,5539;41,09652;403,6665;0,10164388;0,10164388;-0,00069;3,01069;173,1414;15,883996;0,166021;25,709300;28,173866;0,0410;4,1014;7,26;725,41;0,00;0,31;30,63;;896,021;897,487;4,1772094;19,19800;1,30700;0,00000;0,0888020;;0,53;193,00;;;
