General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;358;18,50300;2,16200;0,039000;80,500;88,36;-55,5701;0,000;101,050;35,400;0,005;463,550;504,250;26,90;853,450;263,190;0,000;604,200;583,500;553,200;313,150;;;;;0,00;0,00;0,00;3,00;2,90;15,845;27,429;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;584,3523;34,89764;168,0662;0,16833496;0,16833496;0,00504;3,07023;131,0378;18,210886;0,124046;23,901653;26,000235;0,0283;2,8142;5,28;525,69;0,01;0,52;44,42;;365,207;364,680;5,8744933;18,73600;1,89800;0,03500;0,1094600;;15,65;358,00;;;
;;359;18,47200;2,18500;0,030000;85,275;89,50;-55,7500;0,000;101,050;35,400;0,005;463,450;503,450;26,90;852,583;263,190;0,000;602,300;583,000;553,000;313,150;;;;;0,00;0,00;0,00;3,00;2,90;15,822;27,418;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;590,9217;19,69507;86,4295;0,30162557;0,30162557;0,00552;1,72760;131,6288;18,745233;0,111221;24,597672;26,720678;0,0261;2,5932;5,31;528,28;0,01;0,52;44,90;;365,826;365,991;5,9405360;18,77600;1,86000;0,03700;0,1075137;;15,47;359,00;;;
;;360;18,45100;2,20000;0,044000;84,475;85,69;-56,1400;0,000;101,058;35,300;0,005;462,850;501,350;26,90;851,983;263,190;0,000;601,200;582,600;552,700;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,858;27,413;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;579,8377;19,21354;118,5802;0,30338542;0,30338542;0,00484;1,68141;132,2086;18,669187;0,154755;24,466167;26,501270;0,0360;3,5786;5,35;531,86;0,00;0,51;44,02;;366,436;365,991;5,8291086;18,81000;1,82900;0,03300;0,1059089;;15,08;360,00;;;
;;361;18,42100;2,20000;0,045000;84,075;87,90;-56,3201;0,000;101,046;35,300;0,005;462,150;499,550;26,90;852,150;263,190;0,000;602,300;582,200;552,500;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,784;27,418;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;569,6828;36,17484;188,8614;0,15831502;0,15831502;0,00088;3,16648;132,7783;18,639034;0,129291;24,389710;26,363474;0,0299;2,9742;5,38;534,83;0,00;0,50;43,14;;367,013;367,179;5,7270208;18,84900;1,80100;0,00900;0,1042019;;14,90;361,00;;;
;;362;18,39900;2,17200;0,027000;80,100;89,06;-56,4900;0,000;101,052;35,300;0,005;461,850;498,850;26,90;851,017;263,190;0,000;599,400;581,900;552,300;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,799;27,400;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;548,3248;38,02414;180,7150;0,14496867;0,14496867;-0,00042;3,32640;133,3266;18,198987;0,116187;23,798437;25,704991;0,0262;2,6060;5,40;537,44;0,00;0,48;41,48;;367,544;367,179;5,5123087;18,88100;1,77500;0,00100;0,1027037;;14,73;362,00;;;
;;363;18,39300;2,13400;0,032000;83,250;89,14;-56,6500;0,000;101,050;35,300;0,005;461,450;497,450;26,90;852,117;263,190;0,000;603,300;581,500;552,100;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,791;27,418;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;552,9914;19,00385;90,3443;0,29253133;0,29253133;-0,00109;1,66865;133,8796;18,561422;0,115244;24,251364;26,143333;0,0264;2,6289;5,43;540,07;0,00;0,49;41,84;;368,048;368,248;5,5592225;18,90400;1,76200;-0,00300;0,1015427;;14,57;363,00;;;
;;364;18,40700;2,08400;0,016000;84,900;89,23;-57,0400;0,000;101,052;35,400;0,005;460,850;495,750;26,90;854,883;263,190;0,000;612,100;581,200;551,900;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,832;27,429;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;554,3756;18,57473;87,9816;0,30003866;0,30003866;0,00122;1,62965;134,4340;18,756659;0,114302;24,474586;26,328038;0,0264;2,6259;5,46;542,69;0,00;0,49;41,99;;368,558;368,248;5,5731383;18,91800;1,74700;0,01100;0,1007300;;14,18;364,00;;;
;;365;18,45000;2,03700;0,008000;88,275;86,82;-57,2101;0,000;101,048;35,400;0,005;460,050;493,450;26,90;852,850;263,190;0,000;606,600;580,800;551,700;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,822;27,424;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;560,1789;43,89098;259,0126;0,12830607;0,12830607;0,00108;3,85727;134,9942;19,142462;0,141655;24,934639;26,744915;0,0332;3,3058;5,49;546,00;0,00;0,49;42,43;;369,075;369,280;5,6314787;18,93800;1,73300;0,01000;0,0997225;;14,01;365,00;;;
;;366;18,50100;1,98500;0,021000;78,200;88,69;-57,3700;0,000;101,052;35,400;0,005;459,350;492,050;26,90;853,217;263,190;0,000;608,200;580,500;551,500;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,814;27,424;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;522,1464;18,36797;92,7607;0,28577677;0,28577677;0,00308;1,61771;135,5163;18,030715;0,120302;23,450761;25,120163;0,0265;2,6369;5,52;548,64;0,00;0,46;39,61;;369,545;369,280;5,2491382;18,95600;1,71900;0,02300;0,0986737;;13,85;366,00;;;
;;367;18,55800;1,92900;0,013000;84,725;89,38;-57,7500;0,000;101,048;35,400;0,005;458,850;490,650;26,90;852,150;263,190;0,000;605,600;580,200;551,200;313,150;;;;;0,00;0,00;0,00;3,00;2,91;15,830;27,413;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;540,2124;18,15065;86,1334;0,29920451;0,29920451;0,00222;1,59570;136,0565;18,778109;0,112621;24,396238;26,086987;0,0258;2,5636;5,54;551,20;0,00;0,48;40,94;;369,986;370,266;5,4307556;18,97100;1,70500;0,01700;0,0980173;;13,47;367,00;;;
;;368;18,62700;1,89800;0,026000;83,350;89,49;-57,9301;0,000;101,050;35,400;0,005;458,350;489,750;26,90;850,283;263,190;0,000;600,400;580,000;551,000;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,822;27,421;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;530,4985;33,49296;158,5261;0,15923055;0,15923055;0,00319;2,92367;136,5870;18,635267;0,111358;24,184278;25,841061;0,0252;2,5109;5,57;553,71;0,00;0,47;40,18;;370,435;370,266;5,3331017;18,99300;1,67600;0,02300;0,0969827;;13,29;368,00;;;
;;369;18,69000;1,86000;0,035000;83,625;89,25;-58,1001;0,000;101,048;35,400;0,005;457,750;488,250;26,90;848,650;263,190;0,000;596,000;579,800;550,700;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,835;27,416;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;522,3270;35,40882;174,1322;0,14829508;0,14829508;0,00303;3,10215;137,1093;18,678213;0,114007;24,208281;25,821285;0,0258;2,5687;5,59;556,28;0,00;0,46;39,57;;370,858;371,139;5,2509538;19,02700;1,65300;0,02200;0,0952521;;13,12;369,00;;;
;;370;18,73600;1,82900;0,037000;81,050;89,26;-58,2600;0,000;101,050;35,400;0,005;457,250;487,350;26,90;847,250;263,190;0,000;592,300;579,500;550,500;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,801;27,429;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;507,3320;18,88901;93,9291;0,27000936;0,27000936;0,00250;1,65843;137,6167;18,398444;0,113884;23,819634;25,387640;0,0254;2,5228;5,62;558,80;0,00;0,45;38,43;;371,247;371,139;5,1002086;19,05400;1,63400;0,01900;0,0939111;;12,96;370,00;;;
;;371;18,77600;1,80100;0,033000;82,275;88,80;-58,6101;0,000;101,052;35,300;0,005;456,950;486,550;26,90;846,417;263,190;0,000;590,400;579,200;550,200;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,778;27,442;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;504,7698;18,73573;98,5022;0,27084351;0,27084351;0,00121;1,64012;138,1214;18,543045;0,119059;23,991091;25,545169;0,0267;2,6538;5,64;561,46;0,00;0,44;38,19;;371,610;371,907;5,0744505;19,08100;1,60900;0,01100;0,0926958;;12,61;371,00;;;
;;372;18,81000;1,77500;0,009000;82,925;88,67;-58,7700;0,000;101,052;35,300;0,005;455,950;484,650;26,90;845,350;263,190;0,000;587,700;578,900;550,000;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,801;27,421;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;500,1080;34,68293;186,5882;0,14495850;0,14495850;0,00088;3,03856;138,6216;18,636552;0,120570;24,059304;25,573729;0,0270;2,6905;5,67;564,15;0,00;0,44;37,82;;371,962;371,907;5,0275853;19,10800;1,58800;0,00900;0,0913661;;12,45;372,00;;;
;;373;18,84900;1,76200;0,001000;81,450;87,75;-58,9301;0,000;101,050;35,300;0,005;455,050;482,750;26,90;844,317;263,190;0,000;585,200;578,600;549,700;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,816;27,437;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;489,1478;35,53630;209,8620;0,13837687;0,13837687;-0,00043;3,10050;139,1107;18,488319;0,131003;23,820826;25,270858;0,0290;2,8887;5,70;567,04;0,00;0,43;36,93;;372,291;372,577;4,9174025;19,13700;1,56000;0,00100;0,0900674;;12,29;373,00;;;
;;374;18,88100;1,74700;-0,003000;85,100;88,02;-59,0801;0,000;101,052;35,400;0,005;454,550;481,950;26,90;843,550;263,190;0,000;583,400;578,300;549,500;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,782;27,424;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;489,4167;18,45068;108,5670;0,26666260;0,26666260;-0,00077;1,61074;139,6001;18,908426;0,127911;24,335334;25,802254;0,0290;2,8798;5,73;569,92;0,00;0,43;36,94;;372,604;372,577;4,9201063;19,17700;1,52800;-0,00100;0,0880965;;12,14;374,00;;;
;;375;18,90400;1,73300;0,011000;82,650;91,36;-59,4301;0,000;101,054;35,300;0,005;453,950;480,650;26,90;842,750;263,190;0,000;581,600;577,900;549,300;313,150;;;;;0,00;0,00;0,00;3,00;2,92;15,816;27,458;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;472,2149;18,14269;77,0917;0,26165771;0,26165771;0,00319;1,57846;140,0723;18,646565;0,090619;23,966640;25,376286;0,0202;2,0065;5,75;571,92;0,00;0,41;35,71;;372,892;373,154;4,7471760;19,21200;1,49100;0,02300;0,0861787;;11,79;375,00;;;
;;376;18,91800;1,71900;0,010000;82,375;91,58;-59,5701;0,000;101,054;35,300;0,005;453,350;479,850;26,90;841,883;263,190;0,000;579,600;577,600;549,000;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,816;27,434;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;460,7857;43,41834;183,5902;0,10668945;0,10668945;0,00203;3,79249;140,5331;18,627833;0,088228;23,910917;25,308599;0,0196;1,9484;5,77;573,87;0,00;0,40;34,83;;373,141;373,154;4,6322785;19,25300;1,46300;0,01600;0,0841592;;11,65;376,00;;;
;;377;18,93800;1,70500;0,023000;86,975;92,37;-59,7101;0,000;101,052;35,300;0,005;452,950;478,950;26,90;841,183;263,190;0,000;578,000;577,300;548,800;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,793;27,442;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;463,9896;18,53577;72,0784;0,25164795;0,25164795;0,00091;1,60980;140,9971;19,149327;0,079627;24,558626;25,968327;0,0181;1,8043;5,79;575,67;0,00;0,41;35,01;;373,378;373,657;4,6644873;19,29100;1,42600;0,00900;0,0824210;;11,51;377,00;;;
;;378;18,95600;1,67600;0,017000;84,550;92,08;-60,0400;0,000;101,054;35,300;0,005;452,050;477,550;26,90;840,683;263,190;0,000;576,900;577,100;548,600;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,801;27,418;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;446,4280;18,32001;75,8002;0,24497477;0,24497477;0,00223;1,60017;141,4435;18,899269;0,082839;24,189770;25,554308;0,0186;1,8471;5,81;577,52;0,00;0,39;33,74;;373,594;373,657;4,4879411;19,33000;1,39900;0,01700;0,0803339;;11,18;378,00;;;
;;379;18,97100;1,65300;0,023000;87,250;90,95;-60,1700;0,000;101,050;35,300;0,005;451,250;475,750;26,90;840,283;263,196;0,000;576,100;576,800;548,500;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,765;27,445;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;445,4604;37,83638;182,5533;0,11835734;0,11835734;0,00413;3,32025;141,8890;19,215670;0,095160;24,551217;25,884192;0,0216;2,1493;5,83;579,67;0,00;0,39;33,73;;373,785;374,085;4,4782129;19,35700;1,38000;0,02800;0,0788285;;11,05;379,00;;;
;;380;18,99300;1,63400;0,022000;86,250;91,72;-60,3101;0,000;101,054;35,300;0,005;450,550;474,550;26,90;840,050;263,196;0,000;575,800;576,600;548,300;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,784;27,434;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;439,1277;35,33366;156,3845;0,12493896;0,12493896;0,00192;3,10626;142,3281;19,120071;0,086701;24,391177;25,690452;0,0195;1,9436;5,85;581,61;0,00;0,39;33,21;;373,966;374,085;4,4145503;19,37400;1,37000;0,01500;0,0780893;;10,91;380,00;;;
;;381;19,02700;1,60900;0,019000;85,075;91,85;-60,4500;0,000;101,054;35,300;0,005;449,450;472,450;26,90;839,783;263,196;0,000;575,200;576,500;548,200;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,822;27,456;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;433,5541;17,20584;75,1900;0,25331624;0,25331624;0,00090;1,50965;142,7617;19,012609;0,085375;24,194875;25,433015;0,0190;1,8946;5,87;583,51;0,00;0,38;32,75;;374,129;374,429;4,3585194;19,38700;1,35800;0,00900;0,0775289;;10,77;381,00;;;
;;382;19,05400;1,58800;0,011000;88,775;90,97;-60,7800;0,000;101,054;35,300;0,005;448,350;470,450;26,90;839,617;263,196;0,000;575,100;576,300;548,000;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,830;27,437;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;437,4966;18,84644;92,4005;0,23336792;0,23336792;0,00264;1,65431;143,1992;19,445459;0,094905;24,685142;25,901919;0,0216;2,1450;5,89;585,65;0,00;0,39;33,09;;374,290;374,429;4,3981537;19,40600;1,34100;0,01900;0,0764850;;10,44;382,00;;;
;;383;19,08100;1,56000;0,009000;85,875;92,12;-60,8900;0,000;101,048;35,300;0,005;447,450;468,950;26,90;839,383;263,196;0,000;574,700;576,100;547,900;313,150;;;;;0,00;0,00;0,00;3,00;2,93;15,799;27,445;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;428,8469;40,07641;170,7175;0,10757446;0,10757446;-0,00112;3,50599;143,6280;19,144435;0,082361;24,254221;25,419638;0,0184;1,8268;5,91;587,48;0,00;0,38;32,32;;374,444;374,725;4,3111979;19,41800;1,33100;-0,00300;0,0761472;;10,33;383,00;;;
;;384;19,10800;1,52800;0,001000;84,675;91,08;-61,0302;0,000;101,048;35,300;0,005;446,750;468,050;26,90;839,250;263,196;0,000;574,600;576,000;547,700;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,843;27,461;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;423,1430;30,56360;148,9956;0,13918050;0,13918050;0,00073;2,67201;144,0512;19,025092;0,093764;24,065317;25,212695;0,0207;2,0628;5,93;589,54;0,00;0,37;31,93;;374,578;374,725;4,2538571;19,42700;1,32100;0,00800;0,0756023;;10,19;384,00;;;
;;385;19,13700;1,49100;-0,001000;83,975;91,67;-61,1600;0,000;101,048;35,300;0,005;445,950;466,850;26,90;839,683;263,196;0,000;576,000;576,000;547,600;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,770;27,445;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;418,5444;41,08737;187,5107;0,10240682;0,10240682;0,00023;3,59703;144,4697;18,963275;0,087331;23,944170;25,066343;0,0192;1,9101;5,95;591,45;0,00;0,37;31,58;;374,698;374,979;4,2076268;19,43900;1,31300;0,00500;0,0750197;;10,06;385,00;;;
;;386;19,17700;1,46300;0,023000;86,625;90,50;-61,2700;0,000;101,048;35,300;0,005;445,050;465,350;26,90;839,383;263,196;0,000;575,300;575,900;547,500;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,793;27,429;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;421,2551;19,10183;100,5993;0,22170003;0,22170003;0,00227;1,67859;144,8910;19,279629;0,100089;24,294487;25,402628;0,0223;2,2185;5,97;593,67;0,00;0,37;31,85;;374,815;374,979;4,2348772;19,45100;1,30500;0,01700;0,0742617;;9,95;386,00;;;
;;387;19,21200;1,42600;0,016000;84,375;89,99;-61,5801;0,000;101,050;35,300;0,005;444,350;464,250;26,90;839,217;263,196;0,000;574,900;575,800;547,500;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,791;27,456;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;413,9646;16,81051;93,8564;0,24755859;0,24755859;0,00342;1,47888;145,3049;19,042578;0,105820;23,958035;25,030984;0,0232;2,3112;5,99;595,98;0,00;0,37;31,33;;374,926;375,193;4,1615864;19,45700;1,30000;0,02400;0,0738827;;9,64;387,00;;;
;;388;19,25300;1,39900;0,009000;86,425;89,81;-61,7301;0,000;101,048;35,300;0,005;443,550;463,150;26,90;839,750;263,196;0,000;576,600;575,800;547,400;313,250;;;;;0,00;0,00;0,00;3,00;2,94;15,772;27,437;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;417,3316;31,67650;180,5073;0,13244629;0,13244629;0,00381;2,78451;145,7223;19,289894;0,107743;24,225497;25,295996;0,0239;2,3781;6,02;598,36;0,00;0,37;31,59;;375,031;375,193;4,1954350;19,46400;1,29300;0,02600;0,0735261;;9,49;388,00;;;
;;389;19,29100;1,38000;0,017000;87,725;88,86;-61,8700;0,000;101,050;35,300;0,005;442,450;461,150;26,90;839,583;263,203;0,000;576,200;575,800;547,300;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,772;27,448;0,60;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;418,3478;35,56101;223,1296;0,11826579;0,11826579;0,00367;3,13304;146,1406;19,458575;0,118404;24,376733;25,407007;0,0264;2,6249;6,04;600,99;0,00;0,37;31,67;;375,141;375,403;4,2056505;19,47300;1,28800;0,02500;0,0730626;;9,35;389,00;;;
;;390;19,33000;1,37000;0,028000;88,050;90,31;-62,0000;0,000;101,050;35,300;0,005;441,650;459,950;26,90;839,383;263,203;0,000;575,600;575,800;547,300;313,250;;;;;0,00;0,00;0,00;3,00;2,94;15,852;27,440;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;418,2179;17,39348;94,3002;0,24171956;0,24171956;0,00471;1,53465;146,5588;19,512234;0,102261;24,399757;25,410774;0,0228;2,2674;6,06;603,25;0,00;0,37;31,70;;375,251;375,403;4,2043447;19,47600;1,28600;0,03100;0,0728379;;9,22;390,00;;;
;;391;19,35700;1,35800;0,015000;85,550;92,64;-62,3201;0,000;101,052;35,200;0,005;441,050;459,150;26,90;839,017;263,203;0,000;574,600;575,800;547,200;313,150;;;;;0,00;0,00;0,00;3,00;2,94;15,816;27,458;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;413,9152;18,08923;73,2196;0,23003133;0,23003133;0,00227;1,59449;146,9727;19,246312;0,076739;24,034529;25,020869;0,0168;1,6754;6,08;604,93;0,00;0,37;31,31;;375,356;375,612;4,1610898;19,47400;1,28900;0,01700;0,0730852;;8,90;391,00;;;
;;392;19,37400;1,34100;0,009000;85,575;92,22;-62,4301;0,000;101,050;35,200;0,005;440,450;458,450;26,90;838,850;263,203;0,000;574,100;575,800;547,200;313,150;;;;;0,00;0,00;0,00;3,00;2,95;15,784;27,437;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;415,0501;43,17160;184,4997;0,09664917;0,09664917;0,00125;3,77981;147,3878;19,262231;0,081302;24,021685;25,003387;0,0178;1,7738;6,10;606,70;0,00;0,37;31,33;;375,456;375,612;4,1724991;19,47400;1,28300;0,01100;0,0732256;;8,79;392,00;;;
;;393;19,38700;1,33100;0,019000;83,300;89,04;-62,5500;0,000;101,052;35,200;0,005;439,850;458,150;26,90;839,650;263,203;0,000;576,400;575,900;547,200;313,150;;;;;0,00;0,00;0,00;3,00;2,95;15,784;27,458;0,59;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;407,5899;37,82522;232,4230;0,10832723;0,10832723;-0,00128;3,31067;147,7954;19,017422;0,116349;23,684079;24,669458;0,0252;2,5045;6,12;609,21;0,00;0,36;30,70;;375,547;375,790;4,0975012;19,48500;1,27600;-0,00400;0,0728308;;8,67;393,00;;;
;;394;19,40600;1,32100;-0,003000;86,450;88,64;-62,6801;0,000;101,052;35,200;0,005;439,250;457,350;26,90;840,050;263,203;0,000;577,600;575,900;547,200;313,150;;;;;0,00;0,00;0,00;3,00;2,95;15,784;27,440;0,59;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;413,0935;16,28205;104,3685;0,25505575;0,25505575;0,00126;1,42877;148,2085;19,386885;0,120879;24,111270;25,104813;0,0266;2,6479;6,15;611,86;0,00;0,36;31,19;;375,635;375,790;4,1528293;19,49000;1,27200;0,01100;0,0724056;;8,54;394,00;;;
