General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Event1;;75;18,89500;1,78300;0,013000;90,500;89,18;-11,5000;0,000;101,410;20,700;0,000;426,650;457,950;25,20;1014,317;263,183;0,000;729,500;760,900;733,100;316,050;;;;;0,00;0,00;0,00;3,00;1,75;14,941;24,743;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;613,1513;39,21156;165,5361;0,15582275;0,15582275;0,00327;3,45975;27,2420;19,758124;0,114779;23,868094;25,619111;0,0258;2,5885;1,05;105,70;0,00;0,54;46,27;;359,096;358,972;6,1100526;18,82700;1,83200;0,02500;0,1043078;;61,69;75,00;;;
Event2;;76;18,88200;1,78500;0,027000;94,300;90,01;-11,7000;0,000;101,410;20,800;0,000;427,850;459,250;25,20;1014,150;263,177;0,000;729,300;760,700;733,000;316,050;;;;;0,00;0,00;0,00;3,00;1,75;14,981;24,772;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;627,4991;33,79688;131,0888;0,18501790;0,18501790;0,00315;2,99680;27,8695;20,140367;0,105576;24,398278;26,188873;0,0243;2,4339;1,08;108,14;0,00;0,55;47,39;;362,534;358,972;6,2530288;18,81700;1,84800;0,02400;0,1047271;;61,49;76,00;;;
Event3;;77;18,88000;1,78900;0,019000;94,050;88,16;-11,9000;0,000;101,410;20,800;0,000;428,750;460,250;25,20;1014,250;263,183;0,000;729,600;760,700;733,000;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,983;24,756;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;631,9792;19,13241;88,1458;0,32916260;0,32916260;0,00421;1,69351;28,5015;20,092530;0,126325;24,391529;26,183560;0,0290;2,9116;1,11;111,05;0,00;0,56;47,74;;366,004;365,819;6,2976728;18,79600;1,86200;0,03000;0,1057375;;61,29;77,00;;;
Event4;;78;18,88000;1,79500;0,019000;91,925;88,91;-12,3199;0,000;101,410;20,800;0,000;429,550;461,050;25,20;1014,517;263,177;0,000;730,600;760,600;732,900;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,981;24,772;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;628,9782;19,28592;82,4452;0,32499186;0,32499186;0,00311;1,70538;29,1304;19,845738;0,117904;24,136886;25,906906;0,0268;2,6888;1,13;113,74;0,00;0,55;47,49;;369,395;365,819;6,2677680;18,78100;1,87400;0,02400;0,1065526;;60,87;78,00;;;
Event5;;79;18,87600;1,79500;0,017000;87,450;88,90;-12,5100;0,000;101,410;20,800;0,000;430,250;461,950;25,20;1014,750;263,177;0,000;731,400;760,500;732,900;316,050;;;;;0,00;0,00;0,00;3,00;1,76;15,019;24,769;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;616,6111;44,15437;188,0646;0,13916016;0,13916016;0,00269;3,89837;29,7470;19,340904;0,117938;23,561228;25,297174;0,0262;2,6263;1,16;116,36;0,00;0,54;46,54;;372,602;372,363;6,1445295;18,76900;1,88200;0,02200;0,1071910;;60,68;79,00;;;
Event6;;80;18,87000;1,80000;0,004000;91,150;88,81;-12,6799;0,000;101,406;20,800;0,000;431,350;462,950;25,20;1014,650;263,177;0,000;731,300;760,400;732,800;316,050;;;;;0,00;0,00;0,00;3,00;1,76;15,013;24,783;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;633,2604;19,87637;84,9912;0,31748454;0,31748454;-0,00021;1,74703;30,3803;19,720628;0,119000;24,085230;25,849676;0,0270;2,7078;1,19;119,07;0,00;0,55;47,69;;375,756;372,363;6,3104397;18,75800;1,88700;0,00500;0,1079728;;60,51;80,00;;;
Event7;;81;18,86600;1,81000;-0,003000;91,150;88,81;-13,1100;0,000;101,406;20,800;0,000;431,350;462,950;25,20;1014,383;263,183;0,000;730,700;760,300;732,700;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,967;24,759;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;632,4455;18,67331;79,9499;0,33750407;0,33750407;0,00065;1,64072;31,0127;19,720628;0,119000;24,085230;25,849676;0,0270;2,7078;1,21;121,78;0,00;0,55;47,65;;378,930;378,589;6,3023193;18,76000;1,88400;0,01000;0,1078328;;60,08;81,00;;;
Event8;;82;18,86600;1,82700;0,004000;90,625;87,59;-13,3099;0,000;101,410;20,800;0,000;432,150;463,850;25,20;1014,117;263,183;0,000;730,100;760,200;732,600;316,050;;;;;0,00;0,00;0,00;3,00;1,76;15,009;24,756;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;629,8803;39,85212;190,8226;0,15750122;0,15750122;-0,00021;3,49674;31,6426;19,645543;0,132794;24,038028;25,801317;0,0301;3,0160;1,24;124,80;0,00;0,55;47,42;;382,006;378,589;6,2767569;18,76200;1,88100;0,00500;0,1078051;;59,88;82,00;;;
Event9;;83;18,85700;1,83000;0,012000;87,400;88,67;-13,5000;0,000;101,410;20,800;0,000;433,150;465,050;25,20;1013,017;263,177;0,000;727,100;760,100;732,400;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,960;24,769;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;617,2180;19,41888;84,7244;0,31673177;0,31673177;0,00030;1,71214;32,2598;19,270538;0,120562;23,633739;25,374282;0,0268;2,6929;1,27;127,49;0,00;0,54;46,52;;384,916;384,523;6,1505778;18,76200;1,88800;0,00800;0,1076927;;59,69;83,00;;;
;;84;18,83800;1,82800;0,018000;90,950;90,16;-13,9100;0,000;101,412;20,800;0,000;434,250;466,350;25,20;1012,583;263,183;0,000;726,000;760,000;732,300;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,969;24,764;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;630,4009;19,42928;73,0634;0,32332357;0,32332357;0,00273;1,72177;32,8902;19,633093;0,103882;24,139531;25,923938;0,0236;2,3706;1,29;129,86;0,00;0,56;47,61;;387,760;384,523;6,2819446;18,75200;1,90200;0,02200;0,1079659;;59,28;84,00;;;
;;85;18,82700;1,83200;0,010000;92,725;89,55;-14,1100;0,000;101,410;20,800;0,000;435,050;467,250;25,20;1012,617;263,183;0,000;726,300;759,900;732,200;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,954;24,759;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;640,3652;39,48769;157,4265;0,16160075;0,16160075;0,00432;3,48821;33,5306;19,805515;0,110685;24,396390;26,202077;0,0254;2,5530;1,32;132,41;0,00;0,56;48,38;;390,674;390,270;6,3812397;18,73600;1,90900;0,03100;0,1087270;;59,08;85,00;;;
;;86;18,82600;1,84800;0,025000;87,500;88,43;-14,3099;0,000;101,410;20,800;0,000;435,650;468,050;25,20;1013,050;263,177;0,000;727,700;759,900;732,100;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,969;24,753;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;624,2665;17,90091;79,2947;0,34751383;0,34751383;0,00267;1,57379;34,1549;19,226156;0,123292;23,715400;25,479152;0,0276;2,7653;1,35;135,18;0,00;0,55;47,09;;393,483;390,270;6,2208156;18,73000;1,90800;0,02200;0,1091921;;58,88;86,00;;;
;;87;18,82700;1,86200;0,024000;91,550;88,41;-14,7600;0,000;101,410;20,800;0,000;436,150;468,650;25,20;1013,183;263,177;0,000;728,100;759,900;732,100;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,960;24,772;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;637,2959;19,14310;85,1468;0,33174642;0,33174642;0,00238;1,68534;34,7922;19,654795;0,123470;24,271950;26,080590;0,0282;2,8346;1,38;138,01;0,00;0,56;48,07;;396,211;395,984;6,3506534;18,73300;1,90800;0,02000;0,1090382;;58,43;87,00;;;
;;88;18,81700;1,87400;0,030000;91,100;87,73;-14,9401;0,000;101,412;20,800;0,000;436,950;469,550;25,20;1013,050;263,183;0,000;727,900;759,800;732,000;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,996;24,759;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;637,0494;34,31315;161,9864;0,18500773;0,18500773;0,00169;3,02157;35,4292;19,588474;0,131187;24,234420;26,042503;0,0300;3,0074;1,41;141,02;0,00;0,56;48,04;;398,949;395,984;6,3481977;18,72700;1,91400;0,01600;0,1093685;;58,25;88,00;;;
;;89;18,79600;1,88200;0,024000;90,975;88,12;-15,1700;0,000;101,410;20,700;0,000;437,650;470,350;25,20;1013,050;263,183;0,000;727,900;759,800;732,000;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,975;24,769;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;637,6255;31,37205;143,0458;0,20253499;0,20253499;0,00323;2,76189;36,0668;19,559370;0,126795;24,237178;26,048113;0,0290;2,9074;1,43;143,93;0,00;0,56;48,12;;401,628;401,411;6,3539385;18,72000;1,91800;0,02500;0,1096340;;58,02;89,00;;;
;;90;18,78100;1,88700;0,022000;91,000;89,58;-15,3701;0,000;101,412;20,700;0,000;438,450;471,050;25,20;1013,050;263,183;0,000;728,100;759,700;731,900;316,050;;;;;0,00;0,00;0,00;3,00;1,76;15,011;24,780;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;638,7688;20,26221;80,2950;0,31414795;0,31414795;-0,00056;1,78114;36,7056;19,544202;0,110317;24,262654;26,066650;0,0252;2,5313;1,46;146,46;0,00;0,56;48,11;;404,256;401,411;6,3653315;18,71900;1,92000;0,00300;0,1099172;;57,82;90,00;;;
;;91;18,76900;1,88400;0,005000;90,150;89,17;-15,7700;0,000;101,412;20,700;0,000;439,050;471,650;25,20;1012,983;263,177;0,000;727,900;759,700;731,900;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,971;24,780;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;635,9008;20,01182;82,6942;0,31665039;0,31665039;0,00013;1,76040;37,3415;19,439414;0,114989;24,165590;25,959915;0,0262;2,6277;1,49;149,09;0,00;0,56;47,91;;406,818;406,583;6,3367517;18,71600;1,92300;0,00700;0,1100150;;57,42;91,00;;;
;;92;18,75800;1,88100;0,010000;86,125;89,83;-15,9701;0,000;101,406;20,700;0,000;439,850;472,550;25,20;1013,017;263,183;0,000;728,200;759,600;731,800;316,050;;;;;0,00;0,00;0,00;3,00;1,76;14,988;24,759;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;622,7878;37,79707;145,9471;0,16419474;0,16419474;-0,00004;3,34000;37,9643;18,983208;0,107558;23,641470;25,399060;0,0240;2,4048;1,51;151,49;0,00;0,55;46,96;;409,236;406,583;6,2060806;18,70800;1,93700;0,00600;0,1103394;;57,22;92,00;;;
;;93;18,76000;1,88800;0,005000;89,250;88,56;-16,1700;0,000;101,412;20,700;0,000;440,550;473,350;25,20;1013,150;263,183;0,000;728,600;759,600;731,800;316,050;;;;;0,00;0,00;0,00;3,00;1,77;14,988;24,759;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;640,1484;19,04598;82,5393;0,33493042;0,33493042;0,00030;1,68224;38,6045;19,309179;0,121779;24,085700;25,878938;0,0276;2,7742;1,54;154,26;0,00;0,56;48,28;;411,626;411,560;6,3790793;18,68400;1,95600;0,00800;0,1115143;;57,02;93,00;;;
;;94;18,76200;1,90200;0,008000;90,975;88,43;-16,6000;0,000;101,412;20,700;0,000;441,150;473,950;25,20;1013,217;263,183;0,000;728,800;759,600;731,800;316,050;;;;;0,00;0,00;0,00;3,00;1,77;14,971;24,772;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,8222;19,83796;86,3309;0,32742310;0,32742310;0,00013;1,74800;39,2563;19,481625;0,123260;24,333901;26,143154;0,0283;2,8366;1,57;157,10;0,00;0,57;49,14;;414,119;411,560;6,4954079;18,66400;1,96900;0,00700;0,1125548;;56,59;94,00;;;
;;95;18,76200;1,90900;0,022000;90,875;88,24;-16,7899;0,000;101,408;20,700;0,000;441,850;474,650;25,20;1013,350;263,183;0,000;729,300;759,600;731,700;316,050;;;;;0,00;0,00;0,00;3,00;1,77;14,956;24,783;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,7396;41,01527;181,6022;0,15834554;0,15834554;0,00287;3,61524;39,9080;19,455485;0,125376;24,339811;26,146636;0,0288;2,8857;1,59;159,99;0,00;0,57;49,20;;416,621;416,495;6,4945848;18,65800;1,97200;0,02300;0,1126948;;56,40;95,00;;;
;;96;18,75200;1,90800;0,031000;90,375;87,70;-17,0000;0,000;101,412;20,600;0,000;442,450;475,350;25,20;1013,217;263,183;0,000;729,000;759,500;731,700;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,000;24,764;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;649,8535;17,69600;82,2892;0,36594645;0,36594645;0,00304;1,56219;40,5579;19,388729;0,131553;24,289234;26,095349;0,0301;3,0219;1,62;163,01;0,00;0,57;49,08;;419,060;416,495;6,4757900;18,65600;1,97600;0,02400;0,1127563;;56,19;96,00;;;
Auswertung Test;;97;18,73600;1,90800;0,022000;85,725;89,92;-17,4701;0,000;101,420;20,700;0,000;443,250;476,250;25,20;1013,217;263,183;0,000;729,100;759,500;731,600;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,019;24,767;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;633,5500;18,29943;68,9591;0,34500122;0,34500122;0,00395;1,61739;41,1914;18,866297;0,106609;23,677492;25,440283;0,0238;2,3875;1,65;165,40;0,00;0,56;47,88;;421,355;421,158;6,3133255;18,65000;1,98200;0,03000;0,1129746;;55,72;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;18,73000;1,91400;0,020000;90,000;87,46;-17,6500;0,000;101,412;20,700;0,000;443,950;477,150;25,20;1013,117;263,183;0,000;728,900;759,400;731,600;316,150;;;;;0,00;0,00;0,00;3,00;1,77;14,967;24,772;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;652,0249;45,59377;215,6845;0,14250692;0,14250692;0,00388;4,04203;41,8434;19,315748;0,134274;24,279842;26,095566;0,0307;3,0844;1,68;168,48;0,00;0,58;49,30;;423,615;421,158;6,4974283;18,63700;1,99800;0,02900;0,1135705;;55,54;98,00;;;
Auswertung Test;;99;18,73300;1,91800;0,016000;87,125;87,81;-17,8501;0,000;101,412;20,700;0,000;444,350;477,650;25,20;1013,017;263,183;0,000;728,600;759,400;731,600;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,006;24,783;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;646,6657;17,57646;80,0947;0,36662801;0,36662801;0,00498;1,55384;42,4901;18,996172;0,130304;23,899651;25,690713;0,0294;2,9468;1,71;171,43;0,00;0,57;48,91;;425,895;425,581;6,4440237;18,61700;2,00900;0,03600;0,1145441;;55,34;99,00;;;
Test start time   [s];60;100;18,72700;1,92000;0,025000;90,725;88,12;-18,3300;0,000;101,412;20,700;0,000;444,950;478,250;25,10;1013,017;263,183;0,000;728,800;759,300;731,500;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,038;24,780;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;664,7997;18,75198;82,6023;0,35328166;0,35328166;0,00133;1,66284;43,1549;19,371585;0,126823;24,404879;26,231337;0,0292;2,9284;1,74;174,36;0,00;0,59;50,22;;428,193;425,581;6,6247289;18,60100;2,03100;0,01400;0,1154835;;54,86;100,00;;;
Time to ignition  [s];24;101;18,72000;1,92300;0,003000;88,550;88,58;-18,5100;0,000;101,412;20,700;0,000;445,650;478,950;25,10;1012,950;263,183;0,000;728,600;759,300;731,500;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,034;24,756;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;663,7678;43,13849;180,4321;0,15333049;0,15333049;0,00198;3,80686;43,8187;19,122938;0,121619;24,129527;25,932541;0,0277;2,7763;1,77;177,13;0,00;0,58;50,12;;430,531;430,128;6,6144460;18,57500;2,04400;0,01800;0,1168200;;54,68;101,00;;;
Time to flame out [s];279;102;18,71900;1,93700;0,007000;86,125;88,17;-18,6899;0,000;101,412;20,700;0,000;446,050;479,450;25,10;1012,883;263,183;0,000;728,400;759,300;731,500;316,150;;;;;0,00;0,00;0,00;3,00;1,77;14,998;24,769;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;658,3626;38,59093;166,7232;0,17000326;0,17000326;0,00013;3,40837;44,4770;18,850815;0,126265;23,807508;25,590203;0,0283;2,8443;1,79;179,98;0,00;0,58;49,68;;432,791;430,128;6,5605837;18,56200;2,05800;0,00700;0,1175493;;54,50;102,00;;;
Time end of test  [s];326;103;18,71600;1,95600;0,006000;88,575;87,70;-18,8900;0,000;101,412;20,700;0,000;446,750;480,250;25,10;1012,750;263,183;0,000;728,100;759,300;731,400;316,150;;;;;0,00;0,00;0,00;3,00;1,77;15,023;24,777;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;670,1294;19,59226;87,9681;0,34084066;0,34084066;0,00097;1,72695;45,1472;19,102077;0,131593;24,162698;25,974562;0,0300;3,0088;1,82;182,99;0,00;0,59;50,58;;435,038;434,727;6,6778394;18,55100;2,06300;0,01200;0,1180834;;54,30;103,00;;;
Masses;;104;18,70800;1,96900;0,008000;81,000;87,61;-19,3300;0,000;101,408;20,700;0,000;447,350;481,050;25,10;1012,650;263,183;0,000;727,800;759,300;731,400;316,050;;;;;0,00;0,00;0,00;3,00;1,77;15,048;24,780;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;641,1967;18,51975;83,8166;0,34501139;0,34501139;0,00012;1,62797;45,7884;18,254758;0,132587;23,121914;24,863746;0,0289;2,9019;1,85;185,89;0,00;0,56;48,35;;437,160;434,727;6,3895256;18,55000;2,06000;0,00700;0,1182309;;53,86;104,00;;;
Mass sust.flaming [g];73,11;105;18,68400;1,97200;0,007000;92,000;88,50;-19,5400;0,000;101,412;20,700;0,000;448,150;482,050;25,10;1012,583;263,183;0,000;727,700;759,200;731,400;316,150;;;;;0,00;0,00;0,00;3,00;1,77;15,019;24,764;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;680,7778;39,13212;164,3991;0,17336019;0,17336019;0,00253;3,45151;46,4691;19,437460;0,122468;24,663981;26,529671;0,0285;2,8600;1,88;188,75;0,00;0,60;51,42;;439,291;439,312;6,7839509;18,55300;2,06100;0,02100;0,1178883;;53,65;105,00;;;
Mass remaining    [g];-0,07;106;18,66400;1,97600;0,023000;87,975;88,94;-19,7500;0,000;101,412;20,700;0,000;448,750;482,650;25,10;1012,717;263,183;0,000;728,200;759,200;731,300;316,150;;;;;0,00;0,00;0,00;3,00;1,77;15,006;24,769;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;666,9444;19,93891;80,2969;0,33332316;0,33332316;0,00214;1,76468;47,1361;18,994799;0,117544;24,134563;25,957764;0,0268;2,6859;1,91;191,43;0,00;0,59;50,40;;441,504;439,312;6,6461009;18,54600;2,07300;0,01900;0,1181878;;53,44;106,00;;;
Mass loss test    [g];73,18;107;18,65800;1,98200;0,024000;87,925;88,92;-20,1700;0,000;101,412;20,700;0,000;449,650;483,750;25,10;1012,917;263,183;0,000;728,800;759,200;731,300;316,150;;;;;0,00;0,00;0,00;3,00;1,77;14,964;24,796;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;670,1175;20,38528;81,9386;0,32757568;0,32757568;0,00548;1,80661;47,8062;18,970386;0,117763;24,151886;25,983487;0,0268;2,6935;1,93;194,13;0,01;0,59;50,73;;443,626;443,726;6,6777211;18,52700;2,08800;0,03900;0,1189135;;53,02;107,00;;;
Mass loss rate test [g/s];0,28;108;18,65600;1,99800;0,030000;89,900;88,89;-20,3701;0,000;101,420;20,700;0,000;450,050;484,350;25,10;1013,250;263,183;0,000;729,800;759,200;731,300;316,150;;;;;0,00;0,00;0,00;3,00;1,77;15,034;24,772;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;683,0865;43,21565;172,8861;0,15751139;0,15751139;0,00266;3,81421;48,4893;19,173736;0,118062;24,432493;26,294585;0,0272;2,7327;1,96;196,86;0,00;0,60;51,62;;445,783;443,726;6,8069573;18,51100;2,09700;0,02200;0,1199406;;52,82;108,00;;;
Mass loss rate 10/90 [g/s];0,32;109;18,65000;2,00900;0,029000;85,350;88,39;-20,5701;0,000;101,420;20,700;0,000;450,550;484,950;25,10;1013,550;263,183;0,000;730,800;759,200;731,200;316,150;;;;;0,00;0,00;0,00;3,00;1,78;15,011;24,780;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;666,0314;18,06123;75,7533;0,36747233;0,36747233;0,00243;1,59055;49,1553;18,671859;0,123779;23,819400;25,638039;0,0278;2,7935;1,99;199,65;0,00;0,58;50,31;;447,882;447,842;6,6370033;18,50900;2,09500;0,02100;0,1200911;;52,62;109,00;;;
Values;;110;18,63700;2,03100;0,036000;82,825;89,18;-21,0601;0,000;101,420;20,700;0,000;451,050;485,550;25,20;1013,450;263,183;0,000;730,500;759,200;731,200;316,150;;;;;0,00;0,00;0,00;3,00;1,78;15,038;24,775;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;654,4470;17,16639;67,0177;0,37990316;0,37990316;0,00093;1,51400;49,8098;18,383393;0,114844;23,477434;25,273180;0,0255;2,5550;2,02;202,21;0,00;0,58;49,41;;449,813;447,842;6,5215640;18,51500;2,09400;0,01200;0,1198503;;52,13;110,00;;;
