General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;95;20,82800;0,28900;0,024000;103,900;96,06;-1,1100;0,000;101,082;32,100;0,000;340,050;356,550;28,70;846,017;263,190;0,000;571,100;588,300;559,200;313,750;;;;;0,00;0,00;0,00;3,00;5,10;14,954;28,452;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;302,3435;14,95112;42,2631;0,20250448;0,20250448;0,00051;1,34215;2,5634;24,155599;0,040009;23,257384;24,385885;0,0086;0,8546;0,06;5,86;0,00;0,27;22,85;;25,392;25,644;3,0276680;20,09100;0,78100;0,01100;0,0422322;;70,58;95,00;;;
;;96;20,76500;0,34800;0,008000;107,675;96,35;-1,2000;0,000;101,070;32,100;0,000;342,050;360,050;28,70;846,083;263,190;0,000;571,300;588,400;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,10;15,006;28,460;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;315,8724;37,23059;95,5848;0,08496094;0,08496094;-0,00143;3,33542;2,8793;24,518510;0,037039;23,745643;24,995231;0,0081;0,8110;0,07;6,67;0,00;0,28;23,82;;28,347;25,644;3,1631461;20,06800;0,80100;0,00200;0,0434737;;70,49;96,00;;;
Auswertung Test;;97;20,69400;0,40500;-0,002000;108,075;96,39;-1,3099;0,000;101,078;32,100;0,000;344,250;363,650;28,70;846,250;263,183;0,000;571,900;588,300;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,10;14,981;28,444;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;325,0023;38,26546;95,1718;0,08505249;0,08505249;-0,00164;3,43749;3,2043;24,485394;0,036602;23,866092;25,211051;0,0081;0,8083;0,07;7,48;0,00;0,29;24,52;;31,358;31,582;3,2545725;20,04100;0,82600;0,00100;0,0447969;;70,38;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;20,61600;0,47100;-0,001000;106,075;96,27;-1,4000;0,000;101,070;32,100;0,000;346,150;366,850;28,70;846,317;263,183;0,000;572,100;588,300;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,969;28,460;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;330,1856;16,06326;40,5184;0,20584106;0,20584106;-0,00013;1,44106;3,5344;24,191110;0,037839;23,709391;25,127229;0,0083;0,8329;0,08;8,31;0,00;0,30;24,94;;34,381;31,582;3,3064790;20,01400;0,84700;0,00800;0,0460717;;70,29;98,00;;;
Auswertung Test;;99;20,53900;0,52500;0,004000;107,300;96,03;-1,6899;0,000;101,070;32,100;0,000;348,050;370,050;28,70;846,550;263,190;0,000;572,900;588,200;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,962;28,449;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;339,9594;17,17270;45,3514;0,19824219;0,19824219;0,00030;1,53827;3,8744;24,263893;0,040315;23,911256;25,422670;0,0090;0,8978;0,09;9,21;0,00;0,30;25,69;;37,418;37,661;3,4043537;19,98900;0,86700;0,01000;0,0472994;;70,00;99,00;;;
Test start time   [s];60;100;20,46700;0,58800;0,016000;106,075;95,98;-1,7699;0,000;101,078;32,100;0,000;349,850;372,750;28,70;846,617;263,190;0,000;573,100;588,200;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,962;28,449;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;345,1875;41,45518;109,2194;0,08338420;0,08338420;-0,00161;3,68872;4,2196;24,062848;0,040881;23,835769;25,395979;0,0091;0,9094;0,10;10,12;0,00;0,31;26,01;;40,470;37,661;3,4567072;19,96900;0,88100;0,00100;0,0484330;;69,92;100,00;;;
Time to ignition  [s];82;101;20,40700;0,63300;0,021000;101,700;95,61;-1,8900;0,000;101,070;32,100;0,000;351,650;375,650;28,70;846,650;263,183;0,000;573,100;588,300;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;15,019;28,449;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;340,3101;28,38319;81,6716;0,12006632;0,12006632;0,00444;2,53791;4,5599;23,501014;0,044723;23,399011;24,995986;0,0098;0,9792;0,11;11,10;0,00;0,30;25,82;;43,463;43,651;3,4078654;19,95300;0,89300;0,03000;0,0488950;;69,80;101,00;;;
Time to flame out [s];494;102;20,33900;0,68400;0,016000;102,850;95,34;-2,0000;0,000;101,078;32,100;0,000;353,450;378,450;28,70;846,683;263,190;0,000;573,200;588,300;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,11;15,006;28,457;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;346,8303;42,55052;129,2175;0,08162435;0,08162435;0,00279;3,79772;4,9067;23,573257;0,047601;23,591082;25,259711;0,0105;1,0533;0,12;12,15;0,00;0,31;26,26;;46,405;43,651;3,4731582;19,93900;0,90500;0,02200;0,0496825;;69,69;102,00;;;
Time end of test  [s];585;103;20,27700;0,72000;0,022000;103,775;96,05;-2,0900;0,000;101,078;32,000;0,000;355,150;380,750;28,70;846,650;263,183;0,000;573,200;588,200;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,992;28,468;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;351,7709;16,90782;43,0477;0,20834351;0,20834351;0,00425;1,52046;5,2585;23,622285;0,040149;23,753849;25,466079;0,0090;0,8956;0,13;13,05;0,00;0,32;26,71;;49,346;49,522;3,5226335;19,92400;0,92200;0,02900;0,0502894;;69,60;103,00;;;
Masses;;104;20,21800;0,75700;0,012000;102,175;95,24;-2,3900;0,000;101,078;32,000;0,000;356,750;383,050;28,70;846,717;263,183;0,000;573,400;588,200;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,969;28,449;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;356,8370;15,64774;47,3995;0,22836304;0,22836304;-0,00198;1,39059;5,6153;23,386852;0,048649;23,623053;25,364571;0,0108;1,0809;0,14;14,13;0,00;0,32;26,88;;52,278;49,522;3,5733658;19,90700;0,93300;-0,00100;0,0515312;;69,30;104,00;;;
Mass sust.flaming [g];71,63;105;20,16700;0,78100;0,022000;100,700;95,09;-2,5100;0,000;101,078;32,000;0,000;358,150;384,650;28,70;846,750;263,183;0,000;573,600;588,100;559,100;313,750;;;;;0,00;0,00;0,00;3,00;5,11;14,981;28,468;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;358,2762;36,18476;111,9865;0,09915161;0,09915161;-0,00217;3,20197;5,9736;23,172010;0,050158;23,497893;25,236534;0,0111;1,1088;0,15;15,24;0,00;0,32;26,97;;55,185;55,341;3,5877775;19,89400;0,94100;-0,00200;0,0522224;;69,18;105,00;;;
Mass remaining    [g];0,28;106;20,12700;0,80100;0,011000;103,600;95,73;-2,6200;0,000;101,084;32,000;0,000;359,750;386,950;28,70;846,817;263,183;0,000;573,800;588,100;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;14,962;28,462;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;363,8209;36,74476;98,7705;0,09915161;0,09915161;-0,00157;3,24779;6,3374;23,450975;0,043453;23,887020;25,693072;0,0098;0,9780;0,16;16,22;0,00;0,32;27,39;;58,071;55,341;3,6433021;19,89000;0,94300;0,00100;0,0524010;;69,07;106,00;;;
Mass loss test    [g];71,35;107;20,09100;0,82600;0,002000;104,675;95,64;-2,7400;0,000;101,082;32,000;0,000;361,450;388,950;28,70;846,917;263,183;0,000;574,100;588,100;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;14,954;28,452;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;366,0826;16,11203;44,3913;0,22752889;0,22752889;-0,00220;1,42404;6,7035;23,516831;0,044460;24,067296;25,898395;0,0101;1,0086;0,17;17,23;0,00;0,32;27,55;;60,939;61,077;3,6659513;19,88700;0,94600;-0,00200;0,0525799;;68,95;107,00;;;
Mass loss rate test [g/s];0,14;108;20,06800;0,84700;0,001000;105,725;95,26;-3,0400;0,000;101,078;32,000;0,000;362,950;390,750;28,70;847,017;263,183;0,000;574,400;588,100;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;15,000;28,438;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;369,5460;17,41275;52,1731;0,21252441;0,21252441;-0,00117;1,54773;7,0731;23,585597;0,048441;24,237842;26,094329;0,0111;1,1073;0,18;18,33;0,00;0,33;27,87;;63,780;61,077;3,7006335;19,87800;0,95700;0,00300;0,0529249;;68,65;108,00;;;
Mass loss rate 10/90 [g/s];0,21;109;20,04100;0,86700;0,008000;101,050;94,92;-3,1400;0,000;101,084;32,000;0,000;364,350;392,350;28,70;847,183;263,190;0,000;574,900;588,100;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;14,975;28,468;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;365,9984;36,68616;116,6786;0,09990438;0,09990438;-0,00154;3,24790;7,4391;23,013899;0,051978;23,741560;25,566079;0,0117;1,1640;0,20;19,50;0,00;0,32;27,57;;66,569;66,672;3,6651081;19,86300;0,96700;0,00100;0,0537232;;68,55;109,00;;;
Values;;110;20,01400;0,88100;0,010000;104,900;94,90;-3,2699;0,000;101,078;32,000;0,000;365,550;393,250;28,70;847,083;263,183;0,000;574,700;588,000;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;14,975;28,449;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;375,4018;35,52015;112,7258;0,10583496;0,10583496;0,00091;3,15248;7,8145;23,409696;0,052179;24,229410;26,065423;0,0119;1,1914;0,21;20,69;0,00;0,33;28,36;;69,334;66,672;3,7592740;19,85100;0,97700;0,01300;0,0541754;;68,42;110,00;;;
THR   [MJ/m²];170,1;111;19,98900;0,89300;0,001000;107,325;94,73;-3,3800;0,000;101,082;32,000;0,000;366,650;394,450;28,70;846,883;263,183;0,000;574,100;588,000;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;15,011;28,452;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;381,5562;16,91633;55,3078;0,22587077;0,22587077;-0,00054;1,49669;8,1960;23,643188;0,053933;24,544715;26,405736;0,0125;1,2475;0,22;21,94;0,00;0,34;28,77;;72,119;72,206;3,8209037;19,84600;0,98000;0,00600;0,0545212;;68,31;111,00;;;
TSP   [m²];7,2;112;19,96900;0,90500;0,030000;103,325;94,77;-3,6899;0,000;101,080;32,000;0,000;367,950;395,850;28,70;847,083;263,183;0,000;574,700;588,000;559,100;313,850;;;;;0,00;0,00;0,00;3,00;5,12;15,000;28,444;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;374,2679;16,97702;55,2365;0,22076416;0,22076416;0,00376;1,51109;8,5703;23,157397;0,053560;24,125639;25,954978;0,0122;1,2177;0,23;23,15;0,00;0,33;28,36;;74,850;72,206;3,7479183;19,83900;0,98700;0,02700;0,0546039;;68,00;112,00;;;
TSR   [m²/m²];714,3;113;19,95300;0,92200;0,022000;102,325;94,12;-3,7899;0,000;101,070;32,000;0,000;369,050;397,050;28,70;846,983;263,183;0,000;574,600;587,900;559,000;313,850;;;;;0,00;0,00;0,00;3,00;5,12;14,990;28,465;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;376,3380;43,45727;158,2458;0,08672078;0,08672078;0,00272;3,86300;8,9466;23,010694;0,060476;24,044469;25,868735;0,0137;1,3704;0,25;24,52;0,00;0,34;28,48;;77,508;77,635;3,7686486;19,82700;0,99700;0,02200;0,0552593;;67,90;113,00;;;
TSR   [m²/m² (none flaming phase)];64,1;114;19,93900;0,93300;0,029000;102,250;94,06;-3,9000;0,000;101,080;32,000;0,000;370,050;397,950;28,70;847,150;263,183;0,000;575,200;587,800;559,000;313,850;;;;;0,00;0,00;0,00;3,00;5,13;15,011;28,449;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;379,3927;32,31638;118,0494;0,11756388;0,11756388;0,00353;2,87455;9,3260;22,971158;0,061127;24,068197;25,882824;0,0139;1,3859;0,26;25,91;0,00;0,34;28,74;;80,143;77,635;3,7992386;19,81500;1,00700;0,02600;0,0558072;;67,79;114,00;;;
TSR   [m²/m² (flaming phase)];650,2;115;19,92400;0,94100;-0,001000;105,300;93,74;-4,0200;0,000;101,078;32,000;0,000;371,050;398,650;28,70;847,450;263,183;0,000;576,100;587,800;559,000;313,850;;;;;0,00;0,00;0,00;3,00;5,13;15,034;28,465;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;389,6453;42,19727;160,7258;0,09246826;0,09246826;-0,00115;3,74233;9,7157;23,279809;0,064478;24,457503;26,276738;0,0149;1,4841;0,27;27,39;0,00;0,35;29,38;;82,790;82,945;3,9019082;19,80500;1,01700;0,00300;0,0565579;;67,67;115,00;;;
MARHE [kW / m²];374,7;116;19,90700;0,94300;-0,002000;102,775;94,47;-4,1200;0,000;101,072;32,000;0,000;371,950;399,550;28,70;847,417;263,183;0,000;576,000;587,800;559,000;313,850;;;;;0,00;0,00;0,00;3,00;5,13;15,011;28,462;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;388,0972;17,39909;57,9180;0,22336833;0,22336833;0,00008;1,54285;10,1038;22,971158;0,056753;24,191774;25,986889;0,0129;1,2919;0,29;28,69;0,00;0,34;29,30;;85,429;82,945;3,8864055;19,79300;1,02600;0,00900;0,0570938;;67,57;116,00;;;
Results HRR;;117;19,89400;0,94600;0,001000;101,775;93,55;-4,4401;0,000;101,070;32,000;0,000;373,250;400,850;28,70;847,383;263,183;0,000;576,100;587,600;559,000;313,850;;;;;0,00;0,00;0,00;3,00;5,13;15,048;28,454;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;387,8512;15,53703;60,4136;0,24997965;0,24997965;-0,00052;1,37508;10,4916;22,819287;0,066475;24,115827;25,899074;0,0151;1,5081;0,30;30,19;0,00;0,34;29,25;;88,014;88,173;3,8839419;19,78700;1,03000;0,00600;0,0574391;;67,25;117,00;;;
HRR max [kW/m²];603,8;118;19,89000;0,95700;-0,002000;103,425;93,31;-4,5800;0,000;101,072;32,000;0,000;374,050;401,550;28,70;847,217;263,183;0,000;575,700;587,600;558,900;313,850;;;;;0,00;0,00;0,00;3,00;5,13;14,985;28,460;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;392,9820;33,51159;134,8070;0,11743164;0,11743164;-0,00174;2,96562;10,8846;22,978907;0,069077;24,336566;26,125779;0,0158;1,5808;0,32;31,77;0,00;0,35;29,61;;90,577;88,173;3,9353213;19,78100;1,03600;0,00000;0,0577963;;67,11;118,00;;;
Max at [s];345;119;19,88700;0,96700;0,003000;100,900;93,67;-4,7000;0,000;101,066;32,000;0,000;375,050;402,650;28,70;847,117;263,183;0,000;575,500;587,500;558,900;313,850;;;;;0,00;0,00;0,00;3,00;5,13;14,975;28,438;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;391,5293;45,68846;172,4069;0,08581543;0,08581543;-0,00272;4,04750;11,2761;22,666394;0,065270;24,069766;25,841065;0,0148;1,4774;0,33;33,25;0,00;0,35;29,48;;93,112;93,240;3,9207746;19,77000;1,04700;-0,00500;0,0583798;;66,99;119,00;;;
HRR 060s [kW/m²];330,6;120;19,87800;0,97700;0,001000;102,975;93,30;-4,7899;0,000;101,066;32,000;0,000;376,050;403,450;28,70;847,150;263,183;0,000;575,700;587,400;558,900;313,850;;;;;0,00;0,00;0,00;3,00;5,13;15,011;28,428;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;398,2061;19,29422;76,7235;0,20667521;0,20667521;-0,00052;1,71077;11,6743;22,867809;0,069200;24,348399;26,122488;0,0159;1,5835;0,35;34,84;0,00;0,35;30,05;;95,627;93,240;3,9876363;19,75800;1,05600;0,00600;0,0588562;;66,90;120,00;;;
HRR 120s [kW/m²];372,7;121;19,86300;0,98000;0,013000;96,075;94,35;-5,0900;0,000;101,070;32,000;0,000;376,750;404,050;28,70;847,283;263,183;0,000;576,100;587,400;558,900;313,850;;;;;0,00;0,00;0,00;3,00;5,13;14,992;28,460;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;386,8974;16,66236;55,2024;0,23252360;0,23252360;0,00241;1,48338;12,0612;22,067849;0,057961;23,540383;25,246162;0,0128;1,2818;0,36;36,12;0,00;0,34;29,29;;98,081;98,132;3,8743909;19,74600;1,06700;0,02100;0,0592615;;66,60;121,00;;;
HRR 180s [kW/m²];408,4;122;19,85100;0,98700;0,006000;101,100;93,51;-5,2200;0,000;101,070;32,000;0,000;377,750;405,450;28,70;847,283;263,183;0,000;576,300;587,300;558,800;313,850;;;;;0,00;0,00;0,00;3,00;5,14;14,975;28,457;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;398,2579;33,92037;129,5878;0,11757406;0,11757406;0,00347;3,00836;12,4595;22,607616;0,066925;24,180179;25,953286;0,0152;1,5215;0,38;37,64;0,00;0,35;30,16;;100,495;98,132;3,9881549;19,74000;1,06800;0,02600;0,0595473;;66,47;122,00;;;
HRR 240s [kW/m²];448,1;123;19,84600;0,99700;0,027000;102,625;94,10;-5,3501;0,000;101,068;32,000;0,000;378,750;406,450;28,70;847,317;263,183;0,000;576,400;587,300;558,800;313,850;;;;;0,00;0,00;0,00;3,00;5,14;14,964;28,473;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;399,7650;38,71092;134,5963;0,10341390;0,10341390;0,00329;3,43472;12,8592;22,747397;0,060615;24,394090;26,178160;0,0139;1,3900;0,39;39,03;0,00;0,36;30,27;;102,922;102,932;4,0032469;19,74300;1,06600;0,02500;0,0594044;;66,34;123,00;;;
HRR 300s [kW/m²];469,8;124;19,83900;1,00700;0,022000;100,925;95,54;-5,4601;0,000;101,070;32,000;0,000;379,750;407,350;28,70;847,183;263,183;0,000;576,100;587,200;558,800;313,850;;;;;0,00;0,00;0,00;3,00;5,14;14,967;28,460;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;396,8665;17,80602;46,3937;0,22319539;0,22319539;0,00227;1,58074;13,2561;22,528482;0,045431;24,223114;25,983635;0,0104;1,0340;0,40;40,06;0,00;0,35;30,03;;105,304;102,932;3,9742210;19,74100;1,06900;0,02000;0,0595472;;66,23;124,00;;;
HRR 360s [kW/m²];456,1;125;19,82700;1,01700;0,026000;95,750;94,40;-5,7699;0,000;101,070;32,000;0,000;380,550;408,250;28,70;847,117;263,183;0,000;576,200;587,000;558,700;313,850;;;;;0,00;0,00;0,00;3,00;5,14;15,017;28,441;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;387,9950;16,41942;53,9759;0,23663330;0,23663330;0,00162;1,46348;13,6441;21,920223;0,057466;23,618753;25,337948;0,0128;1,2755;0,41;41,34;0,00;0,35;29,36;;107,601;107,588;3,8853821;19,73500;1,07800;0,01700;0,0598331;;65,92;125,00;;;
HRR Test [kW/m²];382,6;126;19,81500;1,02600;0,003000;101,500;94,87;-5,9000;0,000;101,072;32,000;0,000;381,150;408,350;28,70;847,317;263,183;0,000;576,800;587,000;558,700;313,850;;;;;0,00;0,00;0,00;3,00;5,14;15,015;28,468;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;404,6118;34,70173;102,8844;0,11676025;0,11676025;-0,00131;3,08384;14,0487;22,551036;0,052523;24,336757;26,073500;0,0120;1,1996;0,43;42,54;0,00;0,36;30,53;;109,892;107,588;4,0517830;19,72200;1,08900;0,00200;0,0606541;;65,79;126,00;;;
Results EHC;;127;19,80500;1,03000;0,009000;98,800;94,61;-6,0300;0,000;101,072;32,000;0,000;381,850;408,950;28,70;847,017;263,183;0,000;576,100;586,900;558,600;313,850;;;;;0,00;0,00;0,00;3,00;5,14;14,948;28,489;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;402,0140;39,60263;122,6444;0,10165405;0,10165405;0,00126;3,52829;14,4507;22,228671;0,055220;24,032921;25,738545;0,0125;1,2450;0,44;43,78;0,00;0,36;30,41;;112,203;112,114;4,0257682;19,70900;1,10000;0,01500;0,0611428;;65,66;127,00;;;
EHC max [MJ/kg];54,8;128;19,79300;1,03600;0,006000;98,100;94,92;-6,1400;0,000;101,070;32,000;0,000;382,650;409,850;28,70;846,717;263,183;0,000;575,400;586,700;558,600;313,850;;;;;0,00;0,00;0,00;3,00;5,14;15,019;28,449;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;403,8851;17,21322;49,8468;0,23496501;0,23496501;-0,00070;1,52234;14,8546;22,126620;0,052000;23,972707;25,676764;0,0117;1,1696;0,45;44,95;0,00;0,36;30,47;;114,474;112,114;4,0445053;19,70100;1,10200;0,00500;0,0617135;;65,55;128,00;;;
Max at [s];435;129;19,78700;1,04700;0,000000;96,525;94,23;-6,4700;0,000;101,072;32,000;0,000;383,350;410,450;28,70;846,517;263,183;0,000;574,900;586,700;558,500;313,850;;;;;0,00;0,00;0,00;3,00;5,14;15,023;28,478;0,57;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;399,7258;16,01272;52,9701;0,24997965;0,24997965;-0,00050;1,41271;15,2543;21,928232;0,059235;23,801227;25,483797;0,0132;1,3223;0,46;46,27;0,00;0,35;30,15;;116,701;116,591;4,0028544;19,70300;1,09800;0,00600;0,0616301;;65,22;129,00;;;
EHC 060s [MJ/kg];26,4;130;19,78100;1,05600;-0,005000;93,600;93,60;-6,6000;0,000;101,068;32,000;0,000;384,250;411,450;28,70;846,183;263,183;0,000;574,000;586,600;558,500;313,850;;;;;0,00;0,00;0,00;3,00;5,15;14,939;28,465;0,57;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;390,8193;37,87447;140,8491;0,10333252;0,10333252;0,00217;3,35190;15,6452;21,568126;0,066034;23,465324;25,126370;0,0146;1,4534;0,48;47,73;0,00;0,35;29,56;;118,844;116,591;3,9136645;19,70700;1,09500;0,02000;0,0612618;;65,09;130,00;;;
