General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
SEA 240s [m²/kg];84,3;153;15,96800;4,40900;0,037000;73,575;84,94;-53,6201;0,000;100,988;27,400;0,000;559,850;615,150;25,10;1129,683;263,183;0,000;840,600;875,000;854,000;325,150;;;;;0,00;0,00;0,00;3,00;2,32;15,521;24,761;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1165,5797;23,92341;79,0999;0,48999023;0,48999023;0,00447;2,15840;127,0438;15,443257;0,164266;24,479968;26,898012;0,0388;3,8539;5,32;528,83;0,00;1,06;90,16;;826,542;827,385;11,7222354;15,65300;4,52000;0,03800;0,2605054;;18,17;153,00;;;
SEA 300s [m²/kg];--;154;15,89700;4,43500;0,039000;67,700;83,94;-54,2401;0,000;100,988;27,400;0,000;560,750;616,350;25,10;1129,983;263,183;0,000;841,300;875,100;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,32;15,555;24,735;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1123,5381;22,11913;78,1022;0,51084391;0,51084391;0,00454;2,00518;128,1673;14,801962;0,176080;23,501135;25,831341;0,0399;3,9672;5,36;532,80;0,00;1,02;86,99;;828,607;827,385;11,2994228;15,61800;4,56700;0,04000;0,2620294;;17,55;154,00;;;
SEA 360s [m²/kg];--;155;15,81200;4,41800;0,034000;71,000;83,49;-54,6401;0,000;100,988;27,500;0,000;561,950;617,850;25,10;1130,217;263,183;0,000;842,000;875,100;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,553;24,748;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1164,2395;22,30136;80,3164;0,52502441;0,52502441;0,00425;2,02503;129,3316;15,142234;0,181474;24,092834;26,489471;0,0422;4,1929;5,40;536,99;0,00;1,06;90,19;;830,641;831,740;11,7087563;15,54600;4,63300;0,03700;0,2655143;;17,15;155,00;;;
SEA Test [m²/kg];87,2;156;15,75600;4,39300;0,033000;72,775;79,37;-55,2802;0,000;100,998;27,500;0,000;562,350;618,550;25,10;1130,817;263,183;0,000;843,700;875,100;854,200;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,496;24,751;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1194,9907;24,31955;110,5752;0,49417114;0,49417114;0,00362;2,23060;130,5265;15,324889;0,232096;24,400815;26,839377;0,0546;5,4333;5,46;542,42;0,00;1,10;92,72;;832,878;831,740;12,0180211;15,46000;4,74500;0,03200;0,2693852;;16,51;156,00;;;
Results SPR;;157;15,75700;4,39300;0,036000;67,925;80,41;-55,6401;0,000;100,990;27,500;0,000;562,750;619,050;25,10;1130,683;263,183;0,000;843,200;875,100;854,300;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,523;24,724;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1178,7688;22,80055;95,8679;0,51993815;0,51993815;0,00363;2,08147;131,7053;14,800169;0,219047;23,582098;25,941355;0,0498;4,9563;5,50;547,38;0,00;1,08;91,47;;835,133;836,069;11,8548774;15,34200;4,82300;0,03300;0,2753160;;16,15;157,00;;;
SPR max [m²/s];0,063;158;15,78700;4,40700;0,033000;72,250;81,18;-56,3101;0,000;100,986;27,500;0,000;563,350;619,950;25,10;1130,383;263,183;0,000;842,300;875,100;854,300;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,517;24,740;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1234,6999;25,21280;99,9574;0,49250285;0,49250285;0,00563;2,30162;132,9400;15,255954;0,209571;24,334249;26,779120;0,0492;4,8950;5,55;552,27;0,01;1,13;95,90;;837,485;836,069;12,4173771;15,24600;4,90000;0,04700;0,2798957;;15,48;158,00;;;
Max at [s];246;159;15,79900;4,42300;0,034000;71,175;80,78;-56,6401;0,000;100,990;27,500;0,000;564,250;621,150;25,10;1130,450;263,183;0,000;842,600;875,100;854,200;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,544;24,721;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1238,3749;23,24097;93,4069;0,53587850;0,53587850;0,00585;2,11299;134,1784;15,129952;0,214445;24,171823;26,609353;0,0501;4,9771;5,60;557,25;0,01;1,13;96,18;;839,995;840,754;12,4543361;15,18200;4,93500;0,04900;0,2831611;;15,15;159,00;;;
SPR 060s [m²/s];0,034;160;15,79100;4,45900;0,049000;68,825;83,95;-57,3701;0,000;100,990;27,500;0,000;566,050;623,450;25,10;1130,550;263,183;0,000;842,900;875,100;854,200;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,563;24,735;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1221,8461;23,48263;77,3276;0,52328491;0,52328491;0,00797;2,14227;135,4002;14,854407;0,175922;23,807312;26,221480;0,0405;4,0235;5,64;561,28;0,01;1,12;95,00;;842,433;840,754;12,2881067;15,14700;4,97600;0,06600;0,2846076;;14,42;160,00;;;
SPR 120s [m²/s];0,038;161;15,77500;4,49300;0,050000;70,525;85,63;-57,6901;0,000;100,990;27,500;0,000;567,450;625,650;25,10;1130,083;263,183;0,000;841,700;875,000;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,561;24,743;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1248,0424;23,60974;68,5642;0,53162638;0,53162638;0,00567;2,15398;136,6483;15,018182;0,156192;24,129327;26,604131;0,0365;3,6244;5,68;564,90;0,01;1,15;97,02;;844,871;845,754;12,5515622;15,08800;5,02700;0,04800;0,2876262;;14,10;161,00;;;
SPR 180s [m²/s];0,040;162;15,74700;4,50900;0,042000;69,900;84,45;-58,4301;0,000;100,988;27,500;0,000;568,950;627,850;25,10;1130,017;263,183;0,000;841,500;875,000;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,555;24,740;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1253,2017;24,04319;75,5390;0,52420044;0,52420044;0,00577;2,20028;137,9015;14,931765;0,170062;24,053900;26,544058;0,0396;3,9373;5,72;568,84;0,01;1,15;97,50;;847,376;845,754;12,6034498;15,02500;5,09200;0,04900;0,2905741;;13,36;162,00;;;
SPR 240s [m²/s];0,030;163;15,70200;4,52000;0,041000;69,250;82,53;-58,7401;0,000;100,988;27,500;0,000;570,450;629,750;25,10;1130,883;263,190;0,000;844,100;875,000;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,561;24,721;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1265,1127;24,38813;85,8837;0,52169800;0,52169800;0,00351;2,23773;139,1666;14,842624;0,192999;23,973340;26,465442;0,0448;4,4551;5,77;573,29;0,00;1,17;98,47;;849,902;850,794;12,7232389;14,93000;5,18400;0,03200;0,2952362;;13,05;163,00;;;
SPR 300s [m²/s];--;164;15,66600;4,56700;0,038000;66,400;82,94;-59,4801;0,000;100,988;27,500;0,000;571,650;631,150;25,10;1130,883;263,190;0,000;844,100;875,000;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,568;24,743;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1255,4027;23,20289;78,6763;0,54413859;0,54413859;0,00279;2,11457;140,4220;14,518727;0,188103;23,499522;25,945461;0,0428;4,2568;5,81;577,55;0,00;1,15;97,66;;852,404;850,794;12,6255853;14,84600;5,22300;0,02700;0,2996399;;12,31;164,00;;;
SPR 360s [m²/s];--;165;15,65300;4,63300;0,040000;72,350;82,62;-59,8301;0,000;100,992;27,400;0,000;573,250;633,350;25,10;1130,917;263,183;0,000;844,200;875,000;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,564;24,743;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1314,7119;23,06130;79,7037;0,57334391;0,57334391;0,00197;2,09799;141,7367;15,134108;0,191954;24,564118;27,139440;0,0457;4,5439;5,85;582,09;0,00;1,20;102,25;;855,026;856,117;13,2220571;14,81900;5,23800;0,02000;0,3010798;;11,96;165,00;;;
SPR Test [m²/s];0,031;166;15,61800;4,74500;0,037000;65,500;84,61;-60,6201;0,000;100,988;27,400;0,000;574,450;635,350;25,10;1130,517;263,183;0,000;843,100;874,900;854,100;325,150;;;;;0,00;0,00;0,00;3,00;2,33;15,574;24,732;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1253,7280;20,75433;62,8117;0,60752360;0,60752360;0,00289;1,89463;142,9904;14,384810;0,168109;23,396809;25,877210;0,0382;3,7943;5,89;585,89;0,00;1,15;97,59;;857,612;856,117;12,6087426;14,79400;5,27300;0,02800;0,3021017;;11,17;166,00;;;
Results COY;;167;15,54600;4,82300;0,032000;65,550;82,56;-60,9801;0,000;100,992;27,400;0,000;576,350;638,050;25,10;1130,150;263,183;0,000;841,700;874,900;854,400;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,555;24,745;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1266,9590;38,91542;133,9293;0,32742310;0,32742310;0,00479;3,58691;144,2574;14,366560;0,192611;23,444413;25,954207;0,0439;4,3603;5,94;590,25;0,00;1,17;98,82;;860,023;861,323;12,7418069;14,70800;5,38600;0,04300;0,3057938;;10,81;167,00;;;
COY max [kg/kg];0,0363;168;15,46000;4,90000;0,033000;71,050;79,81;-61,3900;0,000;100,992;27,400;0,000;577,850;640,150;25,10;1130,950;263,190;0,000;843,900;874,900;854,600;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,555;24,759;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1345,8566;23,91868;95,1015;0,56588745;0,56588745;0,00577;2,20116;145,6032;14,937712;0,226598;24,439903;27,074852;0,0538;5,3512;5,99;595,60;0,01;1,25;105,05;;862,680;861,323;13,5352797;14,56800;5,49300;0,04900;0,3126341;;10,40;168,00;;;
Max at [s];109;169;15,34200;4,93500;0,047000;65,400;82,42;-62,0602;0,000;100,994;27,400;0,000;578,050;640,850;25,10;1130,950;263,190;0,000;843,800;874,900;854,700;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,568;24,732;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1313,8538;24,61918;82,5652;0,53671265;0,53671265;0,00642;2,26181;146,9171;14,328996;0,194299;23,452084;25,999945;0,0443;4,4063;6,03;600,00;0,01;1,21;102,62;;865,445;866,401;13,2134272;14,45100;5,58000;0,05600;0,3183508;;9,73;169,00;;;
COY 060s [kg/kg];0,0089;170;15,24600;4,97600;0,049000;70,875;80,17;-62,4701;0,000;100,998;27,400;0,000;579,550;642,950;25,10;1131,350;263,190;0,000;844,900;874,800;854,900;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,584;24,737;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1382,9497;24,72636;93,8849;0,56248983;0,56248983;0,00497;2,27704;148,3000;14,897407;0,221987;24,445665;27,119904;0,0528;5,2510;6,09;605,26;0,00;1,28;108,07;;868,286;866,401;13,9083250;14,36700;5,66200;0,04300;0,3224402;;9,32;170,00;;;
COY 120s [kg/kg];0,0095;171;15,18200;5,02700;0,066000;65,600;82,56;-63,1802;0,000;100,986;27,400;0,000;581,350;645,250;25,10;1132,350;263,190;0,000;847,600;874,800;855,200;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,582;24,743;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1348,6086;24,04019;78,3123;0,56417847;0,56417847;0,00503;2,23085;149,6487;14,310100;0,192655;23,554866;26,143936;0,0442;4,3932;6,13;609,65;0,01;1,26;105,56;;871,195;871,838;13,5629565;14,25600;5,79100;0,04500;0,3275068;;8,61;171,00;;;
COY 180s [kg/kg];0,0091;172;15,14700;5,09200;0,048000;64,675;81,17;-63,6001;0,000;100,994;27,400;0,000;583,050;647,550;25,10;1132,950;263,190;0,000;849,200;874,700;855,500;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,545;24,743;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1361,1954;23,81076;83,1987;0,57493083;0,57493083;0,00260;2,18030;151,0099;14,188122;0,209623;23,422378;26,013483;0,0478;4,7562;6,18;614,41;0,00;1,25;106,39;;874,007;871,838;13,6895416;14,14500;5,81700;0,02600;0,3336103;;8,19;172,00;;;
COY 240s [kg/kg];0,0092;173;15,08800;5,18400;0,049000;70,425;81,10;-64,3301;0,000;100,986;27,400;0,000;584,150;649,150;25,10;1132,883;263,190;0,000;848,900;874,700;855,600;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,606;24,756;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1417,7351;24,33646;85,6602;0,58587646;0,58587646;0,00310;2,21625;152,4276;14,791453;0,210443;24,464452;27,186680;0,0502;4,9902;6,23;619,40;0,00;1,30;110,74;;876,987;877,749;14,2581618;14,15600;5,78000;0,02900;0,3332837;;7,46;173,00;;;
COY 300s [kg/kg];--;174;15,02500;5,22300;0,032000;57,875;83,38;-64,7701;0,000;100,988;27,400;0,000;585,550;651,150;25,10;1136,950;263,190;0,000;861,200;874,600;855,600;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,610;24,756;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1277,3016;21,74347;67,0101;0,59078979;0,59078979;0,00352;1,99001;153,7049;13,392853;0,182778;22,204314;24,691895;0,0396;3,9365;6,27;623,33;0,00;1,18;99,82;;879,691;877,749;12,8458227;14,18600;5,78000;0,03500;0,3315701;;7,02;174,00;;;
COY 360s [kg/kg];--;175;14,93000;5,23800;0,027000;66,100;81,32;-65,5100;0,000;100,988;27,300;0,000;587,250;654,050;25,10;1141,017;263,190;0,000;873,300;874,600;855,700;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,547;24,732;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1365,3264;23,30774;81,9035;0,58912150;0,58912150;0,00199;2,13190;155,0702;14,292191;0,207827;23,764141;26,467324;0,0483;4,7978;6,32;628,13;0,00;1,26;106,67;;882,215;883,621;13,7310881;14,17700;5,78600;0,02100;0,3321361;;6,28;175,00;;;
COY Test [kg/kg];0,0091;176;14,84600;5,27300;0,020000;67,800;80,15;-65,9501;0,000;100,996;27,300;0,000;587,950;655,050;25,10;1141,250;263,190;0,000;873,800;874,600;855,900;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,564;24,751;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1381,8764;24,41531;91,8895;0,56921387;0,56921387;0,00125;2,22360;156,4521;14,466193;0,222237;24,082131;26,830513;0,0523;5,2008;6,37;633,33;0,00;1,27;107,89;;885,007;883,621;13,8975310;14,18200;5,76100;0,01500;0,3321176;;5,84;176,00;;;
Results CO2Y;;177;14,81900;5,38600;0,028000;69,200;80,59;-66,7001;0,000;100,986;27,300;0,000;588,250;655,150;25,10;1142,117;263,190;0,000;876,300;874,500;856,100;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,578;24,756;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1386,2682;17,14142;63,3923;0,81333415;0,81333415;0,00320;1,55472;157,8384;14,611059;0,216864;24,335703;27,103333;0,0516;5,1267;6,42;638,46;0,00;1,26;108,18;;887,826;889,182;13,9416994;14,23100;5,69900;0,03000;0,3297932;;5,09;177,00;;;
CO2Y max [kg/kg];4,1612;178;14,79400;5,49300;0,043000;66,650;79,89;-67,4601;0,000;100,986;27,300;0,000;589,650;656,550;25,10;1145,450;263,190;0,000;886,300;874,300;856,300;325,150;;;;;0,00;0,00;0,00;3,00;2,34;15,584;24,735;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1334,8330;23,65558;92,8149;0,56749471;0,56749471;0,00528;2,11810;159,1732;14,322292;0,225530;23,911516;26,624447;0,0527;5,2373;6,47;643,69;0,01;1,20;103,96;;890,482;889,182;13,4244152;14,36300;5,52800;0,04700;0,3237626;;4,33;178,00;;;
Max at [s];119;179;14,70800;5,58000;0,049000;70,525;78,95;-67,8301;0,000;100,982;27,300;0,000;590,350;657,550;25,10;1143,383;263,190;0,000;880,400;874,000;856,300;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,584;24,743;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1324,8938;44,16059;189,1651;0,30172729;0,30172729;0,00556;3,94155;160,4981;14,724019;0,237359;24,611394;27,412927;0,0571;5,6753;6,53;649,37;0,01;1,19;103,00;;892,937;894,393;13,3244566;14,60200;5,32200;0,04800;0,3122179;;3,96;179,00;;;
CO2Y 060s [kg/kg];2,1159;180;14,56800;5,66200;0,056000;63,900;81,02;-68,1802;0,000;100,986;27,300;0,000;590,850;658,150;25,10;1140,350;263,190;0,000;871,900;873,600;856,100;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,603;24,761;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1219,5327;23,17729;91,5214;0,52917480;0,52917480;0,00455;2,01874;161,7176;14,009460;0,211485;23,436833;26,106374;0,0484;4,8156;6,58;654,19;0,00;1,07;94,38;;895,044;894,393;12,2648399;14,83700;5,02700;0,04200;0,3017249;;3,61;180,00;;;
CO2Y 120s [kg/kg];2,1120;181;14,45100;5,79100;0,043000;68,850;78,85;-68,8401;0,000;100,986;27,300;0,000;591,250;658,450;25,10;1138,050;263,190;0,000;865,900;873,000;855,800;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,553;24,743;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1199,6610;23,69893;111,4107;0,50909424;0,50909424;0,00588;2,05713;162,9173;14,537040;0,238578;24,335900;27,101857;0,0567;5,6397;6,64;659,82;0,01;1,05;92,64;;896,781;898,458;12,0649905;15,16800;4,75200;0,05100;0,2855672;;2,95;181,00;;;
CO2Y 180s [kg/kg];2,1350;182;14,36700;5,81700;0,045000;74,100;77,60;-69,1901;0,000;100,994;27,300;0,000;591,050;657,850;25,10;1136,083;263,190;0,000;860,800;872,500;855,500;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,603;24,745;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1169,7137;24,46642;130,4933;0,48081462;0,48081462;0,00503;2,07697;164,0870;15,083655;0,254587;25,242425;28,095305;0,0627;6,2387;6,70;666,06;0,01;1,00;89,84;;898,363;898,458;11,7638108;15,54600;4,37100;0,04300;0,2678635;;2,60;182,00;;;
CO2Y 240s [kg/kg];2,1448;183;14,25600;5,78000;0,026000;73,525;79,29;-69,8000;0,000;100,994;27,300;0,000;590,450;656,350;25,10;1134,350;263,190;0,000;856,400;871,900;855,300;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,593;24,753;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1077,9848;22,98444;121,1063;0,47167969;0,47167969;0,00395;1,95921;165,1650;15,032650;0,233103;25,131531;27,936457;0,0571;5,6800;6,76;671,74;0,00;0,92;82,61;;899,596;901,085;10,8412926;15,96500;4,06200;0,03500;0,2471714;;1,99;183,00;;;
CO2Y 300s [kg/kg];--;184;14,14500;5,78000;0,029000;72,400;79,52;-70,0901;0,000;100,988;27,300;0,000;589,450;654,450;25,10;1132,250;263,190;0,000;851,000;871,200;855,100;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,584;24,743;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;981,4335;40,00691;226,4318;0,24671427;0,24671427;0,00142;3,41055;166,1464;14,929849;0,230200;24,917395;27,665093;0,0559;5,5547;6,81;677,30;0,00;0,84;74,96;;900,303;901,085;9,8702767;16,39600;3,72800;0,01600;0,2260925;;1,70;184,00;;;
CO2Y 360s [kg/kg];--;185;14,15600;5,78600;0,035000;75,525;79,38;-70,3801;0,000;100,996;27,300;0,000;587,950;651,750;25,10;1130,550;263,190;0,000;846,700;870,700;854,800;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,643;24,759;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;904,1912;22,22361;140,0798;0,40917969;0,40917969;0,00280;1,83610;167,0506;15,268092;0,231915;25,417067;28,175141;0,0573;5,6993;6,87;683,00;0,00;0,75;68,59;;900,532;902,058;9,0934511;16,87600;3,26100;0,02600;0,2032065;;1,41;185,00;;;
CO2Y Test [kg/kg];2,1448;186;14,18600;5,76100;0,021000;75,325;77,53;-70,8701;0,000;100,988;27,300;0,000;585,550;647,750;25,10;1128,950;263,190;0,000;842,700;870,100;854,600;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,626;24,743;0,60;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;815,3618;20,54287;157,3452;0,39916992;0,39916992;0,00213;1,63142;167,8660;15,279079;0,255512;25,331530;28,022371;0,0628;6,2451;6,93;689,24;0,00;0,65;61,34;;900,313;902,058;8,2000939;17,31000;2,83100;0,02100;0,1827256;;0,92;186,00;;;
;;187;14,17700;5,69900;0,015000;70,250;81,90;-71,1301;0,000;100,996;27,300;0,000;583,250;643,850;25,00;1127,983;263,190;0,000;840,400;869,700;854,400;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,622;24,761;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;663,9110;36,42863;258,7951;0,18328857;0,18328857;0,00193;2,72513;168,5299;14,784457;0,200635;24,415206;26,951960;0,0474;4,7165;6,98;693,96;0,00;0,50;49,34;;899,454;900,796;6,6769526;17,92500;2,25400;0,02000;0,1532966;;0,66;187,00;;;
;;188;14,18200;5,52800;0,030000;76,725;79,32;-71,3000;0,000;100,988;27,300;0,000;579,950;638,650;25,10;1127,117;263,190;0,000;838,300;869,400;854,200;325,150;;;;;0,00;0,00;0,00;3,00;2,35;15,635;24,769;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;555,5782;21,35404;218,5597;0,26165771;0,26165771;0,00024;1,59614;169,0855;15,494686;0,232682;25,443309;28,018570;0,0572;5,6864;7,04;699,65;0,00;0,42;41,07;;897,913;900,796;5,5874503;18,54900;1,80800;0,00700;0,1220060;;0,49;188,00;;;
